iShares Russell 1000 ETF
Fund Holdings as of,"Jun 24, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"119,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"NVDA","NVIDIA CORP","Information Technology","Equity","3,307,338,409.00","6.92","3,307,338,409.00","16,619,791.00","199.00","United States","NASDAQ","USD","1.00","USD","-"
"AAPL","APPLE INC","Information Technology","Equity","2,998,308,340.28","6.27","2,998,308,340.28","10,230,341.00","293.08","United States","NASDAQ","USD","1.00","USD","-"
"MSFT","MICROSOFT CORP","Information Technology","Equity","1,924,719,941.28","4.03","1,924,719,941.28","5,266,568.00","365.46","United States","NASDAQ","USD","1.00","USD","-"
"AMZN","AMAZON.COM INC","Consumer Discretionary","Equity","1,595,830,841.10","3.34","1,595,830,841.10","6,811,930.00","234.27","United States","NASDAQ","USD","1.00","USD","-"
"GOOGL","ALPHABET INC CLASS A","Communication","Equity","1,428,070,754.11","2.99","1,428,070,754.11","4,135,859.00","345.29","United States","NASDAQ","USD","1.00","USD","-"
"AVGO","BROADCOM INC","Information Technology","Equity","1,253,016,904.36","2.62","1,253,016,904.36","3,279,548.00","382.07","United States","NASDAQ","USD","1.00","USD","-"
"GOOG","ALPHABET INC CLASS C","Communication","Equity","1,164,463,419.60","2.44","1,164,463,419.60","3,374,865.00","345.04","United States","NASDAQ","USD","1.00","USD","-"
"META","META PLATFORMS INC CLASS A","Communication","Equity","864,650,604.90","1.81","864,650,604.90","1,550,470.00","557.67","United States","NASDAQ","USD","1.00","USD","-"
"MU","MICRON TECHNOLOGY INC","Information Technology","Equity","831,921,386.32","1.74","831,921,386.32","793,432.00","1,048.51","United States","NASDAQ","USD","1.00","USD","-"
"TSLA","TESLA INC","Consumer Discretionary","Equity","752,444,203.58","1.57","752,444,203.58","2,003,686.00","375.53","United States","NASDAQ","USD","1.00","USD","-"
"BRKB","BERKSHIRE HATHAWAY INC CLASS B","Financials","Equity","648,079,376.74","1.36","648,079,376.74","1,309,754.00","494.81","United States","NYSE","USD","1.00","USD","-"
"JPM","JPMORGAN CHASE & CO","Financials","Equity","643,260,729.15","1.35","643,260,729.15","1,929,107.00","333.45","United States","NYSE","USD","1.00","USD","-"
"LLY","ELI LILLY","Health Care","Equity","635,614,800.30","1.33","635,614,800.30","568,905.00","1,117.26","United States","NYSE","USD","1.00","USD","-"
"AMD","ADVANCED MICRO DEVICES INC","Information Technology","Equity","594,373,624.52","1.24","594,373,624.52","1,143,598.00","519.74","United States","NASDAQ","USD","1.00","USD","-"
"INTC","INTEL CORPORATION","Information Technology","Equity","412,514,611.35","0.86","412,514,611.35","3,133,419.00","131.65","United States","NASDAQ","USD","1.00","USD","-"
"JNJ","JOHNSON & JOHNSON","Health Care","Equity","411,836,947.00","0.86","411,836,947.00","1,708,867.00","241.00","United States","NYSE","USD","1.00","USD","-"
"XOM","EXXON MOBIL CORP","Energy","Equity","410,713,416.20","0.86","410,713,416.20","3,000,098.00","136.90","United States","NYSE","USD","1.00","USD","-"
"V","VISA INC CLASS A","Financials","Equity","397,140,432.94","0.83","397,140,432.94","1,195,378.00","332.23","United States","NYSE","USD","1.00","USD","-"
"WMT","WALMART INC","Consumer Staples","Equity","367,650,738.00","0.77","367,650,738.00","3,089,502.00","119.00","United States","NASDAQ","USD","1.00","USD","-"
"CSCO","CISCO SYSTEMS INC","Information Technology","Equity","338,406,787.68","0.71","338,406,787.68","2,826,416.00","119.73","United States","NASDAQ","USD","1.00","USD","-"
"LRCX","LAM RESEARCH CORP","Information Technology","Equity","334,171,680.00","0.70","334,171,680.00","891,600.00","374.80","United States","NASDAQ","USD","1.00","USD","-"
"AMAT","APPLIED MATERIAL INC","Information Technology","Equity","331,783,292.16","0.69","331,783,292.16","563,328.00","588.97","United States","NASDAQ","USD","1.00","USD","-"
"CAT","CATERPILLAR INC","Industrials","Equity","326,982,121.15","0.68","326,982,121.15","328,807.00","994.45","United States","NYSE","USD","1.00","USD","-"
"COST","COSTCO WHOLESALE CORP","Consumer Staples","Equity","302,923,073.83","0.63","302,923,073.83","315,187.00","961.09","United States","NASDAQ","USD","1.00","USD","-"
"ABBV","ABBVIE INC","Health Care","Equity","295,497,962.03","0.62","295,497,962.03","1,258,027.00","234.89","United States","NYSE","USD","1.00","USD","-"
"MA","MASTERCARD INC CLASS A","Financials","Equity","282,408,969.64","0.59","282,408,969.64","571,204.00","494.41","United States","NYSE","USD","1.00","USD","-"
"GE","GE AEROSPACE","Industrials","Equity","270,251,773.80","0.57","270,251,773.80","738,635.00","365.88","United States","NYSE","USD","1.00","USD","-"
"BAC","BANK OF AMERICA CORP","Financials","Equity","269,160,467.46","0.56","269,160,467.46","4,662,402.00","57.73","United States","NYSE","USD","1.00","USD","-"
"UNH","UNITEDHEALTH GROUP INC","Health Care","Equity","262,223,496.20","0.55","262,223,496.20","646,189.00","405.80","United States","NYSE","USD","1.00","USD","-"
"PG","PROCTER & GAMBLE","Consumer Staples","Equity","253,597,854.72","0.53","253,597,854.72","1,667,968.00","152.04","United States","NYSE","USD","1.00","USD","-"
"HD","HOME DEPOT INC","Consumer Discretionary","Equity","242,416,420.12","0.51","242,416,420.12","707,042.00","342.86","United States","NYSE","USD","1.00","USD","-"
"CVX","CHEVRON CORP","Energy","Equity","228,095,022.60","0.48","228,095,022.60","1,330,388.00","171.45","United States","NYSE","USD","1.00","USD","-"
"KLAC","KLA CORP","Information Technology","Equity","224,877,657.60","0.47","224,877,657.60","935,120.00","240.48","United States","NASDAQ","USD","1.00","USD","-"
"GS","GOLDMAN SACHS GROUP INC","Financials","Equity","224,854,500.36","0.47","224,854,500.36","208,796.00","1,076.91","United States","NYSE","USD","1.00","USD","-"
"KO","COCA-COLA","Consumer Staples","Equity","222,581,977.80","0.47","222,581,977.80","2,761,563.00","80.60","United States","NYSE","USD","1.00","USD","-"
"NFLX","NETFLIX INC","Communication","Equity","216,205,209.92","0.45","216,205,209.92","3,009,538.00","71.84","United States","NASDAQ","USD","1.00","USD","-"
"MRK","MERCK & CO INC","Health Care","Equity","212,726,581.20","0.44","212,726,581.20","1,763,902.00","120.60","United States","NYSE","USD","1.00","USD","-"
"GEV","GE VERNOVA INC","Industrials","Equity","202,761,023.85","0.42","202,761,023.85","191,709.00","1,057.65","United States","NYSE","USD","1.00","USD","-"
"PM","PHILIP MORRIS INTERNATIONAL INC","Consumer Staples","Equity","197,794,683.24","0.41","197,794,683.24","1,106,358.00","178.78","United States","NYSE","USD","1.00","USD","-"
"TXN","TEXAS INSTRUMENT INC","Information Technology","Equity","195,623,859.79","0.41","195,623,859.79","645,389.00","303.11","United States","NASDAQ","USD","1.00","USD","-"
"SNDK","SANDISK CORP","Information Technology","Equity","194,380,867.18","0.41","194,380,867.18","101,533.00","1,914.46","United States","NASDAQ","USD","1.00","USD","-"
"ORCL","ORACLE CORP","Information Technology","Equity","188,307,108.69","0.39","188,307,108.69","1,195,373.00","157.53","United States","NYSE","USD","1.00","USD","-"
"WFC","WELLS FARGO","Financials","Equity","185,516,733.90","0.39","185,516,733.90","2,200,673.00","84.30","United States","NYSE","USD","1.00","USD","-"
"MS","MORGAN STANLEY","Financials","Equity","177,246,295.08","0.37","177,246,295.08","806,178.00","219.86","United States","NYSE","USD","1.00","USD","-"
"C","CITIGROUP INC","Financials","Equity","176,851,331.19","0.37","176,851,331.19","1,231,641.00","143.59","United States","NYSE","USD","1.00","USD","-"
"PLTR","PALANTIR TECHNOLOGIES INC CLASS A","Information Technology","Equity","176,053,822.50","0.37","176,053,822.50","1,551,135.00","113.50","United States","NASDAQ","USD","1.00","USD","-"
"RTX","RTX CORP","Industrials","Equity","175,819,584.08","0.37","175,819,584.08","950,068.00","185.06","United States","NYSE","USD","1.00","USD","-"
"IBM","INTERNATIONAL BUSINESS MACHINES CO","Information Technology","Equity","173,617,236.32","0.36","173,617,236.32","660,242.00","262.96","United States","NYSE","USD","1.00","USD","-"
"LIN","LINDE PLC","Materials","Equity","171,980,483.10","0.36","171,980,483.10","333,470.00","515.73","United States","NASDAQ","USD","1.00","USD","-"
"MRVL","MARVELL TECHNOLOGY INC","Information Technology","Equity","166,329,073.90","0.35","166,329,073.90","601,117.00","276.70","United States","NASDAQ","USD","1.00","USD","-"
"PANW","PALO ALTO NETWORKS INC","Information Technology","Equity","162,037,378.84","0.34","162,037,378.84","568,034.00","285.26","United States","NASDAQ","USD","1.00","USD","-"
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","155,487,520.32","0.33","155,487,520.32","241,504.00","643.83","United States","NASDAQ","USD","1.00","USD","-"
"QCOM","QUALCOMM INC","Information Technology","Equity","149,891,241.49","0.31","149,891,241.49","759,289.00","197.41","United States","NASDAQ","USD","1.00","USD","-"
"ADI","ANALOG DEVICES INC","Information Technology","Equity","143,302,480.20","0.30","143,302,480.20","346,845.00","413.16","United States","NASDAQ","USD","1.00","USD","-"
"APH","AMPHENOL CORP CLASS A","Information Technology","Equity","140,985,223.02","0.29","140,985,223.02","866,109.00","162.78","United States","NYSE","USD","1.00","USD","-"
"MCD","MCDONALDS CORP","Consumer Discretionary","Equity","139,099,543.80","0.29","139,099,543.80","507,885.00","273.88","United States","NYSE","USD","1.00","USD","-"
"PEP","PEPSICO INC","Consumer Staples","Equity","138,534,843.42","0.29","138,534,843.42","973,746.00","142.27","United States","NASDAQ","USD","1.00","USD","-"
"VZ","VERIZON COMMUNICATIONS INC","Communication","Equity","136,993,406.40","0.29","136,993,406.40","2,998,980.00","45.68","United States","NYSE","USD","1.00","USD","-"
"AMGN","AMGEN INC","Health Care","Equity","134,360,826.18","0.28","134,360,826.18","382,326.00","351.43","United States","NASDAQ","USD","1.00","USD","-"
"TMO","THERMO FISHER SCIENTIFIC INC","Health Care","Equity","131,880,560.20","0.28","131,880,560.20","267,941.00","492.20","United States","NYSE","USD","1.00","USD","-"
"AXP","AMERICAN EXPRESS","Financials","Equity","131,297,081.92","0.27","131,297,081.92","383,282.00","342.56","United States","NYSE","USD","1.00","USD","-"
"TJX","TJX INC","Consumer Discretionary","Equity","131,232,685.27","0.27","131,232,685.27","794,531.00","165.17","United States","NYSE","USD","1.00","USD","-"
