iShares Russell 1000 ETF
Fund Holdings as of,"Jun 08, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"118,100,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"NVDA","NVIDIA CORP","Information Technology","Equity","3,442,157,742.08","7.22","3,442,157,742.08","16,498,072.00","208.64","United States","NASDAQ","USD","1.00","USD","-"
"AAPL","APPLE INC","Information Technology","Equity","3,062,264,743.72","6.42","3,062,264,743.72","10,155,418.00","301.54","United States","NASDAQ","USD","1.00","USD","-"
"MSFT","MICROSOFT CORP","Information Technology","Equity","2,152,576,308.26","4.51","2,152,576,308.26","5,227,999.00","411.74","United States","NASDAQ","USD","1.00","USD","-"
"AMZN","AMAZON.COM INC","Consumer Discretionary","Equity","1,658,184,996.60","3.48","1,658,184,996.60","6,762,030.00","245.22","United States","NASDAQ","USD","1.00","USD","-"
"GOOGL","ALPHABET INC CLASS A","Communication","Equity","1,491,483,100.53","3.13","1,491,483,100.53","4,105,263.00","363.31","United States","NASDAQ","USD","1.00","USD","-"
"AVGO","BROADCOM INC","Information Technology","Equity","1,291,145,181.00","2.71","1,291,145,181.00","3,255,535.00","396.60","United States","NASDAQ","USD","1.00","USD","-"
"GOOG","ALPHABET INC CLASS C","Communication","Equity","1,209,767,086.26","2.54","1,209,767,086.26","3,349,578.00","361.17","United States","NASDAQ","USD","1.00","USD","-"
"META","META PLATFORMS INC CLASS A","Communication","Equity","900,976,675.95","1.89","900,976,675.95","1,539,105.00","585.39","United States","NASDAQ","USD","1.00","USD","-"
"TSLA","TESLA INC","Consumer Discretionary","Equity","813,404,821.60","1.70","813,404,821.60","1,989,008.00","408.95","United States","NASDAQ","USD","1.00","USD","-"
"MU","MICRON TECHNOLOGY INC","Information Technology","Equity","747,674,761.44","1.57","747,674,761.44","787,623.00","949.28","United States","NASDAQ","USD","1.00","USD","-"
"LLY","ELI LILLY","Health Care","Equity","648,962,926.95","1.36","648,962,926.95","564,733.00","1,149.15","United States","NYSE","USD","1.00","USD","-"
"BRKB","BERKSHIRE HATHAWAY INC CLASS B","Financials","Equity","633,176,459.00","1.33","633,176,459.00","1,300,157.00","487.00","United States","NYSE","USD","1.00","USD","-"
"JPM","JPMORGAN CHASE & CO","Financials","Equity","595,765,694.48","1.25","595,765,694.48","1,914,968.00","311.11","United States","NYSE","USD","1.00","USD","-"
"AMD","ADVANCED MICRO DEVICES INC","Information Technology","Equity","556,631,441.94","1.17","556,631,441.94","1,135,218.00","490.33","United States","NASDAQ","USD","1.00","USD","-"
"XOM","EXXON MOBIL CORP","Energy","Equity","451,930,165.25","0.95","451,930,165.25","2,978,123.00","151.75","United States","NYSE","USD","1.00","USD","-"
"JNJ","JOHNSON & JOHNSON","Health Care","Equity","393,825,544.64","0.83","393,825,544.64","1,696,354.00","232.16","United States","NYSE","USD","1.00","USD","-"
