iShares Russell 1000 ETF
Fund Holdings as of,"Jun 16, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"118,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"NVDA","NVIDIA CORP","Information Technology","Equity","3,419,627,781.85","7.07","3,419,627,781.85","16,487,285.00","207.41","United States","NASDAQ","USD","1.00","USD","-"
"AAPL","APPLE INC","Information Technology","Equity","3,036,919,131.76","6.28","3,036,919,131.76","10,148,774.00","299.24","United States","NASDAQ","USD","1.00","USD","-"
"MSFT","MICROSOFT CORP","Information Technology","Equity","2,057,595,553.74","4.26","2,057,595,553.74","5,224,578.00","393.83","United States","NASDAQ","USD","1.00","USD","-"
"AMZN","AMAZON.COM INC","Consumer Discretionary","Equity","1,662,371,814.00","3.44","1,662,371,814.00","6,757,609.00","246.00","United States","NASDAQ","USD","1.00","USD","-"
"GOOGL","ALPHABET INC CLASS A","Communication","Equity","1,531,398,093.75","3.17","1,531,398,093.75","4,102,875.00","373.25","United States","NASDAQ","USD","1.00","USD","-"
"GOOG","ALPHABET INC CLASS C","Communication","Equity","1,242,428,327.10","2.57","1,242,428,327.10","3,347,961.00","371.10","United States","NASDAQ","USD","1.00","USD","-"
"AVGO","BROADCOM INC","Information Technology","Equity","1,225,589,820.84","2.53","1,225,589,820.84","3,253,404.00","376.71","United States","NASDAQ","USD","1.00","USD","-"
"META","META PLATFORMS INC CLASS A","Communication","Equity","923,183,601.21","1.91","923,183,601.21","1,538,101.00","600.21","United States","NASDAQ","USD","1.00","USD","-"
"TSLA","TESLA INC","Consumer Discretionary","Equity","804,345,514.62","1.66","804,345,514.62","1,987,707.00","404.66","United States","NASDAQ","USD","1.00","USD","-"
"MU","MICRON TECHNOLOGY INC","Information Technology","Equity","803,445,299.80","1.66","803,445,299.80","787,105.00","1,020.76","United States","NASDAQ","USD","1.00","USD","-"
"BRKB","BERKSHIRE HATHAWAY INC CLASS B","Financials","Equity","643,090,514.80","1.33","643,090,514.80","1,299,304.00","494.95","United States","NYSE","USD","1.00","USD","-"
"JPM","JPMORGAN CHASE & CO","Financials","Equity","633,708,247.38","1.31","633,708,247.38","1,913,717.00","331.14","United States","NYSE","USD","1.00","USD","-"
"LLY","ELI LILLY","Health Care","Equity","633,498,590.00","1.31","633,498,590.00","564,364.00","1,122.50","United States","NYSE","USD","1.00","USD","-"
"AMD","ADVANCED MICRO DEVICES INC","Information Technology","Equity","575,509,344.62","1.19","575,509,344.62","1,134,478.00","507.29","United States","NASDAQ","USD","1.00","USD","-"
"XOM","EXXON MOBIL CORP","Energy","Equity","422,200,469.22","0.87","422,200,469.22","2,976,177.00","141.86","United States","NYSE","USD","1.00","USD","-"
"JNJ","JOHNSON & JOHNSON","Health Care","Equity","398,687,483.92","0.82","398,687,483.92","1,695,244.00","235.18","United States","NYSE","USD","1.00","USD","-"
"V","VISA INC CLASS A","Financials","Equity","395,027,020.80","0.82","395,027,020.80","1,185,840.00","333.12","United States","NYSE","USD","1.00","USD","-"
"WMT","WALMART INC","Consumer Staples","Equity","370,942,184.34","0.77","370,942,184.34","3,064,878.00","121.03","United States","NASDAQ","USD","1.00","USD","-"
"INTC","INTEL CORPORATION","Information Technology","Equity","363,842,199.70","0.75","363,842,199.70","3,108,434.00","117.05","United States","NASDAQ","USD","1.00","USD","-"
"CSCO","CISCO SYSTEMS INC","Information Technology","Equity","335,260,170.74","0.69","335,260,170.74","2,803,882.00","119.57","United States","NASDAQ","USD","1.00","USD","-"
"LRCX","LAM RESEARCH CORP","Information Technology","Equity","326,679,013.96","0.68","326,679,013.96","884,494.00","369.34","United States","NASDAQ","USD","1.00","USD","-"
"AMAT","APPLIED MATERIAL INC","Information Technology","Equity","317,551,926.12","0.66","317,551,926.12","558,844.00","568.23","United States","NASDAQ","USD","1.00","USD","-"
"COST","COSTCO WHOLESALE CORP","Consumer Staples","Equity","308,514,115.72","0.64","308,514,115.72","312,679.00","986.68","United States","NASDAQ","USD","1.00","USD","-"
"CAT","CATERPILLAR INC","Industrials","Equity","308,394,870.10","0.64","308,394,870.10","326,185.00","945.46","United States","NYSE","USD","1.00","USD","-"
"MA","MASTERCARD INC CLASS A","Financials","Equity","284,075,636.52","0.59","284,075,636.52","566,644.00","501.33","United States","NYSE","USD","1.00","USD","-"
