iShares Core S&P 500 ETF
Fund Holdings as of,"Jun 01, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"1,128,550,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"NVDA","NVIDIA CORP","Information Technology","Equity","71,797,967,480.60","8.35","71,797,967,480.60","320,012,335.00","224.36","United States","NASDAQ","USD","1.00","USD","-"
"AAPL","APPLE INC","Information Technology","Equity","59,221,851,957.07","6.89","59,221,851,957.07","193,339,597.00","306.31","United States","NASDAQ","USD","1.00","USD","-"
"MSFT","MICROSOFT CORP","Information Technology","Equity","45,034,094,683.72","5.24","45,034,094,683.72","97,789,661.00","460.52","United States","NASDAQ","USD","1.00","USD","-"
"AMZN","AMAZON.COM INC","Consumer Discretionary","Equity","33,610,385,760.20","3.91","33,610,385,760.20","128,647,270.00","261.26","United States","NASDAQ","USD","1.00","USD","-"
"GOOGL","ALPHABET INC CLASS A","Communication","Equity","28,856,709,434.40","3.36","28,856,709,434.40","76,671,120.00","376.37","United States","NASDAQ","USD","1.00","USD","-"
"AVGO","BROADCOM INC","Information Technology","Equity","28,720,146,864.78","3.34","28,720,146,864.78","62,439,174.00","459.97","United States","NASDAQ","USD","1.00","USD","-"
"GOOG","ALPHABET INC CLASS C","Communication","Equity","22,946,598,620.40","2.67","22,946,598,620.40","61,588,380.00","372.58","United States","NASDAQ","USD","1.00","USD","-"
"META","META PLATFORMS INC CLASS A","Communication","Equity","17,295,702,495.76","2.01","17,295,702,495.76","28,803,608.00","600.47","United States","NASDAQ","USD","1.00","USD","-"
"TSLA","TESLA INC","Consumer Discretionary","Equity","15,403,292,324.52","1.79","15,403,292,324.52","37,037,829.00","415.88","United States","NASDAQ","USD","1.00","USD","-"
"MU","MICRON TECHNOLOGY INC","Information Technology","Equity","15,348,288,692.00","1.79","15,348,288,692.00","14,822,104.00","1,035.50","United States","NASDAQ","USD","1.00","USD","-"
"BRKB","BERKSHIRE HATHAWAY INC CLASS B","Financials","Equity","11,356,896,355.61","1.32","11,356,896,355.61","24,148,709.00","470.29","United States","NYSE","USD","1.00","USD","-"
"LLY","ELI LILLY","Health Care","Equity","11,293,596,787.20","1.31","11,293,596,787.20","10,435,776.00","1,082.20","United States","NYSE","USD","1.00","USD","-"
"AMD","ADVANCED MICRO DEVICES INC","Information Technology","Equity","10,953,212,423.82","1.27","10,953,212,423.82","21,471,414.00","510.13","United States","NASDAQ","USD","1.00","USD","-"
"JPM","JPMORGAN CHASE & CO","Financials","Equity","10,530,661,314.72","1.23","10,530,661,314.72","35,506,984.00","296.58","United States","NYSE","USD","1.00","USD","-"
"XOM","EXXON MOBIL CORP","Energy","Equity","8,220,991,467.92","0.96","8,220,991,467.92","55,034,084.00","149.38","United States","NYSE","USD","1.00","USD","-"
"V","VISA INC CLASS A","Financials","Equity","7,145,673,662.61","0.83","7,145,673,662.61","22,138,593.00","322.77","United States","NYSE","USD","1.00","USD","-"
"JNJ","JOHNSON & JOHNSON","Health Care","Equity","7,093,463,782.23","0.83","7,093,463,782.23","31,736,673.00","223.51","United States","NYSE","USD","1.00","USD","-"
"INTC","INTEL CORPORATION","Information Technology","Equity","6,760,273,391.82","0.79","6,760,273,391.82","61,833,654.00","109.33","United States","NASDAQ","USD","1.00","USD","-"
"WMT","WALMART INC","Consumer Staples","Equity","6,615,705,467.40","0.77","6,615,705,467.40","57,728,669.00","114.60","United States","NASDAQ","USD","1.00","USD","-"
"CSCO","CISCO SYSTEMS INC","Information Technology","Equity","6,313,135,013.46","0.73","6,313,135,013.46","52,032,762.00","121.33","United States","NASDAQ","USD","1.00","USD","-"
"ORCL","ORACLE CORP","Information Technology","Equity","5,541,523,261.75","0.64","5,541,523,261.75","22,331,345.00","248.15","United States","NYSE","USD","1.00","USD","-"
"COST","COSTCO WHOLESALE CORP","Consumer Staples","Equity","5,530,366,795.14","0.64","5,530,366,795.14","5,845,374.00","946.11","United States","NASDAQ","USD","1.00","USD","-"
"MA","MASTERCARD INC CLASS A","Financials","Equity","5,311,474,533.75","0.62","5,311,474,533.75","10,724,835.00","495.25","United States","NYSE","USD","1.00","USD","-"
"CAT","CATERPILLAR INC","Industrials","Equity","5,302,632,722.96","0.62","5,302,632,722.96","6,127,661.00","865.36","United States","NYSE","USD","1.00","USD","-"
"LRCX","LAM RESEARCH CORP","Information Technology","Equity","5,215,163,662.40","0.61","5,215,163,662.40","16,445,395.00","317.12","United States","NASDAQ","USD","1.00","USD","-"
"ABBV","ABBVIE INC","Health Care","Equity","4,956,005,370.40","0.58","4,956,005,370.40","23,275,280.00","212.93","United States","NYSE","USD","1.00","USD","-"
"PLTR","PALANTIR TECHNOLOGIES INC CLASS A","Information Technology","Equity","4,832,793,787.50","0.56","4,832,793,787.50","30,082,750.00","160.65","United States","NASDAQ","USD","1.00","USD","-"
"AMAT","APPLIED MATERIAL INC","Information Technology","Equity","4,789,048,957.03","0.56","4,789,048,957.03","10,452,559.00","458.17","United States","NASDAQ","USD","1.00","USD","-"
"NFLX","NETFLIX INC","Communication","Equity","4,773,506,303.65","0.56","4,773,506,303.65","55,602,869.00","85.85","United States","NASDAQ","USD","1.00","USD","-"
"CVX","CHEVRON CORP","Energy","Equity","4,587,378,009.55","0.53","4,587,378,009.55","24,685,885.00","185.83","United States","NYSE","USD","1.00","USD","-"
"UNH","UNITEDHEALTH GROUP INC","Health Care","Equity","4,531,472,634.78","0.53","4,531,472,634.78","11,929,323.00","379.86","United States","NYSE","USD","1.00","USD","-"
"BAC","BANK OF AMERICA CORP","Financials","Equity","4,501,146,388.83","0.52","4,501,146,388.83","87,383,933.00","51.51","United States","NYSE","USD","1.00","USD","-"
"GE","GE AEROSPACE","Industrials","Equity","4,483,370,980.20","0.52","4,483,370,980.20","13,811,987.00","324.60","United States","NYSE","USD","1.00","USD","-"
"PG","PROCTER & GAMBLE","Consumer Staples","Equity","4,293,343,467.84","0.50","4,293,343,467.84","30,605,528.00","140.28","United States","NYSE","USD","1.00","USD","-"
"GS","GOLDMAN SACHS GROUP INC","Financials","Equity","4,141,684,429.74","0.48","4,141,684,429.74","3,949,803.00","1,048.58","United States","NYSE","USD","1.00","USD","-"
"HD","HOME DEPOT INC","Consumer Discretionary","Equity","4,073,168,269.68","0.47","4,073,168,269.68","13,110,072.00","310.69","United States","NYSE","USD","1.00","USD","-"
"KO","COCA-COLA","Consumer Staples","Equity","4,009,389,466.72","0.47","4,009,389,466.72","50,984,098.00","78.64","United States","NYSE","USD","1.00","USD","-"
"IBM","INTERNATIONAL BUSINESS MACHINES CO","Information Technology","Equity","3,944,346,168.50","0.46","3,944,346,168.50","12,309,925.00","320.42","United States","NYSE","USD","1.00","USD","-"
"MRK","MERCK & CO INC","Health Care","Equity","3,764,497,755.48","0.44","3,764,497,755.48","32,686,444.00","115.17","United States","NYSE","USD","1.00","USD","-"
"PM","PHILIP MORRIS INTERNATIONAL INC","Consumer Staples","Equity","3,539,607,869.66","0.41","3,539,607,869.66","20,500,451.00","172.66","United States","NYSE","USD","1.00","USD","-"
"TXN","TEXAS INSTRUMENT INC","Information Technology","Equity","3,504,287,990.80","0.41","3,504,287,990.80","11,951,869.00","293.20","United States","NASDAQ","USD","1.00","USD","-"
"SNDK","SANDISK CORP","Information Technology","Equity","3,423,724,958.17","0.40","3,423,724,958.17","1,943,719.00","1,761.43","United States","NASDAQ","USD","1.00","USD","-"
"GEV","GE VERNOVA INC","Industrials","Equity","3,373,786,791.98","0.39","3,373,786,791.98","3,549,337.00","950.54","United States","NYSE","USD","1.00","USD","-"
"KLAC","KLA CORP","Information Technology","Equity","3,349,300,576.32","0.39","3,349,300,576.32","1,726,408.00","1,940.04","United States","NASDAQ","USD","1.00","USD","-"
"MS","MORGAN STANLEY","Financials","Equity","3,343,143,476.31","0.39","3,343,143,476.31","15,843,531.00","211.01","United States","NYSE","USD","1.00","USD","-"
"QCOM","QUALCOMM INC","Information Technology","Equity","3,217,688,936.43","0.37","3,217,688,936.43","14,051,657.00","228.99","United States","NASDAQ","USD","1.00","USD","-"
"PANW","PALO ALTO NETWORKS INC","Information Technology","Equity","3,197,671,200.96","0.37","3,197,671,200.96","10,641,877.00","300.48","United States","NASDAQ","USD","1.00","USD","-"
"WFC","WELLS FARGO","Financials","Equity","3,142,909,458.13","0.37","3,142,909,458.13","40,727,089.00","77.17","United States","NYSE","USD","1.00","USD","-"
"RTX","RTX CORP","Industrials","Equity","3,083,069,812.99","0.36","3,083,069,812.99","17,677,139.00","174.41","United States","NYSE","USD","1.00","USD","-"
"LIN","LINDE PLC","Materials","Equity","3,058,854,131.83","0.36","3,058,854,131.83","6,149,563.00","497.41","United States","NASDAQ","USD","1.00","USD","-"
"C","CITIGROUP INC","Financials","Equity","2,970,776,827.98","0.35","2,970,776,827.98","23,013,222.00","129.09","United States","NYSE","USD","1.00","USD","-"
"VZ","VERIZON COMMUNICATIONS INC","Communication","Equity","2,650,680,586.08","0.31","2,650,680,586.08","55,534,896.00","47.73","United States","NYSE","USD","1.00","USD","-"
"STX","SEAGATE TECHNOLOGY HOLDINGS PLC","Information Technology","Equity","2,645,598,003.42","0.31","2,645,598,003.42","2,871,717.00","921.26","United States","NASDAQ","USD","1.00","USD","-"
"CRWD","CROWDSTRIKE HOLDINGS INC CLASS A","Information Technology","Equity","2,596,700,371.39","0.30","2,596,700,371.39","3,319,867.00","782.17","United States","NASDAQ","USD","1.00","USD","-"
"ADI","ANALOG DEVICES INC","Information Technology","Equity","2,591,217,128.61","0.30","2,591,217,128.61","6,434,769.00","402.69","United States","NASDAQ","USD","1.00","USD","-"
"MCD","MCDONALDS CORP","Consumer Discretionary","Equity","2,589,543,193.15","0.30","2,589,543,193.15","9,378,665.00","276.11","United States","NYSE","USD","1.00","USD","-"
"CRM","SALESFORCE INC","Information Technology","Equity","2,586,380,160.00","0.30","2,586,380,160.00","12,339,600.00","209.60","United States","NYSE","USD","1.00","USD","-"
"PEP","PEPSICO INC","Consumer Staples","Equity","2,547,055,732.00","0.30","2,547,055,732.00","17,997,850.00","141.52","United States","NASDAQ","USD","1.00","USD","-"
"TMO","THERMO FISHER SCIENTIFIC INC","Health Care","Equity","2,444,334,041.76","0.28","2,444,334,041.76","4,947,644.00","494.04","United States","NYSE","USD","1.00","USD","-"
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","2,438,739,850.20","0.28","2,438,739,850.20","4,464,921.00","546.20","United States","NASDAQ","USD","1.00","USD","-"
"DIS","WALT DISNEY","Communication","Equity","2,399,442,983.30","0.28","2,399,442,983.30","23,329,538.00","102.85","United States","NYSE","USD","1.00","USD","-"
"APH","AMPHENOL CORP CLASS A","Information Technology","Equity","2,368,959,822.36","0.28","2,368,959,822.36","16,188,054.00","146.34","United States","NYSE","USD","1.00","USD","-"
"AMGN","AMGEN INC","Health Care","Equity","2,333,938,175.55","0.27","2,333,938,175.55","7,091,235.00","329.13","United States","NASDAQ","USD","1.00","USD","-"
"ANET","ARISTA NETWORKS INC","Information Technology","Equity","2,321,051,718.00","0.27","2,321,051,718.00","13,598,850.00","170.68","United States","NYSE","USD","1.00","USD","-"
"BA","BOEING","Industrials","Equity","2,319,761,291.80","0.27","2,319,761,291.80","10,342,226.00","224.30","United States","NYSE","USD","1.00","USD","-"
"NEE","NEXTERA ENERGY INC","Utilities","Equity","2,294,504,754.70","0.27","2,294,504,754.70","27,426,545.00","83.66","United States","NYSE","USD","1.00","USD","-"
"T","AT&T INC","Communication","Equity","2,263,316,055.00","0.26","2,263,316,055.00","92,192,100.00","24.55","United States","NYSE","USD","1.00","USD","-"
"TJX","TJX INC","Consumer Discretionary","Equity","2,233,803,169.00","0.26","2,233,803,169.00","14,623,916.00","152.75","United States","NYSE","USD","1.00","USD","-"
"AXP","AMERICAN EXPRESS","Financials","Equity","2,211,422,703.20","0.26","2,211,422,703.20","7,053,080.00","313.54","United States","NYSE","USD","1.00","USD","-"
"APP","APPLOVIN CORP CLASS A","Information Technology","Equity","2,190,160,899.70","0.25","2,190,160,899.70","3,568,781.00","613.70","United States","NASDAQ","USD","1.00","USD","-"
"GILD","GILEAD SCIENCES INC","Health Care","Equity","2,142,004,881.00","0.25","2,142,004,881.00","16,338,710.00","131.10","United States","NASDAQ","USD","1.00","USD","-"
"UNP","UNION PACIFIC CORP","Industrials","Equity","2,059,076,745.50","0.24","2,059,076,745.50","7,814,333.00","263.50","United States","NYSE","USD","1.00","USD","-"
"ETN","EATON PLC","Industrials","Equity","2,046,433,604.88","0.24","2,046,433,604.88","5,115,061.00","400.08","United States","NYSE","USD","1.00","USD","-"
"ABT","ABBOTT LABORATORIES","Health Care","Equity","2,010,128,292.48","0.23","2,010,128,292.48","22,899,616.00","87.78","United States","NYSE","USD","1.00","USD","-"
