iShares Core S&P 500 ETF
Fund Holdings as of,"Jun 22, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"1,120,700,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"NVDA","NVIDIA CORP","Information Technology","Equity","67,117,155,953.25","7.86","67,117,155,953.25","321,673,405.00","208.65","United States","NASDAQ","USD","1.00","USD","-"
"AAPL","APPLE INC","Information Technology","Equity","57,935,624,503.75","6.78","57,935,624,503.75","195,062,875.00","297.01","United States","NASDAQ","USD","1.00","USD","-"
"MSFT","MICROSOFT CORP","Information Technology","Equity","36,240,742,460.12","4.24","36,240,742,460.12","98,657,218.00","367.34","United States","NASDAQ","USD","1.00","USD","-"
"AMZN","AMAZON.COM INC","Consumer Discretionary","Equity","30,264,436,380.61","3.54","30,264,436,380.61","130,007,459.00","232.79","United States","NASDAQ","USD","1.00","USD","-"
"GOOGL","ALPHABET INC CLASS A","Communication","Equity","27,231,448,191.84","3.19","27,231,448,191.84","77,875,338.00","349.68","United States","NASDAQ","USD","1.00","USD","-"
"AVGO","BROADCOM INC","Information Technology","Equity","24,657,584,957.37","2.89","24,657,584,957.37","62,881,149.00","392.13","United States","NASDAQ","USD","1.00","USD","-"
"GOOG","ALPHABET INC CLASS C","Communication","Equity","21,893,372,967.66","2.56","21,893,372,967.66","62,771,297.00","348.78","United States","NASDAQ","USD","1.00","USD","-"
"MU","MICRON TECHNOLOGY INC","Information Technology","Equity","18,144,364,598.80","2.12","18,144,364,598.80","14,978,260.00","1,211.38","United States","NASDAQ","USD","1.00","USD","-"
"META","META PLATFORMS INC CLASS A","Communication","Equity","16,445,242,897.65","1.92","16,445,242,897.65","29,165,989.00","563.85","United States","NASDAQ","USD","1.00","USD","-"
"TSLA","TESLA INC","Consumer Discretionary","Equity","15,144,758,742.50","1.77","15,144,758,742.50","37,389,850.00","405.05","United States","NASDAQ","USD","1.00","USD","-"
"AMD","ADVANCED MICRO DEVICES INC","Information Technology","Equity","11,946,173,750.05","1.40","11,946,173,750.05","21,656,135.00","551.63","United States","NASDAQ","USD","1.00","USD","-"
"BRKB","BERKSHIRE HATHAWAY INC CLASS B","Financials","Equity","11,898,923,686.97","1.39","11,898,923,686.97","24,348,613.00","488.69","United States","NYSE","USD","1.00","USD","-"
"JPM","JPMORGAN CHASE & CO","Financials","Equity","11,796,340,308.32","1.38","11,796,340,308.32","35,586,884.00","331.48","United States","NYSE","USD","1.00","USD","-"
"LLY","ELI LILLY","Health Care","Equity","11,578,681,712.64","1.36","11,578,681,712.64","10,506,208.00","1,102.08","United States","NYSE","USD","1.00","USD","-"
"INTC","INTEL CORPORATION","Information Technology","Equity","8,843,320,045.08","1.04","8,843,320,045.08","62,745,282.00","140.94","United States","NASDAQ","USD","1.00","USD","-"
"XOM","EXXON MOBIL CORP","Energy","Equity","7,622,627,137.21","0.89","7,622,627,137.21","55,048,943.00","138.47","United States","NYSE","USD","1.00","USD","-"
"JNJ","JOHNSON & JOHNSON","Health Care","Equity","7,394,379,694.14","0.87","7,394,379,694.14","31,970,166.00","231.29","United States","NYSE","USD","1.00","USD","-"
"V","VISA INC CLASS A","Financials","Equity","7,199,169,988.40","0.84","7,199,169,988.40","22,042,774.00","326.60","United States","NYSE","USD","1.00","USD","-"
"WMT","WALMART INC","Consumer Staples","Equity","6,822,737,301.24","0.80","6,822,737,301.24","58,224,418.00","117.18","United States","NASDAQ","USD","1.00","USD","-"
"LRCX","LAM RESEARCH CORP","Information Technology","Equity","6,802,008,086.92","0.80","6,802,008,086.92","16,608,898.00","409.54","United States","NASDAQ","USD","1.00","USD","-"
"AMAT","APPLIED MATERIAL INC","Information Technology","Equity","6,747,364,042.56","0.79","6,747,364,042.56","10,539,792.00","640.18","United States","NASDAQ","USD","1.00","USD","-"
"CSCO","CISCO SYSTEMS INC","Information Technology","Equity","6,375,296,574.72","0.75","6,375,296,574.72","52,458,624.00","121.53","United States","NASDAQ","USD","1.00","USD","-"
"CAT","CATERPILLAR INC","Industrials","Equity","6,253,564,820.16","0.73","6,253,564,820.16","6,117,272.00","1,022.28","United States","NYSE","USD","1.00","USD","-"
"COST","COSTCO WHOLESALE CORP","Consumer Staples","Equity","5,605,568,253.75","0.66","5,605,568,253.75","5,892,225.00","951.35","United States","NASDAQ","USD","1.00","USD","-"
"ABBV","ABBVIE INC","Health Care","Equity","5,397,142,788.18","0.63","5,397,142,788.18","23,464,818.00","230.01","United States","NYSE","USD","1.00","USD","-"
"MA","MASTERCARD INC CLASS A","Financials","Equity","5,187,552,492.19","0.61","5,187,552,492.19","10,716,091.00","484.09","United States","NYSE","USD","1.00","USD","-"
"BAC","BANK OF AMERICA CORP","Financials","Equity","4,974,549,257.80","0.58","4,974,549,257.80","86,709,940.00","57.37","United States","NYSE","USD","1.00","USD","-"
"GE","GE AEROSPACE","Industrials","Equity","4,920,662,750.56","0.58","4,920,662,750.56","13,856,338.00","355.12","United States","NYSE","USD","1.00","USD","-"
"UNH","UNITEDHEALTH GROUP INC","Health Care","Equity","4,905,024,821.88","0.57","4,905,024,821.88","12,061,141.00","406.68","United States","NYSE","USD","1.00","USD","-"
"KLAC","KLA CORP","Information Technology","Equity","4,669,541,639.52","0.55","4,669,541,639.52","17,348,572.00","269.16","United States","NASDAQ","USD","1.00","USD","-"
"PG","PROCTER & GAMBLE","Consumer Staples","Equity","4,567,289,613.12","0.53","4,567,289,613.12","30,926,934.00","147.68","United States","NYSE","USD","1.00","USD","-"
"SNDK","SANDISK CORP","Information Technology","Equity","4,471,844,835.12","0.52","4,471,844,835.12","1,966,744.00","2,273.73","United States","NASDAQ","USD","1.00","USD","-"
"CVX","CHEVRON CORP","Energy","Equity","4,352,572,799.20","0.51","4,352,572,799.20","24,863,320.00","175.06","United States","NYSE","USD","1.00","USD","-"
"GS","GOLDMAN SACHS GROUP INC","Financials","Equity","4,334,474,429.28","0.51","4,334,474,429.28","3,917,744.00","1,106.37","United States","NYSE","USD","1.00","USD","-"
"HD","HOME DEPOT INC","Consumer Discretionary","Equity","4,320,622,773.32","0.51","4,320,622,773.32","13,228,286.00","326.62","United States","NYSE","USD","1.00","USD","-"
"KO","COCA-COLA","Consumer Staples","Equity","4,090,013,487.12","0.48","4,090,013,487.12","51,427,304.00","79.53","United States","NYSE","USD","1.00","USD","-"
"NFLX","NETFLIX INC","Communication","Equity","4,075,733,832.00","0.48","4,075,733,832.00","55,923,900.00","72.88","United States","NASDAQ","USD","1.00","USD","-"
"GEV","GE VERNOVA INC","Industrials","Equity","4,024,111,619.48","0.47","4,024,111,619.48","3,568,772.00","1,127.59","United States","NYSE","USD","1.00","USD","-"
"TXN","TEXAS INSTRUMENT INC","Information Technology","Equity","4,016,254,071.96","0.47","4,016,254,071.96","12,086,957.00","332.28","United States","NASDAQ","USD","1.00","USD","-"
"ORCL","ORACLE CORP","Information Technology","Equity","3,945,368,241.29","0.46","3,945,368,241.29","22,535,947.00","175.07","United States","NYSE","USD","1.00","USD","-"
"MRK","MERCK & CO INC","Health Care","Equity","3,787,971,149.16","0.44","3,787,971,149.16","32,801,967.00","115.48","United States","NYSE","USD","1.00","USD","-"
"PLTR","PALANTIR TECHNOLOGIES INC CLASS A","Information Technology","Equity","3,644,074,705.50","0.43","3,644,074,705.50","30,494,349.00","119.50","United States","NASDAQ","USD","1.00","USD","-"
"MS","MORGAN STANLEY","Financials","Equity","3,615,398,153.68","0.42","3,615,398,153.68","15,920,552.00","227.09","United States","NYSE","USD","1.00","USD","-"
"PM","PHILIP MORRIS INTERNATIONAL INC","Consumer Staples","Equity","3,584,494,317.60","0.42","3,584,494,317.60","20,699,280.00","173.17","United States","NYSE","USD","1.00","USD","-"
"MRVL","MARVELL TECHNOLOGY INC","Information Technology","Equity","3,579,879,202.20","0.42","3,579,879,202.20","11,628,270.00","307.86","United States","NASDAQ","USD","1.00","USD","-"
"WFC","WELLS FARGO","Financials","Equity","3,407,469,882.88","0.40","3,407,469,882.88","40,642,532.00","83.84","United States","NYSE","USD","1.00","USD","-"
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","3,353,600,285.28","0.39","3,353,600,285.28","4,577,544.00","732.62","United States","NASDAQ","USD","1.00","USD","-"
"C","CITIGROUP INC","Financials","Equity","3,299,657,260.97","0.39","3,299,657,260.97","22,651,591.00","145.67","United States","NYSE","USD","1.00","USD","-"
"STX","SEAGATE TECHNOLOGY HOLDINGS PLC","Information Technology","Equity","3,257,847,628.56","0.38","3,257,847,628.56","2,977,814.00","1,094.04","United States","NASDAQ","USD","1.00","USD","-"
"RTX","RTX CORP","Industrials","Equity","3,252,108,100.56","0.38","3,252,108,100.56","17,885,432.00","181.83","United States","NYSE","USD","1.00","USD","-"
"LIN","LINDE PLC","Materials","Equity","3,172,893,924.70","0.37","3,172,893,924.70","6,140,570.00","516.71","United States","NASDAQ","USD","1.00","USD","-"
"IBM","INTERNATIONAL BUSINESS MACHINES CO","Information Technology","Equity","3,148,326,061.20","0.37","3,148,326,061.20","12,482,460.00","252.22","United States","NYSE","USD","1.00","USD","-"
"QCOM","QUALCOMM INC","Information Technology","Equity","3,106,238,524.90","0.36","3,106,238,524.90","13,998,371.00","221.90","United States","NASDAQ","USD","1.00","USD","-"
"PANW","PALO ALTO NETWORKS INC","Information Technology","Equity","3,084,726,188.80","0.36","3,084,726,188.80","10,770,692.00","286.40","United States","NASDAQ","USD","1.00","USD","-"
"ADI","ANALOG DEVICES INC","Information Technology","Equity","2,888,474,946.28","0.34","2,888,474,946.28","6,483,961.00","445.48","United States","NASDAQ","USD","1.00","USD","-"
"APH","AMPHENOL CORP CLASS A","Information Technology","Equity","2,711,572,145.64","0.32","2,711,572,145.64","16,338,709.00","165.96","United States","NYSE","USD","1.00","USD","-"
"PEP","PEPSICO INC","Consumer Staples","Equity","2,554,144,140.01","0.30","2,554,144,140.01","18,151,831.00","140.71","United States","NASDAQ","USD","1.00","USD","-"
"MCD","MCDONALDS CORP","Consumer Discretionary","Equity","2,548,729,774.50","0.30","2,548,729,774.50","9,436,245.00","270.10","United States","NYSE","USD","1.00","USD","-"
"VZ","VERIZON COMMUNICATIONS INC","Communication","Equity","2,515,466,424.24","0.29","2,515,466,424.24","55,455,609.00","45.36","United States","NYSE","USD","1.00","USD","-"
"AMGN","AMGEN INC","Health Care","Equity","2,470,377,277.60","0.29","2,470,377,277.60","7,166,330.00","344.72","United States","NASDAQ","USD","1.00","USD","-"
"TJX","TJX INC","Consumer Discretionary","Equity","2,411,074,824.84","0.28","2,411,074,824.84","14,686,452.00","164.17","United States","NYSE","USD","1.00","USD","-"
"ANET","ARISTA NETWORKS INC","Information Technology","Equity","2,393,770,955.20","0.28","2,393,770,955.20","13,713,170.00","174.56","United States","NYSE","USD","1.00","USD","-"
"AXP","AMERICAN EXPRESS","Financials","Equity","2,389,532,851.20","0.28","2,389,532,851.20","7,068,160.00","338.07","United States","NYSE","USD","1.00","USD","-"
"NEE","NEXTERA ENERGY INC","Utilities","Equity","2,384,017,966.08","0.28","2,384,017,966.08","27,695,376.00","86.08","United States","NYSE","USD","1.00","USD","-"
"DIS","WALT DISNEY","Communication","Equity","2,362,746,568.20","0.28","2,362,746,568.20","23,062,436.00","102.45","United States","NYSE","USD","1.00","USD","-"
"BA","BOEING","Industrials","Equity","2,311,944,573.03","0.27","2,311,944,573.03","10,469,341.00","220.83","United States","NYSE","USD","1.00","USD","-"
"TMO","THERMO FISHER SCIENTIFIC INC","Health Care","Equity","2,290,120,890.99","0.27","2,290,120,890.99","4,935,499.00","464.01","United States","NYSE","USD","1.00","USD","-"
"CRWD","CROWDSTRIKE HOLDINGS INC CLASS A","Information Technology","Equity","2,283,347,884.96","0.27","2,283,347,884.96","3,380,534.00","675.44","United States","NASDAQ","USD","1.00","USD","-"
"ETN","EATON PLC","Industrials","Equity","2,247,392,414.16","0.26","2,247,392,414.16","5,157,172.00","435.78","United States","NYSE","USD","1.00","USD","-"
"GLW","CORNING INC","Information Technology","Equity","2,182,507,087.13","0.26","2,182,507,087.13","10,401,311.00","209.83","United States","NYSE","USD","1.00","USD","-"
"GILD","GILEAD SCIENCES INC","Health Care","Equity","2,059,040,868.12","0.24","2,059,040,868.12","16,489,476.00","124.87","United States","NASDAQ","USD","1.00","USD","-"
"UNP","UNION PACIFIC CORP","Industrials","Equity","2,049,405,164.87","0.24","2,049,405,164.87","7,885,057.00","259.91","United States","NYSE","USD","1.00","USD","-"
"T","AT&T INC","Communication","Equity","2,039,412,044.80","0.24","2,039,412,044.80","92,281,088.00","22.10","United States","NYSE","USD","1.00","USD","-"
"ABT","ABBOTT LABORATORIES","Health Care","Equity","2,032,395,773.47","0.24","2,032,395,773.47","23,140,109.00","87.83","United States","NYSE","USD","1.00","USD","-"
"BLK","BLACKROCK INC","Financials","Equity","2,016,598,913.82","0.24","2,016,598,913.82","1,917,393.00","1,051.74","United States","NYSE","USD","1.00","USD","-"
"SCHW","CHARLES SCHWAB CORP","Financials","Equity","1,998,110,725.45","0.23","1,998,110,725.45","21,711,515.00","92.03","United States","NYSE","USD","1.00","USD","-"
"DE","DEERE","Industrials","Equity","1,997,002,789.02","0.23","1,997,002,789.02","3,336,178.00","598.59","United States","NYSE","USD","1.00","USD","-"
"WELL","WELLTOWER INC","Real Estate","Equity","1,982,362,146.15","0.23","1,982,362,146.15","9,375,087.00","211.45","United States","NYSE","USD","1.00","USD","-"
"UBER","UBER TECHNOLOGIES INC","Industrials","Equity","1,931,089,049.58","0.23","1,931,089,049.58","27,034,706.00","71.43","United States","NYSE","USD","1.00","USD","-"
"HON","HONEYWELL INTERNATIONAL INC","Industrials","Equity","1,919,634,384.79","0.22","1,919,634,384.79","8,415,389.00","228.11","United States","NASDAQ","USD","1.00","USD","-"
"PFE","PFIZER INC","Health Care","Equity","1,897,611,913.56","0.22","1,897,611,913.56","75,662,357.00","25.08","United States","NYSE","USD","1.00","USD","-"
"ISRG","INTUITIVE SURGICAL INC","Health Care","Equity","1,895,362,362.20","0.22","1,895,362,362.20","4,703,716.00","402.95","United States","NASDAQ","USD","1.00","USD","-"
"VRT","VERTIV HOLDINGS CLASS A","Industrials","Equity","1,826,031,995.28","0.21","1,826,031,995.28","5,101,218.00","357.96","United States","NYSE","USD","1.00","USD","-"
"PLD","PROLOGIS REIT INC","Real Estate","Equity","1,780,964,763.07","0.21","1,780,964,763.07","12,382,429.00","143.83","United States","NYSE","USD","1.00","USD","-"
"COP","CONOCOPHILLIPS","Energy","Equity","1,774,957,299.10","0.21","1,774,957,299.10","16,180,103.00","109.70","United States","NYSE","USD","1.00","USD","-"
"BKNG","BOOKING HOLDINGS INC","Consumer Discretionary","Equity","1,726,513,352.58","0.20","1,726,513,352.58","10,290,954.00","167.77","United States","NASDAQ","USD","1.00","USD","-"
"CVS","CVS HEALTH CORP","Health Care","Equity","1,716,608,223.10","0.20","1,716,608,223.10","16,945,787.00","101.30","United States","NYSE","USD","1.00","USD","-"
