iShares Core S&P 500 ETF
Fund Holdings as of,"Jun 17, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"1,100,150,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"NVDA","NVIDIA CORP","Information Technology","Equity","64,699,721,967.25","7.81","64,699,721,967.25","316,148,165.00","204.65","United States","NASDAQ","USD","1.00","USD","-"
"AAPL","APPLE INC","Information Technology","Equity","56,529,818,502.90","6.82","56,529,818,502.90","191,011,382.00","295.95","United States","NASDAQ","USD","1.00","USD","-"
"MSFT","MICROSOFT CORP","Information Technology","Equity","36,605,066,988.21","4.42","36,605,066,988.21","96,606,231.00","378.91","United States","NASDAQ","USD","1.00","USD","-"
"AMZN","AMAZON.COM INC","Consumer Discretionary","Equity","30,184,190,400.00","3.64","30,184,190,400.00","127,091,328.00","237.50","United States","NASDAQ","USD","1.00","USD","-"
"GOOGL","ALPHABET INC CLASS A","Communication","Equity","27,750,624,414.52","3.35","27,750,624,414.52","76,281,988.00","363.79","United States","NASDAQ","USD","1.00","USD","-"
"AVGO","BROADCOM INC","Information Technology","Equity","24,237,763,688.40","2.92","24,237,763,688.40","61,689,396.00","392.90","United States","NASDAQ","USD","1.00","USD","-"
"GOOG","ALPHABET INC CLASS C","Communication","Equity","22,265,104,618.80","2.69","22,265,104,618.80","61,488,828.00","362.10","United States","NASDAQ","USD","1.00","USD","-"
"META","META PLATFORMS INC CLASS A","Communication","Equity","16,152,405,050.08","1.95","16,152,405,050.08","28,458,376.00","567.58","United States","NASDAQ","USD","1.00","USD","-"
"MU","MICRON TECHNOLOGY INC","Information Technology","Equity","15,269,318,076.60","1.84","15,269,318,076.60","14,637,140.00","1,043.19","United States","NASDAQ","USD","1.00","USD","-"
"TSLA","TESLA INC","Consumer Discretionary","Equity","14,497,290,909.12","1.75","14,497,290,909.12","36,574,224.00","396.38","United States","NASDAQ","USD","1.00","USD","-"
"BRKB","BERKSHIRE HATHAWAY INC CLASS B","Financials","Equity","11,715,420,040.56","1.41","11,715,420,040.56","23,846,727.00","491.28","United States","NYSE","USD","1.00","USD","-"
"JPM","JPMORGAN CHASE & CO","Financials","Equity","11,691,871,223.40","1.41","11,691,871,223.40","35,062,290.00","333.46","United States","NYSE","USD","1.00","USD","-"
"LLY","ELI LILLY","Health Care","Equity","11,459,708,216.00","1.38","11,459,708,216.00","10,305,493.00","1,112.00","United States","NYSE","USD","1.00","USD","-"
"AMD","ADVANCED MICRO DEVICES INC","Information Technology","Equity","10,866,139,064.00","1.31","10,866,139,064.00","21,203,050.00","512.48","United States","NASDAQ","USD","1.00","USD","-"
