iShares Core S&P 500 ETF
Fund Holdings as of,"Jun 25, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"1,165,300,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"NVDA","NVIDIA CORP","Information Technology","Equity","65,356,407,057.98","7.49","65,356,407,057.98","333,893,977.00","195.74","United States","NASDAQ","USD","1.00","USD","-"
"AAPL","APPLE INC","Information Technology","Equity","55,710,443,473.65","6.38","55,710,443,473.65","202,472,991.00","275.15","United States","NASDAQ","USD","1.00","USD","-"
"MSFT","MICROSOFT CORP","Information Technology","Equity","36,131,641,534.86","4.14","36,131,641,534.86","102,405,242.00","352.83","United States","NASDAQ","USD","1.00","USD","-"
"AMZN","AMAZON.COM INC","Consumer Discretionary","Equity","30,634,177,496.79","3.51","30,634,177,496.79","134,946,379.00","227.01","United States","NASDAQ","USD","1.00","USD","-"
"GOOGL","ALPHABET INC CLASS A","Communication","Equity","27,783,276,098.22","3.18","27,783,276,098.22","80,833,482.00","343.71","United States","NASDAQ","USD","1.00","USD","-"
"AVGO","BROADCOM INC","Information Technology","Equity","24,731,412,125.35","2.83","24,731,412,125.35","65,269,885.00","378.91","United States","NASDAQ","USD","1.00","USD","-"
"GOOG","ALPHABET INC CLASS C","Communication","Equity","22,295,626,587.67","2.55","22,295,626,587.67","65,155,693.00","342.19","United States","NASDAQ","USD","1.00","USD","-"
"MU","MICRON TECHNOLOGY INC","Information Technology","Equity","18,868,027,978.08","2.16","18,868,027,978.08","15,547,668.00","1,213.56","United States","NASDAQ","USD","1.00","USD","-"
"META","META PLATFORMS INC CLASS A","Communication","Equity","16,435,077,099.75","1.88","16,435,077,099.75","30,274,425.00","542.87","United States","NASDAQ","USD","1.00","USD","-"
"TSLA","TESLA INC","Consumer Discretionary","Equity","14,558,368,937.76","1.67","14,558,368,937.76","38,809,898.00","375.12","United States","NASDAQ","USD","1.00","USD","-"
"JPM","JPMORGAN CHASE & CO","Financials","Equity","12,379,074,087.36","1.42","12,379,074,087.36","36,939,228.00","335.12","United States","NYSE","USD","1.00","USD","-"
"BRKB","BERKSHIRE HATHAWAY INC CLASS B","Financials","Equity","12,328,861,646.81","1.41","12,328,861,646.81","25,273,901.00","487.81","United States","NYSE","USD","1.00","USD","-"
"LLY","ELI LILLY","Health Care","Equity","12,298,009,762.72","1.41","12,298,009,762.72","10,905,488.00","1,127.69","United States","NYSE","USD","1.00","USD","-"
"AMD","ADVANCED MICRO DEVICES INC","Information Technology","Equity","11,971,640,497.43","1.37","11,971,640,497.43","22,478,999.00","532.57","United States","NASDAQ","USD","1.00","USD","-"
"INTC","INTEL CORPORATION","Information Technology","Equity","8,653,664,984.70","0.99","8,653,664,984.70","65,128,810.00","132.87","United States","NASDAQ","USD","1.00","USD","-"
"JNJ","JOHNSON & JOHNSON","Health Care","Equity","8,126,219,870.24","0.93","8,126,219,870.24","33,184,498.00","244.88","United States","NYSE","USD","1.00","USD","-"
"XOM","EXXON MOBIL CORP","Energy","Equity","7,859,600,810.25","0.90","7,859,600,810.25","57,139,955.00","137.55","United States","NYSE","USD","1.00","USD","-"
"V","VISA INC CLASS A","Financials","Equity","7,562,427,824.88","0.87","7,562,427,824.88","22,880,394.00","330.52","United States","NYSE","USD","1.00","USD","-"
"AMAT","APPLIED MATERIAL INC","Information Technology","Equity","7,307,879,920.00","0.84","7,307,879,920.00","10,939,940.00","668.00","United States","NASDAQ","USD","1.00","USD","-"
"WMT","WALMART INC","Consumer Staples","Equity","6,997,289,573.96","0.80","6,997,289,573.96","60,436,082.00","115.78","United States","NASDAQ","USD","1.00","USD","-"
"LRCX","LAM RESEARCH CORP","Information Technology","Equity","6,927,350,279.88","0.79","6,927,350,279.88","17,239,934.00","401.82","United States","NASDAQ","USD","1.00","USD","-"
"CAT","CATERPILLAR INC","Industrials","Equity","6,711,903,570.96","0.77","6,711,903,570.96","6,349,896.00","1,057.01","United States","NYSE","USD","1.00","USD","-"
"CSCO","CISCO SYSTEMS INC","Information Technology","Equity","6,478,101,141.44","0.74","6,478,101,141.44","54,451,552.00","118.97","United States","NASDAQ","USD","1.00","USD","-"
"ABBV","ABBVIE INC","Health Care","Equity","5,921,979,597.56","0.68","5,921,979,597.56","24,356,254.00","243.14","United States","NYSE","USD","1.00","USD","-"
"COST","COSTCO WHOLESALE CORP","Consumer Staples","Equity","5,762,899,078.56","0.66","5,762,899,078.56","6,116,169.00","942.24","United States","NASDAQ","USD","1.00","USD","-"
"MA","MASTERCARD INC CLASS A","Financials","Equity","5,438,346,632.36","0.62","5,438,346,632.36","11,123,183.00","488.92","United States","NYSE","USD","1.00","USD","-"
"GE","GE AEROSPACE","Industrials","Equity","5,341,028,010.56","0.61","5,341,028,010.56","14,382,346.00","371.36","United States","NYSE","USD","1.00","USD","-"
"BAC","BANK OF AMERICA CORP","Financials","Equity","5,237,332,760.00","0.60","5,237,332,760.00","90,004,000.00","58.19","United States","NYSE","USD","1.00","USD","-"
"UNH","UNITEDHEALTH GROUP INC","Health Care","Equity","5,202,204,980.85","0.60","5,202,204,980.85","12,519,445.00","415.53","United States","NYSE","USD","1.00","USD","-"
"PG","PROCTER & GAMBLE","Consumer Staples","Equity","4,767,177,591.00","0.55","4,767,177,591.00","32,102,206.00","148.50","United States","NYSE","USD","1.00","USD","-"
"SNDK","SANDISK CORP","Information Technology","Equity","4,766,650,320.00","0.55","4,766,650,320.00","2,041,392.00","2,335.00","United States","NASDAQ","USD","1.00","USD","-"
"HD","HOME DEPOT INC","Consumer Discretionary","Equity","4,737,146,010.00","0.54","4,737,146,010.00","13,730,858.00","345.00","United States","NYSE","USD","1.00","USD","-"
"KLAC","KLA CORP","Information Technology","Equity","4,660,310,979.20","0.53","4,660,310,979.20","18,007,384.00","258.80","United States","NASDAQ","USD","1.00","USD","-"
"CVX","CHEVRON CORP","Energy","Equity","4,445,118,936.96","0.51","4,445,118,936.96","25,807,704.00","172.24","United States","NYSE","USD","1.00","USD","-"
"GS","GOLDMAN SACHS GROUP INC","Financials","Equity","4,330,839,135.48","0.50","4,330,839,135.48","4,066,172.00","1,065.09","United States","NYSE","USD","1.00","USD","-"
"KO","COCA-COLA","Consumer Staples","Equity","4,292,913,852.24","0.49","4,292,913,852.24","53,381,172.00","80.42","United States","NYSE","USD","1.00","USD","-"
"MRK","MERCK & CO INC","Health Care","Equity","4,271,373,661.75","0.49","4,271,373,661.75","34,048,415.00","125.45","United States","NYSE","USD","1.00","USD","-"
"NFLX","NETFLIX INC","Communication","Equity","4,115,657,367.60","0.47","4,115,657,367.60","58,048,764.00","70.90","United States","NASDAQ","USD","1.00","USD","-"
"GEV","GE VERNOVA INC","Industrials","Equity","4,020,776,264.60","0.46","4,020,776,264.60","3,704,180.00","1,085.47","United States","NYSE","USD","1.00","USD","-"
"TXN","TEXAS INSTRUMENT INC","Information Technology","Equity","3,912,008,483.49","0.45","3,912,008,483.49","12,546,129.00","311.81","United States","NASDAQ","USD","1.00","USD","-"
"PM","PHILIP MORRIS INTERNATIONAL INC","Consumer Staples","Equity","3,844,434,153.84","0.44","3,844,434,153.84","21,485,688.00","178.93","United States","NYSE","USD","1.00","USD","-"
"MS","MORGAN STANLEY","Financials","Equity","3,652,807,129.92","0.42","3,652,807,129.92","16,525,548.00","221.04","United States","NYSE","USD","1.00","USD","-"
"WFC","WELLS FARGO","Financials","Equity","3,574,901,296.96","0.41","3,574,901,296.96","42,186,704.00","84.74","United States","NYSE","USD","1.00","USD","-"
"ORCL","ORACLE CORP","Information Technology","Equity","3,566,313,065.70","0.41","3,566,313,065.70","23,391,795.00","152.46","United States","NYSE","USD","1.00","USD","-"
"RTX","RTX CORP","Industrials","Equity","3,464,057,530.84","0.40","3,464,057,530.84","18,565,076.00","186.59","United States","NYSE","USD","1.00","USD","-"
"C","CITIGROUP INC","Financials","Equity","3,408,737,719.42","0.39","3,408,737,719.42","23,511,779.00","144.98","United States","NYSE","USD","1.00","USD","-"
"PLTR","PALANTIR TECHNOLOGIES INC CLASS A","Information Technology","Equity","3,395,431,147.83","0.39","3,395,431,147.83","31,653,129.00","107.27","United States","NASDAQ","USD","1.00","USD","-"
"MRVL","MARVELL TECHNOLOGY INC","Information Technology","Equity","3,394,831,263.32","0.39","3,394,831,263.32","12,070,082.00","281.26","United States","NASDAQ","USD","1.00","USD","-"
"IBM","INTERNATIONAL BUSINESS MACHINES CO","Information Technology","Equity","3,346,246,328.76","0.38","3,346,246,328.76","12,956,388.00","258.27","United States","NYSE","USD","1.00","USD","-"
"LIN","LINDE PLC","Materials","Equity","3,329,045,101.36","0.38","3,329,045,101.36","6,374,062.00","522.28","United States","NASDAQ","USD","1.00","USD","-"
"PANW","PALO ALTO NETWORKS INC","Information Technology","Equity","3,276,605,516.80","0.38","3,276,605,516.80","11,179,520.00","293.09","United States","NASDAQ","USD","1.00","USD","-"
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","3,208,875,146.16","0.37","3,208,875,146.16","4,751,144.00","675.39","United States","NASDAQ","USD","1.00","USD","-"
"STX","SEAGATE TECHNOLOGY HOLDINGS PLC","Information Technology","Equity","3,169,032,985.44","0.36","3,169,032,985.44","3,090,654.00","1,025.36","United States","NASDAQ","USD","1.00","USD","-"
"QCOM","QUALCOMM INC","Information Technology","Equity","2,977,290,229.50","0.34","2,977,290,229.50","14,530,455.00","204.90","United States","NASDAQ","USD","1.00","USD","-"
"ADI","ANALOG DEVICES INC","Information Technology","Equity","2,812,866,580.89","0.32","2,812,866,580.89","6,730,473.00","417.93","United States","NASDAQ","USD","1.00","USD","-"
"APH","AMPHENOL CORP CLASS A","Information Technology","Equity","2,800,833,184.35","0.32","2,800,833,184.35","16,959,329.00","165.15","United States","NYSE","USD","1.00","USD","-"
"VZ","VERIZON COMMUNICATIONS INC","Communication","Equity","2,651,892,627.15","0.30","2,651,892,627.15","57,562,245.00","46.07","United States","NYSE","USD","1.00","USD","-"
"PEP","PEPSICO INC","Consumer Staples","Equity","2,628,699,528.96","0.30","2,628,699,528.96","18,841,023.00","139.52","United States","NASDAQ","USD","1.00","USD","-"
"AMGN","AMGEN INC","Health Care","Equity","2,624,586,347.24","0.30","2,624,586,347.24","7,438,882.00","352.82","United States","NASDAQ","USD","1.00","USD","-"
"MCD","MCDONALDS CORP","Consumer Discretionary","Equity","2,591,097,609.66","0.30","2,591,097,609.66","9,794,729.00","264.54","United States","NYSE","USD","1.00","USD","-"
"TMO","THERMO FISHER SCIENTIFIC INC","Health Care","Equity","2,590,950,675.25","0.30","2,590,950,675.25","5,122,987.00","505.75","United States","NYSE","USD","1.00","USD","-"
"NEE","NEXTERA ENERGY INC","Utilities","Equity","2,521,146,278.40","0.29","2,521,146,278.40","28,747,392.00","87.70","United States","NYSE","USD","1.00","USD","-"
"AXP","AMERICAN EXPRESS","Financials","Equity","2,512,413,955.12","0.29","2,512,413,955.12","7,336,372.00","342.46","United States","NYSE","USD","1.00","USD","-"
"GLW","CORNING INC","Information Technology","Equity","2,461,653,190.51","0.28","2,461,653,190.51","10,796,251.00","228.01","United States","NYSE","USD","1.00","USD","-"
"CRWD","CROWDSTRIKE HOLDINGS INC CLASS A","Information Technology","Equity","2,381,381,492.70","0.27","2,381,381,492.70","3,508,998.00","678.65","United States","NASDAQ","USD","1.00","USD","-"
"BA","BOEING","Industrials","Equity","2,370,284,956.20","0.27","2,370,284,956.20","10,866,885.00","218.12","United States","NYSE","USD","1.00","USD","-"
"TJX","TJX INC","Consumer Discretionary","Equity","2,365,805,749.44","0.27","2,365,805,749.44","15,244,576.00","155.19","United States","NYSE","USD","1.00","USD","-"
"ANET","ARISTA NETWORKS INC","Information Technology","Equity","2,355,010,336.50","0.27","2,355,010,336.50","14,233,970.00","165.45","United States","NYSE","USD","1.00","USD","-"
"DIS","WALT DISNEY","Communication","Equity","2,347,145,216.40","0.27","2,347,145,216.40","23,938,248.00","98.05","United States","NYSE","USD","1.00","USD","-"
"ETN","EATON PLC","Industrials","Equity","2,247,706,865.80","0.26","2,247,706,865.80","5,353,340.00","419.87","United States","NYSE","USD","1.00","USD","-"
"ABT","ABBOTT LABORATORIES","Health Care","Equity","2,239,568,203.32","0.26","2,239,568,203.32","24,019,393.00","93.24","United States","NYSE","USD","1.00","USD","-"
"UNP","UNION PACIFIC CORP","Industrials","Equity","2,191,240,736.41","0.25","2,191,240,736.41","8,184,517.00","267.73","United States","NYSE","USD","1.00","USD","-"
"DE","DEERE","Industrials","Equity","2,184,262,588.56","0.25","2,184,262,588.56","3,462,906.00","630.76","United States","NYSE","USD","1.00","USD","-"
"WELL","WELLTOWER INC","Real Estate","Equity","2,177,109,246.91","0.25","2,177,109,246.91","9,730,967.00","223.73","United States","NYSE","USD","1.00","USD","-"
"T","AT&T INC","Communication","Equity","2,147,543,194.80","0.25","2,147,543,194.80","95,786,940.00","22.42","United States","NYSE","USD","1.00","USD","-"
"GILD","GILEAD SCIENCES INC","Health Care","Equity","2,119,666,740.48","0.24","2,119,666,740.48","17,116,172.00","123.84","United States","NASDAQ","USD","1.00","USD","-"
"UBER","UBER TECHNOLOGIES INC","Industrials","Equity","2,027,446,987.50","0.23","2,027,446,987.50","28,061,550.00","72.25","United States","NYSE","USD","1.00","USD","-"
"HON","HONEYWELL INTERNATIONAL INC","Industrials","Equity","2,019,838,158.12","0.23","2,019,838,158.12","8,734,813.00","231.24","United States","NASDAQ","USD","1.00","USD","-"
"SCHW","CHARLES SCHWAB CORP","Financials","Equity","2,015,630,125.60","0.23","2,015,630,125.60","22,536,115.00","89.44","United States","NYSE","USD","1.00","USD","-"
"ISRG","INTUITIVE SURGICAL INC","Health Care","Equity","1,951,496,017.56","0.22","1,951,496,017.56","4,882,524.00","399.69","United States","NASDAQ","USD","1.00","USD","-"
"BLK","BLACKROCK INC","Financials","Equity","1,934,417,235.60","0.22","1,934,417,235.60","1,990,305.00","971.92","United States","NYSE","USD","1.00","USD","-"
"BKNG","BOOKING HOLDINGS INC","Consumer Discretionary","Equity","1,891,169,135.70","0.22","1,891,169,135.70","10,681,554.00","177.05","United States","NASDAQ","USD","1.00","USD","-"
"PFE","PFIZER INC","Health Care","Equity","1,858,974,884.91","0.21","1,858,974,884.91","78,537,173.00","23.67","United States","NYSE","USD","1.00","USD","-"
"CVS","CVS HEALTH CORP","Health Care","Equity","1,840,952,968.38","0.21","1,840,952,968.38","17,589,843.00","104.66","United States","NYSE","USD","1.00","USD","-"
"PLD","PROLOGIS REIT INC","Real Estate","Equity","1,806,215,929.05","0.21","1,806,215,929.05","12,852,885.00","140.53","United States","NYSE","USD","1.00","USD","-"
"COP","CONOCOPHILLIPS","Energy","Equity","1,787,118,387.27","0.20","1,787,118,387.27","16,794,647.00","106.41","United States","NYSE","USD","1.00","USD","-"
"COF","CAPITAL ONE FINANCIAL CORP","Financials","Equity","1,757,846,525.40","0.20","1,757,846,525.40","8,579,046.00","204.90","United States","NYSE","USD","1.00","USD","-"
"PGR","PROGRESSIVE CORP","Financials","Equity","1,736,363,297.50","0.20","1,736,363,297.50","8,055,875.00","215.54","United States","NYSE","USD","1.00","USD","-"
"VRT","VERTIV HOLDINGS CLASS A","Industrials","Equity","1,723,822,175.74","0.20","1,723,822,175.74","5,294,782.00","325.57","United States","NYSE","USD","1.00","USD","-"
"PH","PARKER-HANNIFIN CORP","Industrials","Equity","1,720,229,961.24","0.20","1,720,229,961.24","1,737,764.00","989.91","United States","NYSE","USD","1.00","USD","-"
"LOW","LOWES COMPANIES INC","Consumer Discretionary","Equity","1,713,612,521.30","0.20","1,713,612,521.30","7,721,410.00","221.93","United States","NYSE","USD","1.00","USD","-"
"CRM","SALESFORCE INC","Information Technology","Equity","1,693,844,772.47","0.19","1,693,844,772.47","11,278,013.00","150.19","United States","NYSE","USD","1.00","USD","-"
"MO","ALTRIA GROUP INC","Consumer Staples","Equity","1,685,357,087.39","0.19","1,685,357,087.39","23,020,859.00","73.21","United States","NYSE","USD","1.00","USD","-"
"VRTX","VERTEX PHARMACEUTICALS INC","Health Care","Equity","1,680,388,949.64","0.19","1,680,388,949.64","3,499,498.00","480.18","United States","NASDAQ","USD","1.00","USD","-"
"DHR","DANAHER CORP","Health Care","Equity","1,677,746,376.98","0.19","1,677,746,376.98","8,683,538.00","193.21","United States","NYSE","USD","1.00","USD","-"
"APP","APPLOVIN CORP CLASS A","Information Technology","Equity","1,653,681,014.91","0.19","1,653,681,014.91","3,708,387.00","445.93","United States","NASDAQ","USD","1.00","USD","-"
"SPGI","S&P GLOBAL INC","Financials","Equity","1,651,466,687.58","0.19","1,651,466,687.58","4,179,447.00","395.14","United States","NYSE","USD","1.00","USD","-"
"CB","CHUBB","Financials","Equity","1,645,182,746.90","0.19","1,645,182,746.90","4,973,045.00","330.82","United States","NYSE","USD","1.00","USD","-"
"DELL","DELL TECHNOLOGIES INC CLASS C","Information Technology","Equity","1,632,756,394.90","0.19","1,632,756,394.90","3,987,682.00","409.45","United States","NYSE","USD","1.00","USD","-"
"SBUX","STARBUCKS CORP","Consumer Discretionary","Equity","1,620,720,557.36","0.19","1,620,720,557.36","15,710,746.00","103.16","United States","NASDAQ","USD","1.00","USD","-"
"BMY","BRISTOL MYERS SQUIBB","Health Care","Equity","1,559,289,484.39","0.18","1,559,289,484.39","28,151,101.00","55.39","United States","NYSE","USD","1.00","USD","-"
"TT","TRANE TECHNOLOGIES PLC","Industrials","Equity","1,533,883,023.18","0.18","1,533,883,023.18","3,046,683.00","503.46","United States","NYSE","USD","1.00","USD","-"
"HWM","HOWMET AEROSPACE INC","Industrials","Equity","1,506,721,089.44","0.17","1,506,721,089.44","5,516,296.00","273.14","United States","NYSE","USD","1.00","USD","-"
"SYK","STRYKER CORP","Health Care","Equity","1,504,179,720.66","0.17","1,504,179,720.66","4,758,406.00","316.11","United States","NYSE","USD","1.00","USD","-"
"SO","SOUTHERN","Utilities","Equity","1,490,451,662.37","0.17","1,490,451,662.37","15,540,107.00","95.91","United States","NYSE","USD","1.00","USD","-"
"PWR","QUANTA SERVICES INC","Industrials","Equity","1,486,294,189.32","0.17","1,486,294,189.32","2,068,348.00","718.59","United States","NYSE","USD","1.00","USD","-"
"EQIX","EQUINIX REIT INC","Real Estate","Equity","1,478,206,642.13","0.17","1,478,206,642.13","1,359,133.00","1,087.61","United States","NASDAQ","USD","1.00","USD","-"
"MDT","MEDTRONIC PLC","Health Care","Equity","1,425,097,713.60","0.16","1,425,097,713.60","17,698,680.00","80.52","United States","NYSE","USD","1.00","USD","-"
"LMT","LOCKHEED MARTIN CORP","Industrials","Equity","1,412,481,852.66","0.16","1,412,481,852.66","2,796,883.00","505.02","United States","NYSE","USD","1.00","USD","-"
"NEM","NEWMONT","Materials","Equity","1,403,309,811.00","0.16","1,403,309,811.00","14,717,460.00","95.35","United States","NYSE","USD","1.00","USD","-"
"CDNS","CADENCE DESIGN SYSTEMS INC","Information Technology","Equity","1,399,947,492.67","0.16","1,399,947,492.67","3,801,829.00","368.23","United States","NASDAQ","USD","1.00","USD","-"
"CMI","CUMMINS INC","Industrials","Equity","1,383,851,441.94","0.16","1,383,851,441.94","1,901,966.00","727.59","United States","NYSE","USD","1.00","USD","-"
