iShares Russell 2000 ETF
Fund Holdings as of,"Jun 05, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"274,850,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"BE","BLOOM ENERGY CLASS A CORP","Industrials","Equity","1,340,317,927.53","1.74","1,340,317,927.53","5,084,473.00","263.61","United States","NYSE","USD","1.00","USD","-"
"CRDO","CREDO TECHNOLOGY GROUP HOLDING LTD","Information Technology","Equity","776,760,850.07","1.01","776,760,850.07","3,754,463.00","206.89","United States","NASDAQ","USD","1.00","USD","-"
"STRL","STERLING INFRASTRUCTURE INC","Industrials","Equity","612,130,219.41","0.79","612,130,219.41","693,687.00","882.43","United States","NASDAQ","USD","1.00","USD","-"
"FN","FABRINET","Information Technology","Equity","522,082,968.75","0.68","522,082,968.75","840,375.00","621.25","United States","NYSE","USD","1.00","USD","-"
"IONQ","IONQ INC","Information Technology","Equity","455,799,860.16","0.59","455,799,860.16","8,027,472.00","56.78","United States","NYSE","USD","1.00","USD","-"
"NXT","NEXTPOWER INC CLASS A","Industrials","Equity","446,487,005.24","0.58","446,487,005.24","3,393,532.00","131.57","United States","NASDAQ","USD","1.00","USD","-"
"TTMI","TTM TECHNOLOGIES INC","Information Technology","Equity","399,169,932.76","0.52","399,169,932.76","2,381,398.00","167.62","United States","NASDAQ","USD","1.00","USD","-"
"CDE","COEUR MINING INC","Materials","Equity","388,905,838.73","0.50","388,905,838.73","23,757,229.00","16.37","United States","NYSE","USD","1.00","USD","-"
"SATS","ECHOSTAR CORP CLASS A","Communication","Equity","366,653,049.48","0.48","366,653,049.48","3,153,191.00","116.28","United States","NASDAQ","USD","1.00","USD","-"
"RMBS","RAMBUS INC","Information Technology","Equity","365,261,678.32","0.47","365,261,678.32","2,513,672.00","145.31","United States","NASDAQ","USD","1.00","USD","-"
"GH","GUARDANT HEALTH INC","Health Care","Equity","362,661,443.22","0.47","362,661,443.22","2,887,202.00","125.61","United States","NASDAQ","USD","1.00","USD","-"
"MOD","MODINE MANUFACTURING","Industrials","Equity","337,019,789.34","0.44","337,019,789.34","1,218,834.00","276.51","United States","NYSE","USD","1.00","USD","-"
"SITM","SITIME CORP","Information Technology","Equity","327,582,272.16","0.43","327,582,272.16","523,562.00","625.68","United States","NASDAQ","USD","1.00","USD","-"
"SMTC","SEMTECH CORP","Information Technology","Equity","327,166,405.56","0.42","327,166,405.56","2,166,378.00","151.02","United States","NASDAQ","USD","1.00","USD","-"
"DY","DYCOM INDUSTRIES INC","Industrials","Equity","316,343,935.76","0.41","316,343,935.76","678,442.00","466.28","United States","NYSE","USD","1.00","USD","-"
"SANM","SANMINA CORP","Information Technology","Equity","312,898,333.28","0.41","312,898,333.28","1,241,266.00","252.08","United States","NASDAQ","USD","1.00","USD","-"
"DOCN","DIGITALOCEAN HOLDINGS INC","Information Technology","Equity","300,771,652.13","0.39","300,771,652.13","1,770,599.00","169.87","United States","NYSE","USD","1.00","USD","-"
"AAOI","APPLIED OPTOELECTRONICS INC","Information Technology","Equity","272,179,095.00","0.35","272,179,095.00","1,537,735.00","177.00","United States","NASDAQ","USD","1.00","USD","-"
"AEIS","ADVANCED ENERGY INDUSTRIES INC","Information Technology","Equity","258,697,838.67","0.34","258,697,838.67","877,507.00","294.81","United States","NASDAQ","USD","1.00","USD","-"
"HUT","HUT CORP","Information Technology","Equity","256,124,047.68","0.33","256,124,047.68","2,281,932.00","112.24","United States","NASDAQ","USD","1.00","USD","-"
"SPXC","SPX TECHNOLOGIES INC","Industrials","Equity","255,424,850.40","0.33","255,424,850.40","1,121,268.00","227.80","United States","NYSE","USD","1.00","USD","-"
"VIAV","VIAVI SOLUTIONS INC","Information Technology","Equity","255,230,264.40","0.33","255,230,264.40","5,366,490.00","47.56","United States","NASDAQ","USD","1.00","USD","-"
"BBIO","BRIDGEBIO PHARMA INC","Health Care","Equity","249,545,399.94","0.32","249,545,399.94","3,690,954.00","67.61","United States","NASDAQ","USD","1.00","USD","-"
"KTOS","KRATOS DEFENSE AND SECURITY SOLUTI","Industrials","Equity","246,245,430.20","0.32","246,245,430.20","4,207,885.00","58.52","United States","NASDAQ","USD","1.00","USD","-"
"MOGA","MOOG INC CLASS A","Industrials","Equity","241,037,301.00","0.31","241,037,301.00","654,548.00","368.25","United States","NYSE","USD","1.00","USD","-"
"ARWR","ARROWHEAD PHARMACEUTICALS INC","Health Care","Equity","229,946,548.66","0.30","229,946,548.66","3,146,074.00","73.09","United States","NASDAQ","USD","1.00","USD","-"
"AXSM","AXSOME THERAPEUTICS INC","Health Care","Equity","223,639,130.88","0.29","223,639,130.88","962,634.00","232.32","United States","NASDAQ","USD","1.00","USD","-"
"ENSG","ENSIGN GROUP INC","Health Care","Equity","222,603,046.90","0.29","222,603,046.90","1,307,123.00","170.30","United States","NASDAQ","USD","1.00","USD","-"
"UMBF","UMB FINANCIAL CORP","Financials","Equity","219,728,888.96","0.29","219,728,888.96","1,691,263.00","129.92","United States","NASDAQ","USD","1.00","USD","-"
"APLD","APPLIED DIGITAL CORP","Information Technology","Equity","219,277,008.86","0.28","219,277,008.86","5,534,503.00","39.62","United States","NASDAQ","USD","1.00","USD","-"
"HL","HECLA MINING","Materials","Equity","218,656,502.40","0.28","218,656,502.40","14,794,080.00","14.78","United States","NYSE","USD","1.00","USD","-"
"GTLS","CHART INDUSTRIES INC","Industrials","Equity","218,070,218.24","0.28","218,070,218.24","1,051,904.00","207.31","United States","NYSE","USD","1.00","USD","-"
"AGX","ARGAN INC","Industrials","Equity","217,065,958.72","0.28","217,065,958.72","312,451.00","694.72","United States","NYSE","USD","1.00","USD","-"
"CYTK","CYTOKINETICS INC","Health Care","Equity","214,949,795.36","0.28","214,949,795.36","3,007,132.00","71.48","United States","NASDAQ","USD","1.00","USD","-"
"FORM","FORMFACTOR INC","Information Technology","Equity","211,600,906.80","0.27","211,600,906.80","1,813,204.00","116.70","United States","NASDAQ","USD","1.00","USD","-"
"FCFS","FIRSTCASH HOLDINGS INC","Financials","Equity","208,355,255.04","0.27","208,355,255.04","924,216.00","225.44","United States","NASDAQ","USD","1.00","USD","-"
"PL","PLANET LABS CLASS A","Industrials","Equity","203,025,566.16","0.26","203,025,566.16","6,301,228.00","32.22","United States","NYSE","USD","1.00","USD","-"
"QBTS","D WAVE QUANTUM INC","Information Technology","Equity","202,760,417.25","0.26","202,760,417.25","8,501,485.00","23.85","United States","NYSE","USD","1.00","USD","-"
"WTS","WATTS WATER TECHNOLOGIES INC CLASS","Industrials","Equity","200,347,522.83","0.26","200,347,522.83","637,623.00","314.21","United States","NYSE","USD","1.00","USD","-"
"RIOT","RIOT PLATFORMS INC","Information Technology","Equity","200,240,112.42","0.26","200,240,112.42","8,120,037.00","24.66","United States","NASDAQ","USD","1.00","USD","-"
"ORA","ORMAT TECH INC","Utilities","Equity","198,573,200.00","0.26","198,573,200.00","1,418,380.00","140.00","United States","NYSE","USD","1.00","USD","-"
"CTRE","CARETRUST REIT INC","Real Estate","Equity","197,791,539.41","0.26","197,791,539.41","5,209,153.00","37.97","United States","NYSE","USD","1.00","USD","-"
"LUMN","LUMEN TECHNOLOGIES INC","Communication","Equity","197,642,332.80","0.26","197,642,332.80","22,182,080.00","8.91","United States","NYSE","USD","1.00","USD","-"
"AHR","AMERICAN HEALTHCARE REIT INC","Real Estate","Equity","197,124,425.28","0.26","197,124,425.28","4,151,736.00","47.48","United States","NYSE","USD","1.00","USD","-"
"SNEX","STONEX GROUP INC","Financials","Equity","197,022,389.74","0.26","197,022,389.74","1,705,231.00","115.54","United States","NASDAQ","USD","1.00","USD","-"
"ONB","OLD NATIONAL BANCORP","Financials","Equity","195,676,408.20","0.25","195,676,408.20","8,166,795.00","23.96","United States","NASDAQ","USD","1.00","USD","-"
"ENS","ENERSYS","Industrials","Equity","194,543,977.60","0.25","194,543,977.60","856,720.00","227.08","United States","NYSE","USD","1.00","USD","-"
"MDGL","MADRIGAL PHARMACEUTICALS INC","Health Care","Equity","193,522,443.14","0.25","193,522,443.14","397,393.00","486.98","United States","NASDAQ","USD","1.00","USD","-"
"VSAT","VIASAT INC","Information Technology","Equity","193,147,672.86","0.25","193,147,672.86","2,875,077.00","67.18","United States","NASDAQ","USD","1.00","USD","-"
"WULF","TERAWULF INC","Information Technology","Equity","192,673,488.00","0.25","192,673,488.00","8,028,062.00","24.00","United States","NASDAQ","USD","1.00","USD","-"
"CMC","COMMERCIAL METALS","Materials","Equity","192,196,132.65","0.25","192,196,132.65","2,591,991.00","74.15","United States","NYSE","USD","1.00","USD","-"
"POWL","POWELL INDUSTRIES INC","Industrials","Equity","189,764,156.41","0.25","189,764,156.41","666,143.00","284.87","United States","NASDAQ","USD","1.00","USD","-"
"SM","SM ENERGY","Energy","Equity","186,674,246.77","0.24","186,674,246.77","5,795,537.00","32.21","United States","NYSE","USD","1.00","USD","-"
"FLR","FLUOR CORP","Industrials","Equity","178,347,574.44","0.23","178,347,574.44","3,749,949.00","47.56","United States","NYSE","USD","1.00","USD","-"
"ESE","ESCO TECHNOLOGIES INC","Industrials","Equity","176,940,093.76","0.23","176,940,093.76","604,634.00","292.64","United States","NYSE","USD","1.00","USD","-"
"CORZ","CORE SCIENTIFIC INC","Information Technology","Equity","175,026,601.75","0.23","175,026,601.75","6,770,855.00","25.85","United States","NASDAQ","USD","1.00","USD","-"
"HQY","HEALTHEQUITY INC","Health Care","Equity","173,971,604.04","0.23","173,971,604.04","1,962,012.00","88.67","United States","NASDAQ","USD","1.00","USD","-"
"KRYS","KRYSTAL BIOTECH INC","Health Care","Equity","173,283,894.00","0.22","173,283,894.00","575,694.00","301.00","United States","NASDAQ","USD","1.00","USD","-"
"BTSG","BRIGHTSPRING HEALTH SERVICES INC","Health Care","Equity","172,315,144.40","0.22","172,315,144.40","3,002,006.00","57.40","United States","NASDAQ","USD","1.00","USD","-"
"RHP","RYMAN HOSPITALITY PROPERTIES REIT","Real Estate","Equity","170,755,676.80","0.22","170,755,676.80","1,434,560.00","119.03","United States","NYSE","USD","1.00","USD","-"
"CIFR","CIPHER DIGITAL INC","Information Technology","Equity","169,499,363.35","0.22","169,499,363.35","7,550,083.00","22.45","United States","NASDAQ","USD","1.00","USD","-"
"JXN","JACKSON FINANCIAL INC CLASS A","Financials","Equity","168,900,346.92","0.22","168,900,346.92","1,565,922.00","107.86","United States","NYSE","USD","1.00","USD","-"
"PLXS","PLEXUS CORP","Information Technology","Equity","168,898,182.52","0.22","168,898,182.52","618,652.00","273.01","United States","NASDAQ","USD","1.00","USD","-"
"SLAB","SILICON LABORATORIES INC","Information Technology","Equity","165,618,993.07","0.21","165,618,993.07","759,337.00","218.11","United States","NASDAQ","USD","1.00","USD","-"
"ZWS","ZURN ELKAY WATER SOLUTIONS CORP","Industrials","Equity","165,538,538.82","0.21","165,538,538.82","3,494,586.00","47.37","United States","NYSE","USD","1.00","USD","-"
"OKLO","OKLO INC CLASS A","Utilities","Equity","164,788,027.39","0.21","164,788,027.39","2,836,771.00","58.09","United States","NYSE","USD","1.00","USD","-"
"AVAV","AEROVIRONMENT INC","Industrials","Equity","163,645,296.64","0.21","163,645,296.64","880,192.00","185.92","United States","NASDAQ","USD","1.00","USD","-"
"GKOS","GLAUKOS CORP","Health Care","Equity","162,500,250.00","0.21","162,500,250.00","1,300,002.00","125.00","United States","NYSE","USD","1.00","USD","-"
"ALKS","ALKERMES","Health Care","Equity","161,227,642.80","0.21","161,227,642.80","3,767,001.00","42.80","United States","NASDAQ","USD","1.00","USD","-"
