iShares Russell 2000 ETF
Fund Holdings as of,"Jun 12, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"278,050,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"BE","BLOOM ENERGY CLASS A CORP","Industrials","Equity","1,363,738,336.86","1.65","1,363,738,336.86","5,240,713.00","260.22","United States","NYSE","USD","1.00","USD","-"
"CRDO","CREDO TECHNOLOGY GROUP HOLDING LTD","Information Technology","Equity","970,604,351.99","1.18","970,604,351.99","3,869,879.00","250.81","United States","NASDAQ","USD","1.00","USD","-"
"STRL","STERLING INFRASTRUCTURE INC","Industrials","Equity","614,197,606.77","0.74","614,197,606.77","715,023.00","858.99","United States","NASDAQ","USD","1.00","USD","-"
"FN","FABRINET","Information Technology","Equity","529,285,579.47","0.64","529,285,579.47","866,247.00","611.01","United States","NYSE","USD","1.00","USD","-"
"IONQ","IONQ INC","Information Technology","Equity","478,656,453.60","0.58","478,656,453.60","8,274,096.00","57.85","United States","NYSE","USD","1.00","USD","-"
"TTMI","TTM TECHNOLOGIES INC","Information Technology","Equity","476,324,056.30","0.58","476,324,056.30","2,454,646.00","194.05","United States","NASDAQ","USD","1.00","USD","-"
"NXT","NEXTPOWER INC CLASS A","Industrials","Equity","426,319,176.80","0.52","426,319,176.80","3,497,860.00","121.88","United States","NASDAQ","USD","1.00","USD","-"
"CDE","COEUR MINING INC","Materials","Equity","421,182,540.40","0.51","421,182,540.40","24,487,357.00","17.20","United States","NYSE","USD","1.00","USD","-"
"SITM","SITIME CORP","Information Technology","Equity","393,914,334.10","0.48","393,914,334.10","539,690.00","729.89","United States","NASDAQ","USD","1.00","USD","-"
"GH","GUARDANT HEALTH INC","Health Care","Equity","391,688,747.72","0.47","391,688,747.72","2,975,906.00","131.62","United States","NASDAQ","USD","1.00","USD","-"
"RMBS","RAMBUS INC","Information Technology","Equity","379,729,925.12","0.46","379,729,925.12","2,590,952.00","146.56","United States","NASDAQ","USD","1.00","USD","-"
"SMTC","SEMTECH CORP","Information Technology","Equity","372,247,759.26","0.45","372,247,759.26","2,232,906.00","166.71","United States","NASDAQ","USD","1.00","USD","-"
"SATS","ECHOSTAR CORP CLASS A","Communication","Equity","370,774,488.16","0.45","370,774,488.16","3,250,127.00","114.08","United States","NASDAQ","USD","1.00","USD","-"
"MOD","MODINE MANUFACTURING","Industrials","Equity","344,853,801.00","0.42","344,853,801.00","1,256,298.00","274.50","United States","NYSE","USD","1.00","USD","-"
"DY","DYCOM INDUSTRIES INC","Industrials","Equity","327,959,506.00","0.40","327,959,506.00","699,274.00","469.00","United States","NYSE","USD","1.00","USD","-"
"SANM","SANMINA CORP","Information Technology","Equity","326,503,390.40","0.40","326,503,390.40","1,279,402.00","255.20","United States","NASDAQ","USD","1.00","USD","-"
"AEIS","ADVANCED ENERGY INDUSTRIES INC","Information Technology","Equity","320,547,155.35","0.39","320,547,155.35","904,555.00","354.37","United States","NASDAQ","USD","1.00","USD","-"
"DOCN","DIGITALOCEAN HOLDINGS INC","Information Technology","Equity","311,058,283.64","0.38","311,058,283.64","1,825,031.00","170.44","United States","NYSE","USD","1.00","USD","-"
"VIAV","VIAVI SOLUTIONS INC","Information Technology","Equity","295,712,172.36","0.36","295,712,172.36","5,531,466.00","53.46","United States","NASDAQ","USD","1.00","USD","-"
"HUT","HUT CORP","Information Technology","Equity","279,557,293.68","0.34","279,557,293.68","2,351,988.00","118.86","United States","NASDAQ","USD","1.00","USD","-"
"AAOI","APPLIED OPTOELECTRONICS INC","Information Technology","Equity","267,934,614.15","0.32","267,934,614.15","1,584,943.00","169.05","United States","NASDAQ","USD","1.00","USD","-"
"MOGA","MOOG INC CLASS A","Industrials","Equity","266,577,130.80","0.32","266,577,130.80","674,708.00","395.10","United States","NYSE","USD","1.00","USD","-"
"SPXC","SPX TECHNOLOGIES INC","Industrials","Equity","265,870,625.40","0.32","265,870,625.40","1,155,708.00","230.05","United States","NYSE","USD","1.00","USD","-"
"FORM","FORMFACTOR INC","Information Technology","Equity","260,180,705.80","0.32","260,180,705.80","1,868,980.00","139.21","United States","NASDAQ","USD","1.00","USD","-"
