iShares Russell 2000 ETF
Fund Holdings as of,"Jun 03, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"280,100,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"BE","BLOOM ENERGY CLASS A CORP","Industrials","Equity","1,476,368,823.16","1.86","1,476,368,823.16","5,138,413.00","287.32","United States","NYSE","USD","1.00","USD","-"
"CRDO","CREDO TECHNOLOGY GROUP HOLDING LTD","Information Technology","Equity","814,258,711.40","1.02","814,258,711.40","3,794,309.00","214.60","United States","NASDAQ","USD","1.00","USD","-"
"STRL","STERLING INFRASTRUCTURE INC","Industrials","Equity","670,928,752.59","0.84","670,928,752.59","701,053.00","957.03","United States","NASDAQ","USD","1.00","USD","-"
"FN","FABRINET","Information Technology","Equity","615,747,575.00","0.77","615,747,575.00","849,307.00","725.00","United States","NYSE","USD","1.00","USD","-"
"IONQ","IONQ INC","Information Technology","Equity","553,523,789.68","0.70","553,523,789.68","8,112,616.00","68.23","United States","NYSE","USD","1.00","USD","-"
"NXT","NEXTPOWER INC CLASS A","Industrials","Equity","502,326,188.50","0.63","502,326,188.50","3,429,550.00","146.47","United States","NASDAQ","USD","1.00","USD","-"
"TTMI","TTM TECHNOLOGIES INC","Information Technology","Equity","456,307,665.60","0.57","456,307,665.60","2,406,686.00","189.60","United States","NASDAQ","USD","1.00","USD","-"
"CDE","COEUR MINING INC","Materials","Equity","435,768,740.55","0.55","435,768,740.55","24,009,297.00","18.15","United States","NYSE","USD","1.00","USD","-"
"RMBS","RAMBUS INC","Information Technology","Equity","433,536,472.32","0.55","433,536,472.32","2,540,352.00","170.66","United States","NASDAQ","USD","1.00","USD","-"
"SATS","ECHOSTAR CORP CLASS A","Communication","Equity","385,330,564.44","0.48","385,330,564.44","3,186,657.00","120.92","United States","NASDAQ","USD","1.00","USD","-"
"SITM","SITIME CORP","Information Technology","Equity","377,137,407.50","0.47","377,137,407.50","529,130.00","712.75","United States","NASDAQ","USD","1.00","USD","-"
"MOD","MODINE MANUFACTURING","Industrials","Equity","372,030,889.04","0.47","372,030,889.04","1,231,768.00","302.03","United States","NYSE","USD","1.00","USD","-"
"GH","GUARDANT HEALTH INC","Health Care","Equity","370,651,436.78","0.47","370,651,436.78","2,917,826.00","127.03","United States","NASDAQ","USD","1.00","USD","-"
"SMTC","SEMTECH CORP","Information Technology","Equity","357,958,071.00","0.45","357,958,071.00","2,189,346.00","163.50","United States","NASDAQ","USD","1.00","USD","-"
"SANM","SANMINA CORP","Information Technology","Equity","354,653,015.04","0.45","354,653,015.04","1,254,432.00","282.72","United States","NASDAQ","USD","1.00","USD","-"
"DY","DYCOM INDUSTRIES INC","Industrials","Equity","331,922,275.74","0.42","331,922,275.74","685,634.00","484.11","United States","NYSE","USD","1.00","USD","-"
