Fund Holdings as of,"03/Jun/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"APP","APPLOVIN CORP CLASS A","Information Technology","Equity","231’532’643.81","0.76","231’532’643.81","405’607.00","570.83","United States","NASDAQ","USD"
"GILD","GILEAD SCIENCES INC","Health Care","Equity","210’178’627.82","0.69","210’178’627.82","1’629’418.00","128.99","United States","NASDAQ","USD"
"ASML","ASML HOLDING ADR REPRESENTING NV","Information Technology","Equity","199’808’906.40","0.66","199’808’906.40","115’740.00","1’726.36","Netherlands","NASDAQ","USD"
"ISRG","INTUITIVE SURGICAL INC","Health Care","Equity","191’137’531.39","0.63","191’137’531.39","469’291.00","407.29","United States","NASDAQ","USD"
"HON","HONEYWELL INTERNATIONAL INC","Industrials","Equity","186’017’552.88","0.61","186’017’552.88","833’188.00","223.26","United States","NASDAQ","USD"
"SHOP","SHOPIFY SUBORDINATE VOTING INC CLA","Information Technology","Equity","182’910’057.02","0.60","182’910’057.02","1’619’533.00","112.94","Canada","NASDAQ","USD"
"BKNG","BOOKING HOLDINGS INC","Consumer Discretionary","Equity","172’391’023.42","0.57","172’391’023.42","1’046’189.00","164.78","United States","NASDAQ","USD"
"CDNS","CADENCE DESIGN SYSTEMS INC","Information Technology","Equity","148’968’552.00","0.49","148’968’552.00","365’119.00","408.00","United States","NASDAQ","USD"
"SBUX","STARBUCKS CORP","Consumer Discretionary","Equity","143’661’247.32","0.47","143’661’247.32","1’498’188.00","95.89","United States","NASDAQ","USD"
"FTNT","FORTINET INC","Information Technology","Equity","143’388’539.60","0.47","143’388’539.60","978’895.00","146.48","United States","NASDAQ","USD"
"VRTX","VERTEX PHARMACEUTICALS INC","Health Care","Equity","143’347’836.06","0.47","143’347’836.06","334’659.00","428.34","United States","NASDAQ","USD"
"ADBE","ADOBE INC","Information Technology","Equity","137’848’664.08","0.45","137’848’664.08","537’967.00","256.24","United States","NASDAQ","USD"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","131’415’297.75","0.43","131’415’297.75","348’813.00","376.75","United States","NASDAQ","USD"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","127’397’049.36","0.42","127’397’049.36","476’714.00","267.24","United States","NASDAQ","USD"
"SNPS","SYNOPSYS INC","Information Technology","Equity","125’643’971.74","0.41","125’643’971.74","252’287.00","498.02","United States","NASDAQ","USD"
"ADP","AUTOMATIC DATA PROCESSING INC","Industrials","Equity","120’781’518.75","0.40","120’781’518.75","530’325.00","227.75","United States","NASDAQ","USD"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","115’336’361.28","0.38","115’336’361.28","1’295’332.00","89.04","United States","NASDAQ","USD"
"INTU","INTUIT INC","Information Technology","Equity","113’477’835.60","0.37","113’477’835.60","364’365.00","311.44","United States","NASDAQ","USD"
"CSX","CSX CORP","Industrials","Equity","113’020’377.84","0.37","113’020’377.84","2’433’686.00","46.44","United States","NASDAQ","USD"
"CMCSA","COMCAST CORP CLASS A","Communication","Equity","111’406’713.60","0.37","111’406’713.60","4’736’680.00","23.52","United States","NASDAQ","USD"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","109’420’377.50","0.36","109’420’377.50","64’750.00","1’689.89","United States","NASDAQ","USD"
"MELI","MERCADOLIBRE INC","Consumer Discretionary","Equity","108’969’464.16","0.36","108’969’464.16","66’504.00","1’638.54","United States","NASDAQ","USD"
"DDOG","DATADOG INC CLASS A","Information Technology","Equity","107’457’156.46","0.35","107’457’156.46","429’262.00","250.33","United States","NASDAQ","USD"
"NXPI","NXP SEMICONDUCTORS NV","Information Technology","Equity","106’645’925.36","0.35","106’645’925.36","331’322.00","321.88","United States","NASDAQ","USD"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Consumer Staples","Equity","103’349’163.42","0.34","103’349’163.42","1’685’682.00","61.31","United States","NASDAQ","USD"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","99’887’725.86","0.33","99’887’725.86","429’403.00","232.62","United States","NASDAQ","USD"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","96’431’694.20","0.32","96’431’694.20","1’103’590.00","87.38","United States","NASDAQ","USD"
"CTAS","CINTAS CORP","Industrials","Equity","91’339’422.72","0.30","91’339’422.72","522’776.00","174.72","United States","NASDAQ","USD"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","89’621’113.23","0.30","89’621’113.23","709’533.00","126.31","United States","NASDAQ","USD"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Communication","Equity","88’493’445.00","0.29","88’493’445.00","3’277’535.00","27.00","United States","NASDAQ","USD"
"LITE","LUMENTUM HOLDINGS INC","Information Technology","Equity","88’311’762.00","0.29","88’311’762.00","94’149.00","938.00","United States","NASDAQ","USD"
"REGN","REGENERON PHARMACEUTICALS INC","Health Care","Equity","84’765’821.45","0.28","84’765’821.45","136’951.00","618.95","United States","NASDAQ","USD"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","83’747’601.93","0.28","83’747’601.93","1’303’059.00","64.27","United States","NASDAQ","USD"
"DASH","DOORDASH INC CLASS A","Consumer Discretionary","Equity","82’675’721.78","0.27","82’675’721.78","534’841.00","154.58","United States","NASDAQ","USD"
"PCAR","PACCAR INC","Industrials","Equity","79’431’076.62","0.26","79’431’076.62","694’449.00","114.38","United States","NASDAQ","USD"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","77’655’694.27","0.26","77’655’694.27","368’753.00","210.59","United States","NASDAQ","USD"
"PDD","PDD HOLDINGS ADS INC","Consumer Discretionary","Equity","75’480’192.20","0.25","75’480’192.20","883’843.00","85.40","China","NASDAQ","USD"
"ABNB","AIRBNB INC CLASS A","Consumer Discretionary","Equity","74’993’418.30","0.25","74’993’418.30","561’370.00","133.59","United States","NASDAQ","USD"
"ARM","ARM HOLDINGS AMERICAN DEPOSITARY S","Information Technology","Equity","74’273’128.67","0.25","74’273’128.67","180’349.00","411.83","United Kingdom","NASDAQ","USD"
"FAST","FASTENAL","Industrials","Equity","70’170’396.40","0.23","70’170’396.40","1’510’340.00","46.46","United States","NASDAQ","USD"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","68’286’339.20","0.23","68’286’339.20","707’264.00","96.55","United States","NASDAQ","USD"
"EA","ELECTRONIC ARTS INC","Communication","Equity","66’700’932.88","0.22","66’700’932.88","329’176.00","202.63","United States","NASDAQ","USD"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","64’665’568.22","0.21","64’665’568.22","273’937.00","236.06","United States","NASDAQ","USD"
"XEL","XCEL ENERGY INC","Utilities","Equity","64’328’889.70","0.21","64’328’889.70","831’230.00","77.39","United States","NASDAQ","USD"
"ADSK","AUTODESK INC","Information Technology","Equity","63’980’106.40","0.21","63’980’106.40","278’659.00","229.60","United States","NASDAQ","USD"
"FER","FERROVIAL NV","Industrials","Equity","62’951’927.46","0.21","62’951’927.46","948’214.00","66.39","Spain","NASDAQ","USD"
"EXC","EXELON CORP","Utilities","Equity","61’082’723.80","0.20","61’082’723.80","1’354’985.00","45.08","United States","NASDAQ","USD"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","58’943’376.87","0.19","58’943’376.87","105’119.00","560.73","United States","NASDAQ","USD"
"CCEP","COCA COLA EUROPACIFIC PARTNERS PLC","Consumer Staples","Equity","55’288’810.59","0.18","55’288’810.59","598’299.00","92.41","Netherlands","NASDAQ","USD"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","54’138’021.60","0.18","54’138’021.60","1’772’112.00","30.55","United States","NASDAQ","USD"
"PYPL","PAYPAL HOLDINGS INC","Financials","Equity","52’295’721.71","0.17","52’295’721.71","1’227’311.00","42.61","United States","NASDAQ","USD"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","52’194’251.20","0.17","52’194’251.20","241’864.00","215.80","United States","NASDAQ","USD"
"MSTR","STRATEGY INC CLASS A","Information Technology","Equity","51’915’972.06","0.17","51’915’972.06","410’257.00","126.55","United States","NASDAQ","USD"
"ALNY","ALNYLAM PHARMACEUTICALS INC","Health Care","Equity","51’765’594.24","0.17","51’765’594.24","176’928.00","292.58","United States","NASDAQ","USD"
"AXON","AXON ENTERPRISE INC","Industrials","Equity","50’899’658.20","0.17","50’899’658.20","105’715.00","481.48","United States","NASDAQ","USD"
"USD","USD CASH","Cash and/or Derivatives","Cash","49’756’372.06","0.16","49’756’372.06","49’756’372.00","100.00","United States","-","USD"
"TRI","THOMSON REUTERS CORP","Industrials","Equity","49’005’113.40","0.16","49’005’113.40","587’380.00","83.43","Canada","NASDAQ","USD"
"PAYX","PAYCHEX INC","Industrials","Equity","46’255’157.30","0.15","46’255’157.30","469’834.00","98.45","United States","NASDAQ","USD"
"ROP","ROPER TECHNOLOGIES INC","Information Technology","Equity","45’515’542.30","0.15","45’515’542.30","137’219.00","331.70","United States","NASDAQ","USD"
"WDAY","WORKDAY INC CLASS A","Information Technology","Equity","41’961’985.00","0.14","41’961’985.00","285’650.00","146.90","United States","NASDAQ","USD"
"CPRT","COPART INC","Industrials","Equity","38’214’595.50","0.13","38’214’595.50","1’259’130.00","30.35","United States","NASDAQ","USD"
"DXCM","DEXCOM INC","Health Care","Equity","37’701’045.45","0.12","37’701’045.45","518’085.00","72.77","United States","NASDAQ","USD"
"GEHC","GE HEALTHCARE TECHNOLOGIES INC","Health Care","Equity","36’816’603.87","0.12","36’816’603.87","593’529.00","62.03","United States","NASDAQ","USD"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","35’862’522.32","0.12","35’862’522.32","1’575’682.00","22.76","United States","NASDAQ","USD"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","33’477’621.83","0.11","33’477’621.83","625’633.00","53.51","United States","NASDAQ","USD"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","31’902’345.35","0.11","31’902’345.35","178’895.00","178.33","United States","NASDAQ","USD"
"INSM","INSMED INC","Health Care","Equity","29’663’039.16","0.10","29’663’039.16","285’606.00","103.86","United States","NASDAQ","USD"
"ZS","ZSCALER INC","Information Technology","Equity","28’709’091.09","0.09","28’709’091.09","213’657.00","134.37","United States","NASDAQ","USD"
"ICSUAGD","BLK ICS USD LIQ AGENCY DIS","Cash and/or Derivatives","Money Market","25’048’735.82","0.08","25’048’735.82","25’048’736.00","1.00","Ireland","-","USD"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","21’652’780.38","0.07","21’652’780.38","167’838.00","129.01","United States","NASDAQ","USD"
"EUR","EUR CASH","Cash and/or Derivatives","Cash","4’420’690.80","0.01","4’420’690.80","3’807’166.00","116.11","European Union","-","EUR"
"MLIFT","CASH COLLATERAL USD MLIFT","Cash and/or Derivatives","Cash Collateral and Margins","4’349’000.00","0.01","4’349’000.00","4’349’000.00","100.00","United States","-","USD"
"GBP","GBP CASH","Cash and/or Derivatives","Cash","574’037.54","0.00","574’037.54","427’223.00","134.37","United Kingdom","-","GBP"
"CAD","CAD CASH","Cash and/or Derivatives","Cash","75.65","0.00","75.65","105.00","72.05","Canada","-","CAD"
"NQM6","NASDAQ 100 E-MINI JUN 26","Cash and/or Derivatives","Futures","0.00","0.00","72’907’135.00","119.00","30’633.25","-","Index And Options Market","USD"
 
