Fund Holdings as of,"02/Jun/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"AMAT","APPLIED MATERIAL INC","Information Technology","Equity","510’758’042.85","1.69","510’758’042.85","1’042’257.00","490.05","United States","NASDAQ","USD"
"NFLX","NETFLIX INC","Communication","Equity","462’063’516.72","1.52","462’063’516.72","5’544’984.00","83.33","United States","NASDAQ","USD"
"PLTR","PALANTIR TECHNOLOGIES INC CLASS A","Information Technology","Equity","457’783’206.39","1.51","457’783’206.39","3’008’367.00","152.17","United States","NASDAQ","USD"
"TXN","TEXAS INSTRUMENT INC","Information Technology","Equity","367’000’807.64","1.21","367’000’807.64","1’191’097.00","308.12","United States","NASDAQ","USD"
"KLAC","KLA CORP","Information Technology","Equity","351’612’829.20","1.16","351’612’829.20","171’921.00","2’045.20","United States","NASDAQ","USD"
"QCOM","QUALCOMM INC","Information Technology","Equity","338’201’978.40","1.12","338’201’978.40","1’404’260.00","240.84","United States","NASDAQ","USD"
"MRVL","MARVELL TECHNOLOGY INC","Information Technology","Equity","333’558’230.04","1.10","333’558’230.04","1’147’076.00","290.79","United States","NASDAQ","USD"
"SNDK","SANDISK CORP","Information Technology","Equity","332’879’440.20","1.10","332’879’440.20","193’945.00","1’716.36","United States","NASDAQ","USD"
"PANW","PALO ALTO NETWORKS INC","Information Technology","Equity","317’692’849.50","1.05","317’692’849.50","1’069’025.00","297.18","United States","NASDAQ","USD"
"LIN","LINDE PLC","Materials","Equity","302’772’891.40","1.00","302’772’891.40","610’540.00","495.91","United States","NASDAQ","USD"
"TMUS","T MOBILE US INC","Communication","Equity","272’737’365.82","0.90","272’737’365.82","1’444’354.00","188.83","United States","NASDAQ","USD"
"ADI","ANALOG DEVICES INC","Information Technology","Equity","270’834’034.40","0.89","270’834’034.40","639’967.00","423.20","United States","NASDAQ","USD"
"STX","SEAGATE TECHNOLOGY HOLDINGS PLC","Information Technology","Equity","266’210’419.95","0.88","266’210’419.95","287’295.00","926.61","United States","NASDAQ","USD"
"PEP","PEPSICO INC","Consumer Staples","Equity","254’353’666.00","0.84","254’353’666.00","1’791’223.00","142.00","United States","NASDAQ","USD"
"CRWD","CROWDSTRIKE HOLDINGS INC CLASS A","Information Technology","Equity","253’663’532.85","0.84","253’663’532.85","329’883.00","768.95","United States","NASDAQ","USD"
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","249’949’391.10","0.82","249’949’391.10","443’881.00","563.10","United States","NASDAQ","USD"
"APP","APPLOVIN CORP CLASS A","Information Technology","Equity","245’011’855.91","0.81","245’011’855.91","404’557.00","605.63","United States","NASDAQ","USD"
"AMGN","AMGEN INC","Health Care","Equity","233’038’010.94","0.77","233’038’010.94","709’919.00","328.26","United States","NASDAQ","USD"
"GILD","GILEAD SCIENCES INC","Health Care","Equity","207’321’406.06","0.68","207’321’406.06","1’625’158.00","127.57","United States","NASDAQ","USD"
"ASML","ASML HOLDING ADR REPRESENTING NV","Information Technology","Equity","196’867’912.80","0.65","196’867’912.80","115’440.00","1’705.37","Netherlands","NASDAQ","USD"
"HON","HONEYWELL INTERNATIONAL INC","Industrials","Equity","195’482’716.44","0.64","195’482’716.44","831’028.00","235.23","United States","NASDAQ","USD"
"SHOP","SHOPIFY SUBORDINATE VOTING INC CLA","Information Technology","Equity","189’006’604.03","0.62","189’006’604.03","1’615’303.00","117.01","Canada","NASDAQ","USD"
"ISRG","INTUITIVE SURGICAL INC","Health Care","Equity","188’300’940.30","0.62","188’300’940.30","468’061.00","402.30","United States","NASDAQ","USD"
"BKNG","BOOKING HOLDINGS INC","Consumer Discretionary","Equity","174’476’779.39","0.58","174’476’779.39","1’043’459.00","167.21","United States","NASDAQ","USD"
"CDNS","CADENCE DESIGN SYSTEMS INC","Information Technology","Equity","151’632’166.01","0.50","151’632’166.01","364’159.00","416.39","United States","NASDAQ","USD"
"FTNT","FORTINET INC","Information Technology","Equity","145’334’250.90","0.48","145’334’250.90","976’315.00","148.86","United States","NASDAQ","USD"
"SBUX","STARBUCKS CORP","Consumer Discretionary","Equity","142’716’581.58","0.47","142’716’581.58","1’494’258.00","95.51","United States","NASDAQ","USD"
"VRTX","VERTEX PHARMACEUTICALS INC","Health Care","Equity","141’890’366.01","0.47","141’890’366.01","333’789.00","425.09","United States","NASDAQ","USD"
"ADBE","ADOBE INC","Information Technology","Equity","140’636’955.27","0.46","140’636’955.27","536’557.00","262.11","United States","NASDAQ","USD"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","130’035’962.88","0.43","130’035’962.88","347’913.00","373.76","United States","NASDAQ","USD"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","129’640’712.60","0.43","129’640’712.60","475’484.00","272.65","United States","NASDAQ","USD"
"SNPS","SYNOPSYS INC","Information Technology","Equity","127’914’585.45","0.42","127’914’585.45","251’627.00","508.35","United States","NASDAQ","USD"
"ADP","AUTOMATIC DATA PROCESSING INC","Industrials","Equity","122’281’505.10","0.40","122’281’505.10","528’945.00","231.18","United States","NASDAQ","USD"
"CMCSA","COMCAST CORP CLASS A","Communication","Equity","117’395’624.50","0.39","117’395’624.50","4’724’170.00","24.85","United States","NASDAQ","USD"
"INTU","INTUIT INC","Information Technology","Equity","117’067’286.70","0.39","117’067’286.70","363’405.00","322.14","United States","NASDAQ","USD"
"DDOG","DATADOG INC CLASS A","Information Technology","Equity","115’228’547.76","0.38","115’228’547.76","428’152.00","269.13","United States","NASDAQ","USD"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","113’998’314.88","0.38","113’998’314.88","1’291’912.00","88.24","United States","NASDAQ","USD"
"CSX","CSX CORP","Industrials","Equity","111’994’053.24","0.37","111’994’053.24","2’427’266.00","46.14","United States","NASDAQ","USD"
"MELI","MERCADOLIBRE INC","Consumer Discretionary","Equity","110’948’776.92","0.37","110’948’776.92","66’324.00","1’672.83","United States","NASDAQ","USD"
"NXPI","NXP SEMICONDUCTORS NV","Information Technology","Equity","106’940’876.24","0.35","106’940’876.24","330’452.00","323.62","United States","NASDAQ","USD"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","104’925’604.30","0.35","104’925’604.30","64’570.00","1’624.99","United States","NASDAQ","USD"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Consumer Staples","Equity","102’673’448.94","0.34","102’673’448.94","1’681’242.00","61.07","United States","NASDAQ","USD"
"LITE","LUMENTUM HOLDINGS INC","Information Technology","Equity","96’646’447.35","0.32","96’646’447.35","93’909.00","1’029.15","United States","NASDAQ","USD"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","95’860’539.26","0.32","95’860’539.26","428’293.00","223.82","United States","NASDAQ","USD"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","94’911’636.40","0.31","94’911’636.40","1’100’680.00","86.23","United States","NASDAQ","USD"
"CTAS","CINTAS CORP","Industrials","Equity","90’368’340.06","0.30","90’368’340.06","521’426.00","173.31","United States","NASDAQ","USD"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","89’952’315.03","0.30","89’952’315.03","707’673.00","127.11","United States","NASDAQ","USD"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Communication","Equity","88’847’750.70","0.29","88’847’750.70","3’268’865.00","27.18","United States","NASDAQ","USD"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","83’876’764.86","0.28","83’876’764.86","1’299’609.00","64.54","United States","NASDAQ","USD"
"DASH","DOORDASH INC CLASS A","Consumer Discretionary","Equity","83’726’703.95","0.28","83’726’703.95","533’461.00","156.95","United States","NASDAQ","USD"
"REGN","REGENERON PHARMACEUTICALS INC","Health Care","Equity","82’353’445.72","0.27","82’353’445.72","136’591.00","602.92","United States","NASDAQ","USD"
"PCAR","PACCAR INC","Industrials","Equity","78’189’758.91","0.26","78’189’758.91","692’619.00","112.89","United States","NASDAQ","USD"
"PDD","PDD HOLDINGS ADS INC","Consumer Discretionary","Equity","77’730’934.54","0.26","77’730’934.54","881’503.00","88.18","China","NASDAQ","USD"
"ABNB","AIRBNB INC CLASS A","Consumer Discretionary","Equity","75’222’565.00","0.25","75’222’565.00","559’900.00","134.35","United States","NASDAQ","USD"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","74’441’303.20","0.25","74’441’303.20","367’793.00","202.40","United States","NASDAQ","USD"
"ARM","ARM HOLDINGS AMERICAN DEPOSITARY S","Information Technology","Equity","72’435’044.99","0.24","72’435’044.99","179’869.00","402.71","United Kingdom","NASDAQ","USD"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","68’395’971.84","0.23","68’395’971.84","705’404.00","96.96","United States","NASDAQ","USD"
"FAST","FASTENAL","Industrials","Equity","67’379’035.50","0.22","67’379’035.50","1’506’350.00","44.73","United States","NASDAQ","USD"
"EA","ELECTRONIC ARTS INC","Communication","Equity","66’321’095.06","0.22","66’321’095.06","328’306.00","202.01","United States","NASDAQ","USD"
"ADSK","AUTODESK INC","Information Technology","Equity","65’777’043.74","0.22","65’777’043.74","277’939.00","236.66","United States","NASDAQ","USD"
"XEL","XCEL ENERGY INC","Utilities","Equity","64’557’344.80","0.21","64’557’344.80","829’040.00","77.87","United States","NASDAQ","USD"
"FER","FERROVIAL NV","Industrials","Equity","62’739’330.16","0.21","62’739’330.16","945’724.00","66.34","Spain","NASDAQ","USD"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","62’588’550.36","0.21","62’588’550.36","273’217.00","229.08","United States","NASDAQ","USD"
"EXC","EXELON CORP","Utilities","Equity","60’812’325.00","0.20","60’812’325.00","1’351’385.00","45.00","United States","NASDAQ","USD"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","57’752’926.18","0.19","57’752’926.18","104’849.00","550.82","United States","NASDAQ","USD"
"MSTR","STRATEGY INC CLASS A","Information Technology","Equity","55’680’806.16","0.18","55’680’806.16","409’177.00","136.08","United States","NASDAQ","USD"
"PYPL","PAYPAL HOLDINGS INC","Financials","Equity","54’506’545.73","0.18","54’506’545.73","1’224’041.00","44.53","United States","NASDAQ","USD"
"CCEP","COCA COLA EUROPACIFIC PARTNERS PLC","Consumer Staples","Equity","54’300’519.00","0.18","54’300’519.00","596’709.00","91.00","Netherlands","NASDAQ","USD"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","53’658’324.72","0.18","53’658’324.72","1’767’402.00","30.36","United States","NASDAQ","USD"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","53’645’616.92","0.18","53’645’616.92","241’234.00","222.38","United States","NASDAQ","USD"
"AXON","AXON ENTERPRISE INC","Industrials","Equity","51’680’703.40","0.17","51’680’703.40","105’445.00","490.12","United States","NASDAQ","USD"
"TRI","THOMSON REUTERS CORP","Industrials","Equity","50’573’840.60","0.17","50’573’840.60","585’820.00","86.33","Canada","NASDAQ","USD"
"ALNY","ALNYLAM PHARMACEUTICALS INC","Health Care","Equity","50’493’885.36","0.17","50’493’885.36","176’478.00","286.12","United States","NASDAQ","USD"
"USD","USD CASH","Cash and/or Derivatives","Cash","49’930’033.84","0.16","49’930’033.84","49’930’034.00","100.00","United States","-","USD"
"PAYX","PAYCHEX INC","Industrials","Equity","47’230’597.16","0.16","47’230’597.16","468’604.00","100.79","United States","NASDAQ","USD"
"ROP","ROPER TECHNOLOGIES INC","Information Technology","Equity","46’053’053.50","0.15","46’053’053.50","136’859.00","336.50","United States","NASDAQ","USD"
"WDAY","WORKDAY INC CLASS A","Information Technology","Equity","42’415’912.00","0.14","42’415’912.00","284’900.00","148.88","United States","NASDAQ","USD"
"CPRT","COPART INC","Industrials","Equity","38’753’988.00","0.13","38’753’988.00","1’255’800.00","30.86","United States","NASDAQ","USD"
"DXCM","DEXCOM INC","Health Care","Equity","37’954’185.75","0.13","37’954’185.75","516’735.00","73.45","United States","NASDAQ","USD"
"GEHC","GE HEALTHCARE TECHNOLOGIES INC","Health Care","Equity","36’694’298.61","0.12","36’694’298.61","591’939.00","61.99","United States","NASDAQ","USD"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","36’663’374.96","0.12","36’663’374.96","1’571’512.00","23.33","United States","NASDAQ","USD"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","34’406’422.62","0.11","34’406’422.62","623’983.00","55.14","United States","NASDAQ","USD"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","31’954’126.50","0.11","31’954’126.50","178’415.00","179.10","United States","NASDAQ","USD"
"ZS","ZSCALER INC","Information Technology","Equity","30’716’491.05","0.10","30’716’491.05","213’087.00","144.15","United States","NASDAQ","USD"
"INSM","INSMED INC","Health Care","Equity","29’548’112.88","0.10","29’548’112.88","284’856.00","103.73","United States","NASDAQ","USD"
"ICSUAGD","BLK ICS USD LIQ AGENCY DIS","Cash and/or Derivatives","Money Market","25’048’735.82","0.08","25’048’735.82","25’048’736.00","1.00","Ireland","-","USD"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","23’479’514.76","0.08","23’479’514.76","167’388.00","140.27","United States","NASDAQ","USD"
"EUR","EUR CASH","Cash and/or Derivatives","Cash","4’432’873.73","0.01","4’432’873.73","3’807’166.00","116.43","European Union","-","EUR"
"MLIFT","CASH COLLATERAL USD MLIFT","Cash and/or Derivatives","Cash Collateral and Margins","4’351’000.00","0.01","4’351’000.00","4’351’000.00","100.00","United States","-","USD"
"GBP","GBP CASH","Cash and/or Derivatives","Cash","575’575.54","0.00","575’575.54","427’223.00","134.73","United Kingdom","-","GBP"
"CAD","CAD CASH","Cash and/or Derivatives","Cash","75.91","0.00","75.91","105.00","72.29","Canada","-","CAD"
"NQM6","NASDAQ 100 E-MINI JUN 26","Cash and/or Derivatives","Futures","0.00","0.00","73’096’345.00","119.00","30’712.75","-","Index And Options Market","USD"
 
