Fund Holdings as of,"17/Jun/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"ADBE","ADOBE INC","Information Technology","Equity","105’136’597","0.36","105’136’596.88","535’646","196.28","United States","NASDAQ","USD"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Consumer Staples","Equity","102’153’388","0.35","102’153’388.28","1’678’498","60.86","United States","NASDAQ","USD"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","99’700’847","0.34","99’700’846.50","427’442","233.25","United States","NASDAQ","USD"
"NXPI","NXP SEMICONDUCTORS NV","Information Technology","Equity","98’392’581","0.34","98’392’581.00","329’955","298.20","United States","NASDAQ","USD"
"INTU","INTUIT INC","Information Technology","Equity","97’632’718","0.33","97’632’718.12","362’839","269.08","United States","NASDAQ","USD"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","97’132’948","0.33","97’132’947.60","1’098’789","88.40","United States","NASDAQ","USD"
"DDOG","DATADOG INC CLASS A","Information Technology","Equity","96’839’226","0.33","96’839’225.63","427’301","226.63","United States","NASDAQ","USD"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","93’311’067","0.32","93’311’066.72","64’432","1’448.21","United States","NASDAQ","USD"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","90’612’109","0.31","90’612’108.59","706’417","128.27","United States","NASDAQ","USD"
"CTAS","CINTAS CORP","Industrials","Equity","88’279’129","0.30","88’279’129.24","520’391","169.64","United States","NASDAQ","USD"
"DASH","DOORDASH INC CLASS A","Consumer Discretionary","Equity","88’197’881","0.30","88’197’880.98","532’403","165.66","United States","NASDAQ","USD"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Communication","Equity","85’639’173","0.29","85’639’173.12","3’263’688","26.24","United States","NASDAQ","USD"
"REGN","REGENERON PHARMACEUTICALS INC","Health Care","Equity","82’869’978","0.28","82’869’977.95","136’315","607.93","United States","NASDAQ","USD"
"LITE","LUMENTUM HOLDINGS INC","Information Technology","Equity","81’538’876","0.28","81’538’875.50","93’725","869.98","United States","NASDAQ","USD"
"PCAR","PACCAR INC","Industrials","Equity","81’128’993","0.28","81’128’993.34","691’401","117.34","United States","NASDAQ","USD"
"ABNB","AIRBNB INC CLASS A","Consumer Discretionary","Equity","78’553’849","0.27","78’553’849.22","558’943","140.54","United States","NASDAQ","USD"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","77’939’263","0.27","77’939’263.18","1’297’474","60.07","United States","NASDAQ","USD"
"ARM","ARM HOLDINGS AMERICAN DEPOSITARY S","Information Technology","Equity","75’260’170","0.26","75’260’169.60","179’670","418.88","United Kingdom","NASDAQ","USD"
"PDD","PDD HOLDINGS ADS INC","Consumer Discretionary","Equity","70’280’713","0.24","70’280’713.14","880’049","79.86","China","NASDAQ","USD"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","68’081’732","0.23","68’081’732.36","367’057","185.48","United States","NASDAQ","USD"
"FAST","FASTENAL","Industrials","Equity","67’497’321","0.23","67’497’320.88","1’503’951","44.88","United States","NASDAQ","USD"
"EA","ELECTRONIC ARTS INC","Communication","Equity","66’551’783","0.23","66’551’783.18","327’809","203.02","United States","NASDAQ","USD"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","66’267’368","0.23","66’267’368.28","704’148","94.11","United States","NASDAQ","USD"
"FER","FERROVIAL NV","Industrials","Equity","64’891’773","0.22","64’891’773.15","944’155","68.73","Spain","NASDAQ","USD"
"XEL","XCEL ENERGY INC","Utilities","Equity","64’113’719","0.22","64’113’719.46","827’701","77.46","United States","NASDAQ","USD"
"USD","USD CASH","Cash and/or Derivatives","Cash","64’086’540","0.22","64’086’540.21","64’086’540","100.00","United States","-","USD"
"EXC","EXELON CORP","Utilities","Equity","61’474’336","0.21","61’474’335.80","1’349’305","45.56","United States","NASDAQ","USD"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","59’571’883","0.20","59’571’883.40","272’815","218.36","United States","NASDAQ","USD"
"CCEP","COCA COLA EUROPACIFIC PARTNERS PLC","Consumer Staples","Equity","57’867’010","0.20","57’867’009.60","595’830","97.12","Netherlands","NASDAQ","USD"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","57’143’950","0.20","57’143’949.78","104’642","546.09","United States","NASDAQ","USD"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","54’898’451","0.19","54’898’450.53","240’751","228.03","United States","NASDAQ","USD"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","54’509’760","0.19","54’509’760.49","1’764’641","30.89","United States","NASDAQ","USD"
"ADSK","AUTODESK INC","Information Technology","Equity","53’555’108","0.18","53’555’108.09","277’387","193.07","United States","NASDAQ","USD"
"PYPL","PAYPAL HOLDINGS INC","Financials","Equity","51’430’765","0.18","51’430’765.12","1’222’214","42.08","United States","NASDAQ","USD"
"ALNY","ALNYLAM PHARMACEUTICALS INC","Health Care","Equity","49’796’322","0.17","49’796’321.76","176’133","282.72","United States","NASDAQ","USD"
"MSTR","STRATEGY INC CLASS A","Information Technology","Equity","47’616’975","0.16","47’616’974.64","408’519","116.56","United States","NASDAQ","USD"
"TRI","THOMSON REUTERS CORP","Industrials","Equity","46’358’397","0.16","46’358’397.00","584’964","79.25","Canada","NASDAQ","USD"
"PAYX","PAYCHEX INC","Industrials","Equity","45’650’949","0.16","45’650’948.98","467’831","97.58","United States","NASDAQ","USD"
"ROP","ROPER TECHNOLOGIES INC","Information Technology","Equity","45’068’293","0.15","45’068’292.51","136’583","329.97","United States","NASDAQ","USD"
"AXON","AXON ENTERPRISE INC","Industrials","Equity","44’516’726","0.15","44’516’726.38","105’238","423.01","United States","NASDAQ","USD"
"CPRT","COPART INC","Industrials","Equity","37’010’907","0.13","37’010’906.64","1’253’757","29.52","United States","NASDAQ","USD"
"DXCM","DEXCOM INC","Health Care","Equity","36’744’921","0.13","36’744’921.49","515’863","71.23","United States","NASDAQ","USD"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","36’400’684","0.12","36’400’684.00","1’568’995","23.20","United States","NASDAQ","USD"
"GEHC","GE HEALTHCARE TECHNOLOGIES INC","Health Care","Equity","36’143’319","0.12","36’143’319.00","591’060","61.15","United States","NASDAQ","USD"
"WDAY","WORKDAY INC CLASS A","Information Technology","Equity","34’657’589","0.12","34’657’589.25","284’475","121.83","United States","NASDAQ","USD"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","31’250’351","0.11","31’250’350.95","178’217","175.35","United States","NASDAQ","USD"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","30’409’392","0.10","30’409’392.16","622’888","48.82","United States","NASDAQ","USD"
"INSM","INSMED INC","Health Care","Equity","28’002’232","0.10","28’002’231.95","284’431","98.45","United States","NASDAQ","USD"
"ZS","ZSCALER INC","Information Technology","Equity","26’470’552","0.09","26’470’551.60","212’820","124.38","United States","NASDAQ","USD"
"ICSUAGD","BLK ICS USD LIQ AGENCY DIS","Cash and/or Derivatives","Money Market","25’048’736","0.09","25’048’735.82","25’048’736","1.00","Ireland","-","USD"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","22’072’116","0.08","22’072’116.00","167’213","132.00","United States","NASDAQ","USD"
"MLIFT","CASH COLLATERAL USD MLIFT","Cash and/or Derivatives","Cash Collateral and Margins","5’850’000","0.02","5’850’000.00","5’850’000","100.00","United States","-","USD"
"EUR","EUR CASH","Cash and/or Derivatives","Cash","1’024’651","0.00","1’024’651.12","884’120","115.89","European Union","-","EUR"
"GBP","GBP CASH","Cash and/or Derivatives","Cash","600’330","0.00","600’329.75","448’225","133.94","United Kingdom","-","GBP"
"CAD","CAD CASH","Cash and/or Derivatives","Cash","75","0.00","74.89","105","71.32","Canada","-","CAD"
"NQU6","NASDAQ 100 E-MINI SEP 26","Cash and/or Derivatives","Futures","0","0.00","90’596’225.00","151","29’998.75","-","Index And Options Market","USD"
 
