Fund Holdings as of,"08/Jun/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"ADI","ANALOG DEVICES INC","Information Technology","Equity","259’274’358.27","0.89","259’274’358.27","641’943.00","403.89","United States","NASDAQ","USD"
"TMUS","T MOBILE US INC","Communication","Equity","258’508’670.28","0.89","258’508’670.28","1’448’796.00","178.43","United States","NASDAQ","USD"
"PEP","PEPSICO INC","Consumer Staples","Equity","252’769’040.88","0.87","252’769’040.88","1’796’766.00","140.68","United States","NASDAQ","USD"
"STX","SEAGATE TECHNOLOGY HOLDINGS PLC","Information Technology","Equity","252’658’810.90","0.87","252’658’810.90","288’170.00","876.77","United States","NASDAQ","USD"
"AMGN","AMGEN INC","Health Care","Equity","246’196’061.65","0.84","246’196’061.65","712’105.00","345.73","United States","NASDAQ","USD"
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","234’621’905.66","0.80","234’621’905.66","445’262.00","526.93","United States","NASDAQ","USD"
"APP","APPLOVIN CORP CLASS A","Information Technology","Equity","228’735’255.58","0.78","228’735’255.58","405’782.00","563.69","United States","NASDAQ","USD"
"CRWD","CROWDSTRIKE HOLDINGS INC CLASS A","Information Technology","Equity","218’002’834.06","0.75","218’002’834.06","330’914.00","658.79","United States","NASDAQ","USD"
"GILD","GILEAD SCIENCES INC","Health Care","Equity","208’823’496.00","0.72","208’823’496.00","1’630’160.00","128.10","United States","NASDAQ","USD"
"ASML","ASML HOLDING ADR REPRESENTING NV","Information Technology","Equity","202’521’341.60","0.69","202’521’341.60","115’790.00","1’749.04","Netherlands","NASDAQ","USD"
"ISRG","INTUITIVE SURGICAL INC","Health Care","Equity","196’542’418.32","0.67","196’542’418.32","469’512.00","418.61","United States","NASDAQ","USD"
"SHOP","SHOPIFY SUBORDINATE VOTING INC CLA","Information Technology","Equity","179’495’836.98","0.62","179’495’836.98","1’620’291.00","110.78","Canada","NASDAQ","USD"
"HON","HONEYWELL INTERNATIONAL INC","Industrials","Equity","176’553’303.00","0.61","176’553’303.00","833’585.00","211.80","United States","NASDAQ","USD"
"BKNG","BOOKING HOLDINGS INC","Consumer Discretionary","Equity","169’872’918.00","0.58","169’872’918.00","1’046’660.00","162.30","United States","NASDAQ","USD"
"VRTX","VERTEX PHARMACEUTICALS INC","Health Care","Equity","148’304’779.84","0.51","148’304’779.84","334’804.00","442.96","United States","NASDAQ","USD"
"CDNS","CADENCE DESIGN SYSTEMS INC","Information Technology","Equity","144’013’900.80","0.49","144’013’900.80","365’295.00","394.24","United States","NASDAQ","USD"
"SBUX","STARBUCKS CORP","Consumer Discretionary","Equity","142’124’844.62","0.49","142’124’844.62","1’498’891.00","94.82","United States","NASDAQ","USD"
"FTNT","FORTINET INC","Information Technology","Equity","140’087’225.28","0.48","140’087’225.28","979’357.00","143.04","United States","NASDAQ","USD"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","136’591’097.46","0.47","136’591’097.46","348’963.00","391.42","United States","NASDAQ","USD"
"ADBE","ADOBE INC","Information Technology","Equity","131’858’027.82","0.45","131’858’027.82","538’218.00","244.99","United States","NASDAQ","USD"
"ADP","AUTOMATIC DATA PROCESSING INC","Industrials","Equity","121’540’551.82","0.42","121’540’551.82","530’571.00","229.07","United States","NASDAQ","USD"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","119’549’285.73","0.41","119’549’285.73","476’919.00","250.67","United States","NASDAQ","USD"
"SNPS","SYNOPSYS INC","Information Technology","Equity","119’504’931.56","0.41","119’504’931.56","252’397.00","473.48","United States","NASDAQ","USD"
"CSX","CSX CORP","Industrials","Equity","114’705’123.96","0.39","114’705’123.96","2’434’836.00","47.11","United States","NASDAQ","USD"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","114’652’696.50","0.39","114’652’696.50","1’295’950.00","88.47","United States","NASDAQ","USD"
"CMCSA","COMCAST CORP CLASS A","Communication","Equity","112’597’737.12","0.39","112’597’737.12","4’738’962.00","23.76","United States","NASDAQ","USD"
"INTU","INTUIT INC","Information Technology","Equity","111’370’920.91","0.38","111’370’920.91","364’541.00","305.51","United States","NASDAQ","USD"
"MELI","MERCADOLIBRE INC","Consumer Discretionary","Equity","107’252’142.66","0.37","107’252’142.66","66’534.00","1’611.99","United States","NASDAQ","USD"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Consumer Staples","Equity","103’887’537.60","0.36","103’887’537.60","1’686’486.00","61.60","United States","NASDAQ","USD"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","101’003’680.40","0.35","101’003’680.40","64’780.00","1’559.18","United States","NASDAQ","USD"
"NXPI","NXP SEMICONDUCTORS NV","Information Technology","Equity","99’822’790.62","0.34","99’822’790.62","331’483.00","301.14","United States","NASDAQ","USD"
"DDOG","DATADOG INC CLASS A","Information Technology","Equity","99’494’280.96","0.34","99’494’280.96","429’447.00","231.68","United States","NASDAQ","USD"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","98’287’605.14","0.34","98’287’605.14","1’104’107.00","89.02","United States","NASDAQ","USD"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","97’696’902.96","0.33","97’696’902.96","429’588.00","227.42","United States","NASDAQ","USD"
"CTAS","CINTAS CORP","Industrials","Equity","90’816’508.65","0.31","90’816’508.65","523’001.00","173.65","United States","NASDAQ","USD"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","89’988’825.43","0.31","89’988’825.43","709’859.00","126.77","United States","NASDAQ","USD"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Communication","Equity","86’798’544.63","0.30","86’798’544.63","3’279’129.00","26.47","United States","NASDAQ","USD"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","84’530’740.88","0.29","84’530’740.88","1’303’682.00","64.84","United States","NASDAQ","USD"
"LITE","LUMENTUM HOLDINGS INC","Information Technology","Equity","84’336’830.60","0.29","84’336’830.60","94’189.00","895.40","United States","NASDAQ","USD"
"REGN","REGENERON PHARMACEUTICALS INC","Health Care","Equity","83’760’304.74","0.29","83’760’304.74","137’011.00","611.34","United States","NASDAQ","USD"
"PCAR","PACCAR INC","Industrials","Equity","82’290’335.40","0.28","82’290’335.40","694’785.00","118.44","United States","NASDAQ","USD"
"DASH","DOORDASH INC CLASS A","Consumer Discretionary","Equity","81’592’976.79","0.28","81’592’976.79","535’071.00","152.49","United States","NASDAQ","USD"
"ABNB","AIRBNB INC CLASS A","Consumer Discretionary","Equity","75’500’055.33","0.26","75’500’055.33","561’631.00","134.43","United States","NASDAQ","USD"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","73’116’712.03","0.25","73’116’712.03","368’913.00","198.19","United States","NASDAQ","USD"
"PDD","PDD HOLDINGS ADS INC","Consumer Discretionary","Equity","73’057’974.30","0.25","73’057’974.30","884’265.00","82.62","China","NASDAQ","USD"
"FAST","FASTENAL","Industrials","Equity","69’509’174.00","0.24","69’509’174.00","1’511’069.00","46.00","United States","NASDAQ","USD"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","67’698’771.73","0.23","67’698’771.73","274’073.00","247.01","United States","NASDAQ","USD"
"EA","ELECTRONIC ARTS INC","Communication","Equity","66’921’278.40","0.23","66’921’278.40","329’337.00","203.20","United States","NASDAQ","USD"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","64’652’498.30","0.22","64’652’498.30","707’590.00","91.37","United States","NASDAQ","USD"
"XEL","XCEL ENERGY INC","Utilities","Equity","64’550’887.74","0.22","64’550’887.74","831’627.00","77.62","United States","NASDAQ","USD"
"ADSK","AUTODESK INC","Information Technology","Equity","62’736’426.16","0.22","62’736’426.16","278’779.00","225.04","United States","NASDAQ","USD"
"FER","FERROVIAL NV","Industrials","Equity","62’630’599.22","0.21","62’630’599.22","948’661.00","66.02","Spain","NASDAQ","USD"
"ARM","ARM HOLDINGS AMERICAN DEPOSITARY S","Information Technology","Equity","62’504’343.55","0.21","62’504’343.55","180’445.00","346.39","United Kingdom","NASDAQ","USD"
"EXC","EXELON CORP","Utilities","Equity","60’733’075.20","0.21","60’733’075.20","1’355’649.00","44.80","United States","NASDAQ","USD"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","59’014’881.88","0.20","59’014’881.88","105’164.00","561.17","United States","NASDAQ","USD"
"CCEP","COCA COLA EUROPACIFIC PARTNERS PLC","Consumer Staples","Equity","57’016’269.00","0.20","57’016’269.00","598’596.00","95.25","Netherlands","NASDAQ","USD"
"USD","USD CASH","Cash and/or Derivatives","Cash","54’669’694.54","0.19","54’669’694.54","54’669’695.00","100.00","United States","-","USD"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","54’519’042.75","0.19","54’519’042.75","1’772’977.00","30.75","United States","NASDAQ","USD"
"MSTR","STRATEGY INC CLASS A","Information Technology","Equity","52’209’621.60","0.18","52’209’621.60","410’453.00","127.20","United States","NASDAQ","USD"
"ALNY","ALNYLAM PHARMACEUTICALS INC","Health Care","Equity","51’713’196.48","0.18","51’713’196.48","177’003.00","292.16","United States","NASDAQ","USD"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","51’430’510.95","0.18","51’430’510.95","241’969.00","212.55","United States","NASDAQ","USD"
"PYPL","PAYPAL HOLDINGS INC","Financials","Equity","50’663’979.20","0.17","50’663’979.20","1’227’920.00","41.26","United States","NASDAQ","USD"
"AXON","AXON ENTERPRISE INC","Industrials","Equity","49’819’305.60","0.17","49’819’305.60","105’760.00","471.06","United States","NASDAQ","USD"
"TRI","THOMSON REUTERS CORP","Industrials","Equity","48’882’556.96","0.17","48’882’556.96","587’672.00","83.18","Canada","NASDAQ","USD"
"PAYX","PAYCHEX INC","Industrials","Equity","46’497’840.60","0.16","46’497’840.60","470’055.00","98.92","United States","NASDAQ","USD"
"ROP","ROPER TECHNOLOGIES INC","Information Technology","Equity","45’816’866.25","0.16","45’816’866.25","137’279.00","333.75","United States","NASDAQ","USD"
"WDAY","WORKDAY INC CLASS A","Information Technology","Equity","41’085’314.16","0.14","41’085’314.16","285’791.00","143.76","United States","NASDAQ","USD"
"DXCM","DEXCOM INC","Health Care","Equity","39’714’138.12","0.14","39’714’138.12","518’326.00","76.62","United States","NASDAQ","USD"
"CPRT","COPART INC","Industrials","Equity","38’875’360.38","0.13","38’875’360.38","1’259’733.00","30.86","United States","NASDAQ","USD"
"GEHC","GE HEALTHCARE TECHNOLOGIES INC","Health Care","Equity","38’402’727.42","0.13","38’402’727.42","593’826.00","64.67","United States","NASDAQ","USD"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","36’809’897.35","0.13","36’809’897.35","1’576’441.00","23.35","United States","NASDAQ","USD"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","33’167’712.76","0.11","33’167’712.76","625’924.00","52.99","United States","NASDAQ","USD"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","32’034’019.27","0.11","32’034’019.27","178’991.00","178.97","United States","NASDAQ","USD"
"ZS","ZSCALER INC","Information Technology","Equity","27’629’514.00","0.09","27’629’514.00","213’768.00","129.25","United States","NASDAQ","USD"
"INSM","INSMED INC","Health Care","Equity","26’908’794.99","0.09","26’908’794.99","285’747.00","94.17","United States","NASDAQ","USD"
"ICSUAGD","BLK ICS USD LIQ AGENCY DIS","Cash and/or Derivatives","Money Market","25’048’735.82","0.09","25’048’735.82","25’048’736.00","1.00","Ireland","-","USD"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","22’200’213.80","0.08","22’200’213.80","167’929.00","132.20","United States","NASDAQ","USD"
"MLIFT","CASH COLLATERAL USD MLIFT","Cash and/or Derivatives","Cash Collateral and Margins","4’970’000.00","0.02","4’970’000.00","4’970’000.00","100.00","United States","-","USD"
"EUR","EUR CASH","Cash and/or Derivatives","Cash","4’106’955.12","0.01","4’106’955.12","3’558’270.00","115.42","European Union","-","EUR"
"GBP","GBP CASH","Cash and/or Derivatives","Cash","598’088.63","0.00","598’088.63","448’225.00","133.43","United Kingdom","-","GBP"
"EUR","EUR/USD","Cash and/or Derivatives","FX","2’015.17","0.00","2’015.17","-5’303’066.00","1.00","United States","-","USD"
"CAD","CAD CASH","Cash and/or Derivatives","Cash","75.31","0.00","75.31","105.00","71.73","Canada","-","CAD"
"USD","USD/EUR","Cash and/or Derivatives","FX","-12.12","0.00","-12.12","-2’454’724.00","1.15","European Union","-","EUR"
"NQM6","NASDAQ 100 E-MINI JUN 26","Cash and/or Derivatives","Futures","0.00","0.00","79’527’825.00","135.00","29’454.75","-","Index And Options Market","USD"
 
