Fund Holdings as of,"22/Jun/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"ASML","ASML HOLDING ADR REPRESENTING NV","Information Technology","Equity","229’704’222","0.76","229’704’222.00","119’064","1’929.25","Netherlands","NASDAQ","USD"
"ARM","ARM HOLDINGS AMERICAN DEPOSITARY S","Information Technology","Equity","224’645’566","0.75","224’645’565.60","550’980","407.72","United Kingdom","NASDAQ","USD"
"CRWD","CROWDSTRIKE HOLDINGS INC CLASS A","Information Technology","Equity","223’087’700","0.74","223’087’700.40","330’285","675.44","United States","NASDAQ","USD"
"GILD","GILEAD SCIENCES INC","Health Care","Equity","201’365’237","0.67","201’365’237.13","1’612’599","124.87","United States","NASDAQ","USD"
"HON","HONEYWELL INTERNATIONAL INC","Industrials","Equity","187’828’739","0.63","187’828’739.43","823’413","228.11","United States","NASDAQ","USD"
"APP","APPLOVIN CORP CLASS A","Information Technology","Equity","186’487’708","0.62","186’487’708.22","397’298","469.39","United States","NASDAQ","USD"
"ISRG","INTUITIVE SURGICAL INC","Health Care","Equity","185’444’037","0.62","185’444’037.20","460’216","402.95","United States","NASDAQ","USD"
"SHOP","SHOPIFY SUBORDINATE VOTING INC CLA","Information Technology","Equity","171’122’385","0.57","171’122’384.80","1’584’760","107.98","Canada","NASDAQ","USD"
"BKNG","BOOKING HOLDINGS INC","Consumer Discretionary","Equity","168’932’646","0.56","168’932’646.10","1’006’930","167.77","United States","NASDAQ","USD"
"VRTX","VERTEX PHARMACEUTICALS INC","Health Care","Equity","153’955’744","0.51","153’955’744.22","329’818","466.79","United States","NASDAQ","USD"
"SBUX","STARBUCKS CORP","Consumer Discretionary","Equity","148’048’440","0.49","148’048’440.05","1’478’267","100.15","United States","NASDAQ","USD"
"CDNS","CADENCE DESIGN SYSTEMS INC","Information Technology","Equity","139’433’492","0.46","139’433’492.16","358’404","389.04","United States","NASDAQ","USD"
"FTNT","FORTINET INC","Information Technology","Equity","138’417’096","0.46","138’417’095.60","952’040","145.39","United States","NASDAQ","USD"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","131’645’393","0.44","131’645’392.83","342’657","384.19","United States","NASDAQ","USD"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","129’277’574","0.43","129’277’573.88","469’196","275.53","United States","NASDAQ","USD"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","118’215’118","0.39","118’215’118.14","1’270’857","93.02","United States","NASDAQ","USD"
"SNPS","SYNOPSYS INC","Information Technology","Equity","115’145’688","0.38","115’145’688.42","247’849","464.58","United States","NASDAQ","USD"
"ADP","AUTOMATIC DATA PROCESSING INC","Industrials","Equity","111’469’678","0.37","111’469’678.00","519’430","214.60","United States","NASDAQ","USD"
"CSX","CSX CORP","Industrials","Equity","110’728’556","0.37","110’728’556.40","2’396’722","46.20","United States","NASDAQ","USD"
"NXPI","NXP SEMICONDUCTORS NV","Information Technology","Equity","105’394’341","0.35","105’394’341.44","326’056","323.24","United States","NASDAQ","USD"
"MELI","MERCADOLIBRE INC","Consumer Discretionary","Equity","104’032’681","0.35","104’032’681.40","65’452","1’589.45","United States","NASDAQ","USD"
"CMCSA","COMCAST CORP CLASS A","Communication","Equity","103’329’860","0.34","103’329’859.68","4’629’474","22.32","United States","NASDAQ","USD"
"ADBE","ADOBE INC","Information Technology","Equity","102’370’835","0.34","102’370’835.20","525’248","194.90","United States","NASDAQ","USD"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","99’196’353","0.33","99’196’352.91","418’603","236.97","United States","NASDAQ","USD"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Consumer Staples","Equity","98’451’797","0.33","98’451’796.74","1’654’374","59.51","United States","NASDAQ","USD"
"ALAB","ASTERA LABS INC","Information Technology","Equity","97’923’274","0.33","97’923’273.50","222’725","439.66","United States","NASDAQ","USD"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","97’555’418","0.32","97’555’417.80","63’435","1’537.88","United States","NASDAQ","USD"
"DDOG","DATADOG INC CLASS A","Information Technology","Equity","94’845’534","0.32","94’845’533.76","428’448","221.37","United States","NASDAQ","USD"
"TER","TERADYNE INC","Information Technology","Equity","92’966’596","0.31","92’966’596.00","203’428","457.00","United States","NASDAQ","USD"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","92’295’660","0.31","92’295’659.60","708’332","130.30","United States","NASDAQ","USD"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","92’211’008","0.31","92’211’008.02","1’076’854","85.63","United States","NASDAQ","USD"
"DASH","DOORDASH INC CLASS A","Consumer Discretionary","Equity","91’861’294","0.31","91’861’294.32","533’829","172.08","United States","NASDAQ","USD"
"INTU","INTUIT INC","Information Technology","Equity","91’624’604","0.31","91’624’604.27","355’451","257.77","United States","NASDAQ","USD"
"LITE","LUMENTUM HOLDINGS INC","Information Technology","Equity","90’379’899","0.30","90’379’898.72","101’104","893.93","United States","NASDAQ","USD"
"CTAS","CINTAS CORP","Industrials","Equity","88’416’638","0.29","88’416’637.70","521’786","169.45","United States","NASDAQ","USD"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Communication","Equity","88’190’318","0.29","88’190’317.60","3’272’368","26.95","United States","NASDAQ","USD"
"REGN","REGENERON PHARMACEUTICALS INC","Health Care","Equity","81’954’338","0.27","81’954’337.50","133’803","612.50","United States","NASDAQ","USD"
"PCAR","PACCAR INC","Industrials","Equity","81’507’666","0.27","81’507’666.24","678’552","120.12","United States","NASDAQ","USD"
"NBIS","NEBIUS NV CLASS A","Information Technology","Equity","81’228’740","0.27","81’228’740.10","286’410","283.61","Netherlands","NASDAQ","USD"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","76’949’122","0.26","76’949’122.25","1’300’915","59.15","United States","NASDAQ","USD"
"ABNB","AIRBNB INC CLASS A","Consumer Discretionary","Equity","75’590’331","0.25","75’590’330.87","543’073","139.19","United States","NASDAQ","USD"
"RKLB","ROCKET LAB CORP","Industrials","Equity","75’419’584","0.25","75’419’584.35","752’015","100.29","United States","NASDAQ","USD"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","72’514’082","0.24","72’514’081.68","706’008","102.71","United States","NASDAQ","USD"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","69’119’602","0.23","69’119’602.20","368’049","187.80","United States","NASDAQ","USD"
"FAST","FASTENAL","Industrials","Equity","68’036’316","0.23","68’036’316.24","1’475’202","46.12","United States","NASDAQ","USD"
"PDD","PDD HOLDINGS ADS INC","Consumer Discretionary","Equity","67’222’560","0.22","67’222’559.54","860’614","78.11","China","NASDAQ","USD"
"EA","ELECTRONIC ARTS INC","Communication","Equity","66’717’863","0.22","66’717’862.76","328’708","202.97","United States","NASDAQ","USD"
"FER","FERROVIAL NV","Industrials","Equity","65’179’017","0.22","65’179’017.28","921’128","70.76","Spain","NASDAQ","USD"
"CRWV","COREWEAVE INC CLASS A","Information Technology","Equity","64’726’932","0.22","64’726’931.74","581’606","111.29","United States","NASDAQ","USD"
"XEL","XCEL ENERGY INC","Utilities","Equity","63’630’642","0.21","63’630’642.33","807’393","78.81","United States","NASDAQ","USD"
"EXC","EXELON CORP","Utilities","Equity","60’398’421","0.20","60’398’420.56","1’314’724","45.94","United States","NASDAQ","USD"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","58’364’441","0.19","58’364’440.96","265’873","219.52","United States","NASDAQ","USD"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","57’832’677","0.19","57’832’677.14","241’402","239.57","United States","NASDAQ","USD"
"CCEP","COCA COLA EUROPACIFIC PARTNERS PLC","Consumer Staples","Equity","56’187’109","0.19","56’187’108.64","579’368","96.98","Netherlands","NASDAQ","USD"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","55’570’049","0.18","55’570’048.71","101’827","545.73","United States","NASDAQ","USD"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","54’618’970","0.18","54’618’970.14","1’769’322","30.87","United States","NASDAQ","USD"
"ADSK","AUTODESK INC","Information Technology","Equity","50’755’170","0.17","50’755’170.44","270’377","187.72","United States","NASDAQ","USD"
"ALNY","ALNYLAM PHARMACEUTICALS INC","Health Care","Equity","49’031’674","0.16","49’031’673.54","171’194","286.41","United States","NASDAQ","USD"
"PYPL","PAYPAL HOLDINGS INC","Financials","Equity","48’530’108","0.16","48’530’108.00","1’146’200","42.34","United States","NASDAQ","USD"
"MSTR","STRATEGY INC CLASS A","Information Technology","Equity","47’052’038","0.16","47’052’037.76","429’856","109.46","United States","NASDAQ","USD"
"PAYX","PAYCHEX INC","Industrials","Equity","45’000’955","0.15","45’000’954.86","469’102","95.93","United States","NASDAQ","USD"
"AXON","AXON ENTERPRISE INC","Industrials","Equity","43’265’136","0.14","43’265’135.51","105’517","410.03","United States","NASDAQ","USD"
"ROP","ROPER TECHNOLOGIES INC","Information Technology","Equity","42’627’426","0.14","42’627’426.25","131’125","325.09","United States","NASDAQ","USD"
"TRI","THOMSON REUTERS CORP","Industrials","Equity","37’905’570","0.13","37’905’569.70","495’174","76.55","Canada","NASDAQ","USD"
"GEHC","GE HEALTHCARE TECHNOLOGIES INC","Health Care","Equity","35’937’750","0.12","35’937’750.24","592’641","60.64","United States","NASDAQ","USD"
"CPRT","COPART INC","Industrials","Equity","35’353’772","0.12","35’353’772.08","1’199’246","29.48","United States","NASDAQ","USD"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","34’657’155","0.12","34’657’155.40","1’573’180","22.03","United States","NASDAQ","USD"
"DXCM","DEXCOM INC","Health Care","Equity","34’048’954","0.11","34’048’954.41","492’963","69.07","United States","NASDAQ","USD"
"WDAY","WORKDAY INC CLASS A","Information Technology","Equity","29’525’822","0.10","29’525’821.92","261’198","113.04","United States","NASDAQ","USD"
"USD","USD CASH","Cash and/or Derivatives","Cash","20’869’025","0.07","20’869’024.88","20’869’025","100.00","United States","-","USD"
"EUR","EUR CASH","Cash and/or Derivatives","Cash","1’011’920","0.00","1’011’919.79","884’120","114.45","European Union","-","EUR"
"GBP","GBP CASH","Cash and/or Derivatives","Cash","594’458","0.00","594’458.01","448’225","132.62","United Kingdom","-","GBP"
"MLIFT","CASH COLLATERAL USD MLIFT","Cash and/or Derivatives","Cash Collateral and Margins","353’000","0.00","353’000.00","353’000","100.00","United States","-","USD"
"CAD","CAD CASH","Cash and/or Derivatives","Cash","74","0.00","74.19","105","70.66","Canada","-","CAD"
"NQU6","NASDAQ 100 E-MINI SEP 26","Cash and/or Derivatives","Futures","0","0.00","15’939’820.00","26","30’653.50","-","Index And Options Market","USD"
 
