Fund Holdings as of,"09/Jun/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"NFLX","NETFLIX INC","Communication","Equity","452’886’272.30","1.57","452’886’272.30","5’563’030.00","81.41","United States","NASDAQ","USD"
"PLTR","PALANTIR TECHNOLOGIES INC CLASS A","Information Technology","Equity","398’610’768.46","1.38","398’610’768.46","3’018’178.00","132.07","United States","NASDAQ","USD"
"KLAC","KLA CORP","Information Technology","Equity","368’989’980.12","1.28","368’989’980.12","172’476.00","2’139.37","United States","NASDAQ","USD"
"TXN","TEXAS INSTRUMENT INC","Information Technology","Equity","344’906’211.51","1.20","344’906’211.51","1’194’977.00","288.63","United States","NASDAQ","USD"
"SNDK","SANDISK CORP","Information Technology","Equity","320’373’873.96","1.11","320’373’873.96","194’574.00","1’646.54","United States","NASDAQ","USD"
"LIN","LINDE PLC","Materials","Equity","315’807’640.03","1.09","315’807’640.03","612’517.00","515.59","United States","NASDAQ","USD"
"MRVL","MARVELL TECHNOLOGY INC","Information Technology","Equity","307’363’560.96","1.07","307’363’560.96","1’151’692.00","266.88","United States","NASDAQ","USD"
"QCOM","QUALCOMM INC","Information Technology","Equity","289’398’366.46","1.00","289’398’366.46","1’408’813.00","205.42","United States","NASDAQ","USD"
"PANW","PALO ALTO NETWORKS INC","Information Technology","Equity","279’403’010.64","0.97","279’403’010.64","1’072’482.00","260.52","United States","NASDAQ","USD"
"TMUS","T MOBILE US INC","Communication","Equity","260’046’154.08","0.90","260’046’154.08","1’449’048.00","179.46","United States","NASDAQ","USD"
"ADI","ANALOG DEVICES INC","Information Technology","Equity","259’788’294.10","0.90","259’788’294.10","642’055.00","404.62","United States","NASDAQ","USD"
"PEP","PEPSICO INC","Consumer Staples","Equity","256’587’082.40","0.89","256’587’082.40","1’797’080.00","142.78","United States","NASDAQ","USD"
"AMGN","AMGEN INC","Health Care","Equity","245’409’185.38","0.85","245’409’185.38","712’229.00","344.57","United States","NASDAQ","USD"
"STX","SEAGATE TECHNOLOGY HOLDINGS PLC","Information Technology","Equity","243’837’002.20","0.85","243’837’002.20","288’220.00","846.01","United States","NASDAQ","USD"
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","230’561’424.80","0.80","230’561’424.80","445’340.00","517.72","United States","NASDAQ","USD"
"CRWD","CROWDSTRIKE HOLDINGS INC CLASS A","Information Technology","Equity","213’453’771.96","0.74","213’453’771.96","330’972.00","644.93","United States","NASDAQ","USD"
"APP","APPLOVIN CORP CLASS A","Information Technology","Equity","211’383’955.68","0.73","211’383’955.68","405’852.00","520.84","United States","NASDAQ","USD"
"ASML","ASML HOLDING ADR REPRESENTING NV","Information Technology","Equity","205’883’543.70","0.71","205’883’543.70","115’810.00","1’777.77","Netherlands","NASDAQ","USD"
"GILD","GILEAD SCIENCES INC","Health Care","Equity","204’620’722.00","0.71","204’620’722.00","1’630’444.00","125.50","United States","NASDAQ","USD"
"ISRG","INTUITIVE SURGICAL INC","Health Care","Equity","200’333’496.34","0.69","200’333’496.34","469’594.00","426.61","United States","NASDAQ","USD"
"HON","HONEYWELL INTERNATIONAL INC","Industrials","Equity","179’835’776.70","0.62","179’835’776.70","833’731.00","215.70","United States","NASDAQ","USD"
"SHOP","SHOPIFY SUBORDINATE VOTING INC CLA","Information Technology","Equity","178’943’891.50","0.62","178’943’891.50","1’620’575.00","110.42","Canada","NASDAQ","USD"
"BKNG","BOOKING HOLDINGS INC","Consumer Discretionary","Equity","171’671’619.58","0.59","171’671’619.58","1’046’842.00","163.99","United States","NASDAQ","USD"
"VRTX","VERTEX PHARMACEUTICALS INC","Health Care","Equity","149’271’433.74","0.52","149’271’433.74","334’862.00","445.77","United States","NASDAQ","USD"
"SBUX","STARBUCKS CORP","Consumer Discretionary","Equity","146’032’493.73","0.51","146’032’493.73","1’499’153.00","97.41","United States","NASDAQ","USD"
"CDNS","CADENCE DESIGN SYSTEMS INC","Information Technology","Equity","142’818’833.10","0.49","142’818’833.10","365’359.00","390.90","United States","NASDAQ","USD"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","137’378’943.03","0.48","137’378’943.03","349’023.00","393.61","United States","NASDAQ","USD"
"FTNT","FORTINET INC","Information Technology","Equity","135’557’018.31","0.47","135’557’018.31","979’529.00","138.39","United States","NASDAQ","USD"
"ADBE","ADOBE INC","Information Technology","Equity","128’053’658.56","0.44","128’053’658.56","538’312.00","237.88","United States","NASDAQ","USD"
"ADP","AUTOMATIC DATA PROCESSING INC","Industrials","Equity","122’673’365.71","0.43","122’673’365.71","530’663.00","231.17","United States","NASDAQ","USD"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","120’037’301.65","0.42","120’037’301.65","477’001.00","251.65","United States","NASDAQ","USD"
"SNPS","SYNOPSYS INC","Information Technology","Equity","117’453’224.07","0.41","117’453’224.07","252’441.00","465.27","United States","NASDAQ","USD"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","116’850’446.70","0.40","116’850’446.70","1’296’178.00","90.15","United States","NASDAQ","USD"
"CSX","CSX CORP","Industrials","Equity","115’139’281.92","0.40","115’139’281.92","2’435’264.00","47.28","United States","NASDAQ","USD"
"CMCSA","COMCAST CORP CLASS A","Communication","Equity","113’044’182.30","0.39","113’044’182.30","4’739’798.00","23.85","United States","NASDAQ","USD"
"MELI","MERCADOLIBRE INC","Consumer Discretionary","Equity","109’212’633.36","0.38","109’212’633.36","66’546.00","1’641.16","United States","NASDAQ","USD"
"INTU","INTUIT INC","Information Technology","Equity","107’113’656.90","0.37","107’113’656.90","364’605.00","293.78","United States","NASDAQ","USD"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Consumer Staples","Equity","106’149’191.26","0.37","106’149’191.26","1’686’782.00","62.93","United States","NASDAQ","USD"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","99’260’048.16","0.34","99’260’048.16","64’792.00","1’531.98","United States","NASDAQ","USD"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","98’823’896.49","0.34","98’823’896.49","1’104’301.00","89.49","United States","NASDAQ","USD"
"NXPI","NXP SEMICONDUCTORS NV","Information Technology","Equity","98’603’608.81","0.34","98’603’608.81","331’541.00","297.41","United States","NASDAQ","USD"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","98’585’945.90","0.34","98’585’945.90","429’662.00","229.45","United States","NASDAQ","USD"
"DDOG","DATADOG INC CLASS A","Information Technology","Equity","97’647’304.14","0.34","97’647’304.14","429’521.00","227.34","United States","NASDAQ","USD"
"CTAS","CINTAS CORP","Industrials","Equity","94’088’378.17","0.33","94’088’378.17","523’091.00","179.87","United States","NASDAQ","USD"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","90’707’428.08","0.31","90’707’428.08","709’983.00","127.76","United States","NASDAQ","USD"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Communication","Equity","87’109’071.04","0.30","87’109’071.04","3’279’709.00","26.56","United States","NASDAQ","USD"
"REGN","REGENERON PHARMACEUTICALS INC","Health Care","Equity","84’438’226.30","0.29","84’438’226.30","137’035.00","616.18","United States","NASDAQ","USD"
"DASH","DOORDASH INC CLASS A","Consumer Discretionary","Equity","83’308’824.21","0.29","83’308’824.21","535’163.00","155.67","United States","NASDAQ","USD"
"PCAR","PACCAR INC","Industrials","Equity","83’173’418.83","0.29","83’173’418.83","694’907.00","119.69","United States","NASDAQ","USD"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","82’863’607.60","0.29","82’863’607.60","1’303’912.00","63.55","United States","NASDAQ","USD"
"LITE","LUMENTUM HOLDINGS INC","Information Technology","Equity","77’413’900.80","0.27","77’413’900.80","94’205.00","821.76","United States","NASDAQ","USD"
"ABNB","AIRBNB INC CLASS A","Consumer Discretionary","Equity","73’783’104.15","0.26","73’783’104.15","561’729.00","131.35","United States","NASDAQ","USD"
"PDD","PDD HOLDINGS ADS INC","Consumer Discretionary","Equity","72’460’612.53","0.25","72’460’612.53","884’421.00","81.93","China","NASDAQ","USD"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","71’670’092.48","0.25","71’670’092.48","368’977.00","194.24","United States","NASDAQ","USD"
"FAST","FASTENAL","Industrials","Equity","70’397’984.30","0.24","70’397’984.30","1’511’335.00","46.58","United States","NASDAQ","USD"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","68’182’116.33","0.24","68’182’116.33","274’121.00","248.73","United States","NASDAQ","USD"
"EA","ELECTRONIC ARTS INC","Communication","Equity","66’695’899.60","0.23","66’695’899.60","329’395.00","202.48","United States","NASDAQ","USD"
"XEL","XCEL ENERGY INC","Utilities","Equity","64’770’163.51","0.22","64’770’163.51","831’773.00","77.87","United States","NASDAQ","USD"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","64’734’599.58","0.22","64’734’599.58","707’714.00","91.47","United States","NASDAQ","USD"
"ADSK","AUTODESK INC","Information Technology","Equity","62’479’554.16","0.22","62’479’554.16","278’827.00","224.08","United States","NASDAQ","USD"
"FER","FERROVIAL NV","Industrials","Equity","62’442’304.87","0.22","62’442’304.87","948’827.00","65.81","Spain","NASDAQ","USD"
"EXC","EXELON CORP","Utilities","Equity","61’462’448.37","0.21","61’462’448.37","1’355’889.00","45.33","United States","NASDAQ","USD"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","60’888’807.98","0.21","60’888’807.98","105’182.00","578.89","United States","NASDAQ","USD"
"ARM","ARM HOLDINGS AMERICAN DEPOSITARY S","Information Technology","Equity","58’629’758.22","0.20","58’629’758.22","180’477.00","324.86","United Kingdom","NASDAQ","USD"
"CCEP","COCA COLA EUROPACIFIC PARTNERS PLC","Consumer Staples","Equity","57’996’262.74","0.20","57’996’262.74","598’702.00","96.87","Netherlands","NASDAQ","USD"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","55’823’200.68","0.19","55’823’200.68","1’773’291.00","31.48","United States","NASDAQ","USD"
"ALNY","ALNYLAM PHARMACEUTICALS INC","Health Care","Equity","52’700’953.77","0.18","52’700’953.77","177’033.00","297.69","United States","NASDAQ","USD"
"USD","USD CASH","Cash and/or Derivatives","Cash","52’239’157.26","0.18","52’239’157.26","52’239’157.00","100.00","United States","-","USD"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","51’318’432.55","0.18","51’318’432.55","242’011.00","212.05","United States","NASDAQ","USD"
"PYPL","PAYPAL HOLDINGS INC","Financials","Equity","50’918’601.48","0.18","50’918’601.48","1’228’138.00","41.46","United States","NASDAQ","USD"
"TRI","THOMSON REUTERS CORP","Industrials","Equity","48’385’720.32","0.17","48’385’720.32","587’776.00","82.32","Canada","NASDAQ","USD"
"MSTR","STRATEGY INC CLASS A","Information Technology","Equity","48’039’635.50","0.17","48’039’635.50","410’525.00","117.02","United States","NASDAQ","USD"
"AXON","AXON ENTERPRISE INC","Industrials","Equity","47’865’602.78","0.17","47’865’602.78","105’778.00","452.51","United States","NASDAQ","USD"
"PAYX","PAYCHEX INC","Industrials","Equity","47’145’338.36","0.16","47’145’338.36","470’137.00","100.28","United States","NASDAQ","USD"
"ROP","ROPER TECHNOLOGIES INC","Information Technology","Equity","46’047’307.11","0.16","46’047’307.11","137’303.00","335.37","United States","NASDAQ","USD"
"DXCM","DEXCOM INC","Health Care","Equity","40’534’947.04","0.14","40’534’947.04","518’416.00","78.19","United States","NASDAQ","USD"
"WDAY","WORKDAY INC CLASS A","Information Technology","Equity","40’083’483.43","0.14","40’083’483.43","285’841.00","140.23","United States","NASDAQ","USD"
"CPRT","COPART INC","Industrials","Equity","39’449’191.05","0.14","39’449’191.05","1’259’955.00","31.31","United States","NASDAQ","USD"
"GEHC","GE HEALTHCARE TECHNOLOGIES INC","Health Care","Equity","39’205’451.32","0.14","39’205’451.32","593’932.00","66.01","United States","NASDAQ","USD"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","36’942’526.17","0.13","36’942’526.17","1’576’719.00","23.43","United States","NASDAQ","USD"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","33’142’239.96","0.11","33’142’239.96","626’034.00","52.94","United States","NASDAQ","USD"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","32’680’648.65","0.11","32’680’648.65","179’023.00","182.55","United States","NASDAQ","USD"
"INSM","INSMED INC","Health Care","Equity","28’305’334.88","0.10","28’305’334.88","285’797.00","99.04","United States","NASDAQ","USD"
"ZS","ZSCALER INC","Information Technology","Equity","26’905’347.04","0.09","26’905’347.04","213’806.00","125.84","United States","NASDAQ","USD"
"ICSUAGD","BLK ICS USD LIQ AGENCY DIS","Cash and/or Derivatives","Money Market","25’048’735.82","0.09","25’048’735.82","25’048’736.00","1.00","Ireland","-","USD"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","22’736’609.83","0.08","22’736’609.83","167’959.00","135.37","United States","NASDAQ","USD"
"EUR","EUR CASH","Cash and/or Derivatives","Cash","6’534’576.89","0.02","6’534’576.89","5’651’770.00","115.62","European Union","-","EUR"
"MLIFT","CASH COLLATERAL USD MLIFT","Cash and/or Derivatives","Cash Collateral and Margins","4’970’000.00","0.02","4’970’000.00","4’970’000.00","100.00","United States","-","USD"
"GBP","GBP CASH","Cash and/or Derivatives","Cash","600’464.22","0.00","600’464.22","448’225.00","133.97","United Kingdom","-","GBP"
"CAD","CAD CASH","Cash and/or Derivatives","Cash","75.28","0.00","75.28","105.00","71.69","Canada","-","CAD"
"NQM6","NASDAQ 100 E-MINI JUN 26","Cash and/or Derivatives","Futures","0.00","0.00","78’615’900.00","135.00","29’117.00","-","Index And Options Market","USD"
"EUR","EUR/USD","Cash and/or Derivatives","FX","-8’304.60","0.00","-8’304.60","-5’303’066.00","1.00","United States","-","USD"
 
