iShares Russell 3000 ETF
Fund Holdings as of,"Jun 09, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"45,650,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"NVDA","NVIDIA CORP","Information Technology","Equity","1,315,580,507.46","6.88","1,315,580,507.46","6,319,134.00","208.19","United States","NASDAQ","USD","1.00","USD","-"
"AAPL","APPLE INC","Information Technology","Equity","1,130,167,734.15","5.91","1,130,167,734.15","3,889,753.00","290.55","United States","NASDAQ","USD","1.00","USD","-"
"MSFT","MICROSOFT CORP","Information Technology","Equity","807,804,723.81","4.22","807,804,723.81","2,002,441.00","403.41","United States","NASDAQ","USD","1.00","USD","-"
"AMZN","AMAZON.COM INC","Consumer Discretionary","Equity","632,454,541.90","3.31","632,454,541.90","2,590,010.00","244.19","United States","NASDAQ","USD","1.00","USD","-"
"GOOGL","ALPHABET INC CLASS A","Communication","Equity","571,690,042.56","2.99","571,690,042.56","1,569,456.00","364.26","United States","NASDAQ","USD","1.00","USD","-"
"AVGO","BROADCOM INC","Information Technology","Equity","489,001,166.88","2.56","489,001,166.88","1,246,943.00","392.16","United States","NASDAQ","USD","1.00","USD","-"
"GOOG","ALPHABET INC CLASS C","Communication","Equity","462,977,274.51","2.42","462,977,274.51","1,277,919.00","362.29","United States","NASDAQ","USD","1.00","USD","-"
"META","META PLATFORMS INC CLASS A","Communication","Equity","344,623,404.67","1.80","344,623,404.67","589,513.00","584.59","United States","NASDAQ","USD","1.00","USD","-"
"TSLA","TESLA INC","Consumer Discretionary","Equity","302,204,707.80","1.58","302,204,707.80","761,835.00","396.68","United States","NASDAQ","USD","1.00","USD","-"
"MU","MICRON TECHNOLOGY INC","Information Technology","Equity","282,336,487.53","1.48","282,336,487.53","301,677.00","935.89","United States","NASDAQ","USD","1.00","USD","-"
"LLY","ELI LILLY","Health Care","Equity","247,600,007.40","1.29","247,600,007.40","216,305.00","1,144.68","United States","NYSE","USD","1.00","USD","-"
"BRKB","BERKSHIRE HATHAWAY INC CLASS B","Financials","Equity","242,903,606.76","1.27","242,903,606.76","497,988.00","487.77","United States","NYSE","USD","1.00","USD","-"
"JPM","JPMORGAN CHASE & CO","Financials","Equity","229,271,327.30","1.20","229,271,327.30","733,199.00","312.70","United States","NYSE","USD","1.00","USD","-"
"AMD","ADVANCED MICRO DEVICES INC","Information Technology","Equity","206,787,138.90","1.08","206,787,138.90","434,879.00","475.51","United States","NASDAQ","USD","1.00","USD","-"
"XOM","EXXON MOBIL CORP","Energy","Equity","169,887,249.52","0.89","169,887,249.52","1,140,872.00","148.91","United States","NYSE","USD","1.00","USD","-"
"JNJ","JOHNSON & JOHNSON","Health Care","Equity","153,929,604.00","0.80","153,929,604.00","649,492.00","237.00","United States","NYSE","USD","1.00","USD","-"
"V","VISA INC CLASS A","Financials","Equity","147,747,251.85","0.77","147,747,251.85","454,537.00","325.05","United States","NYSE","USD","1.00","USD","-"
"WMT","WALMART INC","Consumer Staples","Equity","139,661,412.80","0.73","139,661,412.80","1,174,810.00","118.88","United States","NASDAQ","USD","1.00","USD","-"
"CSCO","CISCO SYSTEMS INC","Information Technology","Equity","129,351,614.16","0.68","129,351,614.16","1,074,706.00","120.36","United States","NASDAQ","USD","1.00","USD","-"
"INTC","INTEL CORPORATION","Information Technology","Equity","128,636,431.12","0.67","128,636,431.12","1,191,961.00","107.92","United States","NASDAQ","USD","1.00","USD","-"
"COST","COSTCO WHOLESALE CORP","Consumer Staples","Equity","116,031,270.46","0.61","116,031,270.46","119,794.00","968.59","United States","NASDAQ","USD","1.00","USD","-"
"CAT","CATERPILLAR INC","Industrials","Equity","114,429,884.70","0.60","114,429,884.70","125,101.00","914.70","United States","NYSE","USD","1.00","USD","-"
"LRCX","LAM RESEARCH CORP","Information Technology","Equity","110,866,345.00","0.58","110,866,345.00","338,875.00","327.16","United States","NASDAQ","USD","1.00","USD","-"
"ABBV","ABBVIE INC","Health Care","Equity","107,768,342.76","0.56","107,768,342.76","478,078.00","225.42","United States","NYSE","USD","1.00","USD","-"
"MA","MASTERCARD INC CLASS A","Financials","Equity","107,437,365.60","0.56","107,437,365.60","216,940.00","495.24","United States","NYSE","USD","1.00","USD","-"
"AMAT","APPLIED MATERIAL INC","Information Technology","Equity","106,848,911.56","0.56","106,848,911.56","214,036.00","499.21","United States","NASDAQ","USD","1.00","USD","-"
"UNH","UNITEDHEALTH GROUP INC","Health Care","Equity","101,385,718.00","0.53","101,385,718.00","245,486.00","413.00","United States","NYSE","USD","1.00","USD","-"
