iShares Russell 3000 ETF
Fund Holdings as of,"Jun 15, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"45,550,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"NVDA","NVIDIA CORP","Information Technology","Equity","1,337,693,974.40","6.86","1,337,693,974.40","6,296,512.00","212.45","United States","NASDAQ","USD","1.00","USD","-"
"AAPL","APPLE INC","Information Technology","Equity","1,148,872,935.76","5.90","1,148,872,935.76","3,875,828.00","296.42","United States","NASDAQ","USD","1.00","USD","-"
"MSFT","MICROSOFT CORP","Information Technology","Equity","797,629,934.72","4.09","797,629,934.72","1,995,272.00","399.76","United States","NASDAQ","USD","1.00","USD","-"
"AMZN","AMAZON.COM INC","Consumer Discretionary","Equity","634,913,162.76","3.26","634,913,162.76","2,580,738.00","246.02","United States","NASDAQ","USD","1.00","USD","-"
"GOOGL","ALPHABET INC CLASS A","Communication","Equity","578,408,748.30","2.97","578,408,748.30","1,566,018.00","369.35","United States","NASDAQ","USD","1.00","USD","-"
"AVGO","BROADCOM INC","Information Technology","Equity","489,462,177.26","2.51","489,462,177.26","1,242,479.00","393.94","United States","NASDAQ","USD","1.00","USD","-"
"GOOG","ALPHABET INC CLASS C","Communication","Equity","468,108,936.09","2.40","468,108,936.09","1,275,119.00","367.11","United States","NASDAQ","USD","1.00","USD","-"
"META","META PLATFORMS INC CLASS A","Communication","Equity","348,611,338.96","1.79","348,611,338.96","587,402.00","593.48","United States","NASDAQ","USD","1.00","USD","-"
"MU","MICRON TECHNOLOGY INC","Information Technology","Equity","327,045,442.04","1.68","327,045,442.04","300,596.00","1,087.99","United States","NASDAQ","USD","1.00","USD","-"
"TSLA","TESLA INC","Consumer Discretionary","Equity","312,106,843.05","1.60","312,106,843.05","759,107.00","411.15","United States","NASDAQ","USD","1.00","USD","-"
"BRKB","BERKSHIRE HATHAWAY INC CLASS B","Financials","Equity","245,879,997.12","1.26","245,879,997.12","496,206.00","495.52","United States","NYSE","USD","1.00","USD","-"
"LLY","ELI LILLY","Health Care","Equity","243,409,934.85","1.25","243,409,934.85","215,531.00","1,129.35","United States","NYSE","USD","1.00","USD","-"
"AMD","ADVANCED MICRO DEVICES INC","Information Technology","Equity","237,104,773.08","1.22","237,104,773.08","433,258.00","547.26","United States","NASDAQ","USD","1.00","USD","-"
"JPM","JPMORGAN CHASE & CO","Financials","Equity","233,433,809.40","1.20","233,433,809.40","730,851.00","319.40","United States","NYSE","USD","1.00","USD","-"
"XOM","EXXON MOBIL CORP","Energy","Equity","160,170,376.60","0.82","160,170,376.60","1,136,605.00","140.92","United States","NYSE","USD","1.00","USD","-"
"JNJ","JOHNSON & JOHNSON","Health Care","Equity","152,724,176.20","0.78","152,724,176.20","648,070.00","235.66","United States","NYSE","USD","1.00","USD","-"
"INTC","INTEL CORPORATION","Information Technology","Equity","151,784,396.04","0.78","151,784,396.04","1,187,114.00","127.86","United States","NASDAQ","USD","1.00","USD","-"
"V","VISA INC CLASS A","Financials","Equity","146,649,334.86","0.75","146,649,334.86","452,873.00","323.82","United States","NYSE","USD","1.00","USD","-"
"WMT","WALMART INC","Consumer Staples","Equity","141,417,393.60","0.73","141,417,393.60","1,170,480.00","120.82","United States","NASDAQ","USD","1.00","USD","-"
"LRCX","LAM RESEARCH CORP","Information Technology","Equity","131,301,725.52","0.67","131,301,725.52","337,606.00","388.92","United States","NASDAQ","USD","1.00","USD","-"
"CSCO","CISCO SYSTEMS INC","Information Technology","Equity","128,676,353.62","0.66","128,676,353.62","1,070,786.00","120.17","United States","NASDAQ","USD","1.00","USD","-"
"AMAT","APPLIED MATERIAL INC","Information Technology","Equity","125,103,863.04","0.64","125,103,863.04","213,568.00","585.78","United States","NASDAQ","USD","1.00","USD","-"
"COST","COSTCO WHOLESALE CORP","Consumer Staples","Equity","116,883,645.20","0.60","116,883,645.20","119,336.00","979.45","United States","NASDAQ","USD","1.00","USD","-"
