Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
A,-5.54%,10.90%,11.51%,-11.57%,-8.63%,7.10%,2.64%,-15.38%,174.10%,2.79%,3.20%,2.24M,1.10,124.33,-3.12%,"2,470,610"
AA,-5.83%,-1.37%,-3.89%,35.70%,16.16%,114.94%,73.30%,83.83%,-,4.79%,5.16%,5.11M,0.99,61.73,-1.81%,"5,029,698"
AAA,-0.06%,0.14%,-0.04%,-0.24%,-0.12%,0.04%,1.48%,-0.17%,-,0.20%,0.34%,8.43K,0.15,24.97,0.18%,"1,238"
AAAA,2.33%,1.34%,12.27%,10.63%,10.76%,-,-,-,-,0.70%,0.68%,4.37K,0.35,30.28,-0.82%,"1,545"
AAAC,0.12%,-0.02%,0.33%,0.22%,0.02%,-,-,-,-,0.00%,0.00%,0.03K,0.16,20.06,0.07%,5
AAAD,0.64%,-,-,-,0.50%,-,-,-,-,0.08%,-,0.32K,0.00,50.18,0.00%,0
AAAU,3.78%,-7.08%,-12.56%,-1.72%,-1.86%,24.90%,115.42%,136.87%,-,2.26%,1.67%,2.22M,2.44,41.76,-2.25%,"5,432,061"
AACB,0.00%,0.57%,1.55%,1.94%,1.94%,3.55%,-,-,-,0.27%,0.22%,26.96K,0.08,10.50,-0.10%,"2,224"
AACG,-4.76%,-14.53%,0.01%,16.96%,26.53%,20.48%,-29.08%,-66.10%,84.09%,8.95%,7.75%,13.70K,0.42,1.00,-0.50%,"5,710"
AACI,0.10%,0.40%,-,-,0.91%,-,-,-,-,0.06%,0.10%,36.90K,0.00,9.96,0.10%,10
AACO,0.10%,-0.40%,-,-,-0.50%,-,-,-,-,0.00%,0.11%,8.52K,43.75,9.90,-0.30%,"372,575"
AACP,0.35%,-,-,-,0.45%,-,-,-,-,0.26%,-,492.05K,0.00,9.99,0.35%,"2,332"
AADR,3.68%,-1.51%,1.36%,-2.38%,-3.15%,8.68%,65.51%,27.70%,121.42%,1.28%,1.18%,3.22K,0.74,83.54,-0.54%,"2,373"
AADX,9.89%,-,-,-,6.42%,-,-,-,-,14.45%,-,4.04M,0.21,20.23,-8.59%,"863,508"
AAEQ,1.74%,-0.16%,11.65%,6.90%,6.80%,-,-,-,-,0.10%,0.19%,2.80K,0.00,52.68,-1.29%,6
AAL,14.90%,24.76%,42.78%,0.59%,0.59%,46.02%,-6.43%,-30.63%,-47.44%,5.29%,4.59%,71.07M,1.83,15.42,-1.85%,"130,003,518"
AALG,30.03%,50.39%,85.67%,-16.79%,-14.70%,-,-,-,-,8.80%,7.89%,61.96K,0.37,15.12,-3.75%,"23,022"
AAME,-0.56%,-19.55%,-32.70%,-23.38%,-37.46%,-3.80%,-20.98%,-56.30%,-53.79%,6.45%,5.56%,12.63K,1.23,1.77,-2.21%,"15,555"
AAMI,8.73%,19.30%,64.75%,73.56%,76.00%,163.61%,272.44%,261.07%,480.90%,3.83%,3.65%,367.79K,1.27,82.72,0.47%,"467,365"
AAOG,-11.90%,-23.90%,-,-,-38.76%,-,-,-,-,21.32%,28.72%,804.19K,1.19,9.55,-4.31%,"954,259"
AAOI,-4.45%,-3.42%,80.65%,459.67%,380.03%,897.26%,3350.31%,1841.30%,1595.44%,10.24%,13.55%,12.80M,0.77,167.34,-2.03%,"9,913,154"
AAON,10.11%,-0.43%,69.78%,73.58%,74.90%,83.16%,108.81%,216.57%,673.85%,4.86%,5.81%,1.07M,0.71,133.36,2.07%,"762,171"
AAOX,-11.94%,-24.13%,-,-,22.72%,-,-,-,-,21.51%,29.29%,4.22M,1.59,42.57,-4.55%,"6,702,161"
AAP,-2.12%,14.82%,17.71%,27.80%,47.84%,20.46%,-16.06%,-70.11%,-62.41%,3.85%,5.06%,1.77M,0.76,58.10,-3.76%,"1,348,708"
AAPB,2.47%,-2.20%,36.58%,9.95%,12.03%,103.58%,38.05%,-,-,4.44%,4.20%,94.02K,0.39,35.92,-2.27%,"36,312"
AAPD,-1.50%,0.65%,-15.91%,-8.44%,-8.72%,-35.28%,-43.66%,-,-,2.36%,2.25%,8.96M,0.59,11.97,1.14%,"5,251,415"
AAPG,0.12%,-7.92%,-28.94%,-38.08%,-34.87%,-45.99%,-,-,-,2.19%,3.66%,6.27K,2.41,17.09,0.47%,"15,116"
AAPL,1.50%,-0.63%,18.41%,7.97%,8.86%,51.27%,60.04%,124.56%,1141.79%,2.41%,2.29%,46.79M,0.90,295.95,-1.10%,"42,326,123"
AAPR,0.32%,-0.17%,2.32%,3.78%,3.31%,9.04%,-,-,-,0.21%,0.23%,18.92K,0.06,29.35,-0.44%,"1,171"
AAPU,2.77%,-2.39%,34.81%,7.57%,10.48%,95.64%,61.95%,-,-,4.82%,4.60%,2.22M,0.52,37.10,-2.29%,"1,164,232"
AAPW,0.95%,-3.50%,13.01%,-6.07%,-4.39%,12.80%,-,-,-,2.18%,2.55%,20.92K,0.82,38.66,-1.35%,"17,168"
AAPX,2.55%,-2.63%,34.11%,5.30%,9.51%,92.73%,-,-,-,3.92%,4.22%,100.26K,0.30,33.38,-2.28%,"29,808"
AAPY,0.15%,-3.07%,16.44%,-0.03%,1.67%,23.40%,-,-,-,1.59%,1.68%,4.22K,1.20,25.30,-2.22%,"5,057"
AARD,9.77%,-12.39%,-21.72%,-73.60%,-70.90%,-66.10%,-,-,-,8.16%,9.02%,190.24K,0.46,3.82,2.69%,"87,230"
AAT,-2.65%,13.25%,25.99%,23.38%,25.99%,15.50%,21.07%,-37.05%,-41.44%,2.09%,2.29%,384.47K,1.09,23.85,-2.25%,"417,506"
AAUA,2.89%,0.75%,-,-,12.60%,-,-,-,-,0.67%,0.39%,2.92K,0.04,56.30,-1.20%,106
AAUC,2.08%,-7.99%,-17.96%,9.41%,11.80%,81.29%,-,-,-,4.04%,4.04%,733.80K,0.53,25.58,-5.01%,"386,716"
AAUM,2.64%,-1.27%,7.22%,-14.59%,-15.17%,-,-,-,-,0.61%,0.26%,0.46K,0.02,20.77,-2.51%,9
AAUS,1.79%,-0.19%,11.21%,7.48%,7.30%,-,-,-,-,0.43%,0.26%,1.79K,0.31,59.13,-1.31%,551
AAVM,2.84%,0.83%,8.58%,13.22%,15.17%,29.31%,49.22%,25.54%,-,0.53%,0.43%,2.96K,0.11,34.00,-0.88%,326
AAXJ,6.07%,5.64%,20.28%,29.91%,27.84%,48.47%,72.62%,27.95%,125.45%,2.01%,2.04%,901.30K,1.25,119.04,-0.17%,"1,126,641"
AB,-2.32%,-5.86%,-3.60%,-9.42%,-6.03%,-8.27%,8.07%,-19.01%,57.35%,1.79%,1.75%,309.84K,0.90,36.16,-0.80%,"277,987"
ABAT,0.81%,4.38%,0.65%,-21.12%,-7.19%,138.46%,-74.17%,-90.94%,-87.51%,9.54%,11.09%,6.08M,0.68,3.10,0.00%,"4,136,984"
ABBV,-1.65%,5.64%,6.19%,-2.73%,-3.18%,19.27%,59.57%,92.54%,268.66%,2.03%,2.31%,6.44M,0.84,221.23,-0.56%,"5,375,987"
