Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
A,-4.21%,18.09%,14.04%,-7.60%,-3.27%,9.21%,13.67%,-8.00%,190.17%,2.89%,3.08%,2.22M,0.72,131.62,-2.85%,"1,604,231"
AA,-18.93%,0.32%,-1.22%,47.44%,23.35%,127.92%,86.06%,75.17%,-,6.21%,5.04%,5.09M,1.28,65.55,-9.47%,"6,520,593"
AAA,0.06%,0.34%,-0.08%,0.06%,-0.06%,-0.02%,1.85%,-0.07%,-,0.51%,0.35%,8.87K,0.29,24.99,0.17%,"2,536"
AAAA,-3.60%,-1.75%,7.81%,7.94%,8.24%,-,-,-,-,1.14%,0.61%,4.41K,0.17,29.59,-1.16%,760
AAAC,0.10%,-0.05%,0.30%,-,-0.10%,-,-,-,-,0.00%,0.00%,1.20K,0.01,20.03,0.00%,13
AAAD,-0.14%,-,-,-,-0.14%,-,-,-,-,-,-,0.41K,0.00,49.86,0.00%,0
AAAU,-8.13%,-13.81%,-21.30%,-2.72%,-5.43%,22.37%,107.10%,113.14%,-,1.96%,1.41%,2.20M,1.46,40.24,-4.18%,"3,210,730"
AACB,0.00%,1.16%,1.65%,1.55%,1.94%,3.86%,-,-,-,0.34%,0.20%,28.22K,0.01,10.50,0.10%,310
AACG,-3.67%,-7.89%,8.17%,5.00%,32.86%,24.19%,-18.60%,-67.39%,90.66%,5.88%,7.26%,13.52K,0.22,1.05,-2.33%,"2,916"
AACI,0.20%,0.20%,-,-,1.01%,-,-,-,-,0.00%,0.14%,30.75K,0.00,9.97,0.20%,93
AACO,0.00%,-0.50%,-,-,-0.60%,-,-,-,-,0.14%,0.12%,9.59K,0.02,9.89,-0.40%,200
AACP,0.00%,-,-,-,0.10%,-,-,-,-,0.16%,-,609.38K,0.71,9.96,0.00%,"433,119"
AADR,-5.04%,-6.90%,-7.10%,-5.13%,-6.58%,2.92%,64.27%,18.66%,109.29%,1.21%,1.29%,3.16K,1.05,80.58,-2.17%,"3,313"
