Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
A,-1.27%,-5.23%,14.19%,-4.94%,-3.62%,9.97%,12.09%,-12.28%,195.23%,2.69%,2.77%,2.32M,1.05,131.14,0.41%,"2,443,946"
AA,-8.34%,-37.18%,-30.98%,-13.32%,-7.77%,64.41%,43.77%,35.27%,-,5.13%,5.01%,5.23M,1.07,49.01,-1.72%,"5,578,219"
AAA,0.13%,0.09%,0.56%,0.32%,0.12%,0.08%,1.81%,0.11%,-,0.50%,0.40%,11.70K,1.02,25.03,-0.02%,"11,935"
AAAA,0.07%,-1.66%,11.56%,10.11%,10.45%,-,-,-,-,0.74%,0.71%,4.36K,1.57,30.20,-0.84%,"6,852"
AAAC,-0.30%,0.07%,0.23%,-0.17%,-0.12%,-,-,-,-,0.01%,0.00%,0.04K,51.40,20.03,0.00%,"2,012"
AAAD,-0.82%,0.02%,-,-,0.14%,-,-,-,-,0.00%,-,0.22K,0.40,50.00,-0.42%,88
AAAP,0.08%,-,-,-,0.30%,-,-,-,-,0.04%,-,128.52K,0.00,25.19,0.00%,387
AAAU,2.48%,-8.17%,-11.67%,-5.08%,-4.65%,23.09%,112.69%,126.02%,-,1.45%,1.72%,1.68M,0.78,40.57,-1.15%,"1,310,499"
AAC-U,-,-,-,-,-0.10%,-,-,-,-,-,-,3.15M,0.12,10.06,0.10%,"367,442"
AACB,0.38%,0.38%,1.64%,2.33%,2.23%,4.21%,-,-,-,0.24%,0.26%,28.70K,0.63,10.53,0.14%,"18,146"
AACG,6.25%,-6.42%,6.23%,27.48%,29.06%,21.40%,-26.09%,-62.91%,113.45%,5.95%,7.41%,18.85K,0.14,1.02,2.00%,"2,728"
AACI,0.50%,0.40%,1.22%,-,0.40%,-,-,-,-,0.22%,0.13%,32.10K,0.00,9.99,-0.05%,12
AACO,0.51%,0.61%,-,-,0.00%,-,-,-,-,0.15%,0.08%,23.72K,0.41,9.95,0.40%,"9,815"
AACP,-0.05%,0.10%,-,-,0.20%,-,-,-,-,0.21%,0.18%,274.78K,0.10,9.97,-0.10%,"27,562"
AADR,2.60%,-2.66%,0.05%,-5.32%,-3.77%,6.17%,70.54%,27.13%,113.20%,1.74%,1.32%,2.37K,0.50,83.00,-1.39%,"1,196"
AADX,12.35%,25.22%,-,-,12.24%,-,-,-,-,8.45%,10.24%,2.54M,0.57,23.29,0.91%,"1,446,477"
AAEQ,1.04%,-1.35%,12.99%,8.05%,7.97%,-,-,-,-,0.11%,0.30%,0.98K,0.16,53.26,-0.46%,156
AAL,-4.02%,29.32%,57.80%,11.11%,12.20%,48.40%,-6.27%,-15.31%,-41.50%,4.15%,4.25%,90.76M,1.48,17.20,-3.10%,"134,356,339"
AALG,-8.03%,62.85%,127.53%,2.59%,4.58%,-,-,-,-,7.34%,7.21%,53.34K,0.65,18.53,-6.34%,"34,777"
AAME,-2.33%,-9.68%,-23.29%,-41.67%,-40.64%,-25.99%,-14.29%,-62.25%,-59.52%,3.20%,5.46%,12.56K,1.54,1.68,-1.75%,"19,354"
AAMI,9.99%,3.24%,39.81%,65.22%,66.55%,106.11%,291.60%,223.74%,508.71%,4.49%,4.31%,472.76K,0.95,78.28,-1.10%,"448,311"
AAOG,-44.17%,-74.24%,-,-,-73.72%,-,-,-,-,27.68%,28.33%,992.85K,1.14,4.07,-14.23%,"1,136,730"
AAOI,-23.78%,-43.61%,6.48%,188.91%,228.20%,332.72%,1491.24%,1366.79%,930.72%,12.19%,12.87%,12.56M,0.73,114.41,-7.26%,"9,166,220"
AAON,-12.54%,-23.47%,35.31%,38.83%,44.18%,49.80%,74.62%,160.15%,514.42%,6.24%,5.86%,1.12M,1.19,109.94,0.54%,"1,328,407"
AAOX,-44.13%,-74.27%,-35.07%,-,-28.73%,-,-,-,-,28.16%,28.58%,5.19M,0.85,18.18,-14.25%,"4,414,695"
AAP,-9.36%,-0.05%,5.40%,43.64%,42.14%,3.02%,-19.49%,-73.33%,-65.33%,4.53%,4.65%,1.85M,0.79,55.86,-0.83%,"1,460,441"
AAPB,21.21%,-2.45%,38.86%,22.54%,21.72%,93.46%,43.09%,-,-,4.13%,5.20%,93.14K,0.53,39.03,-1.34%,"49,401"
AAPD,-9.56%,-1.05%,-17.69%,-14.50%,-14.11%,-34.27%,-44.88%,-,-,3.09%,2.99%,7.89M,0.39,11.26,0.72%,"3,113,889"
AAPE,-,-,-,-,-,-,-,-,-,-,-,-,-,14.83,-,213
AAPG,5.54%,2.19%,-31.85%,-29.16%,-28.81%,-55.57%,-,-,-,3.37%,2.76%,10.68K,0.73,18.68,-3.56%,"7,834"
AAPL,10.26%,-0.18%,20.01%,14.63%,14.27%,47.97%,62.92%,114.89%,1195.23%,3.05%,3.03%,54.32M,0.77,310.66,-0.64%,"42,081,971"
AAPR,0.12%,-0.01%,2.24%,3.84%,3.88%,8.29%,-,-,-,0.19%,0.22%,15.95K,0.17,29.52,-0.13%,"2,669"
AAPU,21.04%,-2.91%,37.44%,20.21%,19.39%,85.83%,68.95%,-,-,6.08%,6.10%,2.28M,0.61,40.09,-1.40%,"1,382,282"
AAPW,12.13%,-2.70%,15.22%,0.85%,0.03%,10.31%,-,-,-,3.03%,3.00%,15.82K,0.85,40.45,-0.52%,"13,410"
AAPX,20.59%,-2.74%,36.83%,20.19%,18.96%,83.41%,-,-,-,5.34%,5.49%,97.53K,0.37,36.26,-1.41%,"36,538"
AAPY,10.24%,-2.53%,17.33%,6.62%,6.11%,20.36%,-,-,-,1.17%,2.07%,4.95K,0.10,26.41,-0.35%,490
AARD,5.02%,38.07%,31.72%,-58.76%,-58.55%,-60.92%,-,-,-,12.61%,10.56%,189.59K,1.38,5.44,-9.18%,"261,760"
AAT,0.64%,4.78%,35.14%,33.12%,32.07%,25.38%,26.65%,-32.32%,-41.68%,2.21%,2.01%,396.50K,0.95,25.00,-0.64%,"374,893"
AAUA,1.22%,-0.93%,14.83%,-,15.24%,-,-,-,-,0.14%,0.28%,2.56K,0.01,57.09,-0.38%,13
AAUC,0.68%,-10.66%,-24.49%,1.95%,2.97%,67.69%,-,-,-,4.22%,4.02%,708.04K,0.14,23.56,-2.08%,"99,354"
AAUM,4.45%,-2.90%,4.23%,-19.10%,-18.14%,-,-,-,-,0.21%,0.23%,0.39K,0.00,20.04,0.00%,0
AAUS,1.25%,-1.07%,13.10%,8.81%,8.82%,-,-,-,-,0.22%,0.32%,1.91K,0.04,59.96,-0.43%,82
AAVM,-0.42%,-3.40%,4.86%,11.89%,13.25%,24.56%,49.68%,21.85%,-,0.26%,0.40%,2.84K,0.17,33.43,-1.35%,478
AAXJ,-2.74%,-5.26%,17.72%,18.97%,22.69%,39.24%,72.98%,24.62%,111.79%,1.90%,2.20%,669.56K,0.77,114.25,-2.82%,"512,244"
AB,4.81%,-1.08%,-3.54%,-4.79%,-4.39%,-11.33%,16.65%,-19.71%,60.24%,1.90%,1.85%,305.79K,0.80,36.79,-0.11%,"243,813"
ABAT,-1.87%,-29.11%,-6.07%,-28.92%,-21.26%,39.89%,-76.15%,-90.04%,-85.39%,6.22%,9.84%,6.30M,0.53,2.63,-8.36%,"3,306,689"
