Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
A,2.75%,-0.88%,16.38%,-9.15%,-1.31%,8.15%,13.46%,-10.49%,195.27%,2.77%,2.80%,2.36M,0.92,134.29,0.52%,"2,175,279"
AA,0.00%,-32.77%,-33.56%,-22.41%,-8.39%,54.20%,42.59%,30.02%,-,3.95%,4.70%,5.24M,0.95,48.68,-0.08%,"4,987,151"
AAA,0.01%,0.03%,0.26%,-0.02%,-0.20%,-0.10%,1.34%,-0.21%,-,0.51%,0.37%,11.62K,1.13,24.95,-0.20%,"13,132"
AAAA,0.86%,1.67%,9.16%,10.03%,11.33%,-,-,-,-,0.44%,0.56%,4.54K,0.95,30.44,0.36%,"4,324"
AAAC,0.10%,0.00%,0.20%,-0.20%,-0.10%,-,-,-,-,0.03%,0.01%,0.07K,11863.23,20.03,0.05%,"848,986"
AAAD,-0.44%,0.20%,-,-,0.07%,-,-,-,-,0.01%,0.04%,0.28K,0.04,49.97,-0.06%,10
AAAP,0.14%,-,-,-,0.42%,-,-,-,-,0.04%,-,148.05K,0.00,25.23,0.12%,338
AAAU,-0.32%,-3.56%,-13.87%,-7.85%,-4.82%,23.36%,112.15%,125.19%,-,1.25%,1.59%,1.61M,0.47,40.50,-0.34%,"753,623"
AAC-U,0.20%,-,-,-,0.00%,-,-,-,-,0.27%,-,2.01M,0.13,10.07,0.00%,"261,873"
AACB,-0.10%,0.19%,1.45%,2.09%,2.04%,3.85%,-,-,-,0.18%,0.23%,31.09K,0.34,10.51,0.00%,"10,460"
AACG,-5.77%,-8.84%,0.48%,21.14%,24.00%,14.78%,-30.50%,-64.10%,116.65%,5.25%,7.20%,18.68K,0.06,0.98,2.08%,"1,051"
AACI,-0.30%,0.20%,1.01%,-,0.20%,-,-,-,-,0.24%,0.13%,27.58K,0.05,9.97,-0.10%,"1,280"
AACO,0.10%,0.30%,-,-,0.10%,-,-,-,-,0.13%,0.08%,22.82K,1.18,9.96,0.00%,"26,906"
AACP,0.20%,0.30%,-,-,0.40%,-,-,-,-,0.20%,0.19%,247.53K,0.43,9.99,0.20%,"107,488"
AADR,2.06%,2.22%,-3.13%,-5.70%,-2.40%,7.53%,72.98%,28.43%,114.81%,1.23%,1.32%,2.11K,1.86,84.18,0.05%,"3,927"
AADX,-10.71%,7.69%,-,-,-0.77%,-,-,-,-,7.71%,10.04%,2.39M,0.15,20.59,-1.06%,"362,517"
AAEQ,1.45%,2.54%,10.70%,8.27%,9.11%,-,-,-,-,0.16%,0.22%,0.91K,0.47,53.82,0.50%,432
AAL,-5.41%,20.30%,49.08%,6.00%,10.57%,30.99%,-8.72%,-18.86%,-43.58%,4.32%,4.34%,94.68M,0.87,16.95,-0.64%,"82,036,295"
AALG,-10.38%,39.87%,103.06%,-6.23%,1.69%,-,-,-,-,7.72%,7.42%,51.03K,0.47,18.02,-0.80%,"24,096"
AAME,-1.17%,-3.98%,-28.69%,-43.29%,-40.28%,-17.36%,-11.05%,-61.24%,-58.78%,2.87%,4.50%,12.50K,0.35,1.69,0.60%,"4,344"
AAMI,11.73%,5.59%,32.01%,68.48%,73.74%,108.80%,305.26%,238.00%,519.58%,3.95%,4.18%,469.67K,0.89,81.66,1.59%,"419,504"
AAOG,-3.70%,-53.28%,-,-,-71.47%,-,-,-,-,20.71%,23.63%,1.01M,0.88,4.42,-3.70%,"890,276"
AAOI,-0.85%,-26.38%,-10.04%,215.12%,244.00%,324.50%,1337.89%,1395.26%,961.24%,9.94%,11.04%,12.24M,0.55,119.92,-1.87%,"6,712,443"
AAON,6.08%,-11.95%,25.77%,47.09%,49.72%,42.72%,79.91%,171.08%,524.51%,5.19%,5.50%,1.13M,0.73,114.16,3.55%,"828,480"
AAOX,-3.09%,-53.23%,-53.22%,-,-22.58%,-,-,-,-,20.84%,23.89%,5.29M,0.74,19.75,-3.89%,"3,896,914"
AAP,-5.82%,-3.48%,2.51%,40.59%,47.46%,-2.77%,-15.77%,-72.85%,-64.85%,4.82%,4.53%,1.88M,0.95,57.95,5.36%,"1,779,134"
AAPB,4.01%,15.87%,40.96%,36.90%,25.00%,94.50%,49.89%,-,-,3.98%,4.66%,87.38K,0.97,40.08,-0.75%,"84,728"
AAPD,-2.29%,-8.87%,-18.32%,-18.98%,-15.33%,-34.51%,-46.27%,-,-,2.14%,2.73%,7.44M,0.80,11.10,0.36%,"5,965,687"
AAPE,-,-,-,-,1.70%,-,-,-,-,-,-,3.54K,0.71,15.14,-0.60%,"2,503"
AAPG,7.95%,16.99%,-22.84%,-29.23%,-23.89%,-50.98%,-,-,-,4.84%,3.21%,10.99K,0.33,19.97,5.66%,"3,585"
AAPL,2.17%,8.53%,21.05%,21.12%,15.99%,48.45%,67.18%,117.30%,1204.59%,2.17%,2.76%,54.33M,0.60,315.32,-0.28%,"32,461,906"
AAPR,0.15%,0.61%,1.52%,3.81%,4.00%,8.10%,-,-,-,0.12%,0.22%,15.69K,0.01,29.55,0.00%,93
AAPU,4.53%,15.09%,40.04%,34.17%,22.90%,87.06%,76.67%,-,-,4.32%,5.52%,2.22M,0.49,41.27,-0.60%,"1,086,570"
AAPW,2.12%,7.48%,15.82%,7.05%,1.39%,10.93%,-,-,-,2.38%,2.65%,15.83K,0.84,41.00,-0.64%,"13,278"
AAPX,4.16%,15.60%,39.02%,33.97%,22.28%,84.32%,-,-,-,3.93%,4.90%,81.34K,0.26,37.27,-0.53%,"21,166"
AAPY,1.89%,6.37%,17.68%,12.13%,7.38%,20.54%,-,-,-,0.99%,1.72%,4.95K,1.50,26.72,-0.11%,"7,445"
AARD,33.33%,112.29%,94.87%,-44.53%,-42.10%,-39.68%,-,-,-,21.08%,13.13%,197.57K,19.52,7.60,52.00%,"3,855,773"
AAT,-1.53%,2.87%,30.49%,36.15%,32.70%,19.73%,25.85%,-33.53%,-42.09%,1.80%,1.94%,398.60K,0.53,25.12,0.20%,"212,778"
AAUA,1.35%,3.01%,12.22%,-,16.29%,-,-,-,-,0.19%,0.32%,1.40K,0.05,57.61,0.48%,72
AAUC,-5.12%,-8.43%,-25.98%,-5.39%,2.01%,76.15%,-,-,-,3.48%,4.06%,681.71K,0.14,23.34,0.78%,"93,474"
AAUM,-,-2.50%,2.14%,-21.28%,-18.14%,-,-,-,-,0.21%,0.23%,0.39K,0.00,20.04,0.00%,0
AAUS,1.13%,2.49%,10.62%,8.52%,9.57%,-,-,-,-,0.11%,0.23%,1.84K,37.44,60.38,0.23%,"68,759"
AAVM,-0.20%,-0.10%,0.88%,10.13%,13.67%,24.23%,49.07%,21.73%,-,0.13%,0.28%,2.74K,0.95,33.56,0.36%,"2,599"
AAXJ,2.00%,1.57%,13.49%,19.59%,24.81%,40.24%,75.67%,27.43%,112.38%,1.40%,1.89%,658.19K,1.69,116.22,-0.06%,"1,113,924"
AB,2.34%,0.49%,-2.88%,-4.62%,-3.43%,-10.82%,17.30%,-19.72%,60.31%,1.73%,1.91%,305.62K,0.80,37.16,1.14%,"245,466"
ABAT,-6.41%,-18.83%,-7.72%,-44.28%,-21.26%,47.75%,-75.71%,-91.14%,-85.27%,5.87%,7.14%,6.39M,0.39,2.63,-1.87%,"2,511,055"
ABBV,-4.98%,10.05%,16.80%,6.28%,8.57%,27.22%,84.46%,112.80%,286.66%,2.56%,2.63%,7.20M,0.75,248.08,-0.73%,"5,421,879"
ABCB,0.32%,5.01%,8.20%,17.61%,21.73%,34.06%,162.21%,81.40%,205.65%,1.81%,2.11%,524.12K,0.63,90.41,0.72%,"332,007"
ABCL,-16.15%,28.30%,97.67%,64.65%,98.83%,60.00%,0.15%,-64.89%,-,10.48%,9.39%,7.94M,0.91,6.80,-6.72%,"7,231,662"
ABCS,0.17%,3.87%,10.50%,10.07%,12.29%,16.02%,-,-,-,0.39%,0.60%,1.99K,0.61,34.16,0.36%,"1,219"
ABEO,9.06%,28.07%,36.33%,33.72%,32.45%,19.32%,71.92%,-81.87%,-88.22%,6.05%,4.84%,1.20M,1.35,6.98,-1.97%,"1,629,290"
ABEQ,-1.08%,0.88%,-2.41%,3.80%,4.38%,9.24%,34.56%,35.84%,-,0.59%,0.61%,12.98K,0.50,37.42,0.40%,"6,486"
ABEV,-0.97%,-1.60%,-2.54%,22.31%,24.29%,31.20%,8.23%,1.25%,-37.20%,2.32%,2.21%,27.25M,1.05,3.07,0.99%,"28,545,561"
ABFL,1.18%,4.30%,12.30%,15.36%,17.84%,20.21%,61.75%,70.22%,-,0.77%,1.11%,15.61K,2.28,84.10,-0.10%,"35,617"
ABG,3.20%,5.44%,4.91%,-12.33%,-8.84%,-20.30%,-12.81%,16.38%,288.01%,3.20%,3.20%,276.80K,1.35,211.97,0.11%,"372,328"
ABI,-0.52%,-0.12%,0.02%,-0.44%,-0.16%,-1.08%,-,-,-,0.00%,0.00%,0.25K,0.24,24.77,0.04%,60
ABIG,1.22%,3.80%,13.25%,7.08%,8.86%,15.02%,-,-,-,0.29%,0.43%,4.29K,0.08,34.84,0.55%,349
ABLD,0.06%,-0.76%,-7.35%,1.42%,3.36%,2.99%,12.52%,-,-,0.46%,0.67%,11.28K,3.15,30.07,0.36%,"35,493"
ABLG,0.35%,1.03%,0.33%,-2.27%,0.08%,2.72%,19.36%,-10.45%,-,0.05%,0.60%,1.51K,0.18,31.73,-0.56%,280
ABLS,-2.12%,10.00%,20.21%,12.58%,15.26%,-2.65%,-,-,-,0.78%,0.86%,0.91K,4.11,23.09,-1.27%,"3,725"
ABLV,-13.45%,-6.36%,61.44%,56.06%,52.48%,20.75%,-90.29%,-,-,9.58%,7.74%,449.90K,0.09,1.03,-1.90%,"41,878"
ABM,0.75%,0.86%,13.05%,2.74%,5.44%,-9.13%,6.70%,3.48%,21.13%,1.83%,2.52%,559.25K,0.36,44.60,0.38%,"199,281"
ABNB,-0.21%,13.15%,15.07%,8.45%,9.50%,8.48%,12.84%,-0.68%,-,2.61%,3.10%,3.78M,0.70,148.62,1.18%,"2,635,592"
ABNG,-0.86%,25.50%,26.03%,4.62%,6.24%,-,-,-,-,3.23%,3.03%,2.37K,1.63,19.31,2.65%,"3,854"
ABOS,-4.01%,20.09%,4.78%,32.16%,24.64%,102.31%,-46.98%,-86.08%,-,6.88%,7.28%,442.48K,0.72,2.63,-2.59%,"318,439"
ABOT,1.68%,4.76%,22.14%,2.43%,3.41%,5.16%,59.56%,44.79%,-,0.02%,0.25%,0.26K,0.38,40.43,-0.77%,100
ABR,-4.17%,-4.90%,-32.93%,-34.33%,-34.92%,-55.11%,-65.01%,-68.57%,-19.10%,4.04%,3.70%,4.34M,0.58,5.05,1.81%,"2,527,426"
ABSI,-8.78%,55.20%,259.32%,163.68%,203.72%,288.28%,579.49%,-,-,8.32%,11.38%,6.03M,0.78,10.60,-7.59%,"4,686,402"
ABT,-1.54%,2.94%,-8.56%,-26.06%,-25.03%,-29.69%,-12.23%,-21.56%,124.23%,2.08%,2.60%,13.36M,0.51,93.93,-0.50%,"6,850,063"
ABTC,-27.24%,-52.08%,-56.63%,-78.60%,-75.96%,-94.44%,-99.28%,-99.99%,-,17.54%,10.61%,1.17M,1.59,6.13,2.51%,"1,863,038"
ABTS,5.13%,-6.82%,-5.38%,-78.70%,-76.12%,-72.48%,-90.99%,-99.71%,-99.79%,10.40%,10.79%,2.55M,0.01,1.23,4.24%,"17,183"
ABUF,0.65%,1.71%,6.20%,-,8.42%,-,-,-,-,0.29%,0.25%,5.77K,0.17,27.24,0.22%,"1,006"
ABUS,-1.44%,12.94%,11.63%,-1.64%,-0.21%,46.34%,112.39%,64.38%,22.76%,6.84%,4.81%,2.14M,1.38,4.80,-6.61%,"2,950,552"
ABVC,-16.11%,14.39%,5.59%,-34.63%,-29.11%,-54.93%,-66.93%,-96.98%,-99.58%,18.33%,11.58%,135.84K,1.32,1.51,4.14%,"179,316"
ABVX,-3.28%,36.20%,11.31%,10.61%,3.74%,1585.54%,-,-,-,3.02%,6.65%,2.06M,0.41,139.90,-0.60%,"837,163"
ABX,-6.32%,24.27%,37.84%,34.67%,29.94%,113.65%,31.32%,13.60%,-,5.26%,5.17%,583.78K,0.98,11.11,-7.34%,"572,772"
ABXB,-0.47%,-1.14%,-1.21%,-1.94%,-1.93%,-1.54%,-6.00%,-23.08%,-,0.13%,0.05%,0.78K,0.02,19.23,-0.05%,12
ACA,0.02%,13.87%,29.45%,34.91%,36.38%,57.88%,89.62%,158.88%,-,0.53%,1.66%,534.72K,0.71,145.00,0.02%,"379,810"
ACAA,-0.10%,1.90%,-,-,1.39%,-,-,-,-,0.68%,0.28%,17.93K,0.04,10.19,-0.20%,793
ACAD,0.96%,20.05%,16.17%,-4.38%,-1.83%,18.86%,5.85%,10.59%,-24.26%,3.09%,3.61%,1.71M,0.81,26.22,-0.72%,"1,381,076"
ACB,-4.58%,-19.82%,-22.13%,-36.08%,-35.78%,-42.22%,-51.35%,-96.71%,-93.24%,3.23%,4.37%,1.18M,0.79,2.71,0.37%,"934,854"
ACCL,4.65%,18.42%,28.57%,-42.58%,-33.58%,-,-,-,-,3.54%,6.64%,462.80K,0.06,1.80,3.45%,"27,508"
ACCO,-7.62%,-2.51%,33.79%,2.37%,4.02%,-0.26%,-31.33%,-53.81%,-63.53%,3.82%,3.37%,960.33K,0.96,3.88,1.31%,"925,809"
ACCS,3.21%,17.73%,-13.07%,-21.34%,-23.54%,-39.48%,-62.79%,-73.47%,10.39%,3.39%,5.18%,14.79K,1.17,7.11,-0.20%,"17,343"
ACDC,-4.47%,-28.28%,-15.61%,18.55%,26.48%,-37.48%,-60.06%,-,-,7.10%,8.00%,1.41M,0.65,4.92,0.41%,"915,843"
ACEI,1.04%,-2.26%,-1.35%,-5.14%,-5.02%,-,-,-,-,1.42%,1.11%,21.33K,1.29,23.40,0.00%,"27,614"
ACEL,-2.11%,-1.11%,6.66%,8.41%,9.55%,0.56%,18.15%,12.82%,-,2.46%,2.67%,315.43K,1.02,12.50,0.00%,"321,892"
ACEP,1.83%,2.04%,8.52%,18.94%,22.76%,-,-,-,-,0.18%,0.73%,2.36K,0.11,20.01,0.22%,264
ACES,-2.52%,-9.37%,-1.25%,-1.74%,2.62%,20.28%,-29.21%,-54.48%,-,2.41%,2.86%,100.41K,0.98,33.27,-1.28%,"98,300"
ACET,-1.89%,20.79%,28.72%,4.50%,4.87%,-25.40%,-83.67%,-94.03%,-,5.84%,5.39%,108.65K,0.56,8.83,-1.23%,"60,798"
ACFN,2.13%,7.38%,-5.43%,-11.27%,14.24%,7.95%,234.30%,73.89%,498.96%,2.96%,3.74%,9.94K,2.07,17.25,2.01%,"20,545"
ACGC,0.10%,0.20%,-,-,0.30%,-,-,-,-,0.02%,0.12%,207.08K,0.05,9.97,0.00%,"9,799"
ACGL,-1.12%,11.78%,2.25%,6.20%,5.36%,14.11%,42.25%,176.05%,350.52%,1.72%,1.97%,2.36M,0.54,101.06,-0.63%,"1,284,187"
ACGO,2.44%,1.34%,-,-,-2.34%,-,-,-,-,0.00%,0.23%,30.57K,0.00,38.51,0.48%,14
ACGR,1.71%,1.26%,10.87%,3.76%,4.77%,15.16%,69.48%,68.77%,-,0.00%,0.25%,0.37K,0.05,69.19,0.41%,17
ACH,-4.74%,28.09%,30.04%,59.07%,22.14%,-58.70%,-81.05%,-92.43%,-90.99%,8.95%,8.08%,810.45K,0.32,3.42,3.64%,"262,198"
ACHC,-1.97%,22.67%,15.00%,128.15%,120.44%,26.69%,-60.66%,-50.53%,-41.91%,4.32%,5.13%,3.04M,0.98,31.28,-0.38%,"2,966,433"
ACHR,-5.02%,-11.09%,-11.09%,-43.82%,-37.10%,-56.12%,-2.07%,-52.32%,-,6.55%,6.59%,41.43M,0.56,4.73,-2.47%,"23,376,222"
ACHV,-4.53%,9.11%,84.04%,17.50%,22.94%,162.23%,19.34%,-24.47%,-99.73%,6.69%,8.36%,2.04M,1.01,6.11,-4.53%,"2,050,408"
ACHX,-11.00%,-,-,-,-2.15%,-,-,-,-,1.22%,-,1.42K,0.10,24.92,-5.30%,147
ACI,4.46%,-5.75%,-15.51%,-8.27%,-14.04%,-33.75%,-32.91%,-2.74%,-,3.47%,3.50%,7.36M,1.25,14.76,2.93%,"9,213,596"
ACIC,-3.21%,8.87%,-4.77%,-1.41%,-5.98%,9.35%,185.49%,149.16%,-21.29%,2.43%,2.54%,279.52K,0.86,11.17,-0.09%,"241,256"
ACII,0.23%,0.07%,0.51%,0.71%,-0.02%,-,-,-,-,0.79%,1.37%,67.66K,0.30,25.62,0.01%,"20,346"
ACIO,1.11%,1.41%,7.88%,6.12%,6.77%,12.14%,51.28%,52.77%,-,0.71%,0.91%,125.35K,0.98,46.66,0.30%,"122,510"
ACIU,-4.78%,5.75%,-29.71%,-35.05%,-23.89%,13.27%,-22.65%,-70.42%,-,5.86%,6.00%,281.98K,0.70,2.39,-8.08%,"197,130"
