Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,7.39%,11.53%,34.12%,17.25%,9.86%,30.98%,17.84%,-4.49%,210.60%,2.38%,2.69%,2.33M,0.52,149.49,0.52%,"1,199,337"
AAA,15.48%,11.00%,-17.23%,-13.28%,1.77%,84.38%,69.21%,21.09%,-,2.96%,3.63%,5.62M,1.60,54.08,4.75%,"9,013,368"
AAAA,-0.11%,0.08%,0.26%,-0.14%,-0.14%,-0.02%,0.75%,-0.19%,-,0.21%,0.30%,9.97K,80.64,24.97,0.12%,"803,934"
AAAAA,-0.21%,2.15%,2.25%,9.28%,12.64%,20.54%,-,-,-,0.33%,0.45%,6.12K,0.77,30.80,-0.21%,"4,738"
AAAAC,0.10%,0.20%,0.15%,0.05%,0.10%,-,-,-,-,0.00%,0.03%,76.48K,0.00,20.08,0.00%,11
AAAAD,-0.27%,-0.75%,-,-,-0.95%,-,-,-,-,0.01%,0.01%,0.26K,0.04,49.46,0.04%,11
AAAAP,0.20%,0.48%,-,-,0.90%,-,-,-,-,0.09%,0.03%,84.83K,0.12,25.34,0.08%,"10,358"
AAAAU,7.17%,9.25%,-7.69%,-14.02%,1.29%,30.21%,127.26%,147.27%,-,1.34%,1.16%,1.52M,0.61,43.10,-0.39%,"931,544"
AAAC-U,0.04%,1.19%,-,-,1.19%,-,-,-,-,0.41%,0.42%,586.94K,0.00,10.19,0.00%,760
AAACB,0.19%,0.09%,1.73%,2.23%,2.52%,4.24%,-,-,-,0.19%,0.39%,26.26K,1.92,10.56,-0.09%,"50,337"
AAACG,-0.02%,-7.05%,-22.46%,-1.54%,11.84%,-51.99%,-31.49%,-69.94%,98.31%,5.17%,6.81%,13.87K,0.24,0.88,1.60%,"3,322"
AAACI,-0.01%,0.19%,0.39%,-,0.39%,-,-,-,-,0.02%,0.11%,40.48K,0.00,9.99,-0.11%,13
AAACO,-0.10%,-0.20%,0.00%,-,-0.10%,-,-,-,-,0.00%,0.05%,21.18K,1.18,9.94,0.00%,"25,008"
AAACP,0.10%,0.30%,-,-,0.70%,-,-,-,-,0.07%,0.11%,192.50K,2.73,10.02,0.00%,"525,544"
AAADR,0.47%,0.99%,-2.90%,-11.63%,-2.57%,4.17%,63.62%,21.16%,103.97%,1.47%,0.91%,2.52K,3.44,84.04,-0.25%,"8,654"
AAADX,0.19%,9.99%,-,-,-0.77%,-,-,-,-,7.24%,8.00%,1.70M,0.57,20.59,-4.32%,"960,195"
AAAEQ,-0.25%,2.87%,4.26%,11.10%,11.37%,-,-,-,-,0.15%,0.20%,0.66K,0.02,54.94,-0.40%,14
