Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,-4.37%,0.60%,10.67%,25.90%,7.92%,14.61%,28.83%,-17.84%,212.31%,3.26%,2.72%,2.21M,0.72,146.85,-2.66%,"1,603,238"
AAA,3.58%,3.13%,-29.55%,-15.40%,-2.63%,61.49%,84.13%,13.14%,-,3.30%,3.99%,5.60M,0.63,51.74,3.54%,"3,499,439"
AAAA,0.44%,0.14%,0.18%,0.10%,0.04%,0.14%,1.05%,0.03%,-,0.39%,0.23%,22.29K,0.73,25.01,0.24%,"16,244"
AAAAA,0.35%,-0.42%,2.43%,12.11%,12.53%,17.83%,-,-,-,0.29%,0.27%,5.70K,2.47,30.77,-0.28%,"14,086"
AAAAC,-0.27%,0.02%,0.27%,0.60%,0.12%,-,-,-,-,0.00%,0.00%,75.28K,0.00,20.08,0.02%,28
AAAAD,0.03%,-0.51%,-0.95%,-,-1.26%,-,-,-,-,0.00%,0.00%,0.20K,0.05,49.31,-0.02%,10
AAAAP,0.18%,0.24%,-,-,1.05%,-,-,-,-,0.11%,0.11%,56.72K,0.13,25.39,0.02%,"7,488"
AAAAU,-2.07%,0.37%,0.73%,-15.26%,0.99%,19.69%,125.98%,141.68%,-,1.09%,1.31%,1.54M,1.13,42.97,-1.72%,"1,750,233"
AAAC,0.00%,-,-,-,0.60%,-,-,-,-,0.40%,-,86.49K,0.00,10.06,0.00%,38
AAACG,2.15%,10.44%,-9.95%,0.00%,20.21%,-53.88%,-19.49%,-64.94%,94.44%,6.89%,9.13%,224.00K,0.07,0.95,6.73%,"15,323"
AAACI,0.10%,0.60%,1.01%,-,1.01%,-,-,-,-,0.08%,0.09%,41.46K,0.00,10.05,0.01%,49
AAACO,0.20%,0.50%,0.60%,-,0.40%,-,-,-,-,0.00%,0.06%,29.08K,0.07,9.99,0.00%,"2,069"
AAACP,-0.10%,0.60%,1.00%,-,1.11%,-,-,-,-,0.02%,0.11%,99.68K,0.00,10.06,0.00%,10
AAADR,1.86%,0.86%,3.11%,-1.48%,-1.37%,1.54%,68.85%,24.39%,108.46%,0.37%,0.87%,2.90K,0.20,85.07,0.46%,575
AAADX,-6.14%,-42.48%,-35.54%,-,-40.29%,-,-,-,-,6.49%,7.04%,1.38M,1.74,12.39,-4.18%,"2,395,905"
AAAEQ,-0.00%,-0.86%,3.85%,12.95%,10.98%,-,-,-,-,0.04%,0.11%,0.77K,0.02,54.74,-0.45%,13
AAAL,-3.87%,-19.01%,-5.07%,12.85%,-15.79%,-0.31%,-7.65%,-32.51%,-67.19%,2.45%,2.66%,105.14M,0.52,12.91,-1.68%,"55,046,101"
AAALG,-7.88%,-35.79%,-18.28%,6.48%,-44.66%,-30.18%,-,-,-,3.78%,4.22%,31.39K,0.84,9.81,-3.46%,"26,519"
AAAME,-5.76%,-14.38%,-17.61%,-52.71%,-53.71%,-59.32%,-31.05%,-66.58%,-61.92%,6.03%,6.99%,62.82K,0.68,1.31,-3.68%,"42,660"
AAAMI,-2.18%,2.56%,19.63%,78.72%,96.06%,105.46%,352.83%,242.44%,580.07%,3.56%,2.71%,475.13K,0.90,92.15,-1.53%,"427,275"
AAAOG,5.12%,-40.80%,-81.38%,-,-82.76%,-,-,-,-,11.61%,18.35%,2.20M,2.19,2.67,10.33%,"4,814,952"
AAAOI,3.58%,-17.75%,-43.27%,0.84%,219.99%,372.07%,845.34%,1333.80%,457.19%,5.83%,8.84%,11.34M,1.07,111.55,5.70%,"12,081,149"
AAAON,4.51%,-16.27%,-39.87%,-12.10%,4.13%,-1.83%,21.09%,83.48%,324.90%,3.97%,5.09%,1.10M,1.14,79.40,0.00%,"1,253,195"
AAAOX,5.71%,-40.34%,-81.16%,-,-52.80%,-,-,-,-,11.75%,18.57%,7.98M,1.36,12.04,11.17%,"10,844,234"
AAAOZ,-8.96%,10.82%,-,-,-52.90%,-,-,-,-,12.27%,18.72%,2.10M,0.71,12.09,-11.30%,"1,489,017"
AAAP,0.90%,-26.37%,-27.10%,-16.70%,8.30%,-30.23%,-34.13%,-78.74%,-73.21%,3.41%,4.72%,1.93M,0.89,42.56,-3.67%,"1,708,772"
AAAPB,-0.92%,0.73%,5.22%,37.74%,22.68%,55.18%,66.24%,-,-,4.24%,3.59%,66.11K,0.46,39.34,-2.53%,"30,533"
AAAPD,0.45%,-0.54%,-6.21%,-19.35%,-15.87%,-27.10%,-49.75%,-,-,2.50%,2.02%,9.67M,0.72,11.03,1.19%,"6,997,329"
AAAPE,-0.60%,0.54%,-,-,-0.27%,-,-,-,-,4.21%,3.22%,15.04K,1.35,14.85,-2.11%,"20,364"
AAAPG,1.99%,-8.14%,1.87%,-26.38%,-33.54%,-57.50%,-,-,-,2.15%,2.76%,10.69K,1.96,17.44,-0.99%,"20,910"
AAAPL,-0.20%,0.92%,4.87%,21.68%,16.32%,32.93%,77.47%,103.87%,1098.71%,2.58%,2.08%,54.32M,0.65,316.22,-1.17%,"35,477,090"
AAAPR,0.07%,0.19%,1.40%,4.11%,4.86%,7.22%,-,-,-,0.10%,0.13%,3.76K,1.79,29.80,-0.10%,"6,751"
AAAPU,-0.98%,0.85%,4.23%,35.11%,20.22%,49.05%,90.88%,-,-,5.16%,4.13%,1.86M,0.71,40.37,-2.35%,"1,330,816"
AAAPW,-0.98%,-1.58%,-1.95%,7.48%,-3.54%,0.87%,-,-,-,2.20%,1.96%,17.41K,0.51,39.01,-1.97%,"8,850"
AAAPX,-0.79%,1.06%,4.12%,34.67%,19.29%,46.85%,-,-,-,4.71%,3.58%,49.84K,1.61,36.36,-2.55%,"80,054"
AAAPY,-0.53%,-0.34%,0.61%,14.43%,5.35%,10.32%,-,-,-,1.91%,1.50%,7.10K,2.23,26.22,-1.73%,"15,849"
AAARD,-12.62%,-32.53%,48.47%,-12.48%,-59.39%,-35.00%,-,-,-,10.76%,13.43%,247.84K,0.66,5.33,-0.93%,"164,747"
AAAT,-2.80%,-4.38%,-9.16%,14.59%,15.32%,5.20%,6.59%,-45.26%,-51.09%,1.65%,1.60%,429.89K,1.15,21.83,-0.95%,"496,119"
AAAUA,0.04%,-0.78%,4.61%,-,18.35%,-,-,-,-,0.21%,0.19%,5.29K,0.25,58.63,-0.45%,"1,323"
AAAUB,0.83%,-0.59%,-,-,3.45%,-,-,-,-,0.55%,0.29%,5.79K,0.02,51.18,0.01%,114
AAAUC,-2.80%,5.14%,-10.76%,-27.23%,0.09%,47.55%,-,-,-,3.37%,3.77%,695.44K,0.80,22.90,-3.05%,"554,478"
AAAUS,-0.02%,-0.85%,3.95%,12.63%,11.60%,17.61%,-,-,-,0.04%,0.11%,8.61K,0.07,61.50,-0.48%,601
AAAVM,0.36%,-0.07%,2.60%,8.58%,16.92%,21.79%,51.59%,22.26%,-,0.17%,0.12%,1.21K,0.33,34.51,-0.29%,403
AAAXJ,2.35%,5.26%,4.44%,19.69%,28.33%,36.09%,84.07%,34.14%,96.86%,1.04%,1.00%,533.75K,0.54,119.50,-0.03%,"285,931"
AAB,0.00%,-1.08%,0.19%,-3.14%,-4.57%,-4.65%,14.86%,-27.53%,66.46%,1.58%,1.48%,287.19K,1.07,36.72,-1.69%,"306,579"
AABAT,4.07%,7.66%,-26.05%,-15.87%,-15.87%,18.07%,-70.44%,-86.29%,-51.97%,5.69%,6.16%,4.98M,0.53,2.81,1.08%,"2,660,506"
AABBV,-2.98%,1.11%,11.53%,9.38%,8.88%,18.59%,66.94%,125.43%,288.35%,2.07%,1.96%,6.38M,0.87,248.78,-2.99%,"5,572,108"
AABCB,0.88%,-3.12%,-0.43%,11.24%,14.43%,15.48%,116.76%,83.05%,137.53%,1.57%,1.44%,476.69K,0.68,84.99,-1.23%,"324,632"
AABCL,-0.35%,65.08%,111.07%,225.00%,234.50%,174.34%,111.46%,-37.28%,-,4.70%,7.99%,7.49M,0.34,11.44,0.09%,"2,559,062"
AABCS,-1.32%,-2.00%,8.32%,15.86%,15.96%,15.77%,-,-,-,0.50%,0.44%,2.09K,2.22,35.28,-1.79%,"4,655"
AABEO,0.00%,-19.20%,8.74%,13.37%,11.01%,-12.69%,43.73%,-81.28%,-95.45%,3.36%,4.14%,1.38M,0.63,5.85,-2.50%,"872,572"
AABEQ,-0.12%,0.54%,5.07%,0.07%,8.44%,8.92%,39.33%,40.23%,-,0.46%,0.38%,12.52K,0.32,38.88,-0.27%,"3,953"
AABEV,5.92%,1.33%,-0.98%,1.33%,23.08%,38.18%,20.18%,10.81%,-41.20%,2.61%,2.35%,28.45M,0.85,3.04,0.66%,"24,184,529"
AABFL,-0.60%,-2.37%,0.41%,11.63%,14.31%,14.31%,54.75%,58.57%,-,0.62%,0.61%,13.41K,0.92,81.58,-0.57%,"12,346"
AABG,0.71%,-0.66%,10.05%,4.28%,-8.44%,-16.30%,-4.21%,21.89%,286.55%,3.11%,2.68%,246.02K,0.92,212.91,-2.00%,"227,080"
AABI,0.06%,-0.04%,-0.64%,-1.26%,-0.26%,-1.98%,-,-,-,0.07%,0.02%,0.89K,0.26,24.75,-0.02%,229
AABIG,-0.39%,-3.14%,4.56%,14.29%,9.51%,11.85%,-,-,-,0.43%,0.28%,2.64K,0.33,35.05,-0.49%,874
AABLD,1.07%,2.94%,8.03%,2.33%,13.27%,13.47%,19.90%,-,-,0.66%,0.70%,11.57K,0.92,32.95,0.26%,"10,688"
AABLG,0.99%,0.14%,1.30%,1.98%,0.22%,3.89%,19.43%,-13.11%,-,0.26%,1.08%,2.47K,0.05,31.78,0.43%,130
AABLS,-1.19%,-5.30%,6.12%,16.74%,9.83%,-8.15%,-,-,-,0.23%,0.43%,1.83K,0.17,22.00,-0.95%,304
AABLV,-13.08%,13.28%,-7.92%,33.96%,37.68%,6.94%,-67.02%,-,-,9.97%,12.17%,58.56K,0.05,0.93,-1.06%,"2,793"
AABM,8.51%,4.24%,19.26%,16.91%,19.62%,7.98%,28.82%,7.09%,25.19%,3.43%,2.18%,526.42K,1.94,50.60,7.55%,"1,019,581"
AABNB,-4.74%,-1.98%,29.84%,30.22%,28.60%,40.06%,19.70%,6.47%,-,2.66%,2.90%,4.36M,1.62,174.54,-4.07%,"7,046,467"
AABOS,10.88%,29.51%,45.62%,0.64%,49.76%,124.11%,-43.72%,-82.75%,-,5.88%,6.21%,465.69K,0.77,3.16,-0.63%,"358,106"
AABOT,-3.65%,0.33%,10.42%,20.70%,9.89%,7.87%,66.71%,47.31%,-,0.10%,0.34%,0.32K,0.75,42.96,-2.05%,240
AABR,0.00%,-6.36%,-5.29%,-41.06%,-35.44%,-58.22%,-67.50%,-68.76%,-27.46%,3.56%,3.04%,3.87M,1.01,5.01,-4.57%,"3,905,884"
AABSI,-1.44%,-0.22%,36.03%,254.98%,155.30%,254.98%,443.29%,-37.61%,-,6.09%,6.68%,4.66M,0.54,8.91,1.02%,"2,508,846"
AABT,-4.39%,-2.12%,16.60%,-6.33%,-15.78%,-20.18%,4.76%,-18.24%,152.14%,3.37%,2.25%,11.24M,1.01,105.52,-2.59%,"11,397,831"
AABTC,4.21%,29.98%,-37.76%,-49.03%,-67.02%,-93.28%,-98.20%,-99.99%,-,11.14%,10.40%,1.59M,1.29,8.41,5.26%,"2,040,490"
