Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
A,1.34%,-1.90%,17.03%,-3.29%,-1.97%,10.74%,10.93%,-9.74%,199.08%,3.11%,2.86%,2.27M,1.04,133.39,0.42%,"2,354,835"
AA,-9.22%,-38.94%,-28.42%,-11.70%,-10.65%,57.22%,39.94%,28.46%,-,5.10%,5.02%,5.07M,3.35,47.48,-8.94%,"16,986,868"
AAA,-0.02%,0.16%,0.30%,0.06%,0.02%,0.28%,1.40%,0.05%,-,0.36%,0.36%,11.30K,0.21,25.00,0.42%,"2,426"
AAAA,0.60%,-1.62%,13.05%,9.33%,10.60%,-,-,-,-,0.53%,0.64%,4.25K,2.81,30.24,-0.67%,"11,940"
AAAC,-0.27%,-0.02%,-0.15%,-0.22%,-0.22%,-,-,-,-,0.00%,0.00%,0.04K,0.49,20.01,-0.40%,20
AAAD,-0.33%,-,-,-,0.38%,-,-,-,-,0.00%,-,0.25K,0.39,50.12,-0.23%,97
AAAP,0.40%,-,-,-,0.32%,-,-,-,-,0.05%,-,205.39K,0.00,25.17,0.00%,27
AAAU,1.32%,-9.86%,-13.79%,-6.90%,-6.42%,20.78%,109.19%,125.35%,-,1.34%,1.66%,1.81M,0.66,39.82,0.63%,"1,194,866"
AAC-U,-,-,-,-,0.10%,-,-,-,-,-,-,7.27M,0.39,10.06,0.10%,"2,864,116"
AACB,0.00%,-0.47%,1.55%,2.04%,1.94%,3.75%,-,-,-,0.19%,0.26%,29.01K,1.37,10.50,0.10%,"39,695"
AACG,10.40%,-8.94%,19.68%,35.44%,34.81%,33.18%,-25.50%,-64.01%,115.69%,7.11%,7.94%,17.84K,0.16,1.07,3.44%,"2,777"
AACI,0.50%,0.40%,1.42%,-,1.32%,-,-,-,-,0.22%,0.12%,34.24K,0.44,10.00,0.10%,"15,174"
AACO,0.30%,0.40%,-,-,-0.20%,-,-,-,-,0.07%,0.08%,24.04K,0.53,9.93,0.30%,"12,707"
AACP,0.23%,0.30%,-,-,0.30%,-,-,-,-,0.14%,0.17%,307.61K,0.15,9.98,0.30%,"45,616"
AADR,1.72%,-5.32%,0.01%,-5.46%,-5.35%,5.03%,64.56%,23.17%,107.21%,1.16%,1.21%,2.40K,1.22,81.64,-0.58%,"2,937"
AADX,30.68%,-,-,-,25.46%,-,-,-,-,9.74%,-,2.73M,0.83,23.85,4.70%,"2,261,913"
AAEQ,1.90%,-1.91%,14.13%,6.45%,7.63%,-,-,-,-,0.32%,0.30%,1.06K,0.04,53.09,-0.18%,47
AAL,4.07%,26.57%,68.99%,19.88%,18.40%,57.55%,1.17%,-15.62%,-38.12%,3.25%,4.13%,85.58M,1.95,18.15,0.44%,"166,617,418"
AALG,8.29%,55.11%,161.76%,18.06%,17.06%,-,-,-,-,5.30%,6.92%,55.34K,0.80,20.74,0.93%,"44,304"
AAME,-1.18%,-19.23%,-27.90%,-37.78%,-40.64%,-29.11%,-12.95%,-61.64%,-57.25%,3.50%,5.84%,13.56K,0.53,1.68,0.60%,"7,123"
AAMI,2.27%,-0.44%,32.27%,49.74%,53.15%,101.62%,243.58%,200.54%,445.72%,3.90%,4.06%,462.54K,1.03,71.98,0.64%,"474,213"
AAOG,-12.02%,-54.47%,-,-,-60.11%,-,-,-,-,22.31%,27.65%,961.07K,0.56,6.22,-11.90%,"535,800"
AAOI,-5.42%,-25.14%,64.32%,278.23%,298.74%,448.32%,2232.21%,1554.76%,1138.86%,10.67%,12.77%,12.87M,0.50,139.00,-6.18%,"6,439,399"
AAON,-11.53%,-16.04%,40.69%,53.79%,52.68%,55.41%,84.19%,178.96%,541.08%,5.18%,5.70%,1.09M,0.96,116.42,-8.23%,"1,047,326"
AAOX,-11.74%,-54.79%,53.31%,-,-20.50%,-,-,-,-,22.88%,27.89%,4.98M,0.73,27.58,-12.75%,"3,613,127"
AAP,8.77%,6.27%,19.47%,58.06%,60.36%,27.39%,-10.36%,-69.84%,-61.65%,4.08%,4.54%,1.82M,0.62,63.02,1.29%,"1,126,709"
AAPB,0.05%,-9.16%,30.22%,8.27%,9.61%,77.41%,25.28%,-,-,6.24%,5.22%,91.53K,0.46,35.15,3.36%,"42,292"
AAPD,-0.92%,2.85%,-14.76%,-8.53%,-9.23%,-31.29%,-40.66%,-,-,3.63%,2.85%,8.25M,0.90,11.90,-1.73%,"7,401,617"
AAPG,5.15%,-5.87%,-24.76%,-30.71%,-31.55%,-53.94%,-,-,-,3.26%,2.96%,10.18K,1.46,17.96,2.28%,"14,855"
AAPL,0.44%,-3.89%,15.99%,7.53%,8.28%,41.65%,51.77%,114.45%,1127.99%,3.73%,2.90%,53.00M,0.94,294.38,1.73%,"50,042,202"
AAPR,0.49%,-0.06%,2.44%,3.79%,3.80%,8.23%,-,-,-,0.26%,0.23%,17.25K,0.09,29.49,-0.00%,"1,502"
AAPU,0.06%,-9.83%,28.76%,6.05%,7.59%,70.61%,48.19%,-,-,7.52%,5.84%,2.27M,0.63,36.13,3.61%,"1,435,349"
AAPW,-0.30%,-6.70%,10.52%,-6.40%,-5.92%,4.61%,-,-,-,3.39%,2.86%,15.51K,0.40,38.04,2.43%,"6,258"
AAPX,-0.61%,-9.92%,27.90%,5.57%,6.92%,67.47%,-,-,-,6.87%,5.24%,100.10K,0.20,32.59,2.90%,"19,769"
AAPY,0.02%,-5.67%,13.71%,0.30%,0.86%,15.46%,-,-,-,2.70%,2.22%,4.41K,0.61,25.10,2.29%,"2,695"
AARD,13.31%,40.85%,49.07%,-58.26%,-57.18%,-58.55%,-,-,-,13.77%,9.97%,195.08K,1.24,5.62,-2.43%,"242,621"
AAT,3.49%,7.69%,36.99%,32.18%,33.23%,27.18%,31.35%,-32.93%,-40.70%,2.45%,2.06%,404.69K,0.66,25.22,2.15%,"265,296"
AAUA,1.92%,-1.69%,16.16%,-,13.70%,-,-,-,-,0.11%,0.29%,2.71K,0.01,56.85,-0.13%,17
AAUC,3.04%,-7.20%,-23.61%,3.27%,3.63%,73.57%,-,-,-,4.37%,3.89%,724.51K,0.12,23.71,-0.29%,"88,364"
AAUM,3.08%,-6.38%,1.23%,-20.36%,-19.32%,-,-,-,-,0.21%,0.23%,0.41K,1.25,19.75,0.99%,517
AAUS,1.95%,-1.75%,13.97%,7.49%,8.34%,-,-,-,-,0.22%,0.32%,1.89K,1.40,59.70,-0.08%,"2,651"
