Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
A,0.32%,17.18%,17.37%,-6.88%,-0.43%,16.05%,17.00%,-3.32%,193.95%,3.04%,3.11%,2.24M,1.02,135.48,2.10%,"2,276,019"
AA,-13.58%,14.61%,18.10%,65.43%,36.26%,153.54%,105.54%,90.65%,-,4.92%,4.74%,5.13M,0.86,72.41,-1.40%,"4,383,870"
AAA,-0.33%,-0.01%,-0.27%,-0.14%,-0.23%,-0.06%,1.69%,-0.26%,-,0.50%,0.38%,8.80K,0.87,24.94,-0.09%,"7,657"
AAAA,-3.01%,-0.54%,9.09%,8.97%,9.50%,-,-,-,-,1.01%,0.57%,4.43K,1.40,29.94,-0.33%,"6,186"
AAAC,0.10%,-0.05%,0.30%,-,-0.10%,-,-,-,-,0.00%,0.00%,2.87K,0.00,20.03,0.05%,4
AAAD,-,-,-,-,-0.14%,-,-,-,-,-,-,0.45K,0.46,49.86,0.18%,211
AAAU,-5.10%,-9.87%,-18.11%,1.25%,-1.30%,27.80%,116.13%,123.26%,-,1.59%,1.33%,2.19M,1.38,41.99,-1.56%,"3,010,906"
AACB,-0.27%,1.06%,1.55%,1.65%,1.84%,3.76%,-,-,-,0.34%,0.18%,28.34K,0.02,10.49,-0.10%,536
AACG,0.94%,-8.12%,12.29%,2.38%,36.02%,20.60%,-16.66%,-67.52%,96.35%,7.06%,7.52%,13.57K,0.53,1.08,1.90%,"7,206"
AACI,-0.10%,0.20%,-,-,0.81%,-,-,-,-,0.04%,0.14%,31.49K,0.02,9.95,0.00%,525
AACO,0.40%,0.20%,-,-,-0.20%,-,-,-,-,0.14%,0.14%,9.59K,0.00,9.93,0.00%,0
AACP,0.00%,-,-,-,0.10%,-,-,-,-,0.18%,-,597.99K,1.17,9.96,0.00%,"700,479"
AADR,-3.71%,-3.85%,-6.84%,-3.03%,-4.52%,4.97%,67.91%,21.98%,112.48%,1.01%,1.34%,3.17K,0.95,82.36,-0.18%,"3,027"
AADX,-,-,-,-,0.58%,-,-,-,-,-,-,7.18M,0.56,19.12,-0.52%,"4,038,480"
AAEQ,-3.04%,-0.30%,8.61%,-,6.41%,-,-,-,-,0.50%,0.20%,2.89K,0.17,52.49,-0.42%,492
AAL,1.15%,5.54%,26.82%,-4.86%,-8.09%,19.81%,-9.51%,-40.92%,-57.81%,3.72%,3.97%,67.35M,2.23,14.09,3.60%,"149,864,358"
AALG,2.64%,9.25%,48.91%,-23.99%,-27.30%,-,-,-,-,5.99%,6.79%,66.69K,0.61,12.88,7.36%,"40,483"
AAME,-13.30%,-30.71%,-34.57%,-26.97%,-37.81%,0.00%,-18.52%,-58.00%,-50.11%,7.88%,5.23%,11.08K,4.03,1.76,10.69%,"44,608"
AAMI,6.38%,12.69%,50.00%,65.33%,64.55%,147.81%,239.51%,247.44%,423.27%,3.90%,3.69%,351.68K,0.98,77.34,0.40%,"343,242"
AAOG,-41.37%,-,-,-,-39.34%,-,-,-,-,45.54%,-,434.98K,5.20,9.46,-34.03%,"2,263,083"
AAOI,-19.51%,9.36%,35.18%,512.56%,367.24%,865.50%,4974.14%,1774.34%,1413.75%,19.91%,15.57%,12.49M,2.14,162.88,-17.17%,"26,712,675"
AAON,-9.64%,-7.16%,43.21%,48.13%,70.05%,37.99%,103.61%,201.30%,602.64%,7.17%,6.14%,1.05M,1.10,129.66,-1.81%,"1,156,910"
AAOX,-40.94%,-6.45%,-,-,21.74%,-,-,-,-,45.74%,33.65%,3.60M,3.62,42.23,-33.90%,"13,019,198"
