Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,-1.94%,6.74%,11.39%,31.10%,10.87%,17.42%,23.75%,-15.85%,220.98%,3.13%,2.80%,2.22M,0.82,150.86,0.59%,"1,825,452"
AAA,-0.70%,5.24%,-30.49%,-16.23%,-5.97%,59.70%,60.68%,5.85%,-,3.34%,4.01%,5.63M,0.50,49.97,-2.12%,"2,824,752"
AAAA,0.03%,-0.08%,0.00%,-0.12%,-0.20%,-0.30%,0.97%,-0.21%,-,0.25%,0.20%,22.43K,0.20,24.95,-0.36%,"4,528"
AAAAA,0.57%,0.50%,3.19%,13.38%,12.86%,18.36%,-,-,-,0.29%,0.26%,5.86K,0.06,30.86,0.09%,381
AAAAC,-0.30%,0.05%,0.22%,0.78%,0.10%,-,-,-,-,0.00%,0.00%,75.28K,0.00,20.08,0.05%,16
AAAAD,-0.70%,-0.40%,-0.99%,-,-1.24%,-,-,-,-,0.00%,0.00%,0.20K,0.20,49.31,0.08%,41
AAAAP,-0.18%,0.30%,-,-,1.04%,-,-,-,-,0.10%,0.11%,57.72K,0.10,25.38,0.04%,"5,846"
AAAAU,-0.49%,4.37%,2.70%,-14.00%,2.75%,24.75%,127.35%,140.35%,-,1.02%,1.29%,1.53M,1.09,43.72,-0.85%,"1,666,674"
AAAC,0.00%,-,-,-,0.60%,-,-,-,-,0.40%,-,100.55K,0.02,10.06,0.00%,"2,171"
AAAC-U,-0.29%,-0.29%,-,-,0.89%,-,-,-,-,0.33%,0.47%,426.33K,0.00,10.16,0.00%,157
AAACB,-,0.28%,0.95%,2.42%,2.82%,4.54%,-,-,-,0.13%,0.31%,49.38K,0.00,10.59,0.00%,0
AAACG,-3.26%,-1.10%,-18.34%,-8.07%,12.63%,-58.60%,-29.36%,-67.87%,85.44%,5.17%,8.91%,224.06K,0.01,0.89,-1.09%,"3,057"
AAACI,-0.01%,0.49%,0.99%,-,0.99%,-,-,-,-,0.12%,0.10%,42.68K,0.00,10.05,0.09%,78
AAACO,0.10%,0.50%,1.01%,-,0.40%,-,-,-,-,0.02%,0.06%,30.05K,0.00,9.99,0.00%,9
AAACP,-0.10%,0.50%,0.70%,-,1.11%,-,-,-,-,0.04%,0.12%,99.72K,0.00,10.06,0.00%,10
AAADR,1.48%,0.13%,2.67%,-1.29%,-1.83%,2.75%,62.35%,23.40%,108.44%,0.45%,0.98%,2.79K,3.23,84.68,-0.20%,"9,021"
AAADX,-2.78%,-39.18%,-26.28%,-,-37.69%,-,-,-,-,5.81%,6.90%,1.43M,1.21,12.93,3.19%,"1,730,940"
AAAEQ,0.19%,0.22%,4.43%,14.38%,11.48%,-,-,-,-,0.04%,0.13%,0.76K,0.68,54.99,-0.27%,515
AAAL,-3.74%,-18.09%,-2.74%,17.44%,-14.35%,2.10%,-10.56%,-32.21%,-64.06%,2.34%,2.70%,105.09M,0.70,13.13,1.23%,"74,077,434"
AAALG,-7.60%,-34.25%,-13.84%,14.58%,-42.68%,-26.95%,-,-,-,3.61%,4.17%,31.76K,0.87,10.16,2.53%,"27,677"
AAAME,-3.55%,-15.00%,-18.56%,-48.09%,-51.94%,-59.28%,-31.31%,-65.91%,-62.64%,6.73%,7.19%,62.88K,0.16,1.36,0.00%,"10,121"
AAAMI,-2.28%,2.21%,26.46%,82.84%,99.11%,119.62%,343.72%,241.53%,597.32%,3.47%,2.77%,474.23K,0.81,93.58,1.45%,"385,427"
AAAOG,-2.42%,-35.81%,-79.33%,-,-84.38%,-,-,-,-,9.96%,18.86%,2.17M,1.11,2.42,10.76%,"2,415,273"
AAAOI,-0.66%,-15.05%,-40.38%,10.41%,202.73%,352.53%,657.03%,1266.97%,502.68%,5.03%,9.13%,11.46M,0.60,105.53,5.13%,"6,840,210"
AAAON,4.65%,-12.05%,-40.13%,-10.11%,4.13%,-2.47%,20.93%,77.21%,310.83%,4.00%,5.23%,1.09M,1.30,79.40,1.82%,"1,418,286"
AAAOX,-2.52%,-37.36%,-79.38%,-,-57.55%,-,-,-,-,10.22%,19.08%,7.96M,1.02,10.83,10.51%,"8,118,640"
AAAOZ,-0.58%,0.44%,-,-,-46.90%,-,-,-,-,9.74%,20.08%,2.14M,0.39,13.63,-10.45%,"837,496"
AAAP,2.98%,-23.72%,-22.23%,-12.22%,12.42%,-26.44%,-34.69%,-77.85%,-72.14%,3.65%,4.60%,1.93M,0.69,44.18,3.42%,"1,323,102"
AAAPB,-0.11%,4.28%,3.44%,43.58%,25.86%,56.60%,52.90%,-,-,4.84%,3.60%,65.70K,0.77,40.36,-5.03%,"50,367"
AAAPD,0.00%,-1.98%,-5.46%,-21.13%,-16.86%,-27.38%,-47.22%,-,-,2.66%,2.00%,9.60M,1.30,10.90,2.64%,"12,471,712"
AAAPE,-0.37%,3.54%,-,-,1.88%,-,-,-,-,4.78%,3.23%,14.93K,1.30,15.17,-5.23%,"19,451"
AAAPG,-3.62%,3.07%,2.41%,-23.88%,-32.87%,-54.34%,-,-,-,2.60%,2.78%,10.68K,0.48,17.61,1.47%,"5,099"
AAAPL,0.08%,2.42%,4.11%,24.28%,17.70%,33.44%,68.89%,107.37%,1088.04%,2.75%,2.06%,54.40M,0.73,319.97,-2.51%,"39,606,884"
AAAPR,0.17%,0.44%,1.55%,4.36%,4.96%,7.57%,-,-,-,0.13%,0.13%,3.85K,0.02,29.83,-0.03%,69
AAAPU,-0.12%,3.74%,2.76%,41.00%,23.11%,50.18%,77.73%,-,-,5.47%,4.08%,1.85M,0.90,41.34,-5.10%,"1,671,183"
AAAPW,-0.66%,0.99%,-3.06%,10.87%,-1.60%,1.27%,-,-,-,2.34%,1.94%,17.25K,1.01,39.79,-3.18%,"17,386"
AAAPX,-0.19%,3.38%,2.95%,40.77%,22.41%,48.29%,-,-,-,4.90%,3.53%,49.00K,1.92,37.31,-5.04%,"94,267"
AAAPY,0.15%,2.10%,-0.38%,17.58%,7.20%,12.14%,-,-,-,1.98%,1.49%,7.12K,0.61,26.68,-2.99%,"4,377"
AAARD,-7.08%,-26.30%,46.20%,-8.03%,-59.01%,-36.63%,-,-,-,11.59%,13.39%,245.23K,1.05,5.38,-6.11%,"257,809"
AAAT,-1.74%,-2.13%,-6.85%,15.45%,16.43%,6.99%,2.32%,-44.61%,-50.49%,1.41%,1.57%,430.81K,1.11,22.04,-0.54%,"480,241"
AAAUA,0.19%,0.27%,5.17%,-,18.88%,-,-,-,-,0.16%,0.18%,5.28K,0.07,58.89,-0.27%,390
AAAUB,0.38%,0.28%,-,-,3.44%,-,-,-,-,0.55%,0.30%,5.96K,0.07,51.18,0.56%,412
AAAUC,1.11%,14.27%,-7.37%,-24.71%,3.23%,65.75%,-,-,-,3.45%,3.94%,696.00K,0.24,23.62,-1.75%,"167,544"
AAAUS,0.19%,0.26%,4.58%,13.99%,12.13%,18.19%,-,-,-,0.00%,0.11%,8.64K,0.00,61.79,-0.27%,21
AAAVM,0.45%,1.37%,3.23%,9.40%,17.26%,23.87%,49.98%,21.39%,-,0.14%,0.10%,1.15K,6.19,34.61,0.00%,"7,127"
AAAXJ,2.30%,6.16%,6.69%,21.99%,28.37%,39.29%,79.95%,33.46%,100.81%,1.09%,1.05%,534.98K,0.93,119.54,2.00%,"498,117"
AAB,1.27%,0.59%,0.24%,-1.48%,-2.94%,-5.30%,19.67%,-27.42%,69.70%,1.40%,1.44%,288.53K,1.07,37.35,0.89%,"307,847"
AABAT,8.17%,16.32%,-10.61%,-17.51%,-16.77%,10.76%,-71.49%,-87.22%,-69.11%,6.10%,6.54%,5.01M,0.55,2.78,2.21%,"2,777,119"
AABBV,0.38%,5.16%,12.86%,11.45%,12.24%,20.40%,73.05%,129.76%,299.97%,2.04%,1.93%,6.41M,0.74,256.46,-1.44%,"4,729,810"
AABCB,0.54%,-2.43%,0.68%,12.22%,15.86%,15.55%,106.01%,79.16%,144.11%,1.65%,1.43%,479.65K,0.59,86.05,0.26%,"284,406"
AABCL,0.70%,75.04%,103.38%,231.30%,234.21%,174.76%,104.47%,-39.01%,-,5.11%,8.24%,7.64M,0.26,11.43,-1.21%,"2,019,253"
AABCS,-0.37%,0.30%,10.15%,17.84%,18.08%,17.65%,-,-,-,0.43%,0.42%,2.07K,1.37,35.92,-0.34%,"2,828"
AABEO,1.35%,-13.04%,9.89%,23.71%,13.85%,-12.54%,43.20%,-82.22%,-94.63%,3.21%,4.23%,1.38M,0.63,6.00,1.18%,"866,504"
AABEQ,-0.20%,1.41%,4.96%,0.45%,8.74%,8.92%,38.14%,39.62%,-,0.41%,0.38%,12.51K,0.97,38.98,-0.31%,"12,112"
AABEV,5.59%,0.33%,-3.21%,3.42%,22.27%,37.90%,17.23%,6.58%,-40.54%,2.58%,2.32%,28.38M,0.75,3.02,-0.66%,"21,410,443"
AABFL,-0.04%,-1.19%,0.84%,14.31%,14.96%,16.48%,53.99%,58.00%,-,0.62%,0.62%,13.32K,1.12,82.05,0.24%,"14,871"
AABG,2.67%,0.59%,13.76%,6.09%,-6.57%,-16.12%,-6.95%,21.08%,293.73%,2.19%,2.53%,245.27K,0.82,217.26,0.86%,"201,016"
