Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,3.35%,10.72%,33.46%,23.53%,12.76%,26.14%,28.40%,-10.05%,228.54%,3.54%,2.50%,2.27M,1.74,153.43,-3.50%,"3,950,288"
AAA,-4.49%,11.64%,-30.81%,-17.42%,-7.06%,55.90%,71.79%,17.23%,-,4.86%,3.70%,5.80M,1.02,49.39,-4.74%,"5,907,947"
AAAA,-0.12%,-0.48%,-0.18%,-0.75%,-0.32%,-0.62%,0.32%,-0.37%,-,0.12%,0.23%,22.10K,0.39,24.92,-0.12%,"8,650"
AAAAA,-1.23%,2.50%,1.26%,9.75%,11.82%,18.16%,-,-,-,0.29%,0.39%,6.20K,2.21,30.57,-0.42%,"13,670"
AAAAC,0.12%,0.20%,0.12%,0.05%,0.30%,-,-,-,-,0.01%,0.00%,76.48K,0.00,20.11,0.02%,26
AAAAD,0.20%,-0.39%,-,-,-0.67%,-,-,-,-,0.00%,0.00%,0.22K,0.05,49.59,0.10%,11
AAAAP,0.14%,0.34%,-,-,1.11%,-,-,-,-,0.12%,0.07%,67.95K,0.05,25.40,0.02%,"3,131"
AAAAU,5.27%,14.79%,3.22%,-11.23%,7.80%,37.73%,141.48%,155.69%,-,1.43%,1.22%,1.49M,1.04,45.87,0.77%,"1,558,762"
AAAC-U,0.00%,0.99%,-,-,1.19%,-,-,-,-,0.29%,0.42%,526.64K,0.02,10.19,0.00%,"11,719"
AAACB,0.05%,0.76%,1.44%,2.41%,2.82%,4.54%,-,-,-,0.13%,0.31%,49.38K,0.00,10.59,0.00%,0
AAACG,-6.93%,5.96%,-21.67%,0.13%,18.94%,-50.00%,-22.31%,-64.26%,104.03%,9.61%,10.55%,228.48K,0.02,0.94,-3.09%,"5,296"
AAACI,0.00%,0.70%,1.01%,-,1.01%,-,-,-,-,0.10%,0.13%,44.46K,0.29,10.05,0.10%,"12,815"
AAACO,0.19%,0.69%,0.49%,-,0.39%,-,-,-,-,0.02%,0.07%,26.03K,0.00,9.99,0.19%,7
AAACP,0.40%,0.80%,-,-,1.21%,-,-,-,-,0.27%,0.12%,179.86K,0.21,10.07,0.00%,"37,210"
AAADR,-1.44%,1.38%,-2.60%,-11.98%,-2.94%,-0.54%,64.02%,22.99%,105.40%,1.40%,1.13%,2.88K,0.77,83.72,-0.47%,"2,217"
AAADX,-20.03%,-19.54%,-,-,-30.17%,-,-,-,-,8.18%,7.65%,1.67M,1.19,14.49,-3.14%,"1,982,790"
AAAEQ,-1.22%,3.47%,2.25%,12.26%,10.34%,-,-,-,-,0.04%,0.22%,0.70K,1.95,54.43,-0.35%,"1,354"
AAAL,-5.54%,-5.84%,-1.59%,5.41%,-11.09%,0.59%,-6.45%,-31.27%,-62.81%,2.44%,3.27%,107.57M,0.52,13.63,-1.37%,"55,810,489"
AAALG,-10.99%,-13.53%,-11.93%,-8.57%,-37.73%,-28.83%,-,-,-,3.37%,5.08%,33.53K,0.97,11.04,-2.88%,"32,483"
AAAME,-8.45%,-17.20%,-41.70%,-52.55%,-54.06%,-60.37%,-34.34%,-65.79%,-63.38%,5.71%,5.47%,16.46K,2.68,1.30,-3.70%,"44,165"
AAAMI,-1.17%,13.63%,28.39%,75.25%,95.53%,87.63%,336.37%,242.14%,575.74%,2.16%,3.44%,479.75K,0.48,91.90,-0.43%,"229,670"
AAAOG,-55.24%,-8.95%,-81.16%,-,-83.47%,-,-,-,-,26.28%,26.90%,1.94M,2.60,2.56,-27.68%,"5,053,479"
AAAOI,-30.51%,7.47%,-40.70%,99.46%,208.75%,334.17%,663.88%,1464.39%,675.43%,11.86%,12.86%,12.19M,1.23,107.63,-13.77%,"15,016,539"
AAAON,-13.61%,-25.88%,-43.46%,-24.73%,-0.20%,-11.49%,26.83%,65.55%,307.97%,5.12%,5.91%,1.09M,1.64,76.10,-4.20%,"1,791,256"
AAAOX,-55.22%,-8.00%,-80.79%,-,-54.92%,-,-,-,-,26.72%,27.28%,7.92M,1.70,11.50,-27.49%,"13,459,947"
AAAOZ,78.89%,-57.48%,-,-,-47.18%,-,-,-,-,21.71%,29.40%,2.39M,1.71,13.56,27.44%,"4,084,622"
