Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,6.18%,3.53%,19.75%,36.31%,12.95%,20.83%,32.59%,-11.31%,243.13%,2.71%,2.97%,2.19M,1.15,153.69,2.28%,"2,507,727"
AAA,-8.81%,-10.54%,-26.42%,-29.29%,-12.95%,38.17%,60.35%,-6.38%,-,3.22%,3.88%,5.36M,0.67,46.26,-0.56%,"3,584,438"
AAAA,-0.20%,0.00%,0.10%,-0.22%,-0.20%,-0.44%,0.52%,-0.21%,-,0.41%,0.30%,24.12K,0.56,24.95,-0.12%,"13,483"
AAAAA,-1.33%,-2.27%,-0.93%,10.88%,10.64%,14.22%,-,-,-,0.38%,0.33%,6.30K,0.02,30.25,-0.23%,149
AAAAC,0.10%,0.05%,0.27%,0.50%,0.22%,-,-,-,-,0.00%,0.00%,76.48K,0.00,20.10,0.02%,10
AAAAD,-1.10%,-1.56%,-2.91%,-,-2.42%,-,-,-,-,0.00%,0.00%,0.17K,0.08,48.72,-0.07%,13
AAAAP,0.22%,0.32%,-,-,1.29%,-,-,-,-,0.20%,0.14%,51.87K,0.19,25.44,0.00%,"9,918"
AAAAU,-2.86%,-3.34%,-1.40%,-14.58%,-1.01%,15.62%,121.10%,141.38%,-,1.61%,1.46%,1.41M,2.24,42.12,-0.57%,"3,148,063"
AAAC,0.50%,-,-,-,1.10%,-,-,-,-,0.30%,-,68.00K,0.03,10.11,0.00%,"2,266"
AAACG,-1.59%,-17.82%,-17.41%,-16.78%,5.02%,-67.45%,-26.55%,-69.93%,62.06%,7.29%,7.52%,227.36K,0.05,0.83,-3.66%,"12,337"
AAACI,0.00%,-0.10%,0.80%,-,0.91%,-,-,-,-,0.06%,0.08%,37.36K,0.00,10.04,-0.10%,51
AAACO,-0.10%,0.20%,0.60%,-,0.40%,-,-,-,-,0.00%,0.04%,30.07K,1.66,9.99,-0.10%,"50,016"
AAACP,0.00%,0.40%,1.10%,-,1.21%,-,-,-,-,0.00%,0.10%,62.73K,1.68,10.07,0.00%,"105,567"
AAADR,-2.42%,-2.21%,-1.10%,-1.58%,-3.69%,-1.86%,64.70%,23.36%,112.37%,0.83%,0.80%,2.83K,0.40,83.07,-0.45%,"1,125"
AAADX,6.28%,-29.97%,-42.66%,-,-38.84%,-,-,-,-,7.06%,6.92%,1.34M,1.67,12.69,3.85%,"2,241,522"
AAAEQ,-1.22%,-2.24%,0.94%,12.57%,9.21%,-,-,-,-,0.24%,0.12%,0.63K,40.01,53.87,-0.52%,"25,399"
AAAL,-1.85%,-11.99%,-19.16%,16.94%,-17.16%,2.34%,-4.58%,-36.15%,-64.22%,4.07%,2.81%,97.30M,1.41,12.70,-0.55%,"137,644,536"
AAALG,-3.68%,-23.62%,-39.70%,15.16%,-46.56%,-26.40%,-,-,-,7.61%,4.67%,30.83K,3.02,9.47,-0.81%,"93,147"
AAAME,5.47%,-4.93%,-25.41%,-50.00%,-52.30%,-60.18%,-32.16%,-65.03%,-58.33%,4.97%,6.85%,62.54K,0.58,1.35,4.65%,"36,454"
AAAMI,-3.56%,-4.06%,8.36%,74.55%,89.81%,83.94%,339.89%,234.62%,586.76%,3.72%,3.02%,488.81K,1.10,89.21,1.98%,"539,667"
AAAOG,-20.96%,-65.38%,-80.16%,-,-87.22%,-,-,-,-,11.27%,14.63%,2.30M,1.11,1.98,2.59%,"2,557,964"
AAAOI,-10.37%,-37.54%,-43.36%,12.06%,177.51%,234.39%,883.13%,1196.78%,345.81%,5.52%,6.98%,10.27M,0.69,96.74,1.52%,"7,101,162"
AAAON,-1.90%,-14.22%,-42.17%,-4.96%,-0.90%,-10.04%,24.11%,74.32%,302.49%,3.98%,4.30%,1.11M,0.91,75.56,1.67%,"1,011,390"
AAAOX,-20.99%,-65.26%,-80.00%,-,-65.03%,-,-,-,-,11.26%,14.77%,7.68M,1.22,8.92,3.24%,"9,378,630"
AAAOZ,21.00%,105.28%,-,-,-39.38%,-,-,-,-,11.14%,13.67%,1.94M,0.42,15.56,-3.23%,"808,108"
AAAP,-3.41%,-26.13%,-30.59%,-19.30%,6.62%,-33.73%,-29.96%,-79.83%,-71.71%,3.91%,4.53%,1.93M,0.87,41.90,-3.61%,"1,685,977"
AAAPB,10.97%,17.39%,18.13%,59.20%,35.42%,71.61%,89.72%,-,-,3.62%,3.96%,64.47K,0.42,43.42,0.58%,"27,150"
