Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
A,7.04%,17.41%,19.85%,-1.70%,-0.04%,13.89%,14.90%,-7.65%,208.27%,2.68%,3.04%,2.24M,1.40,136.01,0.37%,"3,132,768"
AA,-8.88%,-26.04%,-6.08%,0.84%,1.81%,80.76%,63.99%,51.12%,-,3.69%,4.86%,5.07M,1.35,54.10,1.92%,"6,823,111"
AAA,-0.04%,0.16%,0.12%,-0.36%,-0.04%,-0.16%,1.40%,-0.09%,-,0.43%,0.36%,11.24K,0.54,24.99,-0.14%,"6,099"
AAAA,-1.87%,-1.29%,13.60%,8.71%,10.10%,-,-,-,-,0.32%,0.63%,4.29K,0.02,30.10,-0.09%,97
AAAC,0.12%,0.05%,0.35%,0.27%,0.20%,-,-,-,-,0.00%,0.00%,0.03K,31.99,20.09,0.15%,"1,005"
AAAD,0.52%,-,-,-,0.95%,-,-,-,-,0.00%,-,0.30K,0.07,50.40,0.13%,21
AAAP,-,-,-,-,0.32%,-,-,-,-,-,-,512.89K,0.00,25.17,0.40%,286
AAAU,-3.46%,-8.55%,-6.74%,-9.52%,-5.69%,21.98%,110.55%,126.60%,-,1.24%,1.69%,1.91M,0.70,40.13,1.13%,"1,332,368"
AACB,-0.10%,0.48%,1.35%,1.84%,1.84%,3.96%,-,-,-,0.17%,0.25%,28.68K,0.02,10.49,0.00%,560
AACG,-13.82%,-20.51%,-7.92%,12.73%,17.68%,20.78%,-32.12%,-69.51%,73.60%,6.39%,7.92%,12.58K,0.18,0.93,-4.12%,"2,318"
AACI,-0.20%,0.10%,-,-,0.71%,-,-,-,-,0.06%,0.08%,35.14K,0.86,9.94,-0.29%,"30,188"
AACO,-0.05%,0.15%,-,-,-0.55%,-,-,-,-,0.01%,0.07%,20.87K,0.00,9.90,0.05%,33
AACP,0.00%,-,-,-,0.40%,-,-,-,-,0.13%,-,350.19K,0.14,9.99,0.30%,"48,335"
AADR,-2.75%,-6.83%,1.07%,-7.30%,-6.34%,3.32%,65.58%,20.82%,115.14%,0.93%,1.27%,2.46K,0.11,80.78,-0.76%,271
AADX,9.09%,-,-,-,8.00%,-,-,-,-,8.37%,-,2.90M,0.50,20.53,9.49%,"1,458,706"
AAEQ,-2.22%,-2.63%,12.93%,4.13%,5.63%,-,-,-,-,0.43%,0.28%,1.26K,0.12,52.10,0.14%,151
AAL,11.76%,19.77%,66.85%,14.55%,16.57%,60.56%,8.70%,-19.58%,-33.94%,4.41%,4.22%,80.62M,2.00,17.87,1.71%,"161,280,641"
AALG,24.26%,39.33%,152.98%,7.93%,13.78%,-,-,-,-,7.68%,7.13%,57.51K,0.35,20.16,4.20%,"20,396"
AAME,-9.09%,-22.37%,-31.45%,-37.50%,-39.93%,-16.26%,-17.00%,-60.09%,-57.39%,5.06%,6.01%,13.68K,0.68,1.70,1.19%,"9,289"
AAMI,-3.93%,-3.09%,32.62%,48.65%,53.62%,110.93%,255.49%,201.71%,432.84%,3.95%,3.87%,434.95K,3.25,72.20,3.48%,"1,412,922"
AAOG,-31.79%,-54.37%,-,-,-61.20%,-,-,-,-,25.32%,29.60%,940.31K,1.23,6.05,-4.12%,"1,160,406"
AAOI,-16.16%,-24.55%,39.28%,233.88%,289.24%,388.62%,2818.06%,1438.44%,1281.77%,11.62%,13.73%,12.76M,1.58,135.69,-2.06%,"20,134,067"
AAON,-7.27%,-9.14%,52.01%,68.48%,66.27%,74.97%,98.94%,211.35%,623.91%,5.00%,5.75%,1.07M,1.38,126.78,-4.86%,"1,479,817"
AAOX,-32.76%,-54.55%,9.35%,-,-22.48%,-,-,-,-,25.50%,30.04%,4.75M,1.32,26.89,-4.44%,"6,277,121"
AAP,3.46%,6.73%,19.92%,57.50%,58.22%,34.36%,-7.59%,-69.58%,-59.76%,5.59%,4.65%,1.78M,1.86,62.18,5.03%,"3,304,956"
AAPB,-9.84%,-17.65%,22.16%,2.11%,2.58%,77.27%,26.49%,-,-,5.96%,4.97%,92.22K,1.29,32.89,7.64%,"118,971"
AAPD,5.05%,9.45%,-10.82%,-4.49%,-4.81%,-30.16%,-40.54%,-,-,3.22%,2.64%,8.56M,1.23,12.48,-2.12%,"10,559,608"
AAPG,-2.04%,-19.76%,-21.25%,-39.85%,-36.09%,-58.91%,-,-,-,2.44%,3.16%,6.95K,28.11,16.77,-1.64%,"195,417"
AAPL,-4.78%,-8.71%,12.21%,4.19%,4.38%,41.18%,53.17%,113.19%,1115.33%,3.31%,2.71%,48.81M,5.35,283.78,3.14%,"261,210,212"
AAPR,-0.08%,-0.41%,2.25%,3.52%,3.45%,8.19%,-,-,-,0.24%,0.22%,17.43K,0.02,29.40,0.10%,364
AAPU,-10.86%,-18.99%,19.83%,-0.86%,-0.30%,68.59%,46.79%,-,-,6.72%,5.46%,2.25M,1.36,33.48,5.55%,"3,044,836"
AAPW,-6.61%,-12.79%,5.56%,-10.25%,-9.91%,3.23%,-,-,-,3.41%,2.79%,15.72K,1.14,36.43,2.68%,"17,983"
AAPX,-11.63%,-19.81%,18.15%,-2.63%,-1.54%,64.80%,-,-,-,6.57%,5.02%,101.37K,0.65,30.01,4.27%,"66,149"
AAPY,-5.04%,-10.12%,10.53%,-2.52%,-2.47%,15.27%,-,-,-,2.99%,2.16%,4.46K,0.63,24.27,4.03%,"2,819"
AARD,21.88%,20.05%,36.47%,-66.15%,-63.50%,-65.44%,-,-,-,13.23%,9.15%,173.33K,9.60,4.79,-5.34%,"1,663,263"
AAT,4.70%,11.76%,35.81%,35.38%,33.02%,26.47%,34.01%,-32.87%,-38.28%,2.10%,2.14%,392.95K,2.51,25.18,2.48%,"987,929"
AAUA,-2.01%,-1.86%,15.02%,-,11.61%,-,-,-,-,0.09%,0.31%,2.83K,0.06,55.80,0.21%,167
AAUC,-10.02%,-15.15%,-25.53%,-6.83%,0.83%,69.26%,-,-,-,4.54%,4.13%,699.32K,0.20,23.07,0.96%,"141,094"
AAUM,-6.85%,-9.98%,0.49%,-22.39%,-21.77%,-,-,-,-,0.00%,0.18%,0.41K,0.21,19.15,-0.39%,86
AAUS,-2.06%,-2.48%,12.65%,5.45%,6.28%,-,-,-,-,0.06%,0.28%,1.84K,0.07,58.56,0.22%,131
AAVM,-1.77%,-3.26%,8.42%,10.24%,13.49%,24.80%,51.11%,21.32%,-,0.32%,0.42%,2.82K,0.88,33.50,-0.72%,"2,482"
AAXJ,-5.22%,-1.38%,23.66%,26.66%,25.49%,40.98%,77.03%,23.77%,124.58%,1.87%,2.09%,769.94K,0.94,116.86,-1.28%,"725,204"
AB,-0.25%,-3.34%,-3.08%,-7.67%,-6.81%,-12.32%,12.27%,-21.98%,58.74%,2.12%,1.83%,314.62K,0.97,35.86,0.34%,"305,522"
ABAT,-12.82%,-24.02%,-0.37%,-33.50%,-18.56%,101.48%,-77.08%,-91.60%,-87.83%,6.81%,10.78%,6.12M,1.12,2.72,0.74%,"6,880,776"
