Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,5.78%,3.33%,21.55%,3.60%,3.29%,17.57%,11.50%,-7.21%,195.81%,2.53%,2.88%,2.42M,0.94,140.54,1.92%,"2,277,368"
AAA,0.02%,-18.00%,-34.14%,-24.24%,-16.52%,44.59%,27.62%,16.03%,-,3.28%,4.37%,5.42M,1.02,44.36,0.64%,"5,509,955"
AAAA,0.10%,0.12%,0.26%,-0.16%,0.08%,0.08%,0.99%,0.01%,-,0.30%,0.34%,11.14K,0.15,25.02,0.16%,"1,704"
AAAAA,-1.32%,-0.92%,2.55%,6.82%,9.08%,16.92%,-,-,-,0.48%,0.52%,5.91K,3.29,29.83,-0.16%,"19,435"
AAAAC,0.05%,-0.10%,0.10%,-0.35%,0.10%,-,-,-,-,0.01%,0.04%,77.71K,0.00,20.08,0.00%,23
AAAAD,0.15%,-0.87%,-,-,0.07%,-,-,-,-,0.01%,0.01%,0.21K,0.09,49.97,0.14%,20
AAAAP,0.16%,0.60%,-,-,0.82%,-,-,-,-,0.02%,0.03%,96.96K,0.00,25.33,0.00%,8
AAAAU,-1.40%,-1.06%,-13.97%,-20.41%,-6.69%,21.20%,104.51%,120.58%,-,0.80%,1.17%,1.52M,0.45,39.71,-1.38%,"685,530"
AAAC-U,0.35%,-,-,-,0.30%,-,-,-,-,0.28%,-,781.11K,0.05,10.10,0.10%,"35,256"
AAACB,0.38%,0.57%,1.59%,1.64%,2.43%,4.04%,-,-,-,0.48%,0.34%,32.29K,1.04,10.55,0.38%,"33,458"
AAACG,4.02%,4.30%,-19.17%,-11.82%,22.74%,-14.16%,-29.20%,-70.61%,138.25%,8.83%,6.49%,15.21K,0.18,0.97,5.43%,"2,719"
AAACI,0.11%,0.41%,0.61%,-,0.31%,-,-,-,-,0.12%,0.13%,26.71K,0.00,9.98,-0.09%,67
AAACO,0.10%,0.40%,0.91%,-,-0.10%,-,-,-,-,0.02%,0.06%,20.96K,0.48,9.94,0.20%,"10,049"
