Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,2.67%,10.32%,16.00%,-0.02%,2.70%,16.97%,9.50%,-8.25%,200.00%,3.85%,3.02%,2.41M,1.22,139.74,4.71%,"2,935,858"
AAA,-3.37%,-17.81%,-33.94%,-29.12%,-14.81%,41.03%,35.62%,22.15%,-,5.05%,4.64%,5.40M,0.69,45.27,-1.95%,"3,733,782"
AAAA,0.14%,-0.02%,-0.04%,-0.06%,-0.02%,-0.12%,1.13%,-0.09%,-,0.26%,0.33%,10.99K,0.00,25.00,0.00%,53
AAAAA,-1.00%,-0.78%,3.21%,7.95%,9.23%,17.40%,-,-,-,0.39%,0.49%,5.14K,0.93,29.87,-1.22%,"4,795"
AAAAC,0.02%,0.00%,0.10%,-0.15%,0.05%,-,-,-,-,0.01%,0.04%,77.57K,0.11,20.07,0.00%,"8,719"
AAAAD,-0.61%,-0.69%,-,-,-0.44%,-,-,-,-,0.00%,0.00%,0.21K,0.05,49.71,-0.20%,10
AAAAP,0.18%,0.80%,-,-,0.70%,-,-,-,-,0.02%,-,111.47K,0.00,25.30,0.00%,406
AAAAU,1.81%,-1.48%,-14.60%,-16.15%,-6.16%,19.28%,105.24%,122.70%,-,0.92%,1.26%,1.53M,0.92,39.93,-1.94%,"1,413,600"
AAAC-U,0.00%,-,-,-,0.20%,-,-,-,-,0.18%,-,925.76K,0.03,10.09,0.05%,"26,880"
AAACB,-0.19%,0.48%,1.74%,2.13%,2.43%,4.04%,-,-,-,0.72%,0.32%,33.12K,0.16,10.55,0.09%,"5,428"
AAACG,-7.64%,-15.47%,-21.47%,-17.06%,12.30%,-11.25%,-36.15%,-78.51%,104.02%,4.44%,5.74%,17.95K,0.11,0.89,-2.47%,"1,964"
AAACI,-0.20%,0.00%,0.81%,-,0.30%,-,-,-,-,0.00%,0.11%,18.70K,0.00,9.98,0.00%,18
AAACO,-0.40%,0.40%,1.02%,-,-0.10%,-,-,-,-,0.04%,0.06%,21.50K,0.00,9.94,0.20%,7
AAACP,0.10%,0.40%,-,-,0.40%,-,-,-,-,0.08%,0.14%,202.61K,0.05,9.99,0.10%,"10,000"
AAADR,0.77%,1.35%,-1.28%,-10.91%,-3.95%,2.95%,61.03%,25.88%,105.46%,0.64%,1.05%,2.49K,0.39,82.85,-1.19%,970
AAADX,11.24%,4.09%,-,-,-7.95%,-,-,-,-,8.12%,8.59%,1.92M,0.72,19.10,10.47%,"1,390,216"
AAAEQ,-1.74%,0.61%,3.49%,7.49%,6.62%,-,-,-,-,0.09%,0.18%,0.57K,0.04,52.59,-1.34%,21
AAAL,-13.11%,-16.02%,17.87%,-10.53%,-11.58%,6.90%,-22.19%,-36.06%,-62.72%,3.73%,4.11%,106.67M,1.14,13.56,-8.35%,"121,520,334"
AAALG,-25.10%,-31.49%,28.03%,-33.71%,-36.06%,-20.31%,-,-,-,6.03%,6.99%,38.34K,1.76,11.33,-15.50%,"67,297"
AAAME,-3.75%,-11.49%,-38.40%,-44.00%,-45.58%,-31.56%,-16.76%,-62.62%,-63.76%,3.00%,3.20%,12.91K,0.45,1.54,-2.53%,"5,837"
AAAMI,-3.65%,9.89%,18.56%,46.09%,70.70%,100.42%,268.87%,235.41%,477.19%,3.28%,3.67%,476.96K,0.67,80.23,-2.54%,"319,822"
AAAOG,21.43%,-50.21%,-,-,-76.95%,-,-,-,-,20.04%,23.27%,1.07M,1.11,3.57,3.45%,"1,190,804"
AAAOI,11.75%,-24.02%,-25.03%,191.87%,221.34%,325.85%,1316.18%,1428.24%,815.20%,10.12%,10.91%,11.88M,0.53,112.02,1.36%,"6,288,557"
AAAON,-4.88%,-16.82%,11.17%,12.59%,41.22%,36.74%,59.86%,166.31%,508.59%,6.18%,5.78%,1.15M,0.72,107.68,0.48%,"829,017"
AAAOX,21.02%,-50.57%,-68.60%,-,-37.48%,-,-,-,-,21.00%,23.78%,5.75M,0.91,15.95,2.90%,"5,239,809"
AAAOZ,-27.62%,-,-,-,2.88%,-,-,-,-,23.01%,-,110.12K,2.27,26.41,-2.90%,"250,373"
AAAP,0.55%,-2.54%,-10.38%,17.33%,35.93%,-19.67%,-24.47%,-75.15%,-67.83%,4.91%,5.04%,1.95M,0.58,53.42,-3.73%,"1,139,353"
AAAPB,-7.18%,16.63%,33.53%,56.98%,29.43%,98.67%,51.56%,-,-,3.53%,4.56%,76.61K,0.24,41.50,-3.05%,"18,693"
AAAPD,3.72%,-9.03%,-16.05%,-24.50%,-17.01%,-35.42%,-46.54%,-,-,1.96%,2.68%,8.15M,0.86,10.88,1.49%,"6,982,891"
AAAPE,-6.79%,-,-,-,5.54%,-,-,-,-,2.25%,-,9.22K,0.29,15.72,-3.23%,"2,700"
AAAPG,-5.27%,13.61%,-23.10%,-26.77%,-26.35%,-49.56%,-,-,-,1.61%,2.92%,11.67K,0.11,19.33,0.47%,"1,318"
AAAPL,-3.48%,9.30%,17.75%,29.88%,18.32%,50.20%,67.58%,116.52%,1204.12%,2.04%,2.72%,54.88M,0.74,321.66,-1.30%,"40,840,778"
AAAPR,-0.48%,0.23%,0.37%,3.32%,3.51%,7.17%,-,-,-,0.20%,0.20%,15.43K,0.26,29.41,-0.29%,"4,034"
AAAPU,-7.09%,17.22%,32.54%,54.12%,27.13%,90.88%,78.46%,-,-,4.09%,5.44%,2.11M,0.38,42.69,-2.67%,"796,774"
AAAPW,-4.70%,7.90%,12.33%,16.30%,2.60%,14.22%,-,-,-,2.67%,2.86%,16.15K,0.78,41.49,-1.83%,"12,657"
AAAPX,-7.05%,16.49%,31.79%,53.73%,26.35%,87.49%,-,-,-,3.56%,5.00%,69.27K,0.26,38.51,-3.18%,"17,865"
AAAPY,-4.67%,7.13%,14.67%,21.67%,8.71%,23.09%,-,-,-,1.63%,1.74%,5.40K,0.86,27.06,-1.44%,"4,633"
AAARD,0.95%,51.06%,15.55%,-59.61%,-51.31%,-55.09%,-,-,-,12.17%,16.24%,269.28K,0.69,6.39,-1.39%,"185,950"
AAAT,-6.23%,-0.45%,17.44%,32.53%,28.05%,19.64%,10.23%,-33.72%,-46.50%,2.40%,2.05%,402.02K,1.27,24.24,-0.12%,"510,586"
AAAUA,-1.79%,0.62%,4.17%,-,13.65%,-,-,-,-,0.07%,0.12%,0.92K,0.03,56.30,-1.38%,24
AAAUB,-,-,-,-,-,-,-,-,-,-,-,-,-,49.49,-,205
AAAUC,1.24%,-14.09%,-33.38%,-28.04%,-7.26%,53.99%,-,-,-,3.90%,4.32%,721.61K,0.36,21.22,-2.17%,"259,756"
AAAUS,-2.04%,0.28%,3.41%,7.00%,6.89%,16.78%,-,-,-,0.35%,0.25%,4.15K,61.63,58.90,-1.46%,"255,570"
AAAVM,-0.02%,-1.03%,-0.91%,5.51%,12.80%,21.44%,44.36%,21.14%,-,0.41%,0.32%,2.07K,0.23,33.30,-1.11%,466
AAAXJ,0.84%,-3.83%,3.53%,13.46%,20.54%,30.42%,66.42%,25.43%,97.07%,1.64%,1.78%,662.03K,0.39,112.25,-0.45%,"258,995"
AAB,-3.13%,3.83%,-4.89%,-7.95%,-3.46%,-11.06%,10.57%,-20.31%,52.13%,1.64%,1.83%,313.89K,0.79,37.15,-0.51%,"248,467"
AABAT,-5.79%,-19.72%,-36.49%,-50.54%,-31.74%,-26.45%,-77.45%,-90.82%,-91.69%,5.58%,6.19%,6.19M,0.46,2.28,-6.56%,"2,843,930"
AABBV,0.99%,9.44%,28.14%,18.86%,12.44%,34.83%,78.74%,117.38%,302.63%,2.01%,2.57%,7.03M,0.66,256.92,1.43%,"4,623,016"
AABCB,-4.30%,0.92%,6.33%,8.64%,20.05%,34.14%,124.25%,93.95%,179.24%,2.01%,2.01%,503.32K,1.48,89.16,-0.79%,"742,868"
AABCL,-7.95%,0.71%,38.97%,32.48%,65.79%,13.63%,-27.77%,-64.09%,-,8.41%,9.61%,8.12M,0.36,5.67,-1.05%,"2,892,320"
AABCS,-1.67%,3.62%,7.11%,9.00%,12.24%,15.37%,-,-,-,0.35%,0.42%,1.90K,0.95,34.15,-0.66%,"1,803"
AABEO,-9.12%,11.54%,13.32%,20.15%,21.06%,-4.92%,71.05%,-80.52%,-89.79%,5.63%,5.71%,1.23M,0.71,6.38,-0.62%,"872,238"
AABEQ,0.62%,0.32%,-0.13%,1.68%,5.03%,8.09%,32.25%,37.97%,-,0.50%,0.57%,13.13K,1.36,37.65,-0.18%,"17,807"
AABEV,1.31%,-2.22%,2.66%,16.60%,25.10%,27.16%,5.14%,7.34%,-36.90%,1.64%,2.00%,26.48M,0.74,3.09,-1.59%,"19,580,275"
AABFL,0.67%,0.58%,7.39%,14.77%,16.52%,17.54%,55.05%,66.23%,-,0.79%,0.96%,15.57K,0.33,83.16,-0.13%,"5,193"
AABG,-1.99%,11.38%,9.73%,-12.46%,-4.47%,-6.87%,-4.40%,13.04%,263.39%,3.94%,3.43%,279.88K,0.60,222.14,-0.55%,"167,780"
AABI,-0.08%,-0.30%,-0.38%,-0.74%,-0.16%,-1.22%,-,-,-,0.01%,0.01%,0.22K,0.33,24.77,-0.08%,74
AABIG,-1.66%,1.65%,4.98%,5.95%,6.50%,11.06%,-,-,-,0.17%,0.30%,3.73K,0.58,34.09,-0.73%,"2,174"
AABLD,2.12%,2.61%,-4.47%,-1.43%,5.95%,5.30%,11.08%,-,-,1.02%,0.71%,11.43K,0.16,30.82,-0.08%,"1,840"
AABLG,-0.26%,-4.83%,-3.11%,-3.89%,-2.58%,-0.61%,11.64%,-13.73%,-,0.09%,0.29%,1.50K,0.01,30.89,-0.48%,20
AABLS,-3.45%,-0.43%,9.49%,7.81%,10.25%,-6.34%,-,-,-,0.38%,0.69%,1.84K,0.16,22.09,-1.62%,293
AABLV,-8.74%,-14.55%,17.50%,34.29%,39.16%,-12.96%,-91.18%,-,-,5.89%,7.66%,94.72K,0.33,0.94,1.08%,"30,887"
AABM,-1.72%,7.81%,17.47%,3.29%,11.91%,-1.56%,8.06%,3.11%,26.17%,2.33%,2.27%,559.00K,0.83,47.34,0.70%,"464,534"
AABNB,-6.92%,-0.92%,-4.58%,2.98%,1.36%,-1.62%,-7.53%,-0.84%,-,2.14%,2.91%,3.78M,0.92,137.57,-1.77%,"3,482,681"
AABNG,-13.41%,-3.46%,-13.05%,-5.38%,-9.40%,-,-,-,-,1.70%,2.69%,2.65K,1.93,16.47,-3.36%,"5,115"
AABOS,0.00%,-9.96%,-22.78%,19.89%,2.84%,29.17%,-70.68%,-87.30%,-,4.95%,7.39%,449.61K,0.64,2.17,-1.81%,"286,326"
AABOT,-4.50%,4.21%,8.54%,5.75%,-0.80%,-0.87%,47.15%,37.10%,-,0.20%,0.07%,0.31K,0.39,38.78,-1.54%,119
AABR,-2.52%,-1.57%,-38.40%,-37.72%,-35.31%,-58.31%,-67.84%,-68.03%,-19.58%,3.53%,3.68%,4.49M,0.81,5.02,-0.40%,"3,646,800"
