Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,4.70%,17.11%,37.37%,23.71%,14.87%,31.22%,31.07%,-7.04%,228.22%,2.69%,2.42%,2.27M,1.25,156.30,0.57%,"2,830,331"
AAA,1.94%,9.49%,-21.19%,-15.31%,-4.87%,72.35%,74.49%,34.05%,-,4.11%,3.52%,5.75M,0.95,50.55,-1.92%,"5,489,497"
AAAA,-0.04%,-0.20%,-0.12%,-0.66%,-0.22%,-0.27%,0.40%,-0.27%,-,0.08%,0.25%,22.14K,0.11,24.94,-0.04%,"2,402"
AAAAA,-1.44%,1.07%,1.71%,9.60%,11.76%,19.15%,-,-,-,0.21%,0.40%,6.01K,0.01,30.56,-0.56%,46
AAAAC,0.10%,0.20%,0.20%,0.05%,0.25%,-,-,-,-,0.01%,0.01%,76.48K,0.00,20.10,0.00%,16
AAAAD,-0.12%,-0.41%,-,-,-0.65%,-,-,-,-,0.00%,0.01%,0.23K,0.05,49.60,-0.16%,11
AAAAP,0.10%,0.32%,-,-,1.02%,-,-,-,-,0.09%,0.06%,71.19K,0.03,25.38,-0.04%,"2,192"
AAAAU,4.10%,9.65%,-0.40%,-9.51%,4.94%,35.02%,138.51%,151.83%,-,1.25%,1.17%,1.52M,1.03,44.65,0.38%,"1,565,678"
AAAC-U,0.89%,1.04%,-,-,1.19%,-,-,-,-,0.34%,0.43%,545.16K,0.00,10.19,0.00%,113
AAACB,0.14%,0.47%,1.44%,2.41%,2.82%,4.54%,-,-,-,0.13%,0.31%,49.38K,0.00,10.59,0.00%,0
AAACG,-9.01%,10.99%,-13.68%,14.77%,27.80%,-45.11%,-19.20%,-60.85%,139.86%,11.61%,10.24%,228.15K,0.05,1.01,1.29%,"10,888"
AAACI,0.30%,0.60%,0.80%,-,0.80%,-,-,-,-,0.02%,0.11%,44.98K,0.00,10.03,0.20%,10
AAACO,0.30%,0.60%,0.40%,-,0.30%,-,-,-,-,0.02%,0.07%,25.66K,0.43,9.98,0.10%,"11,094"
AAACP,0.30%,0.80%,-,-,1.11%,-,-,-,-,0.05%,0.07%,183.29K,0.03,10.06,0.30%,"6,275"
AAADR,-2.12%,-0.76%,-2.92%,-12.31%,-3.54%,1.84%,65.37%,28.88%,103.69%,1.64%,1.12%,2.86K,0.28,83.20,-0.78%,800
AAADX,-17.55%,-10.35%,-,-,-25.30%,-,-,-,-,7.88%,8.03%,1.65M,1.89,15.50,-10.25%,"3,118,325"
AAAEQ,-1.93%,2.03%,2.68%,11.78%,10.26%,-,-,-,-,0.08%,0.21%,0.70K,0.02,54.39,-0.84%,12
AAAL,-10.23%,-8.59%,4.40%,1.27%,-11.81%,5.62%,-10.11%,-26.92%,-62.95%,2.38%,3.63%,108.57M,0.58,13.52,-2.45%,"62,537,691"
AAALG,-19.81%,-18.96%,-1.31%,-15.94%,-38.67%,-22.28%,-,-,-,3.00%,5.90%,35.05K,0.63,10.87,-4.72%,"21,987"
AAAME,-5.63%,-15.19%,-40.71%,-55.92%,-52.65%,-61.16%,-25.56%,-62.78%,-64.27%,5.98%,5.18%,15.96K,1.07,1.34,-2.90%,"17,150"
AAAMI,-2.48%,10.36%,27.74%,71.77%,93.30%,94.21%,336.57%,245.44%,569.99%,2.32%,3.48%,487.84K,0.47,90.85,-0.21%,"229,089"
AAAOG,-8.01%,9.82%,-66.70%,-,-75.53%,-,-,-,-,27.57%,26.78%,1.85M,1.65,3.79,10.50%,"3,048,686"
AAAOI,-0.75%,16.81%,-21.88%,174.80%,270.34%,488.69%,908.59%,1850.15%,839.59%,13.28%,12.91%,12.20M,0.78,129.10,5.66%,"9,518,766"
AAAON,-7.79%,-24.57%,-39.56%,-19.98%,6.02%,0.94%,30.91%,75.89%,338.39%,4.23%,5.84%,1.09M,0.78,80.84,-0.19%,"850,940"
AAAOX,-7.81%,10.39%,-66.13%,-,-32.93%,-,-,-,-,28.12%,27.19%,7.74M,1.28,17.11,11.76%,"9,889,970"
AAAOZ,-14.79%,-63.35%,-,-,-61.16%,-,-,-,-,29.83%,29.67%,2.33M,1.45,9.97,-11.46%,"3,390,930"
AAAP,-26.10%,-23.61%,-17.27%,-24.28%,7.86%,-25.05%,-39.30%,-79.78%,-73.18%,6.60%,5.12%,1.89M,8.84,42.39,-24.55%,"16,664,882"
AAAPB,3.72%,-10.44%,1.39%,32.82%,19.55%,66.52%,66.38%,-,-,3.90%,4.07%,68.52K,0.70,38.33,-3.54%,"48,099"
AAAPD,-1.85%,4.20%,-4.61%,-18.05%,-14.80%,-29.79%,-50.13%,-,-,2.10%,2.09%,9.11M,0.72,11.17,1.82%,"6,562,328"
AAAPE,3.65%,-10.89%,-,-,-2.82%,-,-,-,-,3.63%,3.05%,14.52K,1.13,14.47,-3.53%,"16,425"
AAAPG,-8.84%,-9.96%,-12.44%,-27.07%,-33.99%,-63.31%,-,-,-,4.26%,2.86%,11.58K,1.05,17.32,-3.94%,"12,164"
AAAPL,1.98%,-4.48%,2.99%,19.46%,14.51%,37.74%,78.41%,110.07%,1038.62%,2.14%,2.15%,56.33M,0.73,311.30,-1.75%,"40,959,184"
AAAPR,-0.22%,0.87%,1.14%,4.07%,4.72%,7.90%,-,-,-,0.11%,0.18%,4.73K,0.60,29.75,-0.22%,"2,825"
AAAPU,3.76%,-10.10%,0.77%,30.56%,17.42%,60.43%,91.28%,-,-,4.27%,4.32%,1.91M,0.64,39.43,-3.38%,"1,212,206"
