Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,9.24%,5.32%,25.75%,40.22%,14.90%,23.37%,34.88%,-10.12%,249.05%,2.67%,2.99%,2.19M,1.32,156.34,1.72%,"2,893,910"
AAA,-2.75%,-6.10%,-23.91%,-26.87%,-11.61%,42.94%,62.81%,-3.81%,-,2.63%,3.73%,5.34M,0.48,46.97,1.53%,"2,560,388"
AAAA,-0.06%,0.10%,0.02%,-0.02%,-0.10%,-0.36%,0.62%,-0.11%,-,0.39%,0.31%,24.33K,3.44,24.98,0.10%,"83,810"
AAAAA,0.46%,-0.39%,0.98%,13.37%,11.84%,15.70%,-,-,-,0.35%,0.31%,6.22K,0.12,30.58,1.09%,756
AAAAC,0.10%,0.05%,0.22%,0.55%,0.25%,-,-,-,-,0.00%,0.00%,76.48K,0.00,20.10,0.02%,12
AAAAD,-0.19%,-1.12%,-2.53%,-,-2.04%,-,-,-,-,0.00%,0.00%,0.17K,0.11,48.91,0.39%,18
AAAAP,0.18%,0.20%,-,-,1.25%,-,-,-,-,0.20%,0.15%,51.16K,0.77,25.43,-0.04%,"39,360"
AAAAU,0.47%,-0.07%,2.54%,-10.34%,0.63%,18.43%,124.78%,145.81%,-,1.49%,1.42%,1.44M,0.83,42.82,1.66%,"1,195,256"
AAAC,0.20%,-,-,-,0.80%,-,-,-,-,0.24%,-,62.02K,3.30,10.08,-0.30%,"204,674"
AAACG,-8.41%,-15.39%,-15.74%,-15.73%,6.62%,-65.88%,-25.43%,-68.56%,64.53%,7.00%,7.25%,227.46K,0.01,0.84,1.52%,"1,581"
AAACI,0.10%,0.00%,0.90%,-,1.01%,-,-,-,-,0.07%,0.08%,36.27K,0.03,10.05,0.10%,"1,148"
AAACO,0.30%,0.50%,1.21%,-,0.70%,-,-,-,-,0.04%,0.07%,38.05K,0.00,10.02,0.30%,78
AAACP,0.00%,0.40%,0.75%,-,1.21%,-,-,-,-,0.00%,0.10%,55.10K,1.82,10.07,0.00%,"100,070"
AAADR,0.02%,0.44%,1.10%,2.47%,-2.08%,-0.51%,67.45%,28.09%,115.92%,1.17%,0.78%,2.80K,1.21,84.46,1.67%,"3,390"
AAADX,10.05%,-28.61%,-37.22%,-,-38.80%,-,-,-,-,6.69%,6.75%,1.35M,1.13,12.70,0.08%,"1,522,015"
AAAEQ,0.63%,-0.31%,3.58%,15.64%,10.62%,-,-,-,-,0.21%,0.12%,1.04K,0.99,54.57,1.29%,"1,023"
AAAL,0.70%,-7.90%,-16.08%,19.81%,-15.59%,3.69%,-2.78%,-34.41%,-63.54%,3.73%,2.80%,97.35M,0.87,12.94,1.89%,"84,313,032"
AAALG,1.31%,-16.35%,-34.90%,20.88%,-44.47%,-24.13%,-,-,-,7.01%,4.66%,31.22K,1.48,9.84,3.92%,"46,315"
AAAME,7.69%,0.00%,-20.90%,-46.77%,-50.53%,-59.30%,-29.65%,-65.00%,-56.79%,4.23%,6.74%,62.99K,0.23,1.40,3.70%,"14,190"
AAAMI,-1.64%,-1.40%,9.45%,80.32%,92.64%,87.30%,346.45%,241.27%,597.00%,3.49%,2.99%,491.07K,0.56,90.54,1.49%,"273,407"
AAAOG,-11.33%,-49.12%,-78.69%,-,-86.86%,-,-,-,-,11.02%,13.48%,2.31M,1.45,2.04,2.78%,"3,341,477"
AAAOI,-5.06%,-25.38%,-41.40%,5.86%,181.30%,232.75%,896.54%,1214.48%,351.89%,5.45%,6.55%,10.18M,0.77,98.06,1.36%,"7,819,196"
AAAON,-0.12%,-6.86%,-42.69%,-2.70%,0.24%,-5.08%,25.54%,73.70%,307.12%,4.17%,4.19%,1.11M,0.96,76.43,1.15%,"1,074,610"
AAAOX,-11.13%,-48.77%,-78.44%,-,-64.01%,-,-,-,-,10.99%,13.60%,7.69M,1.32,9.18,2.91%,"10,156,371"
AAAOZ,8.48%,53.49%,-,-,-40.92%,-,-,-,-,11.26%,13.14%,1.91M,0.40,15.16,-2.54%,"768,146"
AAAP,-3.07%,-26.30%,-27.75%,-14.95%,6.82%,-33.02%,-29.82%,-79.60%,-71.66%,3.89%,4.44%,1.94M,0.64,41.98,0.19%,"1,248,076"
AAAPB,6.31%,16.63%,24.09%,69.49%,39.02%,74.85%,94.77%,-,-,3.24%,3.99%,64.52K,0.36,44.58,2.66%,"22,919"
AAAPD,-3.12%,-7.85%,-13.68%,-27.41%,-21.21%,-31.45%,-53.82%,-,-,1.84%,2.26%,9.81M,0.67,10.33,-1.34%,"6,526,930"
AAAPE,6.22%,16.57%,-,-,12.71%,-,-,-,-,3.07%,3.75%,17.41K,0.46,16.78,2.83%,"8,043"
AAAPG,-7.80%,-15.55%,-10.06%,-36.09%,-41.43%,-60.54%,-,-,-,1.51%,2.40%,10.47K,0.30,15.37,-0.19%,"3,163"
AAAPL,3.19%,8.70%,13.87%,34.83%,23.96%,41.01%,92.56%,130.73%,1072.99%,1.85%,2.29%,53.53M,0.69,337.00,1.38%,"36,700,225"
AAAPR,0.12%,-0.08%,1.28%,3.62%,4.63%,6.83%,-,-,-,0.20%,0.14%,3.71K,1.13,29.73,0.30%,"4,206"
AAAPU,6.36%,16.62%,23.13%,65.99%,36.03%,67.90%,122.14%,-,-,3.65%,4.54%,1.84M,0.44,45.68,2.72%,"810,115"
AAAPW,3.41%,7.88%,8.33%,22.42%,3.57%,8.37%,-,-,-,2.06%,2.29%,16.02K,0.83,41.88,1.72%,"13,232"
AAAPX,6.27%,16.56%,23.37%,65.45%,35.10%,65.65%,-,-,-,3.26%,4.13%,61.78K,0.70,41.18,2.87%,"43,436"
AAAPY,2.92%,7.65%,10.66%,28.85%,12.50%,19.75%,-,-,-,1.52%,1.60%,7.13K,0.75,28.00,1.77%,"5,337"
AAARD,10.38%,-10.01%,44.76%,13.32%,-57.87%,-49.59%,-,-,-,12.60%,13.10%,253.19K,1.02,5.53,7.38%,"258,076"
AAAT,3.51%,-2.08%,-7.21%,16.90%,16.90%,7.53%,7.58%,-41.78%,-47.70%,1.39%,1.56%,434.00K,1.74,22.13,1.56%,"754,659"
AAAUA,0.68%,-0.27%,3.84%,-,18.01%,-,-,-,-,0.30%,0.23%,5.31K,1.94,58.46,1.24%,"10,316"
AAAUB,0.71%,-0.16%,-,-,3.11%,-,-,-,-,0.13%,0.23%,4.80K,0.23,51.02,1.28%,"1,119"
AAAUC,-4.23%,2.57%,-15.83%,-30.95%,-5.90%,42.87%,-,-,-,3.30%,3.64%,675.63K,0.50,21.53,2.82%,"336,215"
AAAUS,0.65%,-0.26%,3.69%,15.31%,11.26%,15.26%,-,-,-,0.05%,0.07%,9.06K,0.00,61.31,1.31%,21
AAAVM,0.83%,-0.73%,0.67%,9.31%,15.95%,20.05%,49.22%,20.94%,-,0.27%,0.15%,1.34K,0.28,34.23,1.12%,376
AAAXJ,-0.16%,2.17%,-2.55%,17.22%,24.58%,26.28%,77.14%,34.09%,96.86%,1.04%,1.02%,519.34K,0.80,116.01,1.84%,"414,916"
AAB,-0.74%,-0.19%,-0.14%,-3.73%,-6.16%,-5.59%,9.62%,-30.64%,59.00%,1.85%,1.50%,285.41K,1.13,36.11,1.72%,"323,090"
AABAT,-12.50%,-4.68%,-27.74%,-27.27%,-32.93%,-7.82%,-76.91%,-89.06%,-55.56%,6.80%,6.47%,3.40M,0.93,2.24,5.66%,"3,164,729"
AABBV,3.54%,1.97%,19.34%,26.73%,15.55%,19.57%,73.56%,145.08%,317.29%,1.86%,2.00%,6.34M,0.55,264.02,0.58%,"3,509,954"
AABCB,-1.91%,-5.90%,-3.50%,12.10%,11.75%,11.94%,110.71%,73.53%,135.13%,2.06%,1.62%,463.75K,1.28,83.00,-0.86%,"591,696"
