Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
A,2.56%,14.50%,15.26%,-4.09%,-3.26%,11.89%,10.22%,-10.25%,198.35%,2.60%,2.98%,2.23M,1.14,131.63,3.92%,"2,538,284"
AA,-16.81%,-26.73%,-7.73%,2.05%,-1.58%,81.60%,59.26%,43.88%,-,3.88%,4.82%,5.04M,1.36,52.30,-5.05%,"6,846,499"
AAA,0.34%,0.18%,0.48%,0.20%,0.04%,-0.11%,1.52%,-0.03%,-,0.40%,0.38%,11.36K,0.38,25.01,0.04%,"4,324"
AAAA,-1.56%,-0.44%,12.54%,9.51%,9.94%,-,-,-,-,0.51%,0.63%,4.14K,3.11,30.06,-0.13%,"12,878"
AAAC,0.10%,-0.12%,0.20%,0.17%,0.05%,-,-,-,-,0.00%,0.00%,0.03K,0.16,20.07,0.00%,5
AAAD,0.20%,-,-,-,0.71%,-,-,-,-,0.04%,-,0.35K,0.02,50.28,0.46%,6
AAAP,-,-,-,-,-0.08%,-,-,-,-,-,-,1.03M,0.00,25.08,-0.08%,676
AAAU,-8.01%,-11.57%,-9.45%,-8.22%,-7.64%,19.69%,106.57%,122.54%,-,1.90%,1.68%,1.98M,1.16,39.30,-3.03%,"2,284,301"
AACB,-0.27%,0.39%,1.37%,1.76%,1.76%,2.96%,-,-,-,0.13%,0.23%,24.72K,0.00,10.48,-0.18%,24
AACG,-3.98%,-19.58%,-4.46%,11.32%,22.11%,23.86%,-29.04%,-68.05%,80.13%,8.94%,7.85%,12.72K,0.31,0.97,-8.09%,"3,931"
AACI,-0.10%,0.00%,-,-,0.81%,-,-,-,-,0.08%,0.09%,35.35K,0.71,9.95,-0.30%,"24,967"
AACO,-0.30%,-0.40%,-,-,-0.50%,-,-,-,-,0.01%,0.09%,22.12K,0.24,9.90,0.00%,"5,201"
AACP,-0.03%,-,-,-,0.08%,-,-,-,-,0.08%,-,384.99K,0.15,9.96,0.08%,"56,301"
AADR,-4.45%,-6.63%,-0.17%,-6.28%,-6.95%,2.91%,64.15%,19.88%,113.74%,1.62%,1.30%,2.64K,1.94,80.26,-1.82%,"5,131"
AADX,-17.53%,-,-,-,-4.00%,-,-,-,-,9.49%,-,3.15M,0.43,18.25,-0.54%,"1,359,156"
AAEQ,-2.37%,-2.12%,11.68%,5.72%,5.63%,-,-,-,-,0.33%,0.24%,2.82K,0.04,52.10,-0.33%,117
AAL,11.01%,25.92%,62.84%,10.52%,13.76%,53.39%,7.26%,-21.97%,-35.53%,4.21%,4.27%,76.05M,2.72,17.44,8.05%,"207,167,159"
AALG,21.97%,52.87%,141.24%,-0.18%,8.10%,-,-,-,-,7.16%,7.18%,58.76K,0.81,19.16,15.81%,"47,793"
AAME,-6.08%,-23.77%,-29.17%,-47.20%,-39.93%,-19.43%,-19.43%,-59.91%,-57.39%,5.47%,5.91%,13.27K,0.47,1.70,-2.30%,"6,214"
AAMI,-14.51%,-1.68%,35.50%,48.04%,49.74%,112.95%,246.19%,195.47%,419.41%,4.93%,3.90%,420.34K,1.44,70.38,-3.60%,"605,704"
AAOG,-29.16%,-47.97%,-,-,-54.66%,-,-,-,-,22.32%,29.41%,919.83K,0.98,7.07,-1.39%,"905,645"
AAOI,-13.96%,-19.02%,29.03%,369.25%,321.60%,531.04%,3286.41%,1649.64%,1396.64%,10.29%,13.71%,12.83M,0.81,146.97,-0.32%,"10,356,410"
AAON,0.72%,-2.23%,56.65%,74.67%,72.59%,79.66%,107.05%,222.23%,651.43%,4.64%,5.62%,1.07M,1.06,131.60,1.66%,"1,131,255"
AAOX,-29.93%,-47.79%,-9.92%,-,-9.92%,-,-,-,-,22.15%,29.85%,4.53M,1.55,31.25,-3.16%,"7,028,637"
AAP,-4.03%,-0.02%,13.83%,43.42%,47.43%,20.06%,-11.77%,-71.17%,-62.50%,5.62%,4.67%,1.76M,1.10,57.94,5.71%,"1,933,265"
AAPB,-4.43%,-11.03%,31.63%,8.70%,9.55%,90.29%,33.35%,-,-,4.16%,4.45%,92.02K,0.82,35.13,-1.28%,"75,857"
AAPD,1.50%,4.75%,-14.67%,-8.32%,-8.39%,-33.05%,-42.31%,-,-,2.21%,2.35%,8.55M,0.68,12.01,0.42%,"5,781,991"
AAPG,0.41%,-18.71%,-23.48%,-41.73%,-34.91%,-56.98%,-,-,-,2.39%,3.46%,6.83K,0.86,17.08,0.41%,"5,910"
AAPL,-2.06%,-5.10%,16.47%,7.09%,7.81%,46.32%,57.00%,119.68%,1155.16%,2.21%,2.38%,47.44M,1.11,293.08,-0.41%,"52,703,769"
AAPR,-0.46%,-0.36%,2.16%,3.60%,3.29%,8.67%,-,-,-,0.25%,0.22%,19.32K,0.18,29.35,0.01%,"3,389"
AAPU,-4.90%,-11.45%,30.41%,5.18%,7.53%,82.79%,56.49%,-,-,4.40%,4.79%,2.21M,0.66,36.11,-0.85%,"1,462,788"
AAPW,-2.64%,-8.54%,10.95%,-7.21%,-5.64%,8.57%,-,-,-,2.19%,2.49%,15.53K,0.38,38.15,-0.77%,"5,952"
AAPX,-4.01%,-11.09%,30.17%,3.72%,7.58%,81.06%,-,-,-,4.02%,4.42%,100.87K,0.23,32.79,-0.82%,"23,437"
AAPY,-3.02%,-6.57%,15.09%,1.15%,0.84%,19.53%,-,-,-,1.86%,1.80%,4.22K,1.70,25.10,-0.62%,"7,166"
AARD,33.33%,9.25%,31.56%,-63.98%,-62.21%,-68.53%,-,-,-,10.48%,9.17%,176.00K,1.75,4.96,17.26%,"308,332"
AAT,-0.12%,6.98%,32.59%,29.97%,28.74%,21.97%,34.79%,-34.80%,-40.27%,1.88%,2.08%,390.35K,1.04,24.37,0.08%,"405,226"
AAUA,-2.11%,-1.23%,12.88%,-,11.56%,-,-,-,-,0.34%,0.32%,2.78K,2.06,55.78,-0.32%,"5,723"
AAUC,-14.56%,-15.78%,-26.11%,-1.16%,0.57%,71.08%,-,-,-,4.95%,3.89%,691.24K,0.35,23.01,-6.84%,"244,579"
AAUM,-10.06%,-9.16%,0.78%,-20.97%,-21.74%,-,-,-,-,0.00%,0.18%,0.41K,0.43,19.16,-3.17%,176
AAUS,-2.27%,-2.01%,11.41%,6.23%,6.26%,-,-,-,-,0.37%,0.28%,1.83K,0.03,58.56,-0.31%,46
AAVM,-2.28%,-1.55%,7.53%,11.26%,13.54%,26.76%,51.10%,21.84%,-,0.20%,0.41%,2.94K,0.09,33.52,-0.39%,273
AAXJ,-1.71%,2.73%,21.25%,28.31%,25.86%,42.44%,78.12%,25.21%,125.23%,1.55%,1.98%,850.88K,0.84,117.20,0.41%,"711,077"
AB,-3.54%,-7.30%,-3.80%,-10.56%,-8.63%,-12.95%,10.67%,-23.32%,55.64%,1.86%,1.70%,309.70K,1.98,35.16,-1.73%,"611,873"
ABAT,-12.90%,-16.41%,-5.59%,-31.99%,-19.16%,116.00%,-76.92%,-91.75%,-87.92%,5.67%,10.78%,6.08M,0.65,2.70,-4.93%,"3,953,222"
ABBV,5.58%,8.90%,14.47%,3.56%,2.80%,26.59%,72.81%,104.72%,292.40%,2.68%,2.40%,6.18M,1.18,234.89,0.06%,"7,265,331"
ABCB,0.96%,5.47%,16.67%,15.19%,20.26%,41.17%,168.23%,69.10%,208.11%,2.41%,1.97%,506.04K,1.69,89.32,1.10%,"854,842"
ABCL,18.47%,15.96%,82.18%,67.50%,76.32%,63.86%,-17.51%,-71.64%,-,9.17%,9.50%,6.53M,2.01,6.03,7.10%,"13,124,231"
ABCS,-0.05%,3.18%,11.61%,8.18%,9.13%,15.98%,-,-,-,0.63%,0.57%,2.15K,0.69,33.20,0.75%,"1,495"
ABEO,-0.53%,3.31%,29.79%,9.98%,6.64%,-4.10%,13.08%,-86.70%,-91.22%,3.46%,3.95%,1.09M,0.99,5.62,-1.75%,"1,068,822"
ABEQ,-0.67%,0.02%,-0.25%,3.81%,4.70%,8.87%,33.60%,37.08%,-,0.59%,0.56%,13.05K,1.05,37.54,0.01%,"13,703"
ABEV,-2.19%,-2.19%,12.59%,25.70%,26.72%,30.42%,5.17%,-4.71%,-30.69%,2.44%,2.21%,28.10M,0.95,3.13,-0.95%,"26,646,070"
ABFL,-0.61%,1.05%,14.64%,14.09%,15.45%,17.57%,61.60%,71.28%,-,1.02%,1.29%,65.88K,0.10,82.39,-0.35%,"6,671"
ABG,3.26%,9.91%,8.66%,-12.90%,-11.27%,-16.12%,-9.65%,28.15%,286.89%,3.91%,3.07%,260.87K,0.95,206.33,3.45%,"247,648"
ABI,0.12%,0.16%,0.24%,0.32%,0.24%,-,-,-,-,0.01%,0.03%,0.36K,1.81,24.87,0.10%,647
ABIG,-1.52%,0.01%,14.11%,5.85%,5.04%,14.94%,-,-,-,0.28%,0.47%,4.81K,0.68,33.62,0.25%,"3,283"
ABLD,-3.22%,-4.55%,-4.38%,2.73%,2.43%,3.91%,15.29%,-,-,0.90%,0.65%,30.27K,0.30,29.80,-0.80%,"9,113"
ABLG,-1.32%,0.38%,8.66%,0.92%,1.78%,4.05%,21.91%,-8.76%,-,0.59%,0.93%,1.55K,0.08,32.27,-0.57%,120
ABLS,2.43%,8.77%,24.25%,-3.60%,11.71%,-5.65%,-,-,-,0.68%,0.71%,0.69K,1.84,22.38,0.89%,"1,259"
ABLV,-0.90%,6.80%,73.26%,34.15%,62.84%,5.77%,-89.62%,-,-,6.15%,8.66%,438.60K,0.28,1.10,0.00%,"121,410"
ABM,1.34%,10.90%,17.29%,5.69%,5.37%,-1.04%,9.97%,-1.33%,24.71%,2.87%,2.71%,552.90K,0.94,44.57,1.50%,"519,950"
ABNB,2.27%,9.10%,11.08%,6.74%,6.40%,9.27%,15.77%,-4.20%,-,3.40%,3.14%,3.71M,1.09,144.40,4.00%,"4,029,295"
ABNG,4.06%,16.99%,16.91%,1.41%,1.11%,-,-,-,-,2.75%,2.42%,1.95K,1.71,18.38,7.74%,"3,347"
ABNY,-,-1.02%,-6.49%,-17.34%,-16.97%,-34.49%,-,-,-,1.60%,1.70%,5.05K,0.00,39.35,0.00%,0
ABOS,0.87%,-7.97%,-10.81%,7.44%,9.48%,83.33%,-57.38%,-,-,7.09%,6.25%,396.23K,0.91,2.31,-4.15%,"361,199"
ABOT,-2.03%,-3.85%,12.82%,-5.65%,-4.19%,-1.41%,52.19%,37.04%,-,0.89%,0.33%,0.30K,0.08,37.46,0.65%,23
ABR,-1.36%,-8.62%,-30.94%,-36.14%,-34.41%,-51.75%,-60.49%,-69.05%,-15.38%,3.51%,4.15%,3.96M,0.85,5.09,-0.20%,"3,364,505"
ABSI,43.93%,97.55%,234.72%,198.08%,188.68%,258.54%,469.21%,-,-,14.71%,12.76%,4.98M,7.66,10.07,35.96%,"38,143,843"
ABT,-0.14%,3.52%,-13.04%,-27.87%,-27.78%,-34.47%,-16.25%,-18.99%,138.70%,2.62%,2.21%,12.70M,1.04,90.49,-0.04%,"13,191,551"
ABTC,-11.27%,-33.27%,-21.96%,-58.39%,-56.43%,-82.64%,-98.87%,-99.99%,-,7.38%,7.19%,13.67M,0.80,0.74,-4.17%,"10,939,390"
ABTS,6.14%,40.70%,-54.85%,-77.21%,-76.50%,-66.39%,-91.14%,-99.65%,-99.78%,11.54%,27.96%,2.51M,0.03,1.21,0.00%,"74,511"
ABUF,-0.79%,0.26%,-,-,6.76%,-,-,-,-,0.29%,0.20%,2.75K,0.21,26.82,-0.09%,578
ABUS,1.59%,2.53%,3.48%,0.68%,-7.28%,32.34%,85.06%,35.56%,32.74%,4.63%,4.12%,1.78M,1.62,4.46,0.22%,"2,876,751"
ABVC,3.10%,16.67%,17.70%,-39.27%,-37.56%,-35.44%,-74.86%,-97.34%,-99.63%,8.54%,9.92%,120.03K,0.61,1.33,1.53%,"72,854"
ABVX,-5.12%,-24.17%,-16.03%,-19.51%,-31.40%,1291.13%,-,-,-,11.02%,8.68%,1.65M,4.07,92.51,-6.01%,"6,722,506"
ABX,-4.52%,2.88%,4.26%,9.28%,8.77%,70.64%,-9.36%,-5.01%,-,4.09%,4.23%,557.44K,0.88,9.30,-3.43%,"493,194"
ABXB,-0.08%,0.83%,1.16%,-1.26%,0.03%,-0.66%,-3.46%,-21.10%,-,0.01%,0.07%,0.75K,0.02,19.61,0.40%,12
ACA,8.80%,19.54%,36.18%,29.78%,35.76%,63.99%,101.62%,141.61%,-,1.72%,3.04%,391.62K,4.33,144.34,-0.40%,"1,696,623"
ACAA,-0.20%,0.20%,-,-,-0.80%,-,-,-,-,0.04%,0.11%,14.99K,0.00,9.97,0.00%,0
ACAD,11.56%,10.71%,11.45%,-13.99%,-12.54%,4.24%,-4.69%,-6.60%,-25.68%,3.81%,2.98%,1.63M,0.92,23.36,3.36%,"1,495,795"
ACB,-5.67%,-18.21%,-14.76%,-42.94%,-32.94%,-28.89%,-48.66%,-96.97%,-93.29%,3.42%,4.91%,1.07M,0.95,2.83,-0.70%,"1,021,371"
ACCL,4.88%,20.28%,19.44%,-45.51%,-36.53%,-,-,-,-,6.33%,13.39%,452.73K,0.12,1.72,2.38%,"54,780"
ACCO,0.51%,4.19%,34.92%,5.01%,6.70%,14.37%,-20.08%,-53.01%,-60.98%,2.97%,2.83%,1.02M,0.60,3.98,2.31%,"611,571"
ACCS,13.37%,3.40%,-7.46%,-23.43%,-27.96%,-42.24%,-65.64%,-73.86%,11.67%,7.86%,6.57%,14.14K,2.21,6.70,1.21%,"31,271"
ACDC,-18.45%,-25.17%,-20.27%,40.42%,37.53%,-34.99%,-54.23%,-,-,8.68%,9.29%,1.40M,1.63,5.35,-11.13%,"2,274,943"
ACEI,-3.09%,-5.20%,-1.61%,-5.60%,-5.34%,-,-,-,-,1.08%,1.08%,20.56K,0.96,23.32,-0.64%,"19,679"
ACEL,-0.15%,12.10%,15.68%,17.03%,14.46%,11.34%,27.04%,2.35%,-,2.49%,2.56%,310.30K,0.96,13.06,0.38%,"297,616"
ACEP,-3.27%,-0.03%,12.00%,20.00%,20.25%,-,-,-,-,1.09%,0.74%,2.11K,0.49,19.60,-1.13%,"1,041"
ACES,-3.85%,-10.55%,3.43%,4.13%,7.99%,37.24%,-17.76%,-52.54%,-,2.83%,3.38%,91.22K,0.19,35.01,-1.10%,"17,039"
ACET,6.31%,-0.60%,23.32%,4.44%,-2.02%,-21.18%,-89.10%,-94.70%,-,4.18%,6.24%,112.47K,0.75,8.25,1.23%,"84,549"
ACFN,0.12%,-5.38%,-10.99%,9.99%,9.40%,-5.60%,231.35%,87.56%,505.93%,4.36%,4.63%,12.73K,0.38,16.52,0.68%,"4,805"
ACGC,0.05%,-,-,-,0.15%,-,-,-,-,0.14%,-,270.20K,1.34,9.94,-0.05%,"363,325"
ACGL,2.53%,-1.43%,1.41%,-1.33%,-1.04%,4.34%,37.86%,157.01%,333.94%,1.81%,1.95%,2.34M,0.86,94.92,1.29%,"2,016,886"
