Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,-5.46%,-4.26%,8.74%,24.00%,5.18%,15.31%,25.55%,-19.25%,218.89%,2.62%,2.71%,2.20M,0.69,143.12,-1.13%,"1,521,019"
AAA,-5.39%,-10.69%,-26.32%,-27.22%,-9.11%,56.16%,71.89%,-2.42%,-,3.60%,4.16%,5.57M,0.69,48.30,-4.79%,"3,864,581"
AAAA,-0.44%,0.10%,0.02%,-0.06%,-0.04%,0.18%,0.97%,-0.06%,-,0.39%,0.24%,22.56K,3.53,24.99,-0.04%,"79,669"
AAAAA,-0.51%,-1.16%,2.86%,10.89%,11.33%,16.09%,-,-,-,0.27%,0.27%,5.93K,3.20,30.44,-0.72%,"18,967"
AAAAC,0.10%,0.05%,0.25%,0.55%,0.15%,-,-,-,-,0.00%,0.00%,76.48K,0.00,20.08,0.02%,11
AAAAD,-0.47%,-0.91%,-1.72%,-,-1.86%,-,-,-,-,0.00%,0.00%,0.17K,0.75,49.01,-0.53%,131
AAAAP,0.10%,0.18%,-,-,1.07%,-,-,-,-,0.14%,0.12%,55.05K,0.02,25.39,0.00%,"1,129"
AAAAU,-1.55%,-1.11%,5.91%,-16.64%,0.16%,18.55%,124.14%,139.57%,-,1.22%,1.31%,1.49M,1.21,42.62,-1.71%,"1,804,224"
AAAC,-0.10%,-,-,-,0.60%,-,-,-,-,0.24%,-,67.28K,0.00,10.06,0.00%,11
AAACG,4.68%,4.08%,-12.38%,-5.22%,16.41%,-56.60%,-22.03%,-67.72%,75.60%,8.25%,9.85%,227.78K,0.01,0.92,9.08%,"1,416"
AAACI,-0.10%,0.40%,0.90%,-,0.90%,-,-,-,-,0.01%,0.07%,42.51K,0.24,10.04,-0.10%,"10,140"
AAACO,0.50%,0.80%,1.31%,-,0.70%,-,-,-,-,0.04%,0.07%,32.26K,0.00,10.02,0.20%,25
AAACP,0.10%,0.50%,1.10%,-,1.21%,-,-,-,-,0.04%,0.12%,80.29K,0.00,10.07,0.00%,74
AAADR,0.19%,0.48%,4.80%,-2.64%,-2.10%,0.59%,67.60%,25.76%,112.97%,0.40%,0.82%,2.89K,0.53,84.44,-0.80%,"1,526"
AAADX,-5.41%,-43.95%,-37.32%,-,-44.39%,-,-,-,-,6.75%,6.98%,1.32M,1.07,11.54,-3.35%,"1,408,573"
AAAEQ,-0.65%,-1.30%,4.72%,12.24%,9.93%,-,-,-,-,0.10%,0.12%,0.63K,2.08,54.22,-0.57%,"1,302"
AAAL,-1.98%,-15.96%,-4.25%,16.39%,-16.18%,0.23%,-8.08%,-32.19%,-66.61%,2.45%,2.56%,102.67M,0.61,12.85,-0.70%,"62,159,585"
AAALG,-4.01%,-30.76%,-16.45%,13.13%,-45.19%,-29.39%,-,-,-,3.62%,3.97%,31.15K,0.67,9.71,-1.21%,"20,924"
AAAME,-2.99%,-9.09%,-26.97%,-51.49%,-54.06%,-59.94%,-31.58%,-66.84%,-63.59%,4.74%,7.10%,62.87K,0.36,1.30,1.56%,"22,847"
AAAMI,2.27%,0.55%,20.99%,81.49%,95.85%,97.62%,352.33%,245.40%,604.82%,2.94%,2.69%,476.18K,0.58,92.05,-0.49%,"276,948"
AAAOG,-0.86%,-47.84%,-78.83%,-,-85.18%,-,-,-,-,13.19%,17.27%,2.27M,1.06,2.30,-8.38%,"2,398,474"
AAAOI,0.16%,-23.11%,-41.02%,-18.68%,196.30%,272.62%,775.34%,1290.18%,426.18%,6.60%,8.31%,10.83M,0.53,103.29,-4.30%,"5,703,942"
AAAON,2.55%,-10.80%,-36.82%,-16.38%,0.35%,-9.97%,16.70%,76.39%,327.17%,4.49%,4.44%,1.10M,0.79,76.52,-0.65%,"873,441"
AAAOX,-0.86%,-47.75%,-78.63%,-,-59.51%,-,-,-,-,13.29%,17.45%,7.90M,0.58,10.33,-8.50%,"4,620,620"
AAAOZ,-3.25%,25.38%,-,-,-45.54%,-,-,-,-,13.97%,17.40%,2.05M,0.56,13.98,8.71%,"1,152,587"
AAAP,1.19%,-18.21%,-27.04%,-18.79%,10.20%,-26.75%,-32.97%,-78.35%,-71.69%,3.96%,4.55%,1.92M,0.64,43.31,-0.16%,"1,230,788"
AAAPB,0.60%,13.64%,19.61%,45.71%,30.76%,82.21%,77.19%,-,-,4.62%,3.83%,64.71K,1.35,41.93,7.15%,"87,665"
AAAPD,-0.44%,-6.39%,-12.24%,-21.80%,-18.67%,-32.85%,-51.42%,-,-,2.67%,2.16%,9.50M,2.11,10.66,-3.42%,"20,062,961"
AAAPE,0.66%,13.29%,-,-,6.11%,-,-,-,-,4.77%,3.59%,16.07K,2.75,15.80,7.26%,"44,265"
AAAPG,-0.83%,-12.17%,-2.34%,-31.17%,-36.47%,-56.98%,-,-,-,1.23%,2.60%,10.91K,0.28,16.67,-3.70%,"3,090"
AAAPL,0.50%,7.10%,12.00%,25.21%,20.12%,44.00%,83.28%,119.22%,1166.63%,2.72%,2.21%,53.40M,1.31,326.57,3.56%,"70,011,913"
AAAPR,-0.27%,-0.10%,1.49%,3.61%,4.51%,6.76%,-,-,-,0.07%,0.12%,3.60K,0.07,29.69,-0.24%,269
AAAPU,0.49%,13.21%,18.98%,42.93%,27.90%,74.75%,103.08%,-,-,5.43%,4.37%,1.81M,2.84,42.95,7.03%,"5,125,347"
AAAPW,-0.24%,5.88%,5.75%,11.81%,0.15%,10.71%,-,-,-,2.70%,2.11%,15.99K,0.79,40.50,4.14%,"12,593"
AAAPX,0.70%,13.18%,19.05%,42.41%,27.13%,72.61%,-,-,-,5.04%,3.93%,52.43K,7.16,38.75,7.13%,"375,236"
AAAPY,0.22%,6.94%,7.68%,18.13%,9.31%,19.75%,-,-,-,1.94%,1.60%,7.39K,1.25,27.20,4.15%,"9,251"
AAARD,-15.80%,-30.32%,43.97%,-3.65%,-61.83%,-37.37%,-,-,-,12.15%,13.27%,250.42K,0.84,5.01,1.83%,"209,382"
AAAT,-4.55%,-4.21%,-12.73%,13.72%,12.94%,4.96%,4.39%,-44.02%,-50.13%,1.98%,1.59%,427.62K,0.82,21.38,-0.93%,"350,657"
AAAUA,-0.62%,-1.33%,6.12%,-,17.21%,-,-,-,-,0.24%,0.19%,5.39K,0.56,58.07,-0.57%,"3,008"
AAAUB,0.17%,-1.10%,-,-,2.39%,-,-,-,-,0.00%,0.28%,5.45K,0.07,50.66,-0.66%,381
AAAUC,-5.35%,1.31%,-10.30%,-28.97%,-1.75%,45.13%,-,-,-,2.95%,3.71%,710.82K,0.31,22.48,-2.22%,"220,761"
AAAUS,-0.67%,-1.30%,4.87%,11.84%,10.54%,15.67%,-,-,-,0.07%,0.10%,8.66K,0.00,60.91,-0.57%,16
AAAVM,-1.17%,-1.60%,2.68%,6.39%,14.99%,19.52%,49.09%,20.07%,-,0.14%,0.10%,1.29K,3.81,33.95,-1.13%,"4,908"
AAAXJ,-0.51%,2.27%,3.54%,15.55%,24.79%,30.49%,78.99%,30.95%,96.78%,1.06%,1.03%,515.65K,0.64,116.20,-2.34%,"329,189"
AAB,-0.68%,-1.73%,-1.73%,-7.31%,-5.46%,-3.65%,13.79%,-29.75%,65.44%,1.59%,1.47%,290.07K,0.93,36.38,-0.03%,"270,737"
AABAT,-8.24%,-3.76%,-16.75%,-26.86%,-23.35%,12.28%,-73.07%,-87.81%,-57.86%,4.96%,6.21%,3.66M,0.46,2.56,-4.48%,"1,695,164"
AABBV,-2.57%,1.96%,13.36%,12.00%,11.60%,20.49%,71.12%,139.03%,302.46%,2.12%,2.00%,6.39M,0.69,255.00,1.63%,"4,397,666"
AABCB,-0.41%,-4.09%,-2.24%,11.95%,13.94%,14.48%,115.81%,81.82%,136.57%,1.35%,1.46%,475.09K,0.88,84.62,0.68%,"415,978"
