Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,10.43%,11.42%,27.04%,52.26%,26.99%,41.76%,54.36%,0.23%,270.71%,4.03%,3.05%,2.26M,1.14,172.79,-0.03%,"2,582,127"
AAA,-3.56%,-13.82%,-20.79%,-25.61%,-19.36%,36.25%,60.91%,-11.63%,-,2.73%,3.41%,5.20M,0.65,42.85,0.40%,"3,401,413"
AAAA,0.50%,0.23%,0.14%,0.26%,0.10%,-0.24%,0.52%,0.05%,-,0.14%,0.31%,22.22K,0.25,25.02,-0.10%,"5,485"
AAAAA,1.14%,0.80%,2.63%,16.58%,13.00%,16.70%,-,-,-,0.41%,0.35%,6.08K,0.29,30.90,0.43%,"1,791"
AAAAC,0.02%,0.02%,0.12%,0.47%,0.32%,-,-,-,-,0.01%,0.00%,75.30K,0.00,20.12,0.00%,28
AAAAD,-0.73%,-2.52%,-3.88%,-,-2.97%,-,-,-,-,0.13%,0.03%,0.17K,0.08,48.45,0.17%,13
AAAAP,0.14%,0.30%,1.21%,-,1.43%,-,-,-,-,0.16%,0.15%,33.81K,0.00,25.48,0.02%,119
AAAAU,-1.99%,-6.63%,5.36%,-1.74%,-0.63%,14.30%,122.78%,143.27%,-,1.08%,1.36%,1.35M,0.90,42.28,0.31%,"1,220,165"
AAAC,0.00%,-,-,-,0.70%,-,-,-,-,0.26%,-,52.91K,0.13,10.07,0.00%,"6,806"
AAACG,2.38%,-11.35%,-7.53%,-14.85%,8.82%,-53.51%,-25.22%,-64.17%,77.82%,12.34%,8.45%,223.45K,0.01,0.86,4.17%,"2,139"
AAACI,0.10%,0.00%,1.11%,-,1.01%,-,-,-,-,0.21%,0.13%,49.42K,0.04,10.05,0.00%,"2,173"
AAACO,0.30%,0.40%,1.21%,-,0.70%,-,-,-,-,0.00%,0.06%,23.63K,0.00,10.02,0.15%,12
AAACP,0.30%,0.40%,1.10%,-,1.51%,-,-,-,-,0.02%,0.08%,55.22K,0.00,10.10,0.04%,10
AAADR,-1.34%,-1.78%,2.43%,3.53%,-4.06%,-3.40%,69.19%,26.15%,103.45%,0.44%,0.65%,2.65K,0.24,82.75,0.38%,628
AAADX,-0.94%,-11.61%,-38.43%,-,-39.08%,-,-,-,-,4.17%,5.95%,1.49M,1.01,12.64,-0.78%,"1,507,930"
AAAEQ,1.41%,1.32%,6.35%,20.09%,12.33%,-,-,-,-,0.35%,0.20%,1.22K,1.49,55.41,0.53%,"1,815"
AAAL,7.02%,0.22%,-22.38%,29.51%,-9.52%,21.77%,7.44%,-35.16%,-60.98%,3.65%,2.96%,89.98M,0.85,13.87,3.90%,"76,084,491"
AAALG,13.56%,-1.65%,-44.56%,40.25%,-36.92%,3.80%,-,-,-,6.67%,5.20%,36.83K,3.71,11.18,7.09%,"136,520"
AAAME,0.74%,4.62%,-20.00%,-45.16%,-51.94%,-52.94%,-29.90%,-65.83%,-60.35%,6.30%,6.80%,62.53K,0.24,1.36,3.82%,"14,995"
AAAMI,3.46%,-1.85%,30.03%,72.45%,99.74%,95.38%,374.86%,251.87%,596.44%,3.71%,3.35%,445.80K,0.66,93.88,0.60%,"293,845"
AAAOG,-8.19%,-25.00%,-64.79%,-,-86.25%,-,-,-,-,11.78%,11.63%,2.45M,0.89,2.13,0.00%,"2,182,036"
AAAOI,-3.58%,-10.86%,-25.27%,4.09%,190.88%,284.97%,979.87%,1300.55%,379.66%,5.85%,5.79%,9.71M,0.57,101.40,0.37%,"5,510,957"
AAAON,16.08%,11.68%,-29.72%,6.83%,16.85%,1.10%,56.07%,99.84%,370.43%,5.51%,4.32%,1.15M,1.70,89.10,5.73%,"1,947,345"
AAAOX,-8.13%,-25.12%,-64.30%,-60.96%,-62.37%,-,-,-,-,11.90%,11.73%,7.83M,1.22,9.60,0.42%,"9,556,973"
AAAOZ,6.89%,14.71%,-,-,-46.24%,-,-,-,-,10.96%,11.68%,1.76M,0.25,13.80,-0.14%,"434,608"
AAAP,-1.93%,-5.27%,-32.89%,-19.52%,6.18%,-30.25%,-26.69%,-80.65%,-72.04%,3.92%,3.72%,1.94M,0.83,41.73,0.72%,"1,606,051"
AAAPB,2.62%,17.09%,38.42%,69.09%,41.99%,55.39%,97.19%,-,-,3.50%,3.94%,61.73K,0.39,45.53,2.76%,"24,228"
AAAPD,-3.04%,-9.41%,-19.39%,-28.11%,-23.26%,-27.42%,-54.36%,-,-,1.84%,2.17%,9.81M,0.52,10.06,-1.38%,"5,075,955"
AAAPE,2.82%,16.59%,-,-,14.91%,-,-,-,-,2.41%,3.47%,16.53K,0.27,17.11,2.82%,"4,515"
AAAPG,-1.35%,-12.09%,-11.41%,-30.24%,-43.38%,-60.73%,-,-,-,1.81%,1.93%,9.73K,0.30,14.86,-2.46%,"2,872"
AAAPL,1.47%,8.81%,20.19%,34.87%,25.46%,32.78%,93.70%,132.15%,1110.43%,1.86%,2.20%,52.33M,0.57,341.07,1.53%,"30,002,507"
AAAPR,0.35%,0.10%,1.45%,3.73%,4.95%,7.05%,-,-,-,0.17%,0.15%,4.32K,4.06,29.82,0.18%,"17,558"
AAAPU,2.54%,16.34%,38.65%,66.14%,38.24%,49.32%,125.28%,-,-,3.71%,4.38%,1.81M,0.37,46.42,3.00%,"661,869"
AAAPW,1.35%,7.67%,15.70%,22.14%,4.24%,0.60%,-,-,-,2.06%,2.27%,15.31K,0.99,42.15,1.68%,"15,169"
AAAPX,2.64%,15.82%,39.52%,64.84%,37.37%,46.40%,-,-,-,3.25%,3.99%,63.75K,0.37,41.87,2.62%,"23,695"
AAAPY,1.50%,8.71%,16.69%,28.97%,13.80%,17.65%,-,-,-,1.05%,1.52%,6.99K,0.19,28.32,1.51%,"1,343"
AAARD,-5.95%,-25.70%,5.64%,44.16%,-61.45%,-60.06%,-,-,-,7.00%,10.49%,249.03K,0.29,5.06,-8.83%,"71,472"
AAAT,-1.69%,-5.10%,-14.30%,16.40%,14.00%,7.26%,13.82%,-44.06%,-51.19%,1.59%,1.58%,429.93K,0.88,21.58,0.42%,"379,152"
AAAUA,1.45%,1.69%,6.35%,22.32%,19.80%,-,-,-,-,0.22%,0.24%,5.36K,0.17,59.35,0.52%,890
AAAUB,1.11%,1.80%,-,-,4.56%,-,-,-,-,0.30%,0.28%,4.54K,0.09,51.74,0.47%,391
AAAUC,-2.71%,-5.35%,-3.38%,-28.05%,-2.58%,31.97%,-,-,-,3.18%,3.49%,684.89K,0.50,22.29,1.09%,"345,810"
AAAUS,1.39%,1.32%,6.29%,19.74%,12.97%,16.76%,-,-,-,0.17%,0.11%,9.00K,0.07,62.25,0.54%,621
AAAVM,-0.47%,-2.89%,0.81%,9.30%,14.41%,18.99%,49.90%,19.94%,-,0.12%,0.16%,1.26K,1.68,33.77,0.48%,"2,127"
AAAXJ,1.93%,1.50%,1.39%,25.38%,27.23%,30.80%,84.75%,39.22%,96.44%,1.17%,1.06%,495.84K,1.46,118.48,1.07%,"725,269"
AAB,-1.51%,-2.96%,-0.28%,-3.35%,-7.07%,-6.07%,13.99%,-31.47%,54.87%,1.49%,1.57%,280.97K,1.24,35.76,0.99%,"349,304"
AABAT,3.67%,-13.08%,-16.91%,-17.22%,-32.34%,-47.93%,-77.29%,-90.70%,-47.59%,4.40%,5.58%,3.34M,0.59,2.26,0.44%,"1,960,771"
AABBV,0.14%,0.55%,4.34%,25.21%,15.69%,20.96%,70.93%,146.89%,306.80%,1.80%,1.91%,6.01M,0.42,264.34,-0.29%,"2,541,725"
AABCB,-1.45%,-4.15%,-9.57%,6.48%,10.80%,10.06%,117.47%,62.44%,130.76%,1.40%,1.60%,456.82K,0.76,82.29,0.61%,"349,029"
AABCL,0.55%,3.76%,72.09%,279.10%,271.35%,173.12%,166.25%,-39.95%,-,5.00%,5.64%,7.24M,0.47,12.70,0.40%,"3,383,870"
AABCS,-1.13%,-6.40%,0.97%,14.14%,11.80%,13.87%,-,-,-,0.49%,0.38%,2.14K,0.74,34.01,0.67%,"1,586"
AABEO,-3.05%,-10.15%,-3.74%,24.71%,2.47%,0.75%,47.54%,-81.69%,-96.57%,3.62%,4.05%,1.50M,0.48,5.40,-0.55%,"720,707"
AABEQ,-1.47%,-3.64%,0.70%,0.88%,5.77%,6.49%,36.11%,39.99%,-,0.37%,0.43%,12.57K,1.04,37.92,-0.25%,"13,110"
AABEV,-1.02%,0.34%,-9.91%,3.19%,17.81%,26.52%,19.43%,10.43%,-42.14%,2.05%,2.07%,27.33M,0.48,2.91,0.00%,"13,201,824"
AABFL,0.46%,-2.11%,-2.35%,14.95%,13.55%,13.41%,57.42%,58.39%,-,0.59%,0.63%,13.10K,0.65,81.04,0.43%,"8,506"
AABG,1.14%,-11.79%,-9.76%,-6.75%,-20.38%,-21.65%,-17.23%,-5.55%,232.88%,3.06%,3.10%,252.67K,0.94,185.15,2.90%,"237,837"
AABI,0.24%,-0.65%,-1.15%,-0.79%,-0.85%,-1.62%,-,-,-,0.34%,0.15%,300.91K,0.20,24.60,0.26%,"60,899"
AABIG,1.23%,0.87%,5.52%,22.13%,10.83%,13.82%,-,-,-,0.77%,0.44%,3.17K,1.40,35.48,0.84%,"4,434"
AABLD,-1.78%,-4.82%,4.42%,1.70%,8.14%,7.91%,15.57%,-,-,0.52%,0.62%,11.48K,0.60,31.46,0.20%,"6,881"
AABLG,0.02%,-3.00%,-4.41%,5.11%,-2.38%,1.13%,17.34%,-14.57%,-,0.35%,0.27%,2.24K,0.65,30.95,0.69%,"1,461"
