Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,7.57%,7.75%,25.59%,44.76%,21.50%,31.27%,48.39%,-4.31%,254.69%,2.90%,2.82%,2.24M,1.45,165.32,-1.16%,"3,238,629"
AAA,-4.84%,-10.87%,-15.83%,-22.34%,-17.16%,39.61%,55.27%,-9.35%,-,3.43%,3.53%,5.29M,0.62,44.02,-1.54%,"3,282,013"
AAAA,0.22%,0.34%,-0.02%,0.46%,0.02%,-0.10%,0.54%,-0.03%,-,0.30%,0.34%,22.22K,0.14,25.01,-0.06%,"3,178"
AAAAA,1.70%,0.63%,2.35%,15.18%,12.52%,15.50%,-,-,-,0.29%,0.33%,6.17K,1.11,30.76,-0.93%,"6,879"
AAAAC,0.10%,0.02%,0.27%,0.47%,0.32%,-,-,-,-,0.01%,0.00%,75.30K,0.00,20.12,0.00%,30
AAAAD,-0.33%,-2.08%,-3.43%,-,-2.74%,-,-,-,-,0.04%,0.01%,0.16K,0.08,48.56,-0.73%,13
AAAAP,0.04%,0.22%,1.52%,-,1.33%,-,-,-,-,0.19%,0.15%,49.97K,0.03,25.45,0.00%,"1,700"
AAAAU,0.26%,-7.94%,7.46%,-2.70%,-0.75%,13.64%,121.33%,142.84%,-,1.08%,1.37%,1.35M,1.31,42.23,-1.84%,"1,768,920"
AAAC,-0.30%,-,-,-,0.80%,-,-,-,-,0.34%,-,59.57K,0.02,10.08,-0.10%,"1,470"
AAACG,-0.60%,-12.23%,-14.51%,-18.32%,4.39%,-59.56%,-27.63%,-65.04%,70.58%,10.66%,7.77%,223.41K,0.03,0.82,3.12%,"7,089"
AAACI,0.00%,0.00%,1.01%,-,1.01%,-,-,-,-,0.11%,0.10%,48.00K,0.00,10.05,-0.69%,74
AAACO,0.10%,0.20%,1.01%,-,0.50%,-,-,-,-,0.00%,0.04%,20.22K,0.12,10.00,0.00%,"2,408"
AAACP,0.30%,0.30%,1.43%,-,1.51%,-,-,-,-,0.02%,0.09%,57.08K,0.00,10.10,0.20%,252
AAADR,-0.31%,-1.09%,3.18%,3.00%,-3.99%,-3.45%,67.33%,24.30%,103.59%,0.70%,0.63%,2.72K,0.11,82.81,-1.45%,300
AAADX,0.00%,-12.42%,-30.47%,-,-38.84%,-,-,-,-,4.55%,6.06%,1.48M,0.87,12.69,0.24%,"1,282,852"
AAAEQ,2.32%,1.27%,5.79%,18.15%,11.74%,-,-,-,-,0.25%,0.16%,1.17K,2.13,55.12,-0.73%,"2,492"
AAAL,5.12%,-2.05%,-23.45%,24.65%,-12.92%,9.52%,3.49%,-36.12%,-62.45%,2.60%,2.85%,93.49M,0.69,13.35,-1.91%,"64,861,796"
AAALG,9.68%,-5.88%,-45.78%,30.80%,-41.39%,-16.15%,-,-,-,4.58%,4.96%,35.94K,1.33,10.39,-3.92%,"47,862"
AAAME,2.96%,6.92%,-18.24%,-42.08%,-50.88%,-58.26%,-28.72%,-64.45%,-59.48%,5.55%,6.81%,62.74K,0.08,1.39,2.21%,"4,955"
AAAMI,2.58%,-0.42%,30.02%,76.18%,94.70%,88.91%,355.50%,238.93%,578.86%,3.14%,3.25%,453.50K,0.66,91.51,-0.42%,"301,172"
AAAOG,7.58%,-16.80%,-69.87%,-,-86.25%,-,-,-,-,12.43%,11.33%,2.40M,1.08,2.13,-11.62%,"2,587,025"
AAAOI,4.47%,-6.10%,-31.24%,-11.27%,189.90%,260.16%,954.91%,1311.45%,378.05%,6.26%,5.65%,9.89M,0.67,101.06,-5.55%,"6,601,676"
AAAON,9.00%,8.23%,-37.42%,-1.96%,8.01%,-12.62%,44.62%,81.46%,334.85%,4.30%,4.11%,1.13M,1.70,82.36,3.90%,"1,916,799"
