Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
A,-4.13%,15.17%,16.44%,-9.50%,-4.58%,9.19%,9.53%,-9.54%,186.24%,2.76%,3.08%,2.23M,1.03,129.84,0.22%,"2,288,118"
AA,-4.34%,0.48%,8.15%,54.05%,29.41%,138.29%,96.54%,83.98%,-,5.68%,4.91%,5.09M,0.77,68.77,-0.30%,"3,912,551"
AAA,-0.08%,-0.12%,-0.30%,-0.32%,-0.28%,-0.28%,1.61%,-0.31%,-,0.44%,0.32%,8.82K,0.63,24.93,0.08%,"5,517"
AAAA,1.23%,0.41%,12.52%,9.61%,10.72%,-,-,-,-,0.88%,0.63%,4.42K,0.01,30.27,0.30%,33
AAAC,0.10%,-0.02%,0.28%,-,-0.02%,-,-,-,-,0.00%,0.00%,0.03K,0.15,20.05,0.07%,5
AAAD,0.43%,-,-,-,0.19%,-,-,-,-,0.11%,-,0.44K,0.34,50.02,-0.14%,148
AAAU,-2.44%,-10.17%,-16.07%,-0.53%,-2.40%,24.10%,113.96%,122.32%,-,2.35%,1.56%,2.24M,1.04,41.53,0.12%,"2,342,611"
AACB,0.10%,0.67%,1.55%,1.74%,1.94%,3.65%,-,-,-,0.36%,0.21%,27.60K,0.61,10.50,0.00%,"16,945"
AACG,-10.08%,-17.64%,-1.00%,8.90%,24.02%,19.07%,-22.21%,-69.28%,77.97%,7.17%,7.50%,13.73K,0.90,0.98,3.17%,"12,330"
AACI,0.00%,0.20%,-,-,0.81%,-,-,-,-,0.02%,0.12%,38.61K,0.00,9.95,-0.10%,68
AACO,0.00%,-0.50%,-,-,-0.60%,-,-,-,-,0.04%,0.11%,8.80K,0.00,9.89,-0.90%,7
AACP,0.00%,-,-,-,0.40%,-,-,-,-,0.20%,-,568.90K,0.09,9.99,0.30%,"53,400"
AADR,1.33%,-4.34%,1.35%,-2.23%,-3.11%,6.96%,70.56%,22.52%,117.06%,0.96%,1.27%,3.20K,0.49,83.57,0.89%,"1,554"
AADX,16.48%,-,-,-,7.47%,-,-,-,-,13.10%,-,5.26M,0.26,20.43,-7.51%,"1,352,785"
AAEQ,0.12%,-0.51%,11.49%,4.66%,6.88%,-,-,-,-,0.22%,0.20%,2.80K,0.10,52.72,0.39%,268
AAL,10.96%,17.86%,45.44%,-1.06%,-2.28%,37.43%,-6.49%,-36.34%,-54.80%,5.20%,4.46%,68.44M,2.22,14.98,2.25%,"152,193,630"
AALG,21.38%,34.11%,92.96%,-19.66%,-19.24%,-,-,-,-,8.79%,7.66%,64.22K,0.84,14.31,4.68%,"53,726"
AAME,2.40%,-26.61%,-38.27%,-33.46%,-39.58%,-7.07%,-21.25%,-60.05%,-51.56%,7.05%,5.29%,12.42K,1.02,1.71,-3.93%,"12,611"
AAMI,6.14%,11.85%,55.74%,63.28%,67.11%,147.45%,251.25%,245.53%,447.32%,3.80%,3.62%,356.52K,0.67,78.54,1.08%,"239,647"
AAOG,-14.35%,-52.76%,-,-,-35.68%,-,-,-,-,32.15%,28.94%,667.82K,2.01,10.03,-4.97%,"1,341,053"
AAOI,-4.49%,-24.23%,74.62%,383.28%,384.94%,899.11%,5038.30%,1823.21%,1547.66%,14.45%,13.66%,12.81M,0.99,169.05,-2.16%,"12,660,404"
AAON,-4.09%,-6.04%,51.60%,53.96%,66.81%,71.53%,100.47%,195.38%,602.97%,7.45%,5.93%,1.06M,0.99,127.19,-1.13%,"1,056,043"
AAOX,-14.18%,-52.69%,-,-,29.95%,-,-,-,-,32.16%,29.93%,4.00M,2.00,45.08,-4.04%,"7,986,239"
AAP,7.02%,23.43%,17.53%,23.96%,54.71%,19.66%,-9.10%,-69.51%,-60.27%,4.70%,5.34%,1.80M,0.71,60.80,0.30%,"1,280,990"
AAPB,-10.86%,-6.25%,31.60%,2.86%,8.46%,89.69%,35.16%,-,-,6.47%,4.08%,95.27K,0.55,34.78,-2.98%,"52,487"
AAPD,5.46%,2.70%,-14.47%,-5.37%,-7.25%,-32.97%,-43.02%,-,-,3.46%,2.21%,9.16M,1.11,12.16,1.50%,"10,145,280"
AAPG,2.33%,-17.68%,-27.96%,-40.30%,-32.93%,-45.03%,-,-,-,2.28%,3.96%,5.75K,2.06,17.60,2.86%,"11,877"
AAPL,-5.27%,-2.59%,16.40%,4.43%,7.09%,46.15%,58.40%,128.61%,1078.31%,3.52%,2.24%,46.57M,0.83,291.13,-1.52%,"38,542,774"
AAPR,0.15%,-0.00%,2.74%,3.97%,3.52%,8.96%,-,-,-,0.21%,0.24%,19.13K,0.06,29.41,0.01%,"1,171"
AAPU,-10.61%,-6.18%,30.29%,0.67%,7.09%,82.64%,58.48%,-,-,7.17%,4.51%,2.23M,0.59,35.96,-3.02%,"1,326,406"
AAPW,-7.10%,-5.81%,10.94%,-10.02%,-5.71%,8.31%,-,-,-,3.68%,2.60%,20.60K,0.72,38.13,-1.69%,"14,924"
AAPX,-10.53%,-6.59%,30.31%,-1.15%,6.37%,79.92%,-,-,-,6.33%,4.21%,102.67K,0.23,32.42,-2.78%,"23,936"
