Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,1.39%,6.97%,22.07%,4.45%,2.74%,23.17%,11.80%,-9.14%,196.88%,2.31%,2.71%,2.41M,0.75,139.80,1.03%,"1,795,431"
AAA,1.72%,-7.89%,-28.40%,-21.07%,-15.62%,57.89%,29.97%,11.05%,-,3.14%,3.95%,5.50M,0.66,44.84,-0.93%,"3,603,780"
AAAA,-0.06%,0.07%,0.22%,-0.06%,-0.14%,-0.26%,1.20%,-0.15%,-,0.43%,0.37%,10.84K,0.50,24.97,0.20%,"5,411"
AAAAA,1.50%,0.46%,3.32%,8.94%,10.90%,21.18%,-,-,-,0.58%,0.48%,6.45K,0.83,30.32,0.98%,"5,345"
AAAAC,-0.15%,0.15%,0.15%,-0.67%,-0.05%,-,-,-,-,0.00%,0.04%,76.49K,0.00,20.05,-0.20%,12
AAAAD,-0.94%,-1.52%,-,-,-1.01%,-,-,-,-,0.01%,0.01%,0.20K,16.24,49.42,0.19%,"3,253"
AAAAP,-0.16%,0.38%,-,-,0.66%,-,-,-,-,0.00%,0.02%,82.63K,0.00,25.28,0.00%,12
AAAAU,-0.77%,-1.67%,-12.12%,-16.53%,-6.11%,20.51%,108.40%,121.58%,-,1.35%,1.19%,1.52M,0.49,39.95,0.05%,"742,930"
AAAC-U,1.09%,1.49%,-,-,1.29%,-,-,-,-,0.65%,0.34%,679.90K,0.00,10.20,0.00%,0
AAACB,0.29%,0.19%,1.54%,1.44%,2.33%,3.94%,-,-,-,0.44%,0.39%,33.69K,1.28,10.54,0.09%,"43,080"
AAACG,-2.17%,-13.46%,-23.08%,-19.64%,13.88%,-16.67%,-31.82%,-68.75%,119.90%,9.09%,6.86%,14.72K,0.17,0.90,-1.12%,"2,523"
AAACI,0.00%,-0.10%,0.60%,-,0.40%,-,-,-,-,0.02%,0.12%,38.11K,1.32,9.99,0.05%,"50,144"
AAACO,0.30%,0.00%,1.02%,-,0.00%,-,-,-,-,0.02%,0.06%,21.86K,0.00,9.95,0.00%,98
AAACP,0.30%,0.50%,-,-,0.70%,-,-,-,-,0.05%,0.12%,177.05K,0.00,10.02,0.10%,24
AAADR,0.25%,0.45%,-1.98%,-10.15%,-3.94%,7.11%,61.26%,21.85%,104.16%,0.79%,0.81%,2.32K,1.69,82.86,-0.11%,"3,921"
AAADX,2.89%,-16.65%,-,-,-7.37%,-,-,-,-,8.12%,8.48%,1.82M,0.50,19.22,2.78%,"908,871"
AAAEQ,2.70%,1.93%,4.89%,9.59%,9.62%,-,-,-,-,0.44%,0.20%,0.55K,3.45,54.08,1.37%,"1,888"
AAAL,7.29%,-10.49%,35.47%,20.60%,4.63%,45.42%,0.38%,-19.60%,-52.09%,3.81%,4.16%,108.91M,0.49,16.04,5.04%,"53,623,496"
AAALG,14.28%,-22.66%,66.28%,19.74%,-12.25%,46.90%,-,-,-,6.22%,7.03%,37.41K,0.85,15.55,10.07%,"31,884"
AAAME,1.29%,-8.19%,-39.15%,-42.07%,-44.52%,-30.09%,-13.26%,-63.06%,-63.06%,5.24%,3.50%,12.54K,2.38,1.57,1.95%,"29,878"
AAAMI,8.36%,22.83%,37.09%,62.00%,91.02%,126.83%,348.68%,254.86%,560.63%,5.73%,3.98%,489.33K,1.19,89.78,3.80%,"581,588"
AAAOG,15.91%,-32.68%,-,-,-80.05%,-,-,-,-,33.85%,24.62%,1.18M,2.84,3.09,33.77%,"3,344,863"
AAAOI,12.67%,-8.88%,-39.94%,152.72%,216.15%,411.89%,1572.38%,1346.33%,798.21%,15.88%,11.67%,11.79M,1.02,110.21,16.85%,"12,055,507"
AAAON,-8.37%,-13.99%,-1.10%,1.65%,21.39%,13.36%,33.34%,120.45%,427.91%,6.14%,5.78%,1.19M,0.78,92.56,3.93%,"931,550"
AAAOX,16.57%,-31.99%,-80.40%,-,-45.67%,-,-,-,-,34.38%,25.13%,6.16M,1.73,13.86,33.27%,"10,669,923"
AAAOZ,-42.14%,-,-,-,-24.11%,-,-,-,-,34.64%,-,166.27K,3.30,19.48,-34.10%,"548,338"
AAAP,-3.55%,-9.51%,-5.52%,15.98%,41.68%,5.63%,-22.70%,-74.15%,-66.98%,4.29%,5.13%,1.96M,0.53,55.68,0.25%,"1,030,213"
AAAPB,-19.85%,-5.29%,11.84%,25.95%,13.81%,96.58%,34.45%,-,-,5.05%,4.35%,75.38K,2.82,36.49,-3.56%,"212,679"
AAAPD,10.62%,0.88%,-9.34%,-16.84%,-12.59%,-35.76%,-44.04%,-,-,2.32%,2.26%,9.16M,1.43,11.46,1.78%,"13,121,506"
AAAPE,-19.92%,-,-,-,-7.29%,-,-,-,-,3.73%,-,10.73K,3.33,13.80,-4.47%,"35,706"
AAAPG,-11.04%,-9.16%,-28.00%,-30.50%,-35.96%,-54.83%,-,-,-,2.78%,3.02%,11.40K,1.24,16.81,-3.56%,"14,157"
AAAPL,-9.94%,-1.69%,8.31%,16.93%,11.61%,49.93%,58.72%,105.90%,1047.25%,2.50%,2.33%,56.84M,1.32,303.42,-1.78%,"75,051,951"
AAAPR,0.61%,0.44%,0.94%,3.80%,4.30%,8.29%,-,-,-,0.26%,0.19%,14.61K,0.98,29.64,0.19%,"14,246"
AAAPU,-19.66%,-4.76%,11.44%,24.71%,11.97%,89.25%,58.46%,-,-,5.08%,4.66%,2.05M,2.18,37.60,-3.64%,"4,453,871"
AAAPW,-12.65%,-5.19%,1.05%,1.72%,-5.86%,13.42%,-,-,-,2.59%,2.60%,17.41K,1.81,38.06,-2.85%,"31,572"
AAAPX,-19.80%,-5.29%,10.75%,24.29%,11.18%,86.20%,-,-,-,4.80%,4.31%,65.54K,1.17,33.89,-4.35%,"76,675"
AAAPY,-10.99%,-3.52%,3.86%,8.45%,1.68%,19.54%,-,-,-,1.93%,1.53%,5.59K,0.70,25.31,-1.88%,"3,934"
AAARD,5.83%,24.21%,29.67%,-45.50%,-46.06%,-41.63%,-,-,-,15.43%,15.71%,268.15K,0.36,7.08,7.27%,"96,240"
AAAT,-1.89%,-6.43%,14.87%,32.17%,26.10%,27.65%,6.99%,-35.35%,-47.10%,2.45%,2.04%,418.35K,0.88,23.87,1.19%,"367,356"
AAAUA,2.61%,1.83%,6.11%,-,16.84%,-,-,-,-,0.00%,0.08%,3.24K,0.08,57.88,1.26%,256
AAAUB,2.36%,-,-,-,1.69%,-,-,-,-,1.09%,-,10.08K,2.94,50.32,1.41%,"29,645"
AAAUC,-8.39%,-22.36%,-34.45%,-39.27%,-16.52%,46.47%,-,-,-,6.41%,4.59%,695.24K,1.15,19.10,4.77%,"799,105"
AAAUS,2.64%,1.73%,5.13%,9.16%,10.23%,20.83%,-,-,-,0.75%,0.38%,8.81K,0.49,60.74,1.33%,"4,285"
AAAVM,0.46%,0.02%,-0.03%,6.89%,13.93%,26.41%,46.64%,20.49%,-,0.86%,0.47%,2.05K,1.22,33.63,0.25%,"2,500"
AAAXJ,1.04%,-2.30%,1.07%,11.00%,19.54%,34.28%,62.68%,26.19%,95.09%,2.32%,1.75%,664.83K,0.56,111.32,0.54%,"371,689"
AAB,-2.40%,1.87%,-6.38%,-13.05%,-3.87%,-8.94%,13.99%,-26.36%,68.21%,1.89%,1.61%,303.98K,0.88,36.99,0.63%,"266,259"
AABAT,-5.73%,-23.84%,-34.56%,-47.03%,-35.93%,-2.73%,-78.71%,-90.91%,-89.11%,7.71%,6.28%,6.05M,0.58,2.14,2.39%,"3,539,318"
AABBV,-4.60%,-6.12%,18.64%,9.91%,7.27%,25.55%,64.44%,110.84%,268.18%,2.93%,2.42%,6.78M,1.10,245.10,-2.33%,"7,435,950"
AABCB,2.50%,-2.14%,3.07%,9.39%,18.74%,33.80%,98.81%,80.87%,168.87%,2.01%,2.03%,505.90K,0.62,88.19,1.12%,"313,565"
AABCL,11.05%,-28.11%,31.60%,61.05%,70.47%,37.50%,-16.36%,-62.98%,-,7.40%,8.19%,7.59M,0.45,5.83,2.10%,"3,405,575"
AABCS,1.72%,4.56%,11.51%,15.13%,17.20%,25.44%,-,-,-,0.49%,0.41%,1.99K,0.78,35.66,1.01%,"1,553"
AABEO,4.24%,-0.16%,17.68%,25.54%,21.25%,-1.54%,101.58%,-79.22%,-92.18%,4.69%,5.43%,1.25M,0.81,6.39,-0.47%,"1,008,655"
AABEQ,0.39%,1.30%,2.05%,2.35%,6.89%,12.24%,35.31%,38.32%,-,0.71%,0.56%,12.91K,1.36,38.32,0.27%,"17,586"
AABEV,-0.65%,-1.61%,5.17%,9.71%,23.48%,39.91%,11.17%,3.99%,-35.76%,3.00%,2.23%,27.59M,1.48,3.05,-1.93%,"40,802,314"
AABFL,-0.17%,-1.36%,3.70%,13.41%,14.88%,19.98%,54.62%,62.34%,-,1.22%,0.93%,15.19K,0.39,81.99,0.84%,"5,996"
AABG,0.59%,10.99%,12.29%,-2.79%,-1.96%,2.22%,1.58%,15.01%,306.94%,5.54%,3.97%,266.35K,1.28,227.97,-1.61%,"340,319"
AABI,0.14%,-0.22%,-0.06%,-0.80%,0.14%,-1.13%,-,-,-,0.00%,0.00%,0.20K,0.13,24.84,0.02%,26
AABIG,5.12%,4.23%,9.53%,11.71%,12.10%,18.54%,-,-,-,0.50%,0.27%,3.77K,0.00,35.88,2.14%,17
AABLD,1.78%,3.74%,-2.59%,-0.24%,7.17%,9.29%,11.96%,-,-,0.77%,0.69%,11.78K,0.68,31.17,0.58%,"8,030"
AABLG,0.53%,-2.59%,-3.29%,-4.82%,-2.85%,5.86%,13.71%,-14.62%,-,0.57%,0.22%,1.47K,5.18,30.80,1.08%,"7,625"
AABLS,3.46%,-1.76%,12.27%,18.42%,15.69%,2.70%,-,-,-,0.80%,0.61%,1.80K,0.47,23.18,2.27%,854
