Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
A,-2.58%,11.17%,13.65%,-7.44%,-7.04%,9.46%,6.58%,-13.74%,174.80%,2.56%,3.00%,2.27M,0.96,126.49,-0.45%,"2,186,873"
AA,-15.15%,-9.03%,3.37%,24.57%,9.80%,109.44%,74.65%,72.07%,-,4.58%,5.07%,5.14M,1.24,58.35,-1.72%,"6,372,921"
AAA,0.36%,0.17%,0.32%,-0.12%,0.07%,0.07%,1.60%,-0.02%,-,0.34%,0.37%,8.23K,25.28,25.02,0.07%,"207,961"
AAAA,1.07%,1.84%,15.55%,13.05%,11.91%,-,-,-,-,0.48%,0.62%,4.40K,0.02,30.60,-0.25%,72
AAAC,0.10%,0.02%,0.38%,0.27%,0.07%,-,-,-,-,0.00%,0.00%,0.03K,0.19,20.07,0.00%,6
AAAD,-0.03%,-,-,-,0.16%,-,-,-,-,0.05%,-,0.41K,0.02,50.01,-0.26%,7
AAAU,-0.55%,-7.87%,-6.97%,-3.64%,-2.94%,24.21%,117.65%,133.60%,-,1.72%,1.66%,2.28M,0.68,41.30,-0.65%,"1,549,680"
AACB,0.00%,0.57%,1.55%,1.84%,1.94%,3.45%,-,-,-,0.17%,0.23%,26.27K,0.02,10.50,0.00%,539
AACG,9.17%,-8.55%,3.88%,20.24%,35.39%,30.49%,-23.57%,-62.19%,99.73%,10.62%,8.21%,14.29K,0.44,1.07,-0.84%,"6,309"
AACI,0.20%,0.30%,-,-,1.11%,-,-,-,-,0.08%,0.10%,36.91K,0.01,9.98,0.20%,507
AACO,0.00%,-0.50%,-,-,-0.60%,-,-,-,-,0.00%,0.10%,23.59K,0.06,9.89,-0.10%,"1,513"
AACP,-0.10%,-,-,-,0.30%,-,-,-,-,0.18%,-,430.75K,0.01,9.98,-0.10%,"4,260"
AADR,-0.56%,-3.04%,5.30%,-1.88%,-3.65%,8.71%,68.31%,26.24%,107.64%,1.51%,1.25%,3.20K,0.86,83.11,0.04%,"2,745"
AADX,-10.82%,-,-,-,-4.16%,-,-,-,-,11.37%,-,3.55M,0.22,18.22,-3.19%,"775,377"
AAEQ,0.51%,0.04%,14.29%,7.52%,7.43%,-,-,-,-,0.18%,0.20%,2.75K,0.42,52.99,-0.55%,"1,162"
AAL,7.34%,24.17%,54.17%,3.68%,4.89%,51.41%,-1.71%,-27.27%,-46.20%,3.92%,4.36%,72.51M,2.45,16.08,0.56%,"177,385,658"
AALG,14.37%,48.63%,115.64%,-11.40%,-7.64%,-,-,-,-,6.47%,7.44%,60.22K,0.69,16.37,0.88%,"41,723"
AAME,6.43%,-19.47%,-28.06%,-24.17%,-35.69%,-5.21%,-10.78%,-54.95%,-53.92%,6.25%,5.67%,13.04K,1.22,1.82,-2.67%,"15,952"
AAMI,-5.92%,3.89%,45.37%,57.62%,57.21%,133.46%,253.37%,210.46%,417.80%,5.01%,3.92%,413.59K,1.74,73.89,-1.68%,"718,546"
AAOG,-1.30%,-13.01%,-,-,-36.52%,-,-,-,-,23.85%,29.14%,865.38K,2.06,9.90,11.61%,"1,782,597"
AAOI,1.29%,3.61%,95.60%,530.91%,391.19%,630.19%,4441.91%,1921.61%,1562.43%,11.51%,13.75%,12.72M,1.13,171.23,5.80%,"14,424,704"
AAON,7.05%,1.79%,70.18%,85.28%,78.57%,88.88%,110.08%,229.58%,680.73%,4.20%,5.70%,1.07M,0.51,136.16,-0.41%,"540,341"
AAOX,-1.55%,-12.14%,-,-,27.93%,-,-,-,-,23.97%,29.67%,4.37M,2.39,44.38,10.98%,"10,466,885"
AAP,-8.85%,8.16%,17.81%,29.52%,41.02%,12.14%,-18.46%,-72.30%,-63.82%,4.77%,5.12%,1.78M,1.12,55.42,-7.79%,"1,982,377"
AAPB,3.97%,-4.37%,39.59%,12.18%,12.76%,94.57%,36.54%,-,-,4.04%,4.29%,93.69K,0.33,36.16,-0.89%,"30,979"
AAPD,-1.81%,1.96%,-16.79%,-9.48%,-8.92%,-33.67%,-42.57%,-,-,2.06%,2.27%,8.76M,0.68,11.94,0.51%,"5,929,147"
AAPG,-2.67%,-13.40%,-10.36%,-39.92%,-34.72%,-54.17%,-,-,-,3.13%,3.70%,6.62K,3.49,17.13,0.06%,"23,109"
AAPL,2.02%,-1.73%,19.77%,9.26%,9.25%,47.77%,58.83%,121.68%,1143.37%,2.10%,2.32%,47.74M,0.94,297.01,-0.34%,"44,735,558"
AAPR,-0.12%,-0.14%,2.57%,4.05%,3.40%,9.11%,-,-,-,0.21%,0.22%,18.95K,0.26,29.38,-0.14%,"4,877"
AAPU,3.70%,-4.70%,37.75%,10.00%,11.05%,86.98%,61.25%,-,-,4.18%,4.66%,2.22M,0.43,37.29,-0.72%,"965,407"
AAPW,1.37%,-4.91%,13.31%,-5.39%,-4.42%,9.12%,-,-,-,1.92%,2.45%,21.13K,4.09,38.65,-0.92%,"86,370"
AAPX,3.76%,-4.61%,37.71%,8.25%,10.38%,84.39%,-,-,-,3.63%,4.30%,100.10K,0.13,33.64,-0.93%,"13,022"
AAPY,1.19%,-3.16%,18.96%,2.13%,2.14%,20.85%,-,-,-,1.44%,1.72%,4.27K,0.86,25.42,-0.54%,"3,692"
AARD,4.62%,-4.90%,0.25%,-69.14%,-68.91%,-63.34%,-,-,-,7.12%,8.88%,183.43K,0.56,4.08,3.82%,"103,007"
AAT,-0.70%,11.40%,32.24%,27.04%,28.05%,19.82%,31.38%,-35.46%,-40.65%,2.02%,2.23%,393.89K,1.17,24.24,0.79%,"459,381"
AAUA,0.81%,0.90%,13.31%,-,13.31%,-,-,-,-,0.28%,0.34%,2.82K,0.09,56.66,-0.51%,256
AAUC,2.18%,-2.23%,-15.65%,13.20%,12.81%,86.22%,-,-,-,3.93%,3.62%,732.88K,0.20,25.81,0.66%,"144,956"
AAUM,-2.06%,-2.72%,7.24%,-15.48%,-16.99%,-,-,-,-,0.51%,0.18%,0.45K,0.04,20.32,-1.15%,17
AAUS,0.54%,0.10%,13.77%,9.71%,7.94%,-,-,-,-,0.48%,0.28%,1.81K,0.67,59.48,-0.52%,"1,208"
AAVM,-0.26%,1.22%,12.85%,15.61%,16.18%,30.43%,52.29%,25.97%,-,0.24%,0.43%,2.92K,0.14,34.30,0.56%,418
AAXJ,5.48%,9.70%,29.79%,39.00%,33.39%,56.18%,85.72%,34.79%,131.19%,1.40%,1.94%,901.81K,0.59,124.21,0.74%,"527,990"
AB,-1.32%,-7.01%,-3.07%,-8.64%,-6.55%,-10.68%,12.23%,-19.98%,54.80%,1.68%,1.67%,311.05K,1.07,35.96,0.03%,"333,053"
ABAT,-13.31%,-3.93%,1.03%,-19.51%,-12.28%,130.71%,-74.95%,-90.83%,-87.48%,7.31%,10.93%,6.07M,0.61,2.93,-6.09%,"3,692,979"
ABBV,1.00%,8.34%,12.16%,2.54%,0.67%,24.13%,67.39%,100.53%,280.87%,2.94%,2.46%,6.47M,1.50,230.01,6.25%,"9,701,818"
ABCB,-1.79%,3.04%,17.28%,12.71%,17.62%,43.42%,162.34%,68.36%,195.33%,2.59%,1.94%,513.64K,0.90,87.36,-0.26%,"461,482"
ABCL,9.54%,25.60%,68.82%,71.34%,67.84%,68.33%,-20.28%,-73.99%,-,7.47%,9.89%,6.37M,0.86,5.74,3.80%,"5,487,329"
ABCS,-1.30%,2.99%,12.36%,7.24%,7.87%,16.58%,-,-,-,0.74%,0.60%,2.18K,0.52,32.82,0.11%,"1,131"
ABEO,3.98%,8.08%,29.21%,18.56%,9.11%,-2.38%,9.11%,-86.06%,-91.42%,3.42%,4.07%,1.11M,0.95,5.75,-0.35%,"1,051,136"
ABEQ,0.40%,0.34%,0.55%,3.73%,4.60%,9.58%,33.06%,36.46%,-,0.56%,0.54%,12.77K,1.14,37.50,0.24%,"14,507"
ABEV,-3.38%,-2.79%,15.87%,24.60%,27.13%,31.38%,4.85%,-4.93%,-29.43%,2.59%,2.31%,28.10M,0.81,3.14,0.64%,"22,735,651"
ABFL,2.60%,5.68%,20.20%,19.90%,18.66%,23.73%,64.77%,76.66%,-,0.87%,1.26%,66.34K,0.12,84.69,1.39%,"8,226"
ABG,-1.67%,7.31%,6.01%,-19.04%,-15.62%,-17.43%,-14.65%,21.22%,260.99%,3.58%,3.09%,265.78K,0.81,196.20,-0.43%,"216,481"
ABI,0.04%,0.04%,0.04%,0.24%,0.08%,-,-,-,-,0.00%,0.03%,0.34K,0.03,24.83,-0.04%,11
ABIG,0.27%,0.68%,15.14%,7.92%,5.44%,18.16%,-,-,-,0.16%,0.46%,4.85K,0.00,33.75,-1.29%,7
ABLD,-1.40%,-3.00%,0.43%,4.01%,3.97%,6.36%,15.93%,-,-,0.80%,0.63%,29.51K,0.71,30.24,-0.05%,"20,833"
ABLG,4.28%,4.70%,15.97%,7.04%,5.92%,11.21%,25.34%,-4.77%,-,0.73%,0.94%,1.67K,1.67,33.59,0.75%,"2,801"
ABLS,3.16%,8.90%,23.22%,-3.56%,10.88%,-6.35%,-,-,-,0.81%,0.67%,0.67K,0.45,22.21,0.78%,301
