Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,-1.73%,4.56%,9.84%,-4.86%,-2.36%,18.58%,4.11%,-10.80%,184.68%,3.56%,2.92%,2.39M,1.00,132.86,2.00%,"2,383,955"
AAA,-9.60%,-25.30%,-33.34%,-26.17%,-16.54%,43.16%,32.86%,19.57%,-,4.88%,4.47%,5.35M,1.28,44.35,2.00%,"6,846,054"
AAAA,0.12%,-0.02%,0.10%,-0.08%,-0.02%,-0.05%,1.13%,-0.07%,-,0.29%,0.37%,10.93K,0.75,24.99,0.28%,"8,185"
AAAAA,-0.32%,-1.47%,4.62%,8.69%,10.54%,19.67%,-,-,-,0.35%,0.48%,5.01K,0.24,30.22,0.99%,"1,198"
AAAAC,0.07%,-0.02%,0.15%,-0.15%,0.05%,-,-,-,-,0.10%,0.04%,77.57K,0.00,20.07,0.00%,13
AAAAD,-0.15%,-0.51%,-,-,-0.08%,-,-,-,-,0.00%,0.00%,0.22K,0.06,49.89,-0.19%,14
AAAAP,0.16%,-,-,-,0.66%,-,-,-,-,0.02%,-,123.84K,0.00,25.28,0.00%,406
AAAAU,0.70%,-3.13%,-15.17%,-10.95%,-5.36%,19.96%,106.99%,124.35%,-,1.11%,1.27%,1.58M,0.54,40.27,1.92%,"859,634"
AAAC-U,-0.15%,-,-,-,-0.05%,-,-,-,-,0.10%,-,1.05M,0.00,10.06,0.34%,478
AAACB,-0.47%,0.10%,1.25%,1.94%,2.04%,3.75%,-,-,-,0.51%,0.27%,33.74K,0.84,10.51,0.10%,"28,506"
AAACG,-6.74%,-13.59%,-13.66%,-19.61%,17.99%,-18.91%,-32.91%,-70.77%,105.75%,5.11%,5.91%,18.19K,0.21,0.93,-1.84%,"3,817"
AAACI,0.05%,0.30%,0.91%,-,0.40%,-,-,-,-,0.00%,0.12%,21.41K,0.00,9.99,-0.10%,47
AAACO,-0.50%,0.30%,0.71%,-,-0.20%,-,-,-,-,0.04%,0.06%,23.15K,1.09,9.93,-0.50%,"25,232"
AAACP,0.00%,-0.10%,-,-,0.30%,-,-,-,-,0.04%,0.13%,208.38K,0.00,9.98,0.00%,9
AAADR,-1.18%,-0.79%,-4.76%,-10.83%,-4.45%,4.68%,60.18%,25.16%,102.97%,1.06%,1.09%,2.08K,12.84,82.42,1.22%,"26,746"
AAADX,-6.24%,-4.20%,-,-,-13.11%,-,-,-,-,8.13%,8.57%,2.01M,0.28,18.03,7.00%,"570,715"
AAAEQ,-0.53%,0.13%,5.39%,7.51%,8.17%,-,-,-,-,0.18%,0.22%,0.57K,0.03,53.36,0.86%,18
AAAL,-2.49%,-4.44%,24.84%,-0.59%,-0.33%,24.03%,-12.28%,-28.60%,-56.29%,3.23%,3.98%,105.31M,0.86,15.28,0.92%,"90,810,285"
AAALG,-5.47%,-10.83%,42.97%,-17.72%,-18.36%,7.41%,-,-,-,4.87%,6.75%,41.44K,0.24,14.47,2.13%,"10,064"
AAAME,-4.29%,-16.58%,-35.80%,-46.21%,-44.88%,-30.36%,-15.68%,-60.90%,-63.29%,3.22%,3.48%,12.82K,1.26,1.56,-0.64%,"16,157"
AAAMI,4.13%,11.71%,25.86%,54.23%,78.62%,113.61%,285.98%,251.55%,505.26%,3.23%,3.72%,476.48K,0.74,83.95,2.19%,"353,851"
AAAOG,-14.50%,-54.11%,-,-,-73.72%,-,-,-,-,25.89%,24.24%,1.05M,1.35,4.07,31.29%,"1,417,889"
AAAOI,-4.93%,-26.31%,-27.04%,221.98%,242.11%,322.46%,1407.71%,1446.82%,888.89%,11.96%,11.24%,11.91M,0.86,119.26,15.76%,"10,284,718"
AAAON,-6.48%,-22.75%,7.88%,12.26%,38.50%,40.14%,56.78%,156.42%,497.34%,6.74%,5.83%,1.14M,1.03,105.61,1.67%,"1,178,292"
AAAOX,-14.63%,-54.61%,-70.37%,-,-28.85%,-,-,-,-,26.49%,24.67%,5.64M,1.06,18.15,30.95%,"5,958,862"
AAAOZ,-,-,-,-,-8.34%,-,-,-,-,-,-,89.04K,2.03,23.53,-31.64%,"180,651"
AAAP,0.42%,-7.42%,-2.85%,28.80%,41.58%,-11.40%,-21.33%,-73.43%,-66.09%,5.74%,5.09%,1.94M,1.25,55.64,6.92%,"2,426,085"
AAAPB,7.78%,18.31%,38.93%,52.90%,34.62%,109.57%,57.64%,-,-,5.02%,4.77%,79.17K,0.93,43.16,0.63%,"73,387"
AAAPD,-4.05%,-10.19%,-17.73%,-23.63%,-18.61%,-37.12%,-47.57%,-,-,2.61%,2.76%,8.04M,1.24,10.67,-0.33%,"9,947,052"
