Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
A,4.86%,-1.99%,18.59%,-4.02%,-2.38%,12.56%,10.46%,-10.13%,199.44%,3.23%,2.88%,2.26M,0.89,132.83,0.00%,"2,005,215"
AA,-5.34%,-32.84%,-17.53%,-3.89%,-1.88%,76.69%,53.67%,41.53%,-,4.65%,4.93%,5.18M,1.12,52.14,-2.49%,"5,805,990"
AAA,-0.40%,-0.26%,-0.12%,-0.25%,-0.40%,-0.26%,0.97%,-0.49%,-,0.43%,0.38%,11.35K,0.43,24.90,-0.39%,"4,841"
AAAA,1.15%,-0.71%,16.92%,9.75%,11.35%,-,-,-,-,0.55%,0.66%,4.28K,0.53,30.44,0.88%,"2,258"
AAAC,0.12%,-0.02%,0.32%,0.17%,0.17%,-,-,-,-,0.00%,0.00%,0.04K,0.24,20.09,0.00%,10
AAAD,0.36%,-,-,-,0.61%,-,-,-,-,0.00%,-,0.27K,0.08,50.24,-0.36%,21
AAAP,0.32%,-,-,-,0.32%,-,-,-,-,-,-,256.63K,0.00,25.17,0.00%,428
AAAU,-2.37%,-11.69%,-11.11%,-11.52%,-7.00%,21.08%,107.88%,124.83%,-,1.35%,1.62%,1.84M,0.67,39.57,-0.05%,"1,239,138"
AAC-U,-,-,-,-,-,-,-,-,-,-,-,-,-,10.05,-,"7,265,459"
AACB,-0.10%,0.29%,1.45%,1.94%,1.84%,3.66%,-,-,-,0.15%,0.25%,28.65K,1.16,10.49,0.00%,"33,309"
AACG,-1.90%,-12.71%,18.25%,38.44%,30.33%,33.73%,-27.97%,-66.56%,107.63%,7.87%,8.08%,17.25K,2.89,1.03,7.29%,"49,854"
AACI,0.10%,0.30%,1.42%,-,1.22%,-,-,-,-,0.12%,0.10%,34.75K,0.44,9.99,0.50%,"15,460"
AACO,0.00%,0.10%,-,-,-0.50%,-,-,-,-,0.07%,0.06%,19.60K,5.02,9.90,0.10%,"98,429"
AACP,0.00%,0.00%,-,-,0.00%,-,-,-,-,0.14%,0.16%,320.58K,0.07,9.95,-0.25%,"22,220"
