Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
A,3.10%,4.36%,15.06%,-8.97%,-0.64%,12.59%,12.90%,-9.04%,188.89%,2.62%,2.67%,2.38M,0.71,135.20,0.87%,"1,683,906"
AA,0.10%,-28.88%,-33.08%,-22.95%,-7.68%,64.69%,42.12%,39.61%,-,4.01%,4.42%,5.28M,0.80,49.06,0.70%,"4,239,772"
AAA,-0.26%,0.22%,0.23%,0.08%,-0.14%,-0.04%,1.40%,-0.17%,-,0.25%,0.36%,11.66K,0.10,24.97,0.08%,"1,211"
AAAA,0.40%,0.47%,7.87%,8.96%,10.90%,-,-,-,-,0.48%,0.51%,4.36K,2.44,30.32,0.58%,"10,635"
AAAC,0.10%,0.07%,0.17%,-0.12%,-0.02%,-,-,-,-,0.04%,0.01%,14.97K,6.68,20.05,0.07%,"100,010"
AAAD,-0.07%,-0.26%,-,-,0.07%,-,-,-,-,0.01%,0.03%,0.26K,0.05,49.96,0.27%,14
AAAP,0.20%,-,-,-,0.50%,-,-,-,-,0.02%,-,125.30K,0.00,25.25,0.08%,8
AAAU,-1.43%,-3.59%,-14.48%,-10.09%,-6.02%,21.11%,106.45%,119.97%,-,1.32%,1.44%,1.59M,0.78,39.99,1.37%,"1,242,161"
AAC-U,0.20%,-,-,-,0.10%,-,-,-,-,0.23%,-,1.60M,0.06,10.08,0.10%,"100,556"
AACB,0.28%,0.57%,1.93%,2.52%,2.52%,4.35%,-,-,-,0.22%,0.23%,31.24K,0.12,10.56,0.09%,"3,776"
AACG,-1.97%,5.25%,-1.00%,11.11%,26.52%,12.18%,-32.44%,-66.45%,115.17%,5.29%,7.06%,18.77K,0.19,1.00,5.15%,"3,622"
AACI,-0.15%,0.25%,1.07%,-,0.35%,-,-,-,-,0.16%,0.14%,22.70K,0.00,9.99,0.15%,87
AACO,0.30%,0.91%,0.30%,-,0.30%,-,-,-,-,0.06%,0.09%,22.57K,0.33,9.98,0.10%,"7,431"
AACP,0.10%,0.20%,-,-,0.30%,-,-,-,-,0.16%,0.17%,235.03K,0.01,9.98,-0.10%,"1,618"
AADR,0.48%,0.68%,-4.93%,-6.96%,-3.31%,6.77%,64.40%,26.80%,109.05%,0.60%,1.20%,2.13K,0.33,83.40,0.23%,707
AADX,-17.43%,-12.95%,-,-,-7.33%,-,-,-,-,9.44%,9.66%,2.25M,0.30,19.23,2.72%,"681,810"
AAEQ,0.72%,2.13%,9.39%,7.43%,8.74%,-,-,-,-,0.16%,0.22%,0.80K,0.04,53.64,0.45%,29
