Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,4.37%,3.75%,11.89%,-8.97%,-1.00%,19.28%,12.49%,-9.57%,188.64%,2.74%,2.70%,2.36M,0.81,134.71,-0.36%,"1,909,131"
AAA,0.14%,-29.36%,-32.38%,-26.02%,-8.58%,70.52%,40.73%,40.65%,-,3.92%,4.50%,5.29M,0.83,48.58,-0.98%,"4,409,032"
AAAA,-0.14%,0.18%,0.04%,-0.12%,-0.10%,0.11%,1.44%,-0.13%,-,0.23%,0.36%,11.64K,0.16,24.98,0.04%,"1,912"
AAAAA,0.82%,0.34%,6.96%,8.89%,11.10%,-,-,-,-,0.43%,0.53%,4.50K,3.98,30.38,0.18%,"17,917"
AAAAC,0.15%,0.05%,0.25%,-0.12%,0.02%,-,-,-,-,0.06%,0.02%,16.59K,227.90,20.06,0.05%,"3,780,272"
AAAAD,0.23%,0.01%,-,-,0.20%,-,-,-,-,0.01%,0.01%,0.25K,0.08,50.03,0.13%,20
AAAAP,0.22%,-,-,-,0.52%,-,-,-,-,0.02%,-,116.35K,5.16,25.25,0.02%,"600,006"
AAAAU,-0.62%,-3.71%,-16.32%,-11.80%,-6.02%,21.57%,106.45%,119.73%,-,1.24%,1.43%,1.58M,0.86,39.99,0.00%,"1,363,336"
AAAC-U,0.00%,-,-,-,-0.10%,-,-,-,-,0.23%,-,1.45M,0.10,10.06,-0.20%,"141,927"
AAACB,0.57%,0.67%,1.83%,2.62%,2.62%,4.60%,-,-,-,0.20%,0.21%,31.30K,0.01,10.57,0.09%,200
AAACG,4.01%,2.03%,5.26%,6.91%,26.53%,11.11%,-32.43%,-73.89%,117.05%,4.93%,7.15%,18.70K,0.15,1.00,0.01%,"2,760"
AAACI,0.10%,0.30%,1.11%,-,0.40%,-,-,-,-,0.16%,0.13%,22.59K,0.00,9.99,0.05%,18
AAACO,0.30%,0.81%,1.01%,-,0.20%,-,-,-,-,0.06%,0.09%,23.14K,0.00,9.97,-0.10%,75
AAACP,0.00%,-0.10%,-,-,0.30%,-,-,-,-,0.16%,0.17%,235.08K,0.00,9.98,0.00%,616
AAADR,0.15%,-0.43%,-5.59%,-9.67%,-3.53%,5.95%,64.03%,27.57%,110.60%,0.45%,1.17%,2.13K,0.12,83.21,-0.23%,247
AAADX,-8.92%,-7.00%,-,-,-8.43%,-,-,-,-,7.61%,9.18%,2.20M,0.42,19.00,-1.20%,"926,452"
AAAEQ,1.30%,2.14%,8.52%,7.46%,9.17%,-,-,-,-,0.24%,0.23%,0.78K,0.42,53.85,0.39%,331
AAAL,-5.39%,4.34%,28.85%,-2.31%,1.96%,28.43%,-13.84%,-23.61%,-56.45%,4.05%,4.09%,97.93M,1.85,15.63,-0.26%,"181,631,797"
AAALG,-10.54%,6.15%,51.91%,-21.15%,-14.28%,15.08%,-,-,-,6.75%,7.01%,47.58K,0.14,15.19,-0.75%,"6,826"
AAAME,-3.83%,-4.68%,-35.57%,-45.67%,-42.40%,-16.41%,-10.44%,-65.02%,-61.19%,2.15%,4.03%,12.59K,1.49,1.63,0.00%,"18,803"
AAAMI,7.34%,5.77%,27.86%,58.17%,76.74%,114.37%,287.09%,253.64%,486.65%,3.05%,4.11%,472.46K,0.82,83.07,3.04%,"389,498"
AAAOG,-13.58%,-65.11%,-,-,-77.40%,-,-,-,-,22.25%,24.44%,1.02M,1.69,3.50,-26.47%,"1,722,476"
AAAOI,-4.67%,-35.47%,-25.48%,223.52%,212.94%,273.08%,1093.54%,1350.66%,827.64%,10.44%,11.30%,11.92M,0.87,109.09,-13.04%,"10,324,199"
AAAON,4.75%,-11.07%,20.57%,32.49%,48.34%,52.34%,70.60%,178.28%,503.57%,5.65%,5.33%,1.14M,0.69,113.11,0.16%,"790,068"
AAAOX,-13.51%,-65.22%,-68.50%,-,-38.53%,-,-,-,-,22.62%,24.72%,5.40M,1.28,15.68,-26.25%,"6,901,543"
AAAOZ,-,-,-,-,-,-,-,-,-,-,-,-,-,31.56,-,"51,470"
AAAP,-5.45%,-14.33%,-7.00%,21.17%,32.54%,-16.52%,-26.26%,-75.11%,-68.35%,5.82%,4.90%,1.89M,1.52,52.09,-5.99%,"2,860,826"
AAAPB,9.17%,24.56%,54.51%,48.07%,35.10%,117.10%,59.38%,-,-,4.39%,4.68%,79.65K,2.01,43.32,8.17%,"160,086"
AAAPD,-4.39%,-12.25%,-22.15%,-22.12%,-18.61%,-38.07%,-47.87%,-,-,2.33%,2.72%,7.50M,1.97,10.67,-4.05%,"14,778,475"
AAAPE,9.55%,-,-,-,9.94%,-,-,-,-,1.19%,-,3.31K,2.22,16.37,8.00%,"7,353"
AAAPG,7.00%,14.66%,-21.45%,-28.89%,-23.09%,-45.10%,-,-,-,3.66%,3.28%,11.10K,1.39,20.18,4.89%,"15,406"
AAAPL,4.50%,12.49%,26.53%,25.84%,20.47%,56.62%,71.74%,120.57%,1226.18%,2.33%,2.74%,54.30M,1.12,327.50,4.01%,"60,957,644"
AAAPR,0.28%,0.57%,1.10%,3.78%,4.11%,8.30%,-,-,-,0.14%,0.20%,15.57K,0.68,29.58,0.09%,"10,635"
AAAPU,9.05%,23.64%,52.94%,44.92%,32.40%,108.37%,87.57%,-,-,4.61%,5.48%,2.19M,1.20,44.46,8.04%,"2,635,988"
AAAPW,4.81%,12.04%,22.46%,13.26%,5.65%,19.53%,-,-,-,2.43%,2.67%,15.84K,0.81,42.72,4.81%,"12,832"
AAAPX,8.35%,23.59%,51.44%,44.24%,31.46%,104.75%,-,-,-,4.51%,5.02%,78.09K,0.85,40.07,7.73%,"66,043"
AAAPY,4.80%,10.94%,24.26%,16.71%,11.99%,27.58%,-,-,-,1.64%,1.72%,5.07K,0.96,27.87,4.40%,"4,885"
