Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
A,-1.92%,14.91%,13.70%,-8.71%,-6.62%,9.99%,4.90%,-12.38%,180.11%,2.52%,3.16%,2.24M,1.93,127.06,2.20%,"4,328,582"
AA,-13.93%,-7.13%,1.23%,27.51%,11.72%,109.42%,66.68%,85.07%,-,4.69%,5.10%,5.10M,1.35,59.37,-3.82%,"6,907,567"
AAA,0.36%,0.12%,0.24%,-0.28%,0.00%,-0.04%,1.61%,-0.15%,-,0.25%,0.34%,8.21K,0.25,25.00,0.12%,"2,026"
AAAA,1.64%,3.32%,13.88%,12.30%,12.19%,-,-,-,-,0.48%,0.66%,4.37K,0.41,30.68,1.29%,"1,810"
AAAC,0.17%,0.02%,0.38%,0.27%,0.07%,-,-,-,-,0.00%,0.00%,0.03K,0.13,20.07,0.05%,4
AAAD,0.10%,-,-,-,0.42%,-,-,-,-,0.12%,-,0.32K,3.78,50.14,-0.08%,"1,219"
AAAU,0.22%,-5.95%,-9.24%,-2.17%,-2.30%,24.98%,114.44%,137.00%,-,1.80%,1.71%,2.29M,0.82,41.57,-0.45%,"1,881,765"
AACB,0.00%,0.57%,1.55%,1.84%,1.94%,3.55%,-,-,-,0.19%,0.22%,26.98K,0.00,10.50,0.00%,36
AACG,13.59%,-6.17%,10.28%,18.58%,36.54%,31.60%,-23.47%,-63.91%,98.65%,9.97%,8.27%,13.78K,2.60,1.08,7.91%,"35,757"
AACI,0.00%,0.40%,-,-,0.91%,-,-,-,-,0.08%,0.10%,36.10K,0.01,9.96,0.00%,491
AACO,0.10%,-0.40%,-,-,-0.50%,-,-,-,-,0.00%,0.11%,22.52K,2.29,9.90,0.00%,"51,549"
AACP,0.30%,-,-,-,0.40%,-,-,-,-,0.22%,-,459.40K,0.00,9.99,-0.05%,915
AADR,0.28%,-1.31%,2.17%,-2.29%,-3.69%,8.14%,64.57%,29.09%,120.17%,1.53%,1.30%,3.23K,0.91,83.07,-0.56%,"2,928"
AADX,-14.80%,-,-,-,-1.00%,-,-,-,-,12.68%,-,3.75M,0.37,18.82,-6.97%,"1,405,549"
AAEQ,1.46%,1.64%,13.28%,8.12%,8.02%,-,-,-,-,0.18%,0.19%,2.75K,0.14,53.28,1.14%,398
AAL,9.15%,32.59%,48.06%,0.00%,4.31%,51.13%,-2.97%,-28.26%,-45.50%,3.64%,4.55%,71.67M,1.76,15.99,3.70%,"126,231,250"
AALG,18.69%,69.40%,98.54%,-17.83%,-8.44%,-,-,-,-,6.14%,7.88%,60.67K,0.40,16.23,7.34%,"24,501"
