Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,-3.45%,-2.67%,6.84%,25.40%,6.38%,14.65%,26.98%,-18.33%,222.53%,2.91%,2.70%,2.21M,0.84,144.75,-1.43%,"1,853,976"
AAA,-0.33%,-1.74%,-29.94%,-17.26%,-4.54%,62.23%,80.53%,6.78%,-,3.18%,4.14%,5.59M,0.49,50.73,-1.95%,"2,744,416"
AAAA,0.42%,0.26%,0.23%,-0.04%,0.00%,0.16%,1.01%,-0.01%,-,0.43%,0.24%,22.65K,0.10,25.00,-0.04%,"2,216"
AAAAA,0.61%,-0.66%,2.40%,11.71%,12.14%,17.20%,-,-,-,0.28%,0.28%,5.96K,0.76,30.66,-0.35%,"4,532"
AAAAC,0.10%,0.02%,0.22%,0.53%,0.12%,-,-,-,-,0.00%,0.00%,76.48K,0.00,20.08,0.00%,10
AAAAD,0.00%,-0.34%,-1.20%,-,-1.34%,-,-,-,-,0.00%,0.00%,0.18K,0.06,49.26,-0.08%,10
AAAAP,0.12%,0.26%,-,-,1.07%,-,-,-,-,0.12%,0.11%,55.79K,0.28,25.39,0.02%,"15,828"
AAAAU,1.62%,0.21%,3.25%,-15.44%,1.90%,20.95%,128.03%,142.64%,-,1.11%,1.29%,1.51M,1.01,43.36,0.91%,"1,523,054"
AAAC,0.00%,-,-,-,0.60%,-,-,-,-,0.40%,-,75.68K,0.00,10.06,0.00%,16
AAACG,-7.37%,-3.06%,-21.54%,-11.90%,6.72%,-60.22%,-28.53%,-69.66%,60.98%,8.32%,9.71%,227.74K,0.04,0.84,-11.22%,"9,575"
AAACI,0.00%,0.50%,1.01%,-,1.01%,-,-,-,-,0.04%,0.08%,42.53K,0.00,10.05,0.00%,50
AAACO,0.30%,0.60%,0.70%,-,0.50%,-,-,-,-,0.04%,0.08%,33.45K,0.00,10.00,0.10%,39
AAACP,0.00%,0.50%,1.10%,-,1.21%,-,-,-,-,0.00%,0.10%,89.10K,0.02,10.07,0.10%,"1,539"
AAADR,2.17%,1.04%,3.36%,-3.71%,-1.31%,1.03%,68.96%,24.47%,114.70%,0.45%,0.89%,2.92K,0.40,85.13,0.06%,"1,179"
AAADX,-4.86%,-44.52%,-37.55%,-,-42.46%,-,-,-,-,6.74%,7.07%,1.35M,1.71,11.94,-3.63%,"2,305,077"
AAAEQ,0.41%,-1.13%,3.90%,12.84%,10.56%,-,-,-,-,0.06%,0.11%,0.60K,4.09,54.54,-0.38%,"2,437"
AAAL,-0.08%,-13.73%,-8.16%,16.47%,-15.59%,1.41%,-7.44%,-35.94%,-66.38%,2.21%,2.52%,104.27M,0.47,12.94,0.23%,"48,950,137"
AAALG,-0.74%,-27.06%,-23.69%,13.64%,-44.52%,-27.85%,-,-,-,3.15%,3.87%,31.34K,1.00,9.83,0.26%,"31,236"
AAAME,-5.54%,-12.33%,-27.27%,-52.42%,-54.77%,-60.74%,-32.63%,-68.47%,-64.15%,4.38%,6.99%,63.01K,0.57,1.28,-2.29%,"36,116"
AAAMI,2.69%,1.96%,19.60%,79.40%,96.81%,98.75%,354.55%,244.63%,608.27%,3.15%,2.71%,476.91K,0.66,92.50,0.38%,"316,345"
AAAOG,7.51%,-42.01%,-73.52%,-,-83.83%,-,-,-,-,12.02%,17.33%,2.27M,0.95,2.51,-6.18%,"2,146,899"
AAAOI,4.39%,-18.73%,-33.74%,-10.42%,209.61%,355.02%,814.66%,1298.06%,449.82%,6.06%,8.36%,11.16M,0.54,107.93,-3.25%,"5,977,405"
AAAON,2.22%,-13.69%,-40.60%,-14.93%,1.01%,-1.46%,17.46%,78.65%,329.96%,4.29%,4.65%,1.10M,1.01,77.02,-3.00%,"1,109,892"
AAAOX,8.04%,-41.83%,-73.27%,-,-55.74%,-,-,-,-,12.19%,17.55%,8.02M,0.72,11.29,-6.23%,"5,745,373"
AAAOZ,-10.32%,13.01%,-,-,-49.90%,-,-,-,-,12.87%,17.50%,2.09M,0.24,12.86,6.37%,"500,976"
AAAP,1.45%,-22.16%,-27.75%,-15.06%,10.38%,-27.14%,-32.86%,-78.44%,-71.64%,3.90%,4.75%,1.92M,0.97,43.38,1.93%,"1,865,786"
AAAPB,-6.19%,3.90%,13.13%,35.99%,22.03%,58.99%,65.36%,-,-,3.84%,3.74%,65.51K,1.12,39.13,-0.53%,"73,151"
AAAPD,3.00%,-2.13%,-9.36%,-19.07%,-15.79%,-28.17%,-49.70%,-,-,2.28%,2.10%,9.33M,2.49,11.04,0.09%,"23,279,436"
AAAPE,-6.24%,3.95%,-,-,-1.07%,-,-,-,-,4.00%,3.43%,15.16K,3.77,14.73,-0.81%,"57,106"
AAAPG,6.65%,-8.22%,1.41%,-29.32%,-34.03%,-57.15%,-,-,-,1.53%,2.62%,10.93K,0.15,17.31,-0.75%,"1,638"
AAAPL,-3.01%,2.30%,8.53%,20.90%,15.99%,34.56%,76.98%,104.67%,1123.08%,2.38%,2.17%,53.47M,1.23,315.34,-0.28%,"65,639,962"
AAAPR,0.10%,0.19%,1.34%,3.88%,4.75%,7.12%,-,-,-,0.10%,0.12%,3.87K,2.11,29.76,-0.10%,"8,144"
AAAPU,-6.26%,3.51%,11.91%,33.50%,19.51%,52.79%,89.74%,-,-,4.78%,4.30%,1.79M,2.63,40.13,-0.59%,"4,701,058"
AAAPW,-4.13%,0.42%,1.95%,7.07%,-3.83%,2.36%,-,-,-,2.02%,1.98%,16.62K,1.52,38.89,-0.30%,"25,312"
