Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,5.49%,9.27%,23.03%,12.60%,7.28%,28.07%,15.38%,-6.25%,207.37%,2.64%,2.71%,2.36M,0.65,145.97,3.28%,"1,525,225"
AAA,10.85%,2.98%,-19.91%,-11.01%,-5.59%,66.68%,47.30%,23.24%,-,2.74%,3.65%,5.55M,1.08,50.17,5.67%,"5,991,600"
AAAA,0.24%,-0.10%,0.28%,-0.10%,-0.10%,0.02%,0.91%,-0.13%,-,0.25%,0.30%,10.17K,0.08,24.98,0.02%,856
AAAAA,2.91%,1.87%,3.65%,12.00%,13.01%,21.50%,-,-,-,0.46%,0.48%,6.28K,0.78,30.90,0.64%,"4,923"
AAAAC,-0.05%,0.25%,0.20%,0.10%,0.10%,-,-,-,-,0.00%,0.04%,76.48K,0.00,20.08,0.05%,18
AAAAD,0.46%,-0.87%,-,-,-0.75%,-,-,-,-,0.01%,0.01%,0.27K,0.04,49.56,0.09%,10
AAAAP,0.16%,0.52%,-,-,0.82%,-,-,-,-,0.05%,0.03%,90.08K,0.07,25.33,0.08%,"6,467"
AAAAU,7.21%,5.34%,-7.70%,-9.80%,0.61%,27.49%,123.08%,144.63%,-,1.11%,1.16%,1.52M,1.13,42.81,2.20%,"1,720,465"
AAAC-U,-0.10%,1.19%,-,-,1.19%,-,-,-,-,0.97%,0.40%,635.84K,0.00,10.19,0.00%,151
AAACB,0.28%,0.48%,1.73%,2.23%,2.52%,4.04%,-,-,-,0.18%,0.37%,32.40K,0.37,10.56,0.38%,"11,870"
AAACG,-5.49%,-10.40%,-27.71%,-4.93%,8.84%,-47.87%,-33.32%,-69.92%,114.67%,6.36%,6.99%,13.97K,0.42,0.86,-4.42%,"5,863"
AAACI,0.05%,0.10%,0.65%,-,0.40%,-,-,-,-,0.02%,0.12%,39.32K,0.14,9.99,-0.25%,"5,350"
