Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
A,-2.42%,11.83%,13.76%,-10.54%,-2.48%,14.59%,15.69%,-4.37%,187.52%,3.18%,3.20%,2.25M,0.69,132.69,-2.03%,"1,556,544"
AA,-5.56%,17.24%,20.08%,66.87%,38.20%,162.19%,106.41%,90.16%,-,4.94%,4.47%,5.16M,0.66,73.44,2.16%,"3,421,926"
AAA,0.00%,0.24%,-0.08%,-0.08%,-0.14%,0.12%,1.88%,-0.11%,-,0.37%,0.36%,8.71K,0.87,24.97,0.06%,"7,546"
AAAA,-2.27%,0.77%,9.45%,9.52%,9.86%,-,-,-,-,0.72%,0.52%,4.47K,0.71,30.04,0.45%,"3,190"
AAAC,0.05%,-0.05%,0.33%,-,-0.15%,-,-,-,-,0.00%,0.00%,2.96K,0.02,20.02,-0.02%,52
AAAD,-,-,-,-,-0.31%,-,-,-,-,-,-,0.00K,1359.75,49.78,-0.07%,"1,813"
AAAU,-3.43%,-8.02%,-15.87%,2.68%,0.26%,30.40%,118.99%,126.37%,-,1.15%,1.24%,2.20M,0.87,42.66,0.21%,"1,900,425"
AACB,-0.47%,1.16%,1.55%,1.94%,1.94%,3.86%,-,-,-,0.29%,0.17%,28.34K,0.01,10.50,0.10%,274
AACG,-9.83%,-11.34%,11.05%,-2.31%,33.49%,24.28%,-24.64%,-68.32%,84.93%,6.48%,7.13%,13.66K,0.10,1.05,-3.21%,"1,314"
AACI,-0.10%,0.25%,-,-,0.81%,-,-,-,-,0.08%,0.14%,32.27K,0.01,9.95,0.00%,263
AACO,0.40%,0.20%,-,-,-0.20%,-,-,-,-,0.04%,0.11%,8.78K,0.03,9.93,0.40%,300
AACP,0.10%,-,-,-,0.10%,-,-,-,-,0.16%,-,647.52K,0.39,9.96,-0.30%,"251,290"
AADR,-4.31%,-3.78%,-4.45%,-3.07%,-4.34%,5.65%,68.82%,22.20%,111.17%,1.09%,1.33%,3.17K,0.21,82.51,0.04%,667
AADX,-,-,-,-,1.10%,-,-,-,-,-,-,8.53M,0.37,19.22,9.58%,"3,136,960"
AAEQ,-2.61%,0.92%,8.76%,-,6.86%,-,-,-,-,0.44%,0.19%,2.84K,1.10,52.71,0.10%,"3,117"
AAL,-5.16%,3.19%,18.88%,-5.16%,-11.29%,15.45%,-11.11%,-43.85%,-58.17%,3.56%,3.82%,67.23M,1.62,13.60,0.74%,"109,008,851"
AALG,-10.28%,4.58%,30.30%,-24.94%,-32.28%,-,-,-,-,6.08%,6.53%,67.49K,0.37,12.00,1.78%,"24,806"
AAME,-23.56%,-38.37%,-42.60%,-35.10%,-43.82%,-7.56%,-26.66%,-62.76%,-54.99%,6.76%,4.80%,10.52K,4.71,1.59,-4.79%,"49,521"
AAMI,6.54%,15.78%,49.40%,65.98%,63.89%,152.64%,237.26%,246.05%,412.85%,3.45%,3.67%,348.38K,1.39,77.03,4.09%,"484,566"
AAOG,4.98%,-,-,-,-8.04%,-,-,-,-,34.19%,-,390.21K,3.17,14.34,22.46%,"1,236,819"
AAOI,5.91%,24.81%,77.76%,649.39%,464.08%,1068.39%,6202.56%,2121.92%,1618.88%,15.97%,15.32%,12.50M,1.19,196.64,11.10%,"14,825,782"
AAON,-4.77%,2.17%,46.19%,52.05%,73.18%,36.58%,108.21%,206.81%,613.78%,6.06%,6.02%,1.05M,0.69,132.05,-0.43%,"721,893"
AAOX,4.74%,25.30%,-,-,84.17%,-,-,-,-,34.72%,32.67%,3.54M,1.89,63.89,21.63%,"6,707,621"
AAP,-1.55%,2.01%,14.27%,11.20%,48.55%,11.20%,-9.82%,-70.50%,-61.97%,4.62%,5.54%,1.78M,1.61,58.38,2.76%,"2,856,511"
AAPB,-3.37%,9.27%,30.91%,9.36%,16.60%,94.17%,49.46%,-,-,5.46%,3.59%,95.68K,0.66,37.39,-4.18%,"62,738"
AAPD,1.64%,-4.57%,-14.00%,-7.76%,-10.30%,-33.63%,-45.82%,-,-,2.92%,1.93%,9.04M,2.60,11.76,2.00%,"23,454,276"
AAPG,-10.27%,-21.11%,-27.73%,-44.23%,-34.76%,-39.68%,-,-,-,3.37%,4.12%,5.65K,0.57,17.12,-0.47%,"3,210"
AAPL,-1.56%,4.91%,16.03%,7.42%,10.92%,47.87%,66.99%,137.92%,1119.08%,2.95%,1.96%,44.89M,1.72,301.54,-1.89%,"77,368,309"
AAPR,-0.42%,-0.07%,2.67%,4.07%,3.42%,9.14%,-,-,-,0.19%,0.25%,18.42K,0.01,29.39,0.05%,154
AAPU,-3.34%,9.25%,29.62%,6.84%,15.34%,87.21%,75.08%,-,-,5.92%,3.93%,2.11M,2.82,38.73,-3.73%,"5,935,758"
AAPW,-2.44%,2.63%,9.62%,-7.47%,-1.62%,8.65%,-,-,-,3.29%,2.30%,18.76K,3.27,39.78,-3.08%,"61,400"
AAPX,-3.48%,8.65%,29.33%,5.05%,14.57%,84.86%,-,-,-,5.61%,3.77%,106.68K,0.83,34.92,-3.64%,"88,311"
AAPY,-2.07%,4.09%,13.73%,1.05%,4.71%,21.04%,-,-,-,2.46%,1.33%,3.37K,1.55,26.06,-2.69%,"5,211"
AARD,-10.03%,-35.89%,-41.05%,-71.05%,-72.65%,-69.60%,-,-,-,8.36%,11.23%,222.46K,0.48,3.59,-2.45%,"107,299"
