Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,-3.13%,7.25%,11.02%,25.95%,10.19%,19.31%,22.98%,-14.55%,219.07%,2.93%,2.64%,2.23M,1.22,149.93,-2.36%,"2,715,527"
AAA,-0.74%,13.51%,-39.25%,-20.27%,-4.22%,58.12%,63.67%,11.62%,-,4.16%,4.02%,5.69M,0.82,50.90,1.90%,"4,679,405"
AAAA,-0.26%,-0.28%,-0.52%,-0.30%,-0.42%,-0.46%,0.75%,-0.41%,-,0.13%,0.18%,22.36K,0.11,24.90,-0.02%,"2,477"
AAAAA,-0.74%,0.50%,-1.28%,10.64%,11.45%,17.80%,-,-,-,0.37%,0.31%,5.91K,1.70,30.47,-0.61%,"10,038"
AAAAC,-0.30%,0.07%,0.22%,0.40%,0.02%,-,-,-,-,0.00%,0.00%,75.28K,0.00,20.06,-0.37%,10
AAAAD,-0.99%,-0.32%,-,-,-1.34%,-,-,-,-,0.00%,0.00%,0.21K,0.60,49.26,-0.05%,124
AAAAP,-0.18%,0.30%,-,-,0.96%,-,-,-,-,0.12%,0.10%,60.57K,0.41,25.36,0.08%,"24,637"
AAAAU,-7.24%,6.81%,-3.57%,-15.12%,0.28%,25.13%,121.89%,136.40%,-,1.69%,1.33%,1.54M,1.30,42.67,-2.76%,"1,992,357"
AAAC,-,-,-,-,0.60%,-,-,-,-,-,-,3.50K,0.65,10.06,0.00%,"2,262"
AAAC-U,0.20%,0.10%,-,-,1.39%,-,-,-,-,0.10%,0.42%,450.82K,0.00,10.21,0.20%,113
AAACB,-,0.47%,0.68%,2.41%,2.82%,4.54%,-,-,-,0.13%,0.31%,49.38K,0.00,10.59,0.00%,0
AAACG,-5.10%,1.17%,-14.50%,-10.73%,15.22%,-58.04%,-27.73%,-67.48%,99.96%,5.07%,9.13%,224.32K,0.03,0.91,-2.09%,"6,188"
