Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,6.38%,10.75%,28.63%,14.77%,9.30%,29.75%,16.51%,-4.98%,213.03%,2.63%,2.68%,2.34M,0.75,148.72,1.88%,"1,751,944"
AAA,15.14%,6.06%,-18.28%,-12.73%,-2.84%,71.13%,57.03%,17.69%,-,2.68%,3.64%,5.58M,0.93,51.63,2.91%,"5,214,639"
AAAA,-0.12%,-0.06%,-0.04%,-0.30%,-0.26%,-0.20%,0.65%,-0.29%,-,0.18%,0.29%,10.03K,0.30,24.93,-0.16%,"3,014"
AAAAA,1.79%,1.39%,2.52%,9.99%,12.88%,20.40%,-,-,-,0.41%,0.47%,6.15K,0.85,30.86,-0.12%,"5,208"
AAAAC,0.15%,0.20%,0.15%,0.05%,0.10%,-,-,-,-,0.00%,0.03%,76.48K,0.00,20.08,0.00%,12
AAAAD,0.02%,-1.06%,-,-,-0.99%,-,-,-,-,0.01%,0.01%,0.26K,0.80,49.44,-0.25%,210
AAAAP,0.16%,0.40%,-,-,0.82%,-,-,-,-,0.07%,0.03%,87.46K,0.01,25.33,0.00%,485
AAAAU,8.31%,6.84%,-7.14%,-11.46%,1.69%,28.93%,128.16%,151.42%,-,1.29%,1.20%,1.53M,0.80,43.27,1.07%,"1,216,597"
AAAC-U,-0.10%,1.19%,-,-,1.19%,-,-,-,-,0.57%,0.41%,610.41K,0.00,10.19,0.00%,137
AAACB,0.28%,0.57%,1.83%,2.32%,2.62%,4.55%,-,-,-,0.19%,0.37%,25.78K,1.95,10.57,0.09%,"50,215"
AAACG,-3.33%,-11.22%,-25.64%,-2.25%,10.08%,-53.97%,-30.40%,-69.79%,113.68%,5.89%,7.01%,13.89K,0.23,0.87,1.14%,"3,208"
AAACI,0.10%,0.30%,0.70%,-,0.50%,-,-,-,-,0.02%,0.12%,40.52K,0.01,10.00,0.10%,392
AAACO,-0.10%,-0.20%,0.30%,-,-0.10%,-,-,-,-,0.00%,0.06%,21.82K,0.00,9.94,0.00%,8
AAACP,0.10%,0.30%,-,-,0.70%,-,-,-,-,0.08%,0.12%,177.25K,4.79,10.02,0.20%,"848,307"
