Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,-0.18%,12.92%,32.90%,18.00%,9.10%,24.54%,22.84%,-7.74%,206.52%,1.60%,2.50%,2.28M,0.42,148.45,-0.05%,"964,635"
AAA,0.15%,17.58%,-17.30%,-13.74%,-2.69%,65.37%,77.64%,24.27%,-,4.34%,3.52%,5.72M,0.70,51.71,3.46%,"3,999,532"
AAAA,0.06%,0.04%,-0.02%,-0.12%,-0.20%,-0.28%,0.56%,-0.25%,-,0.13%,0.28%,22.20K,0.14,24.95,-0.02%,"3,212"
AAAAA,0.30%,3.25%,3.55%,11.48%,13.21%,19.86%,-,-,-,0.18%,0.42%,6.02K,0.39,30.95,-0.04%,"2,342"
AAAAC,0.07%,0.12%,0.10%,-0.02%,0.17%,-,-,-,-,0.00%,0.00%,76.48K,0.00,20.09,-0.02%,12
AAAAD,0.12%,-1.24%,-,-,-0.87%,-,-,-,-,0.00%,0.01%,0.24K,0.05,49.49,-0.18%,11
AAAAP,0.16%,0.32%,-,-,0.98%,-,-,-,-,0.09%,0.04%,76.40K,0.02,25.36,0.00%,"1,199"
AAAAU,0.70%,10.07%,-2.80%,-12.24%,2.41%,32.15%,132.90%,145.41%,-,0.90%,1.07%,1.53M,0.44,43.58,0.96%,"669,317"
AAAC-U,0.00%,0.99%,-,-,1.19%,-,-,-,-,-0.02%,0.34%,545.14K,0.00,10.19,0.89%,159
AAACB,0.14%,0.43%,1.39%,2.17%,2.77%,4.54%,-,-,-,0.24%,0.38%,44.24K,0.99,10.59,-0.05%,"43,941"
AAACG,16.09%,3.07%,-15.13%,12.98%,27.80%,-48.47%,-20.41%,-61.00%,132.18%,16.48%,9.43%,225.27K,0.70,1.01,5.21%,"158,229"
AAACI,0.50%,0.80%,1.11%,-,1.01%,-,-,-,-,0.10%,0.12%,40.43K,0.00,10.05,0.50%,114
AAACO,0.30%,-0.10%,0.30%,-,0.20%,-,-,-,-,0.04%,0.07%,28.36K,0.14,9.97,0.10%,"4,007"
AAACP,0.15%,0.55%,-,-,0.85%,-,-,-,-,0.04%,0.10%,190.91K,0.00,10.03,0.05%,103
AAADR,0.83%,3.45%,1.06%,-10.33%,-1.52%,3.04%,69.28%,26.43%,105.49%,1.19%,0.93%,2.78K,1.72,84.94,0.04%,"4,773"
