Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,4.84%,16.97%,40.55%,22.43%,14.21%,29.39%,30.32%,-7.31%,226.35%,2.05%,2.29%,2.27M,1.32,155.41,4.70%,"3,006,249"
AAA,0.62%,16.21%,-19.38%,-14.40%,-3.01%,72.66%,77.91%,39.60%,-,3.94%,3.54%,5.71M,1.24,51.54,3.04%,"7,083,293"
AAAA,0.02%,-0.16%,-0.06%,-0.24%,-0.18%,-0.16%,0.44%,-0.23%,-,0.08%,0.25%,22.21K,0.07,24.95,0.02%,"1,652"
AAAAA,-0.58%,1.67%,3.50%,9.89%,12.39%,19.64%,-,-,-,0.21%,0.41%,6.01K,0.30,30.73,0.10%,"1,774"
AAAAC,0.10%,0.20%,0.20%,0.10%,0.25%,-,-,-,-,0.01%,0.01%,76.48K,0.00,20.10,0.05%,37
AAAAD,0.37%,-0.41%,-,-,-0.49%,-,-,-,-,0.00%,0.01%,0.23K,0.04,49.69,0.45%,10
AAAAP,0.12%,0.40%,-,-,1.05%,-,-,-,-,0.10%,0.05%,72.95K,0.03,25.39,0.00%,"2,328"
AAAAU,2.21%,10.45%,0.63%,-9.54%,4.54%,35.86%,137.61%,151.16%,-,1.13%,1.14%,1.52M,1.32,44.48,3.80%,"1,999,660"
AAAC-U,0.89%,1.25%,-,-,1.19%,-,-,-,-,0.34%,0.43%,545.14K,0.00,10.19,0.00%,869
AAACB,0.57%,0.76%,1.44%,1.93%,2.82%,4.54%,-,-,-,0.13%,0.31%,46.28K,4.68,10.59,0.09%,"216,597"
AAACG,9.58%,6.93%,-13.30%,13.29%,26.17%,-44.30%,-20.23%,-60.43%,136.79%,18.56%,10.14%,227.98K,0.05,1.00,0.12%,"12,248"
AAACI,0.10%,0.40%,0.91%,-,0.60%,-,-,-,-,0.22%,0.16%,44.89K,0.07,10.01,0.00%,"3,021"
AAACO,0.20%,0.40%,0.30%,-,0.20%,-,-,-,-,0.02%,0.07%,26.55K,0.00,9.97,0.00%,6
AAACP,0.20%,0.50%,-,-,0.80%,-,-,-,-,0.04%,0.08%,187.03K,0.00,10.03,0.00%,28
AAADR,-0.88%,1.75%,-0.37%,-11.57%,-2.78%,3.23%,66.67%,29.89%,105.30%,1.55%,1.06%,2.81K,1.63,83.86,-0.27%,"4,568"
AAADX,-9.63%,-4.22%,-,-,-16.77%,-,-,-,-,6.04%,7.69%,1.66M,0.74,17.27,-2.92%,"1,231,700"
AAAEQ,-0.47%,2.79%,4.62%,12.29%,11.19%,-,-,-,-,0.17%,0.21%,0.71K,0.02,54.85,0.20%,14
AAAL,-7.17%,-9.29%,14.93%,-1.70%,-9.59%,4.84%,-7.85%,-26.00%,-62.02%,2.40%,3.76%,108.09M,0.90,13.86,-1.35%,"97,662,810"
AAALG,-14.55%,-21.17%,19.08%,-20.82%,-35.64%,-23.52%,-,-,-,3.16%,6.05%,34.78K,0.97,11.41,-3.04%,"33,847"
AAAME,-6.76%,-11.54%,-36.99%,-52.74%,-51.24%,-60.91%,-23.33%,-62.19%,-63.20%,5.47%,4.99%,15.40K,3.12,1.38,-1.43%,"48,092"
AAAMI,-1.25%,8.45%,33.67%,72.69%,93.70%,93.00%,337.48%,248.01%,571.39%,2.41%,3.55%,488.92K,0.65,91.04,-0.86%,"317,545"
AAAOG,-26.55%,-15.72%,-71.81%,-,-77.86%,-,-,-,-,28.45%,26.51%,1.78M,2.79,3.43,-14.25%,"4,949,568"
AAAOI,-11.51%,2.46%,-28.68%,181.28%,250.52%,436.63%,854.61%,1774.08%,789.30%,13.56%,12.76%,12.14M,1.02,122.19,-7.02%,"12,346,620"
AAAON,-4.97%,-23.31%,-37.83%,-20.82%,6.22%,-1.60%,31.16%,77.56%,339.21%,5.05%,5.90%,1.10M,0.88,80.99,-1.30%,"966,956"
AAAOX,-26.92%,-15.65%,-71.65%,-,-39.98%,-,-,-,-,28.74%,26.93%,7.58M,1.79,15.31,-14.56%,"13,600,081"
AAAOZ,7.55%,-52.15%,-,-,-56.14%,-,-,-,-,30.08%,29.19%,2.21M,2.44,11.26,13.97%,"5,390,554"
AAAP,4.97%,0.97%,13.43%,0.45%,42.95%,-0.25%,-19.55%,-73.04%,-64.45%,4.70%,4.59%,1.89M,1.10,56.18,-1.37%,"2,087,622"
AAAPB,9.71%,-7.93%,7.31%,33.58%,23.93%,65.92%,72.48%,-,-,3.14%,3.88%,67.79K,1.42,39.74,3.98%,"96,129"
AAAPD,-4.53%,2.81%,-7.38%,-18.38%,-16.32%,-29.72%,-51.03%,-,-,1.76%,2.02%,9.09M,0.83,10.97,-2.14%,"7,508,373"
AAAPE,9.53%,-8.06%,-,-,0.74%,-,-,-,-,2.95%,2.84%,14.26K,1.59,15.00,4.19%,"22,624"
AAAPG,-4.96%,-5.60%,-5.06%,-26.97%,-31.29%,-61.14%,-,-,-,3.27%,2.61%,11.31K,2.04,18.03,-0.93%,"23,123"
AAAPL,4.82%,-3.33%,5.97%,19.85%,16.54%,37.42%,81.57%,115.97%,1058.85%,1.78%,2.09%,56.20M,0.90,316.83,2.19%,"50,505,646"
AAAPR,0.24%,1.03%,1.60%,4.27%,4.95%,8.06%,-,-,-,0.05%,0.17%,4.96K,0.06,29.82,0.22%,300
