Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,-2.03%,-0.88%,13.42%,31.62%,7.98%,15.94%,29.91%,-17.10%,227.38%,2.28%,2.77%,2.20M,0.81,146.93,2.66%,"1,775,727"
AAA,-5.47%,-5.78%,-30.04%,-26.80%,-9.18%,49.46%,68.27%,-2.51%,-,3.45%,3.94%,5.53M,0.56,48.26,-0.08%,"3,102,069"
AAAA,-0.74%,-0.38%,-0.22%,-0.56%,-0.58%,-0.70%,0.42%,-0.59%,-,0.47%,0.26%,23.78K,0.59,24.85,-0.54%,"13,982"
AAAAA,-0.61%,-0.87%,1.52%,13.20%,12.06%,16.10%,-,-,-,0.21%,0.27%,6.22K,0.42,30.64,0.66%,"2,630"
AAAAC,0.15%,0.05%,0.30%,0.65%,0.20%,-,-,-,-,0.00%,0.00%,76.48K,0.00,20.09,0.05%,17
AAAAD,-0.71%,-1.17%,-2.34%,-,-2.02%,-,-,-,-,0.00%,0.00%,0.17K,0.63,48.92,-0.16%,110
AAAAP,0.12%,0.18%,-,-,1.11%,-,-,-,-,0.12%,0.12%,54.07K,0.01,25.40,0.04%,390
AAAAU,-2.82%,-1.54%,3.30%,-14.56%,0.71%,19.34%,124.88%,140.87%,-,1.26%,1.33%,1.47M,0.97,42.85,0.54%,"1,419,640"
AAAC,0.60%,-,-,-,1.20%,-,-,-,-,0.20%,-,60.55K,1.03,10.12,0.60%,"62,517"
AAACG,-2.34%,-3.42%,-7.49%,-9.87%,11.20%,-58.55%,-21.54%,-69.16%,67.73%,9.25%,9.90%,227.75K,0.02,0.88,-4.48%,"5,653"
AAACI,0.10%,0.50%,0.90%,-,1.01%,-,-,-,-,0.14%,0.10%,45.48K,2.54,10.05,0.10%,"115,451"
AAACO,0.30%,0.50%,1.11%,-,0.50%,-,-,-,-,0.02%,0.06%,32.25K,0.00,10.00,-0.20%,9
AAACP,0.00%,0.50%,1.00%,-,1.11%,-,-,-,-,0.02%,0.11%,71.45K,0.07,10.06,-0.10%,"4,659"
AAADR,0.37%,0.66%,2.82%,1.67%,-1.26%,-0.05%,67.55%,26.84%,114.80%,0.69%,0.84%,2.86K,0.33,85.17,0.86%,935
AAADX,-2.63%,-36.16%,-44.77%,-,-41.20%,-,-,-,-,7.20%,6.82%,1.32M,1.64,12.20,5.72%,"2,160,345"
AAAEQ,-0.80%,-0.73%,4.15%,14.84%,10.89%,-,-,-,-,0.10%,0.12%,0.64K,0.67,54.70,0.88%,435
AAAL,0.31%,-12.86%,-11.19%,23.32%,-15.13%,0.46%,-7.67%,-31.35%,-66.20%,2.43%,2.46%,101.47M,0.63,13.01,1.25%,"63,608,074"
AAALG,0.21%,-25.62%,-27.38%,26.82%,-43.98%,-29.34%,-,-,-,3.97%,3.79%,30.55K,3.42,9.93,2.21%,"104,344"
AAAME,-5.15%,-12.84%,-27.53%,-53.76%,-54.42%,-60.43%,-34.18%,-67.09%,-63.87%,4.79%,6.98%,62.82K,0.15,1.29,-0.77%,"9,211"
AAAMI,-1.32%,-1.27%,17.14%,80.99%,93.66%,88.45%,344.22%,241.54%,596.94%,3.21%,2.78%,476.49K,0.56,91.02,-1.12%,"267,557"
AAAOG,8.47%,-49.25%,-77.55%,-,-84.70%,-,-,-,-,12.27%,16.65%,2.26M,1.03,2.37,3.27%,"2,339,889"
AAAOI,4.96%,-23.70%,-39.02%,-0.78%,202.24%,292.40%,804.38%,1318.04%,436.73%,6.21%,8.02%,10.65M,0.47,105.36,2.00%,"5,001,360"
AAAON,2.33%,-6.38%,-37.97%,-8.34%,4.65%,-3.24%,23.27%,83.94%,345.45%,4.30%,4.44%,1.10M,0.89,79.79,4.28%,"976,311"
AAAOX,8.98%,-49.02%,-77.27%,-,-58.13%,-,-,-,-,12.36%,16.83%,7.81M,0.59,10.68,3.39%,"4,596,055"
AAAOZ,-11.70%,28.37%,-,-,-47.64%,-,-,-,-,13.51%,16.75%,2.02M,0.40,13.44,-3.86%,"807,830"
AAAP,4.59%,-16.52%,-26.29%,-15.15%,13.69%,-28.17%,-28.56%,-77.66%,-70.79%,4.16%,4.57%,1.91M,0.82,44.68,3.16%,"1,564,560"
AAAPB,2.27%,19.97%,21.23%,57.21%,35.53%,83.73%,81.37%,-,-,5.26%,3.97%,65.60K,0.96,43.46,3.65%,"63,224"
AAAPD,-1.41%,-8.88%,-12.60%,-24.71%,-20.14%,-33.06%,-51.97%,-,-,2.87%,2.22%,9.68M,1.37,10.47,-1.81%,"13,227,315"
AAAPE,1.95%,19.17%,-,-,9.60%,-,-,-,-,5.06%,3.72%,16.67K,2.09,16.32,3.29%,"34,802"
AAAPG,-7.26%,-15.13%,-5.90%,-32.92%,-38.64%,-59.64%,-,-,-,1.10%,2.62%,10.79K,0.66,16.10,-3.42%,"7,144"
AAAPL,1.24%,9.93%,12.39%,29.91%,22.22%,44.45%,85.25%,123.04%,1188.74%,2.92%,2.27%,53.68M,0.94,332.27,1.75%,"50,716,865"
AAAPR,-0.40%,-0.12%,1.04%,3.81%,4.58%,6.68%,-,-,-,0.07%,0.11%,3.55K,2.14,29.72,0.07%,"7,616"
AAAPU,2.02%,19.24%,19.85%,53.82%,32.34%,75.95%,107.90%,-,-,5.80%,4.49%,1.85M,1.18,44.44,3.47%,"2,180,746"
AAAPW,0.60%,9.45%,6.59%,16.68%,2.24%,11.31%,-,-,-,3.17%,2.23%,16.00K,1.41,41.34,2.08%,"22,512"
AAAPX,2.01%,19.66%,20.19%,53.33%,31.50%,73.58%,-,-,-,5.57%,4.06%,57.90K,1.82,40.08,3.43%,"105,414"
AAAPY,1.15%,10.70%,8.84%,23.48%,11.78%,20.58%,-,-,-,2.00%,1.56%,7.46K,0.92,27.82,2.26%,"6,842"
AAARD,-10.47%,-21.92%,40.93%,-2.47%,-60.91%,-34.15%,-,-,-,12.31%,12.97%,252.08K,1.10,5.13,2.40%,"276,570"
AAAT,-2.98%,-4.70%,-12.14%,13.94%,13.58%,2.97%,4.98%,-43.70%,-49.85%,1.92%,1.55%,427.00K,1.30,21.50,0.56%,"553,518"
AAAUA,-0.78%,-0.69%,4.59%,-,18.26%,-,-,-,-,0.10%,0.19%,5.32K,0.02,58.59,0.90%,114
AAAUB,0.37%,-1.20%,-,-,3.24%,-,-,-,-,0.00%,0.26%,5.31K,0.15,51.08,0.83%,775
AAAUC,-4.99%,1.42%,-9.18%,-27.31%,-0.17%,46.88%,-,-,-,2.82%,3.70%,708.69K,0.19,22.84,1.60%,"135,263"
AAAUS,-0.82%,-0.70%,4.26%,14.50%,11.51%,15.79%,-,-,-,0.10%,0.11%,8.66K,0.13,61.45,0.88%,"1,090"
AAAVM,-0.79%,-1.08%,0.82%,9.53%,16.33%,19.21%,49.99%,21.47%,-,0.14%,0.10%,1.36K,0.05,34.34,1.16%,67
AAAXJ,0.38%,1.86%,0.37%,20.57%,26.34%,30.23%,79.32%,32.59%,99.24%,0.89%,1.02%,511.61K,0.71,117.65,1.25%,"361,271"
