Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
A,2.63%,1.84%,16.50%,-8.04%,-1.49%,8.73%,12.31%,-10.20%,188.82%,2.61%,2.72%,2.38M,0.78,134.04,-0.19%,"1,861,394"
AA,-2.31%,-25.68%,-33.29%,-20.25%,-8.32%,56.71%,32.79%,36.78%,-,3.80%,4.43%,5.27M,0.77,48.72,0.08%,"4,041,646"
AAA,-0.37%,-0.16%,0.04%,-0.02%,-0.22%,-0.20%,1.32%,-0.21%,-,0.31%,0.36%,11.75K,0.16,24.94,-0.02%,"1,859"
AAAA,-1.02%,1.87%,8.07%,8.95%,10.26%,-,-,-,-,0.49%,0.56%,4.42K,0.23,30.15,-0.96%,"1,028"
AAAC,0.02%,0.00%,0.15%,-0.20%,-0.10%,-,-,-,-,0.05%,0.01%,13.76K,5.45,20.03,0.00%,"74,991"
AAAD,-0.77%,-0.07%,-,-,-0.20%,-,-,-,-,0.01%,0.03%,0.27K,0.05,49.83,-0.27%,13
AAAP,0.12%,-,-,-,0.42%,-,-,-,-,0.02%,-,135.74K,0.00,25.23,0.00%,11
AAAU,-3.87%,-1.96%,-15.97%,-10.67%,-7.29%,19.00%,103.04%,119.18%,-,1.45%,1.56%,1.60M,0.93,39.45,-2.59%,"1,485,080"
AAC-U,0.20%,-,-,-,0.00%,-,-,-,-,0.26%,-,1.79M,0.01,10.07,0.00%,"10,974"
AACB,0.33%,0.48%,1.83%,2.33%,2.43%,4.25%,-,-,-,0.20%,0.23%,31.12K,0.25,10.55,0.38%,"7,724"
AACG,-4.91%,-9.44%,-8.57%,10.53%,20.32%,8.45%,-37.03%,-66.04%,105.44%,4.70%,7.41%,18.68K,0.50,0.95,-2.97%,"9,317"
AACI,-0.30%,0.20%,1.01%,-,0.20%,-,-,-,-,0.20%,0.14%,27.58K,0.37,9.97,0.00%,"10,143"
AACO,0.20%,0.81%,-,-,0.20%,-,-,-,-,0.04%,0.08%,22.93K,0.00,9.97,0.10%,68
AACP,0.10%,0.30%,-,-,0.40%,-,-,-,-,0.20%,0.18%,242.86K,0.00,9.99,0.00%,47
AADR,-1.14%,3.27%,-4.15%,-6.62%,-3.53%,6.71%,64.58%,27.10%,109.20%,0.68%,1.27%,2.15K,0.04,83.21,-1.16%,96
AADX,-18.89%,1.68%,-,-,-9.78%,-,-,-,-,9.31%,10.20%,2.31M,0.33,18.72,-9.08%,"763,839"
AAEQ,-0.19%,3.13%,10.09%,7.67%,8.26%,-,-,-,-,0.16%,0.22%,0.79K,1.81,53.40,-0.77%,"1,429"
AAL,-8.11%,21.54%,44.08%,3.69%,6.39%,33.47%,-11.60%,-18.53%,-52.66%,4.31%,4.35%,95.49M,1.60,16.31,-3.78%,"152,769,170"
AALG,-16.24%,42.57%,88.64%,-10.63%,-6.48%,24.13%,-,-,-,7.66%,7.41%,50.49K,0.37,16.57,-8.03%,"18,778"
AAME,-2.92%,-6.74%,-34.77%,-43.73%,-41.34%,-17.00%,-10.75%,-62.10%,-59.51%,2.57%,4.47%,12.36K,1.29,1.66,-1.78%,"15,900"
