Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,-3.25%,10.91%,13.51%,26.74%,13.06%,23.11%,28.29%,-11.49%,225.11%,2.99%,2.63%,2.32M,1.28,153.84,-2.44%,"2,966,272"
AAA,-2.95%,11.90%,-35.19%,-18.94%,-5.31%,57.64%,76.69%,14.03%,-,4.59%,3.82%,5.72M,0.42,50.32,-1.70%,"2,416,270"
AAAA,-0.03%,-0.23%,-0.09%,-0.35%,-0.23%,-0.33%,0.37%,-0.28%,-,0.31%,0.21%,22.19K,0.37,24.94,0.02%,"8,110"
AAAAA,-0.06%,2.69%,0.06%,9.55%,12.22%,17.92%,-,-,-,0.34%,0.33%,5.98K,0.25,30.68,-0.32%,"1,518"
AAAAC,0.12%,0.30%,0.20%,0.15%,0.40%,-,-,-,-,0.00%,0.00%,75.28K,0.00,20.14,0.05%,11
AAAAD,0.24%,-0.34%,-,-,-0.53%,-,-,-,-,0.01%,0.01%,0.21K,0.52,49.66,-0.10%,110
AAAAP,0.12%,0.36%,-,-,1.21%,-,-,-,-,0.13%,0.09%,62.63K,0.42,25.42,0.00%,"26,220"
AAAAU,-3.48%,8.43%,-1.95%,-15.38%,3.25%,30.06%,130.93%,142.80%,-,1.79%,1.32%,1.48M,2.54,43.94,-3.29%,"3,764,082"
AAAC,-,-,-,-,0.60%,-,-,-,-,-,-,6.62K,0.34,10.06,-0.89%,"2,247"
AAAC-U,0.00%,-0.10%,-,-,1.19%,-,-,-,-,0.13%,0.42%,478.99K,0.00,10.19,0.00%,223
AAACB,-,0.57%,1.24%,2.41%,2.82%,4.54%,-,-,-,0.13%,0.31%,49.38K,0.00,10.59,0.00%,0
AAACG,-5.14%,0.36%,-22.03%,-9.79%,16.42%,-58.74%,-23.96%,-65.41%,92.50%,6.21%,9.41%,224.52K,0.04,0.92,-3.21%,"9,903"
AAACI,0.10%,0.70%,0.90%,-,1.01%,-,-,-,-,0.16%,0.12%,43.69K,0.01,10.05,0.00%,490
AAACO,0.20%,0.50%,1.01%,-,0.40%,-,-,-,-,0.00%,0.06%,23.20K,0.00,9.99,0.00%,6
AAACP,-0.10%,0.50%,1.11%,-,1.11%,-,-,-,-,0.12%,0.12%,169.76K,0.00,10.06,-0.10%,59
AAADR,-0.80%,0.21%,-3.20%,-11.70%,-3.26%,1.42%,60.47%,21.41%,105.53%,0.51%,1.11%,2.85K,0.14,83.45,-0.85%,411
AAADX,-11.10%,-23.39%,-,-,-35.90%,-,-,-,-,6.13%,7.26%,1.65M,1.09,13.30,-7.77%,"1,793,106"
AAAEQ,0.49%,3.72%,1.67%,12.38%,11.27%,-,-,-,-,0.18%,0.19%,0.75K,0.82,54.89,-0.27%,616
AAAL,-1.30%,-11.60%,-6.83%,4.36%,-11.02%,2.94%,-7.40%,-32.54%,-62.35%,2.82%,2.97%,105.30M,0.60,13.64,-0.58%,"63,505,536"
AAALG,-3.25%,-23.84%,-20.91%,-9.58%,-37.96%,-25.84%,-,-,-,4.78%,4.51%,31.67K,0.75,10.99,-1.17%,"23,698"
AAAME,4.44%,-9.03%,-34.72%,-46.18%,-50.18%,-57.91%,-32.86%,-62.89%,-60.17%,10.60%,6.94%,55.15K,4.75,1.41,-10.19%,"261,772"
AAAMI,3.75%,14.07%,32.43%,77.79%,103.74%,86.78%,353.84%,246.83%,617.84%,2.56%,2.99%,462.42K,0.76,95.76,-1.59%,"352,363"
AAAOG,-29.94%,16.98%,-75.64%,-,-83.99%,-,-,-,-,13.44%,23.50%,2.08M,0.97,2.48,-12.06%,"2,029,658"
AAAOI,-14.89%,17.89%,-32.94%,26.12%,204.73%,316.75%,719.04%,1355.21%,548.93%,6.13%,11.37%,12.01M,0.48,106.23,-6.22%,"5,716,918"
AAAON,-4.49%,-13.38%,-45.88%,-25.03%,-0.50%,-10.87%,24.83%,65.61%,311.15%,4.77%,5.49%,1.11M,0.66,75.87,-2.92%,"735,087"
AAAOX,-29.95%,16.95%,-75.58%,-,-56.45%,-,-,-,-,13.48%,23.76%,8.09M,0.59,11.11,-12.24%,"4,764,249"
AAAOZ,28.85%,-58.75%,-,-,-46.59%,-,-,-,-,11.11%,26.60%,2.35M,0.44,13.71,13.03%,"1,023,893"
AAAP,0.75%,-23.65%,-28.78%,-19.32%,9.16%,-29.11%,-34.63%,-78.95%,-72.65%,3.38%,4.67%,1.97M,0.67,42.90,-1.76%,"1,314,252"
AAAPB,6.37%,-9.34%,0.56%,36.93%,26.00%,66.29%,66.29%,-,-,2.93%,3.78%,66.02K,0.37,40.40,3.13%,"24,376"
AAAPD,-3.02%,4.01%,-4.09%,-19.04%,-16.86%,-29.55%,-49.76%,-,-,1.79%,2.00%,8.98M,1.09,10.90,-1.54%,"9,747,769"
AAAPE,6.33%,-9.75%,-,-,2.26%,-,-,-,-,2.61%,3.25%,13.49K,0.97,15.23,3.12%,"13,104"
AAAPG,7.51%,1.14%,-8.67%,-24.17%,-30.35%,-55.57%,-,-,-,2.26%,2.91%,11.45K,0.55,18.28,-2.42%,"6,354"
AAAPL,3.35%,-4.12%,2.45%,21.02%,17.60%,37.47%,77.42%,115.14%,1095.81%,1.82%,2.06%,55.32M,0.70,319.70,1.63%,"38,649,398"
AAAPR,0.05%,0.90%,0.78%,4.00%,4.79%,7.47%,-,-,-,0.12%,0.15%,3.88K,0.24,29.77,-0.05%,945
AAAPU,6.48%,-9.69%,-0.46%,33.73%,23.26%,59.36%,91.46%,-,-,3.56%,4.14%,1.85M,0.93,41.39,3.22%,"1,712,721"
AAAPW,3.44%,-6.98%,-4.56%,7.34%,-0.95%,4.74%,-,-,-,1.87%,2.09%,17.38K,0.53,40.05,1.89%,"9,186"
AAAPX,6.44%,-9.58%,-0.54%,33.60%,22.64%,57.19%,-,-,-,3.05%,3.70%,44.29K,1.77,37.38,3.03%,"78,544"
AAAPY,3.82%,-4.69%,-2.03%,13.70%,7.04%,15.12%,-,-,-,1.08%,1.52%,6.55K,1.86,26.64,1.78%,"12,202"
AAARD,-15.10%,-9.53%,40.88%,-53.64%,-55.89%,-31.80%,-,-,-,12.77%,12.99%,249.40K,0.57,5.79,-12.54%,"143,102"
AAAT,-1.75%,-6.66%,-3.73%,14.91%,18.49%,7.47%,5.31%,-43.06%,-49.25%,1.63%,1.85%,434.65K,1.00,22.43,-0.31%,"433,164"
AAAUA,0.46%,3.72%,2.05%,-,18.65%,-,-,-,-,0.28%,0.16%,5.26K,0.58,58.78,-0.25%,"3,050"
AAAUB,0.22%,3.30%,-,-,3.04%,-,-,-,-,0.15%,0.38%,6.76K,0.13,50.99,-0.47%,891
AAAUC,-0.93%,30.94%,-10.74%,-26.17%,2.10%,68.66%,-,-,-,3.79%,4.68%,720.38K,0.40,23.36,-3.11%,"286,350"
AAAUS,0.48%,3.88%,1.75%,12.14%,11.92%,17.95%,-,-,-,0.14%,0.27%,8.66K,0.04,61.67,-0.27%,353
AAAVM,-0.91%,2.20%,-1.02%,1.61%,16.73%,23.39%,52.25%,22.36%,-,0.04%,0.26%,1.17K,0.26,34.46,-1.01%,300
AAAXJ,0.46%,6.38%,-1.86%,9.62%,25.48%,35.37%,78.48%,34.58%,99.87%,1.03%,1.22%,570.00K,0.40,116.85,-0.54%,"226,617"
AAB,1.71%,0.44%,-0.70%,-6.06%,-4.16%,-7.17%,18.85%,-29.13%,68.40%,1.37%,1.45%,293.86K,1.01,36.88,0.79%,"297,156"
AABAT,0.00%,25.98%,-28.81%,-30.35%,-23.05%,1.98%,-69.30%,-89.49%,-76.20%,5.95%,6.56%,5.30M,0.90,2.57,-3.93%,"4,745,775"
AABBV,-3.58%,-0.75%,17.34%,10.08%,11.81%,22.87%,73.29%,113.65%,295.42%,1.67%,2.21%,6.58M,0.49,255.48,-1.03%,"3,224,873"
AABCB,-0.71%,-2.26%,1.52%,10.21%,15.24%,16.31%,114.14%,70.94%,151.66%,1.24%,1.49%,489.26K,0.51,85.59,0.22%,"250,426"
AABCL,0.27%,99.47%,83.95%,214.40%,231.87%,163.95%,106.36%,-35.44%,-,7.11%,9.07%,7.95M,0.74,11.35,-8.47%,"5,861,231"
AABCS,-0.73%,1.66%,11.37%,14.55%,18.52%,18.35%,-,-,-,0.28%,0.43%,2.00K,1.06,36.06,-0.38%,"2,124"
AABEO,-2.79%,-8.50%,2.42%,15.62%,12.33%,-13.95%,45.81%,-81.92%,-94.51%,3.02%,4.56%,1.37M,0.67,5.92,-1.99%,"912,889"
AABEQ,-0.31%,1.64%,5.39%,-2.50%,8.95%,10.44%,39.90%,39.89%,-,0.40%,0.44%,13.61K,0.20,39.06,-0.33%,"2,711"
AABEV,-0.69%,-8.33%,-10.90%,-9.49%,15.79%,28.25%,6.78%,-1.88%,-41.10%,2.20%,2.21%,28.42M,1.06,2.86,-0.69%,"30,161,254"
AABFL,-0.92%,0.95%,-0.65%,11.58%,15.01%,16.31%,57.27%,58.97%,-,0.70%,0.70%,13.04K,0.62,82.08,-1.51%,"8,057"
AABG,-1.49%,-9.23%,12.74%,-1.01%,-8.99%,-17.99%,-4.56%,10.88%,300.42%,2.60%,2.78%,251.96K,0.51,211.62,0.45%,"128,250"
AABI,-0.26%,-0.40%,-0.68%,-1.32%,-0.28%,-2.02%,-,-,-,0.01%,0.00%,0.08K,1.63,24.74,-0.08%,126
AABIG,0.41%,3.10%,3.01%,15.07%,10.35%,14.13%,-,-,-,0.05%,0.18%,2.00K,0.47,35.32,-0.31%,950
AABLD,-1.75%,5.72%,5.21%,-3.77%,12.48%,12.40%,17.64%,-,-,0.90%,0.85%,10.16K,1.71,32.72,-1.09%,"17,380"
AABLG,-1.92%,3.56%,-2.82%,-4.02%,-0.21%,4.20%,18.48%,-13.14%,-,0.44%,1.12%,2.44K,0.16,31.64,-0.79%,385
AABLS,-1.38%,-1.45%,7.59%,17.49%,12.07%,-6.25%,-,-,-,0.69%,0.64%,1.84K,0.52,22.45,-1.27%,955
