Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,6.49%,0.68%,23.15%,40.02%,14.99%,22.61%,38.85%,-10.04%,249.34%,2.41%,2.86%,2.19M,2.21,156.47,0.08%,"4,852,146"
AAA,-7.94%,-13.80%,-25.16%,-24.25%,-16.39%,35.79%,54.00%,-9.01%,-,3.46%,3.82%,5.29M,2.05,44.43,-5.41%,"10,869,913"
AAAA,0.18%,-0.22%,-0.40%,-0.16%,-0.40%,-0.64%,0.34%,-0.41%,-,0.40%,0.34%,25.64K,0.51,24.90,-0.30%,"12,975"
AAAAA,-0.30%,-0.60%,-0.42%,13.41%,11.72%,14.98%,-,-,-,0.37%,0.31%,6.21K,0.12,30.55,-0.11%,732
AAAAC,0.10%,0.05%,0.22%,0.60%,0.30%,-,-,-,-,0.00%,0.00%,76.48K,0.00,20.11,0.05%,10
AAAAD,-0.25%,-1.77%,-2.67%,-,-2.26%,-,-,-,-,0.00%,0.00%,0.16K,0.12,48.81,-0.22%,20
AAAAP,0.18%,0.24%,-,-,1.29%,-,-,-,-,0.23%,0.15%,50.96K,0.45,25.44,0.04%,"23,040"
AAAAU,0.68%,-3.01%,3.78%,-5.81%,1.39%,19.87%,125.22%,147.65%,-,1.46%,1.41%,1.38M,0.58,43.14,0.75%,"803,080"
AAAC,-0.49%,-,-,-,0.70%,-,-,-,-,0.26%,-,73.91K,0.01,10.07,-0.10%,"1,050"
AAACG,-4.42%,-15.76%,-22.16%,-14.15%,6.29%,-66.57%,-25.66%,-68.66%,64.01%,7.29%,7.22%,227.40K,0.04,0.84,-0.31%,"8,232"
AAACI,-0.10%,0.30%,0.80%,-,0.90%,-,-,-,-,0.11%,0.09%,36.30K,12.30,10.04,-0.10%,"446,601"
AAACO,0.00%,0.20%,0.91%,-,0.40%,-,-,-,-,0.02%,0.06%,23.15K,0.00,9.99,-0.30%,89
AAACP,0.20%,0.50%,0.90%,-,1.31%,-,-,-,-,0.00%,0.10%,57.13K,0.00,10.08,0.10%,61
AAADR,-1.52%,0.02%,0.97%,3.16%,-2.76%,-1.01%,65.14%,27.20%,114.43%,0.98%,0.70%,2.82K,0.10,83.87,-0.69%,274
