Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,-0.82%,13.68%,16.35%,29.91%,15.89%,26.19%,31.50%,-9.27%,233.24%,3.24%,2.61%,2.32M,0.00,157.69,0.00%,160
AAA,-1.06%,14.08%,-33.93%,-17.36%,-3.46%,60.71%,80.13%,16.25%,-,4.44%,3.77%,5.72M,0.02,51.30,0.21%,"6,009"
AAAA,-0.03%,-0.33%,-0.07%,-0.78%,-0.25%,-0.60%,0.52%,-0.30%,-,0.28%,0.22%,22.19K,0.00,24.94,0.00%,0
AAAAA,0.73%,4.45%,0.55%,9.38%,12.58%,18.62%,-,-,-,0.28%,0.31%,5.98K,0.00,30.78,0.00%,0
AAAAC,0.10%,0.25%,0.20%,0.10%,0.35%,-,-,-,-,0.00%,0.00%,75.28K,0.00,20.12,0.00%,0
AAAAD,0.22%,-0.34%,-,-,-0.43%,-,-,-,-,0.01%,0.01%,0.21K,0.00,49.72,0.00%,0
AAAAP,0.20%,0.39%,-,-,1.21%,-,-,-,-,0.15%,0.09%,62.63K,0.00,25.42,0.00%,0
AAAAU,-0.44%,11.85%,1.14%,-12.71%,6.51%,34.16%,138.21%,150.46%,-,1.21%,1.17%,1.48M,0.31,45.32,-0.24%,"23,176"
AAAC,-,-,-,-,1.60%,-,-,-,-,-,-,6.62K,0.09,10.16,0.10%,29
AAAC-U,0.00%,0.89%,-,-,1.19%,-,-,-,-,0.31%,0.42%,478.99K,0.00,10.19,0.00%,0
AAACB,-,0.57%,1.44%,2.41%,2.82%,4.54%,-,-,-,0.13%,0.31%,49.38K,0.00,10.59,0.00%,0
AAACG,-5.88%,5.63%,-16.24%,-3.23%,20.29%,-52.70%,-22.71%,-64.26%,98.89%,6.75%,9.59%,224.52K,0.00,0.95,0.00%,0
AAACI,0.40%,0.70%,1.01%,-,1.01%,-,-,-,-,0.12%,0.13%,43.69K,0.00,10.05,0.00%,0
AAACO,0.10%,0.50%,1.11%,-,0.40%,-,-,-,-,0.00%,0.06%,23.20K,0.00,9.99,0.00%,0
AAACP,0.10%,0.60%,1.21%,-,1.21%,-,-,-,-,0.26%,0.13%,169.76K,0.00,10.07,0.00%,0
AAADR,1.15%,4.37%,-2.63%,-11.44%,-2.43%,2.78%,63.26%,22.45%,107.29%,0.32%,1.11%,2.85K,0.00,84.16,0.00%,0
AAADX,-3.07%,-16.47%,-,-,-30.12%,-,-,-,-,5.31%,6.97%,1.65M,0.01,14.50,0.55%,"1,193"
AAAEQ,1.19%,5.83%,2.21%,12.27%,11.57%,-,-,-,-,0.11%,0.17%,0.75K,0.00,55.03,0.00%,0
AAAL,-0.29%,-10.69%,-5.87%,5.43%,-10.11%,4.00%,-6.45%,-31.85%,-61.97%,2.67%,3.04%,105.30M,0.03,13.78,0.44%,"179,026"
AAALG,-1.43%,-22.41%,-19.42%,-7.88%,-36.80%,-24.44%,-,-,-,4.48%,4.64%,31.67K,0.39,11.20,0.69%,613
AAAME,8.99%,-5.08%,-31.88%,-43.84%,-48.01%,-56.08%,-29.94%,-61.28%,-58.44%,8.11%,6.37%,55.15K,11.12,1.47,-6.29%,"30,655"
AAAMI,7.11%,20.39%,33.83%,74.45%,107.04%,92.16%,359.66%,252.44%,629.46%,2.25%,3.22%,462.42K,0.00,97.31,0.00%,0
AAAOG,-23.73%,27.35%,-73.48%,-,-82.57%,-,-,-,-,15.25%,23.73%,2.08M,0.65,2.70,-4.26%,"67,589"
AAAOI,-11.27%,22.91%,-30.09%,31.49%,217.70%,334.48%,753.89%,1417.12%,576.54%,6.98%,11.56%,12.01M,0.23,110.75,-2.23%,"137,382"
AAAON,-1.18%,-10.38%,-44.01%,-22.43%,2.95%,-7.78%,29.15%,71.35%,325.40%,4.86%,5.53%,1.11M,0.02,78.50,0.45%,930
AAAOX,-23.90%,27.05%,-73.47%,-,-52.69%,-,-,-,-,15.28%,24.04%,8.09M,0.99,12.07,-4.66%,"398,734"
AAAOZ,19.07%,-61.89%,-,-,-50.65%,-,-,-,-,13.16%,27.59%,2.35M,0.70,12.67,4.45%,"82,428"
AAAP,2.40%,-22.41%,-27.62%,-18.00%,10.94%,-27.96%,-33.57%,-78.61%,-72.20%,3.58%,4.80%,1.97M,0.00,43.60,-0.16%,177
AAAPB,2.19%,-14.33%,-2.84%,23.70%,22.18%,63.65%,63.96%,-,-,2.75%,3.69%,66.02K,0.00,39.18,0.00%,0
AAAPD,-1.87%,5.25%,-2.95%,-18.07%,-15.87%,-28.71%,-49.16%,-,-,1.68%,1.96%,8.98M,0.01,11.03,-0.36%,"4,346"
AAAPE,3.70%,-11.99%,-,-,-0.27%,-,-,-,-,2.30%,3.17%,13.49K,0.11,14.85,0.57%,71
AAAPG,9.59%,3.10%,-6.90%,-22.70%,-29.00%,-54.71%,-,-,-,2.17%,2.82%,11.45K,0.01,18.63,-0.53%,6
AAAPL,2.06%,-5.31%,1.18%,19.51%,16.14%,35.76%,75.22%,112.47%,1080.96%,1.73%,2.03%,55.32M,0.05,315.73,0.37%,"147,243"
AAAPR,0.12%,1.22%,0.86%,4.05%,4.84%,7.58%,-,-,-,0.09%,0.15%,3.88K,0.00,29.79,0.00%,0
AAAPU,3.94%,-11.85%,-2.84%,30.53%,20.31%,55.55%,86.88%,-,-,3.38%,4.07%,1.85M,0.23,40.40,0.75%,"21,621"
AAAPW,1.96%,-8.31%,-5.93%,5.80%,-2.36%,3.24%,-,-,-,1.73%,2.04%,17.38K,0.92,39.48,0.43%,803
AAAPX,3.76%,-11.85%,-3.04%,30.24%,19.55%,53.24%,-,-,-,2.83%,3.62%,44.29K,0.06,36.44,0.44%,122
AAAPY,1.38%,-8.44%,-3.60%,8.39%,5.18%,14.08%,-,-,-,1.12%,1.51%,6.55K,0.00,26.18,0.00%,0
AAARD,-6.16%,0.00%,55.72%,-48.76%,-51.24%,-24.62%,-,-,-,13.54%,13.17%,249.40K,0.01,6.40,-3.32%,107
AAAT,-1.45%,-6.37%,-3.43%,15.27%,18.86%,7.81%,5.63%,-42.88%,-49.10%,1.54%,1.89%,434.65K,0.00,22.50,0.00%,1
AAAUA,1.18%,5.72%,2.57%,-,18.95%,-,-,-,-,0.28%,0.15%,5.26K,0.00,58.93,0.00%,0
AAAUB,1.09%,6.46%,-,-,3.53%,-,-,-,-,0.17%,0.43%,6.76K,0.00,51.22,0.00%,0
AAAUC,2.29%,35.20%,-7.83%,-23.77%,5.42%,74.15%,-,-,-,3.35%,4.61%,720.38K,0.02,24.12,0.04%,704
AAAUS,1.19%,5.80%,2.32%,11.89%,12.22%,19.01%,-,-,-,0.03%,0.27%,8.66K,0.00,61.84,0.00%,0
AAAVM,1.00%,5.44%,0.19%,2.84%,17.92%,25.10%,55.45%,23.60%,-,0.04%,0.32%,1.17K,0.00,34.81,0.00%,0
AAAXJ,1.59%,11.21%,-1.24%,10.15%,26.17%,36.68%,81.31%,35.32%,100.96%,0.90%,1.25%,570.00K,0.00,117.49,0.00%,0
AAB,0.91%,-0.36%,-1.49%,-6.81%,-4.92%,-7.91%,17.91%,-29.69%,67.07%,1.43%,1.52%,293.86K,0.01,36.59,-0.00%,92
AABAT,3.88%,30.87%,-26.05%,-27.65%,-20.07%,5.94%,-68.10%,-89.08%,-75.28%,6.80%,6.58%,5.30M,0.04,2.67,-0.20%,"11,608"
AABBV,-2.52%,0.34%,18.63%,11.29%,13.04%,24.22%,75.19%,115.99%,299.75%,1.88%,2.26%,6.58M,0.00,258.28,0.05%,629
AABCB,-1.03%,-2.58%,1.19%,9.85%,14.86%,15.93%,113.44%,70.38%,150.84%,1.34%,1.51%,489.26K,0.09,85.31,-0.11%,"2,149"
AABCL,9.98%,118.80%,101.78%,244.88%,264.04%,189.53%,126.36%,-29.18%,-,6.36%,8.94%,7.95M,0.04,12.45,0.40%,"17,307"
AABCS,0.46%,1.36%,12.04%,14.04%,18.96%,18.59%,-,-,-,0.24%,0.44%,2.00K,0.00,36.19,0.00%,0
AABEO,0.16%,-5.72%,5.54%,19.14%,15.75%,-11.34%,50.25%,-81.37%,-94.34%,2.92%,4.61%,1.37M,0.00,6.10,0.99%,8
AABEQ,0.04%,1.63%,5.61%,-1.54%,9.32%,10.61%,40.71%,40.36%,-,0.33%,0.44%,13.61K,0.00,39.19,0.00%,0
AABEV,1.04%,-6.73%,-9.35%,-7.91%,17.81%,30.49%,8.65%,-0.17%,-40.07%,2.13%,2.35%,28.42M,0.00,2.91,1.04%,146
AABFL,1.08%,4.48%,1.20%,12.65%,16.77%,19.76%,60.49%,61.41%,-,0.53%,0.69%,13.04K,0.00,83.34,0.00%,0
AABG,-0.46%,-8.29%,13.91%,0.02%,-8.05%,-17.14%,-3.56%,12.03%,304.58%,2.87%,2.91%,251.96K,0.09,213.82,1.50%,"1,082"
AABI,-0.16%,-0.32%,-0.54%,-1.08%,-0.20%,-1.94%,-,-,-,0.00%,0.00%,0.08K,0.00,24.76,0.00%,0
AABIG,1.28%,5.64%,4.36%,14.56%,10.69%,14.48%,-,-,-,0.02%,0.18%,2.00K,0.00,35.43,0.00%,0
AABLD,0.00%,7.98%,6.29%,-2.51%,13.72%,13.91%,19.95%,-,-,0.80%,0.83%,10.16K,0.00,33.08,0.00%,0
AABLG,0.07%,6.66%,-2.60%,-3.44%,0.58%,5.43%,20.38%,-12.45%,-,0.32%,1.14%,2.44K,0.00,31.89,0.00%,0
AABLS,0.34%,1.70%,9.06%,17.15%,13.51%,-5.08%,-,-,-,0.19%,0.58%,1.84K,0.00,22.74,0.00%,0
AABLV,22.47%,20.47%,-5.45%,42.47%,53.96%,15.71%,-77.83%,-,-,12.32%,10.29%,66.41K,0.00,1.04,0.97%,12
AABM,0.73%,-0.95%,20.71%,5.96%,11.47%,-3.89%,3.65%,-5.21%,23.98%,1.73%,2.06%,548.81K,0.00,47.15,0.00%,5
AABNB,-1.31%,21.55%,38.66%,36.81%,36.20%,41.69%,46.53%,19.89%,-,2.22%,3.04%,4.28M,0.00,184.85,0.24%,642
