Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,4.26%,12.24%,34.49%,24.41%,13.74%,29.90%,29.32%,-10.69%,227.49%,3.64%,2.49%,2.30M,1.05,154.77,0.87%,"2,425,947"
AAA,2.52%,16.33%,-31.23%,-16.50%,-3.50%,61.26%,81.65%,21.92%,-,4.85%,3.78%,5.78M,0.63,51.28,3.83%,"3,649,215"
AAAA,0.04%,-0.08%,-0.02%,-0.38%,-0.16%,-0.46%,0.60%,-0.21%,-,0.28%,0.25%,22.12K,3.20,24.96,0.16%,"70,772"
AAAAA,0.01%,2.77%,0.54%,9.41%,12.29%,18.86%,-,-,-,0.25%,0.36%,6.39K,0.05,30.70,0.42%,322
AAAAC,0.12%,0.22%,0.15%,0.10%,0.32%,-,-,-,-,0.00%,0.00%,76.48K,0.00,20.12,0.02%,12
AAAAD,0.59%,-0.27%,-,-,-0.35%,-,-,-,-,0.01%,0.01%,0.22K,1.31,49.76,0.33%,286
AAAAP,0.08%,0.32%,-,-,1.13%,-,-,-,-,0.13%,0.07%,66.44K,0.02,25.41,0.02%,"1,226"
AAAAU,7.35%,14.26%,3.44%,-9.70%,8.11%,38.41%,142.49%,158.28%,-,1.39%,1.25%,1.49M,1.25,46.00,0.28%,"1,862,547"
AAAC-U,0.00%,0.99%,-,-,1.19%,-,-,-,-,0.25%,0.42%,509.48K,0.00,10.19,0.00%,109
AAACB,0.09%,0.76%,1.44%,2.41%,2.82%,4.54%,-,-,-,0.13%,0.31%,49.38K,0.00,10.59,0.00%,0
AAACG,-3.65%,4.29%,-19.37%,3.13%,21.41%,-46.69%,-21.99%,-63.52%,109.73%,8.87%,10.09%,228.33K,0.13,0.96,2.07%,"30,142"
AAACI,-0.50%,0.10%,0.50%,-,0.50%,-,-,-,-,0.10%,0.12%,43.53K,0.00,10.00,-0.50%,135
AAACO,-0.30%,0.20%,0.00%,-,-0.10%,-,-,-,-,0.02%,0.07%,25.19K,0.00,9.94,-0.49%,8
AAACP,0.30%,0.70%,-,-,1.11%,-,-,-,-,0.29%,0.13%,177.11K,0.71,10.06,-0.10%,"125,686"
AAADR,0.28%,2.02%,-3.45%,-10.74%,-2.24%,1.09%,63.57%,23.63%,106.87%,1.05%,1.16%,2.90K,0.50,84.32,0.72%,"1,460"
AAADX,-19.17%,-23.02%,-,-,-30.70%,-,-,-,-,7.53%,7.57%,1.68M,0.87,14.38,-0.76%,"1,461,048"
AAAEQ,-0.18%,3.76%,2.14%,11.78%,10.76%,-,-,-,-,0.06%,0.21%,0.71K,0.42,54.64,0.38%,301
AAAL,-0.71%,-6.69%,-6.03%,6.08%,-9.00%,7.31%,-4.32%,-30.77%,-62.01%,2.69%,3.23%,106.88M,0.62,13.95,2.35%,"66,763,117"
AAALG,-1.56%,-14.89%,-19.21%,-6.31%,-34.65%,-18.97%,-,-,-,3.84%,5.03%,32.32K,1.43,11.58,4.94%,"46,290"
AAAME,-7.86%,-16.77%,-40.28%,-52.22%,-54.42%,-62.39%,-35.50%,-65.14%,-63.04%,5.35%,5.45%,17.12K,5.68,1.29,-0.77%,"97,231"
AAAMI,1.80%,12.83%,23.85%,71.93%,98.89%,86.10%,341.57%,242.04%,599.18%,2.09%,3.37%,474.99K,0.69,93.48,1.72%,"326,483"
AAAOG,-29.75%,5.41%,-78.27%,-,-81.86%,-,-,-,-,20.57%,26.10%,2.02M,1.18,2.81,9.77%,"2,392,475"
AAAOI,-13.90%,15.67%,-36.30%,101.08%,224.58%,364.87%,771.05%,1535.12%,602.36%,9.66%,12.51%,12.26M,0.55,113.15,5.13%,"6,735,547"
AAAON,-7.15%,-24.58%,-46.01%,-24.53%,-0.08%,-8.83%,25.52%,66.89%,309.33%,4.50%,5.81%,1.11M,0.88,76.19,0.12%,"972,948"
AAAOX,-29.58%,6.14%,-78.15%,-,-50.53%,-,-,-,-,20.96%,26.45%,8.06M,0.99,12.62,9.74%,"7,979,684"
AAAOZ,24.19%,-63.56%,-,-,-52.20%,-,-,-,-,18.87%,28.86%,2.44M,0.68,12.27,-9.51%,"1,671,507"
AAAP,-23.38%,-24.41%,-20.84%,-18.85%,11.04%,-26.63%,-31.90%,-79.44%,-72.76%,6.88%,4.94%,2.03M,0.82,43.64,0.02%,"1,665,334"
AAAPB,-0.44%,-16.42%,-3.12%,20.82%,18.67%,63.79%,59.25%,-,-,3.77%,3.82%,67.82K,0.49,38.05,-0.30%,"33,519"
AAAPD,0.18%,8.40%,-2.26%,-13.95%,-14.34%,-29.10%,-48.65%,-,-,2.12%,1.97%,9.04M,0.67,11.23,0.18%,"6,035,497"
AAAPE,-0.40%,-16.81%,-,-,-3.69%,-,-,-,-,3.39%,3.12%,14.02K,0.20,14.34,-0.42%,"2,863"
AAAPG,-7.74%,-11.12%,-16.58%,-32.84%,-36.01%,-61.38%,-,-,-,3.86%,2.86%,11.52K,0.29,16.79,0.48%,"3,353"
AAAPL,-0.04%,-8.02%,0.51%,13.88%,13.99%,36.42%,73.51%,108.88%,1052.37%,2.16%,2.05%,56.29M,0.46,309.90,-0.14%,"25,869,807"
AAAPR,0.25%,1.27%,1.22%,4.26%,4.98%,7.86%,-,-,-,0.15%,0.17%,4.06K,0.22,29.83,0.27%,912
AAAPU,-0.46%,-16.69%,-4.11%,18.51%,16.11%,57.13%,82.83%,-,-,4.27%,4.10%,1.88M,0.33,38.99,-0.31%,"619,892"
AAAPW,-0.45%,-11.33%,-6.54%,0.04%,-4.43%,4.06%,-,-,-,2.13%,2.04%,17.71K,0.43,38.64,0.01%,"7,688"
AAAPX,-0.37%,-16.70%,-4.24%,18.20%,15.49%,55.20%,-,-,-,3.77%,3.61%,44.48K,0.36,35.20,-0.34%,"16,042"
AAAPY,-1.04%,-9.46%,-4.17%,6.91%,3.42%,13.78%,-,-,-,1.41%,1.56%,6.56K,1.01,25.74,-0.05%,"6,647"
AAARD,17.98%,8.37%,72.62%,-42.82%,-44.76%,-19.80%,-,-,-,16.01%,13.42%,254.86K,0.57,7.25,5.38%,"145,204"
AAAT,2.17%,-5.10%,3.13%,19.95%,21.98%,13.13%,11.06%,-39.68%,-48.26%,1.38%,1.98%,437.71K,0.78,23.09,0.39%,"342,979"
AAAUA,-0.19%,3.73%,2.93%,-,18.11%,-,-,-,-,0.16%,0.10%,3.03K,0.01,58.51,0.34%,44
AAAUB,-0.64%,3.29%,-,-,2.62%,-,-,-,-,0.15%,0.49%,7.57K,0.00,50.78,0.45%,15
AAAUC,13.34%,14.10%,-13.87%,-24.14%,3.98%,76.35%,-,-,-,4.45%,4.98%,730.19K,0.50,23.79,1.88%,"366,063"
AAAUS,-0.18%,3.68%,2.22%,11.31%,11.35%,19.00%,-,-,-,0.01%,0.35%,8.76K,0.03,61.36,0.27%,226
AAAVM,0.83%,3.84%,0.17%,3.50%,17.77%,25.05%,55.25%,24.55%,-,0.07%,0.37%,1.20K,0.27,34.76,0.39%,323
AAAXJ,2.77%,5.92%,-1.48%,9.63%,25.31%,34.39%,80.08%,34.55%,98.31%,1.09%,1.43%,576.45K,2.09,116.69,2.06%,"1,204,226"
AAB,1.22%,-3.38%,-2.71%,-4.91%,-4.83%,-8.75%,20.58%,-27.88%,67.52%,1.41%,1.55%,295.06K,1.14,36.62,0.72%,"337,059"
AABAT,10.21%,14.10%,-26.42%,-29.23%,-22.46%,-0.77%,-69.44%,-86.19%,-75.05%,8.66%,7.11%,5.43M,0.81,2.59,7.92%,"4,372,745"
AABBV,2.65%,3.46%,24.71%,16.35%,16.32%,28.06%,81.19%,120.76%,310.68%,2.11%,2.26%,6.64M,0.55,265.79,0.48%,"3,671,632"
AABCB,-3.02%,-0.58%,-0.20%,7.80%,15.17%,19.05%,116.89%,73.40%,151.66%,1.50%,1.58%,494.11K,0.56,85.54,-0.48%,"278,821"
AABCL,12.41%,138.10%,136.29%,288.20%,265.50%,195.51%,126.86%,-29.18%,-,7.40%,9.33%,8.00M,1.34,12.50,17.81%,"10,699,282"
AABCS,0.80%,3.57%,12.59%,15.70%,19.34%,19.61%,-,-,-,0.41%,0.48%,1.99K,0.75,36.31,-0.10%,"1,499"
AABEO,0.81%,1.31%,13.11%,15.00%,17.84%,-11.41%,58.02%,-80.29%,-94.20%,2.89%,4.78%,1.38M,0.57,6.21,2.48%,"785,144"
AABEQ,1.67%,3.15%,4.93%,-0.74%,9.82%,11.98%,41.35%,41.16%,-,0.37%,0.47%,13.42K,1.07,39.37,-0.21%,"14,368"
AABEV,5.40%,-4.56%,-10.40%,-9.29%,18.62%,33.18%,10.16%,-2.21%,-40.67%,2.63%,2.40%,28.57M,0.84,2.93,0.34%,"24,061,992"
AABFL,-1.37%,0.18%,-0.01%,11.99%,15.29%,18.92%,58.45%,60.13%,-,0.67%,0.77%,12.93K,1.09,82.28,-0.06%,"14,059"
AABG,5.71%,-4.88%,13.46%,-1.79%,-7.29%,-14.73%,-1.42%,13.15%,306.70%,2.98%,3.40%,256.31K,0.57,215.59,2.24%,"146,451"
AABI,-0.04%,-0.08%,-0.24%,-0.96%,-0.08%,-1.70%,-,-,-,0.00%,0.00%,0.12K,0.14,24.79,0.08%,16
AABIG,-0.52%,3.10%,4.25%,13.76%,9.94%,14.28%,-,-,-,0.19%,0.29%,2.07K,0.07,35.19,0.10%,137
AABLD,2.60%,8.53%,5.31%,-1.35%,14.27%,14.94%,20.53%,-,-,0.79%,0.84%,8.81K,6.60,33.24,0.30%,"58,082"
AABLG,1.42%,4.54%,-2.07%,-2.23%,1.02%,6.16%,20.91%,-11.83%,-,0.07%,1.07%,2.27K,4.25,32.03,0.57%,"9,654"
AABLS,-2.42%,0.79%,8.79%,18.69%,12.70%,-4.67%,-,-,-,0.33%,0.59%,1.88K,0.13,22.58,-0.25%,251
AABLV,17.36%,12.63%,-2.97%,24.05%,45.08%,12.80%,-79.15%,-,-,11.67%,9.23%,68.76K,0.56,0.98,14.23%,"38,506"
AABM,-1.08%,-3.86%,16.39%,5.98%,10.14%,-4.74%,2.31%,-4.27%,21.80%,1.67%,2.06%,552.11K,0.53,46.59,-0.58%,"295,239"
AABNB,3.96%,29.72%,43.58%,51.60%,40.36%,48.65%,51.44%,18.80%,-,2.23%,3.12%,4.24M,1.06,190.50,0.15%,"4,504,981"
AABOS,13.14%,40.91%,28.10%,12.32%,46.92%,105.30%,-50.79%,-81.99%,-,7.30%,6.63%,470.15K,0.64,3.10,0.81%,"300,748"
AABOT,0.73%,8.48%,12.15%,29.76%,11.96%,13.83%,74.87%,50.74%,-,0.15%,0.39%,0.35K,0.99,43.77,-0.21%,350
AABR,5.10%,1.38%,-5.16%,-29.36%,-33.63%,-56.21%,-65.82%,-68.03%,-23.70%,3.28%,3.52%,4.10M,0.59,5.15,-1.90%,"2,429,965"
AABSI,8.81%,27.38%,82.39%,255.35%,175.93%,279.13%,473.21%,-51.49%,-,6.70%,7.07%,5.03M,0.47,9.63,8.94%,"2,339,877"
AABT,3.06%,11.14%,33.99%,1.35%,-7.31%,-11.94%,11.44%,-6.90%,171.08%,1.81%,2.14%,11.88M,0.63,116.13,-0.46%,"7,503,832"
AABTC,33.14%,57.41%,-42.96%,-39.61%,-63.76%,-91.20%,-98.13%,-99.99%,-,13.66%,9.93%,1.41M,1.44,9.24,6.94%,"2,039,213"
AABTS,15.53%,14.54%,52.30%,-52.31%,-73.98%,-65.89%,-90.88%,-98.88%,-99.70%,18.91%,15.36%,2.14M,0.01,1.34,3.88%,"15,751"
AABUF,-0.00%,2.00%,3.20%,-,9.89%,-,-,-,-,0.12%,0.15%,5.26K,3.61,27.61,0.11%,"18,974"
AABUS,7.44%,17.91%,12.07%,16.59%,8.11%,48.57%,156.16%,59.51%,42.08%,4.72%,3.84%,2.54M,3.51,5.20,0.00%,"8,912,995"
AABVC,-7.64%,-21.58%,-37.99%,-42.86%,-62.45%,-72.70%,-53.22%,-96.75%,-99.78%,8.45%,9.47%,142.50K,0.53,0.80,-4.77%,"76,076"
AABVX,-0.85%,-7.87%,-6.71%,-8.08%,-12.55%,52.25%,-,-,-,3.18%,3.68%,2.04M,0.42,117.93,1.53%,"853,504"
AABX,9.66%,-5.54%,3.35%,13.17%,15.56%,43.19%,37.99%,1.12%,-,4.23%,4.82%,620.61K,0.60,9.88,2.81%,"375,169"
AABXB,0.42%,0.63%,-1.33%,-3.44%,-1.88%,-2.24%,-6.25%,-22.44%,-,0.02%,0.03%,0.37K,0.04,19.24,0.26%,16
AACA,-0.07%,-0.04%,15.65%,16.27%,36.62%,47.57%,89.84%,179.65%,-,0.23%,0.30%,735.67K,0.87,145.25,-0.01%,"638,001"
AACAA,0.14%,0.20%,1.01%,-,-0.30%,-,-,-,-,0.06%,0.02%,27.48K,0.00,10.02,0.35%,9
AACAD,1.29%,20.40%,43.79%,24.32%,14.45%,20.73%,6.89%,77.94%,-5.36%,2.93%,3.36%,1.61M,0.94,30.57,3.10%,"1,523,784"
AACB,9.26%,46.35%,15.90%,5.80%,-4.98%,-23.33%,-9.46%,-94.35%,-93.98%,5.02%,4.90%,1.37M,1.00,4.01,1.78%,"1,376,363"
AACCL,0.69%,38.07%,101.78%,100.00%,7.01%,-,-,-,-,4.29%,5.64%,451.27K,0.00,2.90,-0.34%,"1,961"
AACCO,-1.64%,1.94%,5.78%,2.68%,12.87%,6.05%,-13.20%,-53.38%,-58.19%,2.29%,3.09%,795.20K,1.01,4.21,0.48%,"799,981"
AACCS,3.85%,-25.33%,-16.59%,-27.54%,-44.84%,-53.24%,-74.34%,-81.24%,-28.25%,6.74%,9.73%,21.25K,1.01,5.13,3.64%,"21,376"
AACDC,-8.25%,16.46%,-35.32%,-9.14%,20.05%,13.63%,-54.44%,-,-,9.38%,10.53%,1.66M,0.77,4.67,-3.11%,"1,270,431"
AACEI,0.33%,3.63%,-4.93%,-2.43%,-4.96%,-,-,-,-,0.55%,1.03%,26.43K,0.36,23.42,0.28%,"9,609"
AACEL,-0.34%,-3.95%,0.93%,9.58%,4.29%,3.66%,4.66%,2.59%,-,2.51%,2.68%,307.43K,0.72,11.90,-0.58%,"221,876"
AACEP,0.75%,5.39%,5.83%,16.02%,28.56%,-,-,-,-,0.55%,0.32%,2.66K,0.15,20.95,0.39%,392
AACES,-1.09%,-0.03%,-23.88%,-13.78%,-5.21%,4.42%,-23.19%,-56.20%,-,1.85%,2.30%,79.78K,0.30,30.73,0.89%,"24,221"
AACET,-1.21%,11.66%,8.04%,22.28%,6.89%,-20.89%,-66.32%,-92.34%,-,5.68%,6.17%,90.03K,0.78,9.00,1.12%,"69,875"
AACFN,4.12%,0.15%,19.07%,17.41%,33.97%,-29.56%,251.22%,125.94%,598.55%,8.25%,7.20%,22.29K,10.82,20.23,-3.67%,"241,225"
AACGC,0.00%,0.25%,-,-,0.60%,-,-,-,-,0.28%,0.16%,127.16K,0.00,10.00,-0.50%,11
AACGL,1.67%,-3.20%,5.44%,1.39%,4.84%,9.45%,41.72%,151.31%,299.17%,1.62%,1.96%,2.03M,0.52,100.56,-0.57%,"1,062,644"
AACGO,-0.57%,4.91%,-,-,-3.63%,-,-,-,-,0.03%,0.03%,13.58K,0.00,38.00,0.67%,15
AACGR,-1.15%,4.87%,-1.94%,9.54%,4.37%,10.45%,67.74%,61.55%,-,0.14%,0.21%,0.28K,7.00,68.93,0.25%,"1,981"
AACH,2.65%,-63.98%,-57.97%,-56.39%,-58.57%,-77.39%,-92.84%,-96.89%,-96.53%,11.77%,13.77%,1.13M,0.98,1.16,0.00%,"1,105,172"
AACHC,8.78%,-8.09%,27.16%,73.97%,110.50%,34.73%,-60.61%,-53.57%,-41.43%,5.11%,6.17%,2.81M,0.68,29.87,4.00%,"1,910,976"
AACHR,-5.70%,20.40%,-8.45%,-17.11%,-20.74%,-36.39%,3.11%,-40.16%,-,5.54%,7.73%,41.89M,0.64,5.96,-1.81%,"26,774,712"
AACHV,8.64%,32.20%,79.17%,86.10%,64.39%,146.83%,76.08%,4.48%,-99.36%,6.77%,5.48%,1.82M,0.73,8.17,2.90%,"1,323,918"
AACHX,-11.88%,31.54%,-,-,35.18%,-,-,-,-,0.43%,2.95%,0.71K,0.06,34.43,-3.76%,44
AACI,1.39%,8.88%,-21.30%,-33.65%,-27.90%,-37.09%,-43.93%,-42.03%,-,2.75%,3.44%,8.47M,0.55,12.38,-1.82%,"4,694,830"
AACIC,-1.16%,-9.70%,-12.80%,-14.93%,-20.88%,-4.82%,42.37%,175.30%,-33.30%,2.19%,3.63%,303.20K,0.87,9.40,0.64%,"264,412"
AACII,0.04%,0.43%,-0.93%,0.37%,-0.02%,-,-,-,-,0.65%,0.72%,57.17K,1.21,25.62,0.12%,"69,241"
AACIO,-0.45%,2.63%,0.42%,7.48%,7.23%,10.77%,51.02%,52.24%,-,0.46%,0.65%,134.80K,1.43,46.86,0.15%,"192,892"
AACIU,13.62%,26.96%,-0.34%,7.35%,-7.01%,41.06%,-4.58%,-56.93%,-,7.21%,5.61%,263.57K,0.92,2.92,2.10%,"241,303"
AACIW,0.44%,-9.47%,23.73%,34.08%,9.60%,7.47%,125.28%,67.95%,181.27%,1.89%,3.24%,1.04M,0.62,52.40,-0.02%,"645,049"
AACKY,1.00%,7.34%,-2.53%,-1.91%,-7.67%,-,-,-,-,0.73%,0.97%,28.54K,0.31,18.13,0.33%,"8,836"
AACLC,-0.04%,3.57%,2.49%,9.75%,10.03%,15.22%,57.06%,51.45%,-,0.43%,0.60%,12.06K,0.19,86.21,0.32%,"2,314"
AACLO,0.16%,0.11%,0.08%,-0.03%,0.44%,0.10%,-,-,-,0.05%,0.07%,42.80K,0.01,50.50,0.01%,450
AACLS,-7.38%,-2.12%,-23.66%,53.36%,56.09%,56.01%,-25.60%,155.66%,966.33%,4.79%,5.67%,522.54K,0.54,125.40,1.55%,"281,509"
AACLZ,-14.76%,-9.89%,-,-,-52.44%,-,-,-,-,0.52%,1.40%,0.77K,0.15,11.32,3.53%,113
AACM,1.72%,-11.53%,-13.37%,-34.15%,-34.14%,-49.01%,-27.73%,-4.88%,95.09%,3.62%,3.71%,2.16M,0.71,62.78,-3.40%,"1,539,224"
AACMM,-12.40%,-9.86%,-,-,-48.84%,-,-,-,-,7.90%,9.30%,7.62K,0.28,12.79,5.81%,"2,155"
AACMR,-5.45%,-0.25%,-7.74%,17.72%,102.21%,176.98%,413.98%,165.61%,-,5.37%,7.83%,1.46M,0.39,79.77,3.14%,"565,534"
AACN,8.10%,21.34%,5.61%,-4.98%,-30.33%,-26.99%,-41.36%,-43.94%,62.49%,4.28%,4.64%,8.54M,0.48,186.93,0.21%,"4,071,860"
AACNB,0.79%,1.09%,18.60%,32.16%,35.06%,41.96%,93.77%,124.79%,140.25%,2.36%,2.03%,71.97K,1.28,64.70,0.40%,"91,990"
AACNT,-0.26%,-1.05%,6.12%,-12.63%,-6.86%,25.04%,68.30%,31.93%,114.20%,2.33%,2.74%,70.62K,0.78,15.08,1.21%,"55,396"
AACOG,13.70%,13.64%,65.82%,62.23%,50.00%,26.21%,52.64%,-68.55%,-,8.38%,9.60%,88.88K,2.48,9.75,0.00%,"220,140"
AACOM,-0.61%,7.98%,-,-,15.35%,-,-,-,-,0.78%,0.84%,5.72K,0.28,23.29,-0.98%,"1,602"
AACON,-4.23%,12.16%,-21.20%,-1.19%,-45.87%,-65.89%,-100.00%,-,-,7.71%,8.00%,73.57K,2.38,2.49,-6.39%,"175,091"
