Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,-4.89%,6.29%,8.39%,26.98%,10.22%,19.77%,23.03%,-16.34%,219.11%,3.05%,2.76%,2.23M,1.01,149.98,-0.93%,"2,255,861"
AAA,-0.27%,7.05%,-34.57%,-15.45%,-3.93%,64.10%,64.15%,8.13%,-,3.81%,4.09%,5.65M,0.45,51.05,0.00%,"2,554,208"
AAAA,0.41%,0.18%,0.13%,0.14%,0.16%,0.11%,1.34%,0.15%,-,0.26%,0.20%,22.48K,0.15,25.04,-0.24%,"3,447"
AAAAA,0.15%,0.09%,0.39%,12.17%,12.75%,19.12%,-,-,-,0.44%,0.28%,5.93K,0.04,30.83,0.76%,225
AAAAC,-0.30%,0.00%,0.25%,0.58%,0.05%,-,-,-,-,0.00%,0.00%,75.28K,0.00,20.07,0.00%,21
AAAAD,-0.88%,-0.72%,-1.43%,-,-1.31%,-,-,-,-,0.00%,0.00%,0.20K,0.07,49.28,0.08%,15
AAAAP,-0.22%,0.20%,-,-,1.00%,-,-,-,-,0.11%,0.11%,58.80K,0.06,25.37,0.02%,"3,617"
AAAAU,-2.94%,5.34%,-0.19%,-11.93%,3.63%,25.31%,129.30%,142.42%,-,1.66%,1.31%,1.53M,0.92,44.10,1.86%,"1,401,505"
AAAC,-0.89%,-,-,-,0.60%,-,-,-,-,0.34%,-,117.83K,0.12,10.06,-0.10%,"14,130"
AAAC-U,-0.29%,0.25%,-,-,0.89%,-,-,-,-,0.31%,0.47%,438.50K,0.00,10.16,-0.49%,359
AAACB,-,0.28%,0.95%,2.42%,2.82%,4.54%,-,-,-,0.13%,0.31%,49.38K,0.00,10.59,0.00%,0
AAACG,-5.34%,1.80%,-17.44%,-11.77%,13.87%,-59.10%,-28.58%,-67.51%,87.48%,5.56%,9.04%,223.92K,0.07,0.90,2.39%,"14,893"
AAACI,-0.10%,0.40%,0.90%,-,0.90%,-,-,-,-,0.12%,0.10%,43.24K,0.00,10.04,-0.10%,172
AAACO,0.10%,0.50%,1.01%,-,0.40%,-,-,-,-,0.04%,0.07%,31.08K,0.00,9.99,0.00%,9
AAACP,-0.10%,0.50%,1.00%,-,1.11%,-,-,-,-,0.04%,0.12%,110.15K,0.00,10.06,0.00%,18
