Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,7.05%,13.78%,38.51%,29.37%,16.85%,35.72%,33.77%,-5.43%,233.89%,3.08%,2.43%,2.27M,1.21,159.00,1.73%,"2,734,753"
AAA,3.74%,14.54%,-21.76%,-14.28%,-2.43%,75.70%,81.36%,37.50%,-,4.26%,3.49%,5.77M,0.82,51.85,2.57%,"4,731,699"
AAAA,-0.02%,-0.18%,-0.02%,-0.52%,-0.20%,-0.26%,0.65%,-0.25%,-,0.08%,0.25%,22.16K,0.08,24.95,0.02%,"1,709"
AAAAA,-0.86%,2.80%,1.93%,9.28%,12.29%,20.07%,-,-,-,0.24%,0.40%,6.01K,2.78,30.70,0.47%,"16,690"
AAAAC,0.07%,0.22%,0.12%,0.07%,0.27%,-,-,-,-,0.01%,0.00%,76.48K,0.00,20.11,0.02%,15
AAAAD,-0.08%,-0.33%,-,-,-0.77%,-,-,-,-,0.00%,0.01%,0.22K,0.53,49.54,-0.12%,119
AAAAP,0.12%,0.40%,-,-,1.09%,-,-,-,-,0.12%,0.06%,69.51K,0.06,25.40,0.08%,"4,068"
AAAAU,5.47%,14.00%,1.65%,-9.47%,6.98%,38.13%,142.51%,156.74%,-,1.38%,1.20%,1.51M,0.85,45.52,1.95%,"1,280,026"
AAAC-U,0.89%,0.99%,-,-,1.19%,-,-,-,-,0.27%,0.42%,526.37K,0.02,10.19,0.00%,"8,081"
AAACB,0.00%,0.38%,1.44%,2.41%,2.82%,4.54%,-,-,-,0.13%,0.31%,49.38K,0.00,10.59,0.00%,0
AAACG,1.04%,9.30%,-15.65%,6.59%,22.74%,-43.27%,-19.83%,-62.40%,130.36%,10.33%,10.46%,228.21K,0.12,0.97,-3.96%,"26,997"
AAACI,0.40%,0.70%,0.90%,-,0.90%,-,-,-,-,0.00%,0.11%,44.46K,0.00,10.04,0.10%,129
AAACO,0.10%,0.51%,0.30%,-,0.20%,-,-,-,-,0.04%,0.07%,26.93K,0.00,9.97,-0.10%,8
AAACP,0.40%,0.80%,-,-,1.21%,-,-,-,-,0.19%,0.10%,183.42K,0.01,10.07,0.10%,"1,777"
AAADR,-0.94%,1.53%,-2.37%,-12.11%,-2.48%,2.48%,66.04%,30.29%,105.93%,1.48%,1.11%,2.85K,0.98,84.12,1.10%,"2,789"
AAADX,-16.52%,-21.68%,-,-,-27.90%,-,-,-,-,8.07%,7.97%,1.67M,0.91,14.96,-3.48%,"1,520,895"
AAAEQ,-1.31%,3.85%,2.97%,11.40%,10.73%,-,-,-,-,0.02%,0.21%,0.70K,0.02,54.62,0.43%,12
AAAL,-6.81%,1.95%,1.69%,1.69%,-9.85%,9.94%,-8.84%,-25.30%,-62.13%,2.18%,3.39%,108.21M,0.63,13.82,2.22%,"68,476,112"
AAALG,-13.38%,0.27%,-5.89%,-14.37%,-35.88%,-15.53%,-,-,-,2.63%,5.37%,34.04K,0.41,11.36,4.55%,"14,116"
AAAME,-6.90%,-12.34%,-39.73%,-55.45%,-52.30%,-58.07%,-29.13%,-62.50%,-64.00%,5.77%,5.34%,16.18K,1.24,1.35,0.75%,"20,097"
AAAMI,-0.23%,15.04%,27.19%,73.40%,96.38%,95.68%,343.75%,250.95%,580.68%,2.13%,3.45%,480.97K,0.68,92.30,1.60%,"328,911"
AAAOG,-34.44%,-0.84%,-72.56%,-,-77.15%,-,-,-,-,24.85%,26.84%,1.90M,1.74,3.54,-6.60%,"3,299,535"
AAAOI,-16.94%,11.43%,-29.40%,141.52%,258.06%,426.67%,708.42%,1785.50%,808.44%,11.68%,12.86%,12.19M,0.80,124.82,-3.32%,"9,748,192"
AAAON,-9.52%,-26.23%,-40.00%,-22.35%,4.18%,-1.84%,28.19%,72.85%,330.80%,4.42%,5.86%,1.09M,0.90,79.44,-1.73%,"984,971"
AAAOX,-34.19%,-0.56%,-72.32%,-,-37.83%,-,-,-,-,25.36%,27.17%,7.84M,1.24,15.86,-7.31%,"9,724,354"
AAAOZ,31.85%,-59.71%,-,-,-58.55%,-,-,-,-,23.16%,29.51%,2.37M,1.17,10.64,6.72%,"2,772,398"
AAAP,-24.70%,-20.29%,-27.36%,-23.79%,8.35%,-23.42%,-37.57%,-79.69%,-73.06%,6.92%,5.09%,2.10M,2.17,42.58,0.45%,"4,553,426"
