Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
A,-3.56%,-3.23%,14.10%,-5.04%,-3.95%,8.31%,8.68%,-12.18%,193.03%,2.85%,2.86%,2.29M,0.95,130.69,-2.02%,"2,167,613"
AA,-8.29%,-41.90%,-32.45%,-10.48%,-8.39%,54.44%,43.47%,28.38%,-,5.39%,4.93%,5.12M,1.93,48.68,2.53%,"9,896,246"
AAA,-0.31%,-0.31%,-0.13%,-0.21%,-0.21%,-0.11%,1.17%,-0.20%,-,0.31%,0.37%,11.16K,0.21,24.95,-0.23%,"2,341"
AAAA,0.17%,-2.23%,11.99%,9.83%,10.38%,-,-,-,-,0.67%,0.70%,4.48K,1.23,30.18,-0.20%,"5,500"
AAAC,-0.25%,0.00%,0.20%,-0.15%,-0.20%,-,-,-,-,0.00%,0.00%,0.04K,0.46,20.01,0.02%,18
AAAD,-0.30%,-,-,-,0.51%,-,-,-,-,0.00%,-,0.24K,0.08,50.19,0.13%,19
AAAP,0.46%,-,-,-,0.38%,-,-,-,-,0.04%,-,171.17K,0.00,25.19,0.06%,626
AAAU,2.39%,-8.18%,-13.57%,-5.18%,-4.51%,22.56%,113.45%,128.52%,-,1.32%,1.68%,1.73M,0.68,40.63,2.03%,"1,181,577"
AAC-U,-,-,-,-,0.00%,-,-,-,-,-,-,5.06M,0.30,10.05,-0.10%,"1,507,692"
AACB,0.29%,0.02%,1.74%,2.14%,2.14%,4.16%,-,-,-,0.19%,0.27%,30.37K,0.58,10.52,0.19%,"17,482"
AACG,7.22%,-2.35%,13.04%,30.33%,31.60%,26.84%,-27.27%,-63.89%,110.55%,6.48%,7.63%,17.85K,3.03,1.04,-2.38%,"54,037"
AACI,0.50%,0.40%,1.42%,-,1.32%,-,-,-,-,0.24%,0.13%,30.91K,1.88,10.00,0.00%,"58,086"
AACO,0.51%,0.61%,-,-,0.00%,-,-,-,-,0.16%,0.10%,23.69K,2.05,9.95,0.20%,"48,467"
