Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,5.41%,5.27%,21.11%,-0.04%,1.84%,15.14%,8.50%,-9.02%,197.49%,3.52%,2.95%,2.42M,0.63,138.57,-0.84%,"1,516,452"
AAA,0.59%,-15.41%,-32.32%,-29.93%,-16.75%,38.86%,31.08%,19.37%,-,4.10%,4.55%,5.40M,0.49,44.24,-2.28%,"2,625,089"
AAAA,0.40%,0.12%,0.26%,-0.06%,0.16%,0.20%,1.25%,0.09%,-,0.33%,0.34%,10.98K,0.80,25.04,0.18%,"8,821"
AAAAA,-0.51%,-0.78%,3.52%,7.44%,9.09%,17.06%,-,-,-,0.41%,0.48%,5.20K,1.43,29.83,-0.13%,"7,411"
AAAAC,0.05%,0.05%,0.15%,-0.30%,0.10%,-,-,-,-,0.01%,0.04%,77.71K,0.00,20.08,0.05%,37
AAAAD,-0.65%,-0.99%,-,-,-0.29%,-,-,-,-,0.01%,0.01%,0.20K,4.03,49.79,0.16%,813
AAAAP,0.12%,0.96%,-,-,0.78%,-,-,-,-,0.02%,0.04%,106.19K,0.00,25.32,0.08%,7
AAAAU,0.93%,1.68%,-13.69%,-17.66%,-6.09%,20.09%,106.35%,122.87%,-,0.80%,1.21%,1.52M,0.63,39.96,0.08%,"951,457"
AAAC-U,0.00%,-,-,-,0.20%,-,-,-,-,0.20%,-,872.88K,0.00,10.09,0.00%,"1,905"
AAACB,-0.28%,0.10%,1.35%,1.45%,2.04%,3.65%,-,-,-,0.65%,0.33%,32.64K,0.64,10.51,-0.38%,"20,952"
AAACG,-9.47%,-8.07%,-22.86%,-19.35%,12.25%,-17.86%,-35.89%,-78.52%,103.93%,4.88%,5.77%,17.03K,0.19,0.89,-0.05%,"3,297"
AAACI,-0.20%,0.30%,0.50%,-,0.30%,-,-,-,-,0.00%,0.11%,16.13K,12.40,9.98,0.00%,"200,016"
AAACO,-0.40%,0.40%,0.91%,-,-0.10%,-,-,-,-,0.02%,0.06%,21.49K,0.00,9.94,0.00%,7
AAACP,0.10%,0.33%,-,-,0.40%,-,-,-,-,0.08%,0.13%,197.41K,0.15,9.99,0.00%,"29,285"
AAADR,0.57%,2.89%,-1.12%,-11.86%,-4.26%,3.57%,60.38%,25.46%,104.79%,0.55%,0.99%,2.46K,0.05,82.58,-0.33%,128
AAADX,5.94%,-1.32%,-,-,-13.20%,-,-,-,-,8.94%,8.79%,1.91M,0.49,18.01,-5.71%,"940,143"
AAAEQ,-0.80%,0.97%,3.94%,6.82%,6.65%,-,-,-,-,0.09%,0.16%,0.54K,0.04,52.61,0.02%,22
AAAL,-3.37%,-17.00%,22.88%,-3.63%,-5.58%,26.31%,-14.25%,-31.72%,-60.19%,4.48%,4.11%,107.45M,0.69,14.48,6.79%,"74,218,916"
AAALG,-8.37%,-33.38%,37.08%,-24.31%,-27.98%,10.70%,-,-,-,7.53%,7.05%,37.80K,1.15,12.76,12.63%,"43,387"
AAAME,-0.63%,-7.65%,-38.67%,-42.07%,-44.52%,-30.84%,-12.78%,-61.89%,-63.06%,2.37%,3.04%,12.92K,0.06,1.57,1.95%,775
AAAMI,-2.31%,14.92%,20.82%,45.52%,72.09%,102.45%,264.65%,238.13%,481.87%,2.85%,3.59%,479.10K,0.50,80.88,0.81%,"238,675"
AAAOG,-8.12%,-60.23%,-,-,-81.85%,-,-,-,-,17.90%,23.43%,1.07M,1.30,2.81,-21.24%,"1,393,892"
AAAOI,-2.21%,-31.86%,-27.29%,162.52%,187.29%,287.58%,1075.47%,1266.30%,718.22%,8.97%,10.96%,11.85M,0.60,100.15,-10.60%,"7,103,569"
AAAON,-7.85%,-21.98%,4.01%,6.31%,34.65%,32.37%,51.15%,153.92%,480.27%,5.51%,5.84%,1.15M,0.79,102.67,-4.65%,"913,184"
AAAOX,-8.22%,-60.00%,-70.88%,-,-51.00%,-,-,-,-,18.58%,23.97%,5.80M,0.83,12.50,-21.63%,"4,812,686"
AAAOZ,-9.07%,-,-,-,24.23%,-,-,-,-,19.83%,-,130.16K,0.86,31.89,20.75%,"111,429"
AAAP,4.97%,-3.69%,-4.06%,21.86%,41.98%,-6.45%,-23.31%,-74.04%,-66.39%,5.10%,5.04%,1.96M,0.63,55.80,4.46%,"1,229,432"
AAAPB,-0.96%,26.54%,42.51%,67.29%,38.63%,113.63%,61.20%,-,-,4.34%,4.70%,75.23K,0.83,44.45,7.11%,"62,439"
AAAPD,0.10%,-12.66%,-18.93%,-27.00%,-19.98%,-37.86%,-48.22%,-,-,2.41%,2.76%,8.24M,1.27,10.49,-3.58%,"10,461,281"
AAAPE,-0.89%,-,-,-,12.96%,-,-,-,-,1.66%,-,8.72K,0.38,16.82,7.03%,"3,278"
