Ticker,PerfWeek,PerfMonth,PerfQuart,PerfHalf,PerfYTD,PerfYear,Perf3Y,Perf5Y,Perf10Y,VolatilityW,VolatilityM,AvgVolume,RelVolume,Price,Change,Volume
AA,-2.11%,2.43%,11.17%,-9.91%,-3.39%,12.98%,11.17%,-11.73%,181.68%,2.36%,2.73%,2.36M,1.80,131.46,-3.41%,"4,247,328"
AAA,-9.65%,-30.05%,-37.54%,-31.89%,-17.24%,49.64%,23.64%,33.47%,-,4.84%,4.50%,5.30M,2.20,43.98,-6.13%,"11,679,359"
AAAA,-0.04%,0.06%,0.12%,-0.33%,-0.24%,-0.06%,1.14%,-0.27%,-,0.20%,0.36%,11.29K,0.63,24.94,-0.08%,"7,090"
AAAAA,-1.51%,-1.82%,4.79%,8.07%,9.65%,18.85%,-,-,-,0.40%,0.51%,4.58K,0.84,29.98,-0.63%,"3,869"
AAAAC,0.15%,0.10%,0.25%,-0.15%,0.05%,-,-,-,-,0.12%,0.04%,77.57K,0.00,20.07,0.02%,10
AAAAD,0.30%,-0.14%,-,-,0.37%,-,-,-,-,0.00%,0.01%,0.24K,0.04,50.12,0.20%,10
AAAAP,0.24%,-,-,-,0.66%,-,-,-,-,0.02%,-,139.32K,0.00,25.28,0.14%,23
AAAAU,-2.25%,-7.33%,-16.25%,-13.41%,-6.96%,20.08%,104.28%,119.82%,-,1.47%,1.47%,1.59M,0.92,39.59,0.94%,"1,462,120"
AAAC-U,0.20%,-,-,-,0.20%,-,-,-,-,0.16%,-,1.23M,0.00,10.09,0.00%,107
AAACB,0.29%,0.29%,1.44%,2.23%,2.33%,4.25%,-,-,-,0.31%,0.22%,31.30K,0.87,10.54,-0.19%,"27,090"
AAACG,-0.01%,-2.50%,-4.86%,-2.98%,23.99%,18.06%,-31.96%,-68.39%,112.69%,6.35%,6.73%,18.54K,0.23,0.98,1.98%,"4,303"
AAACI,0.30%,0.40%,1.21%,-,0.50%,-,-,-,-,0.06%,0.12%,22.40K,0.00,10.00,0.00%,13
AAACO,0.20%,0.50%,1.22%,-,0.30%,-,-,-,-,0.08%,0.07%,23.83K,0.00,9.98,0.00%,93
AAACP,-0.10%,0.20%,-,-,0.30%,-,-,-,-,0.08%,0.14%,220.87K,0.00,9.98,0.00%,608
AAADR,-2.46%,-2.24%,-5.11%,-10.64%,-4.80%,3.94%,59.26%,28.00%,107.83%,0.82%,1.24%,2.12K,1.03,82.11,-0.13%,"2,173"
AAADX,-17.44%,-23.18%,-,-,-18.07%,-,-,-,-,9.32%,8.92%,2.10M,0.36,17.00,-0.99%,"756,910"
AAAEQ,-1.46%,-0.63%,5.70%,6.65%,7.51%,-,-,-,-,0.09%,0.22%,0.76K,0.10,53.03,-0.92%,73
AAAL,-11.62%,-4.65%,22.09%,-1.06%,-2.28%,20.32%,-17.60%,-24.31%,-58.26%,4.01%,4.05%,102.10M,1.73,14.98,-3.97%,"176,807,466"
AAALG,-22.71%,-11.31%,36.15%,-18.89%,-21.40%,-1.15%,-,-,-,6.81%,6.96%,46.17K,0.21,13.93,-7.93%,"9,550"
AAAME,-6.51%,-12.71%,-39.46%,-47.68%,-44.17%,-29.15%,-12.22%,-61.37%,-62.38%,3.31%,3.78%,12.96K,1.22,1.58,-1.25%,"15,858"
AAAMI,1.38%,0.56%,24.66%,56.98%,76.15%,106.61%,289.60%,249.03%,484.68%,3.55%,4.09%,476.69K,0.70,82.79,-0.58%,"335,686"
AAAOG,-30.77%,-69.34%,-,-,-80.25%,-,-,-,-,26.04%,24.48%,1.05M,1.67,3.06,4.08%,"1,748,220"
AAAOI,-14.60%,-40.04%,-34.90%,197.10%,193.78%,248.10%,1051.97%,1300.96%,770.83%,11.89%,11.27%,11.92M,0.81,102.41,2.16%,"9,637,835"
AAAON,-2.40%,-14.73%,21.80%,26.84%,46.12%,40.22%,60.98%,175.11%,494.56%,6.30%,5.63%,1.14M,1.54,111.42,-1.57%,"1,746,220"
AAAOX,-31.04%,-69.46%,-76.04%,-,-46.61%,-,-,-,-,26.64%,24.82%,5.53M,1.05,13.62,3.34%,"5,820,805"
AAAOZ,-,-,-,-,36.62%,-,-,-,-,-,-,87.59K,1.81,35.07,-3.89%,"158,905"
AAAP,-8.27%,-11.94%,-6.18%,23.97%,35.27%,-12.97%,-23.49%,-74.18%,-67.70%,6.29%,5.16%,1.92M,0.80,53.16,0.06%,"1,530,940"
AAAPB,11.98%,22.10%,54.87%,53.86%,39.97%,122.56%,60.26%,-,-,4.31%,4.66%,78.92K,1.09,44.88,0.38%,"86,289"
AAAPD,-5.59%,-11.43%,-22.06%,-23.67%,-20.06%,-38.93%,-47.83%,-,-,2.32%,2.71%,7.74M,2.21,10.48,-0.10%,"17,118,033"
AAAPE,12.07%,-,-,-,13.98%,-,-,-,-,2.26%,-,10.47K,1.65,16.97,0.66%,"17,323"
AAAPG,-6.16%,10.17%,-31.00%,-33.83%,-28.58%,-52.70%,-,-,-,2.69%,3.27%,11.34K,1.07,18.74,-8.14%,"12,127"
AAAPL,5.84%,11.53%,26.70%,28.38%,22.76%,58.91%,72.04%,127.98%,1251.45%,2.33%,2.74%,54.79M,1.16,333.74,0.14%,"63,407,059"
AAAPR,-0.15%,0.07%,0.80%,3.64%,3.84%,7.79%,-,-,-,0.19%,0.21%,15.39K,0.33,29.50,-0.17%,"5,118"
AAAPU,11.53%,21.23%,53.13%,50.28%,37.08%,113.65%,89.25%,-,-,4.57%,5.46%,2.17M,1.18,46.03,0.17%,"2,569,442"
AAAPW,6.88%,11.82%,22.97%,15.83%,8.37%,21.89%,-,-,-,2.29%,2.73%,15.85K,1.62,43.82,0.67%,"25,647"
AAAPX,11.35%,21.49%,51.85%,49.60%,36.15%,109.81%,-,-,-,4.39%,5.06%,74.34K,0.76,41.50,0.17%,"56,772"
AAAPY,6.40%,9.88%,23.73%,19.46%,14.25%,31.13%,-,-,-,1.63%,1.75%,5.12K,1.02,28.43,0.19%,"5,233"
AAARD,-22.89%,57.53%,17.43%,-60.88%,-55.35%,-51.00%,-,-,-,16.32%,15.18%,269.45K,0.87,5.86,-7.42%,"233,614"
AAAT,1.55%,4.55%,25.48%,37.89%,34.76%,26.47%,22.35%,-31.05%,-42.96%,1.90%,1.97%,400.96K,0.86,25.51,-1.32%,"345,823"
AAAUA,-1.36%,-0.26%,6.69%,-,14.72%,-,-,-,-,0.08%,0.17%,0.86K,0.04,56.83,-0.87%,31
AAAUC,-10.80%,-22.69%,-34.75%,-23.62%,-9.00%,58.93%,-,-,-,5.08%,4.45%,693.41K,1.28,20.82,-0.67%,"889,406"
AAAUM,-,-5.93%,-6.09%,-20.69%,-18.14%,-,-,-,-,0.21%,0.23%,0.39K,0.00,20.04,0.00%,0
AAAUS,-1.33%,-0.56%,5.90%,7.23%,8.12%,-,-,-,-,0.35%,0.27%,2.41K,0.09,59.58,-0.91%,219
AAAVM,-1.17%,-3.31%,-0.82%,6.16%,12.34%,24.16%,43.75%,23.87%,-,0.45%,0.27%,2.84K,0.05,33.16,-0.43%,153
AAAXJ,-5.52%,-7.91%,3.46%,11.49%,17.92%,29.81%,59.42%,20.19%,94.55%,1.93%,1.85%,662.49K,1.22,109.81,-1.35%,"811,477"
AAB,1.99%,3.98%,-2.09%,-2.60%,-1.51%,-7.43%,12.16%,-16.08%,60.19%,1.28%,1.83%,309.50K,0.74,37.90,-1.17%,"228,513"
AABAT,-10.27%,-23.87%,-26.48%,-55.56%,-29.34%,0.00%,-76.86%,-90.63%,-90.85%,5.72%,6.08%,6.32M,0.66,2.36,-2.48%,"4,178,024"
AABBV,2.58%,14.39%,21.77%,14.69%,11.38%,32.96%,88.75%,116.59%,301.91%,2.50%,2.76%,7.18M,0.96,254.49,0.04%,"6,872,707"
AABCB,2.10%,4.34%,11.71%,15.81%,24.29%,37.00%,146.49%,95.74%,195.77%,1.78%,2.08%,523.45K,0.84,92.31,-0.92%,"437,259"
